date,THE HONGKONG AND SHANGHAI BANKING,HUAFU INTERNATIONAL SECURITIES LTD,CHINA SUNRISE SECURITIES (INTL) LTD,FUTU SECURITIES INTERNATIONAL,MONMONKEY GROUP SECURITIES LTD,SOOCHOW SECURITIES INTERNATIONAL,ADEN FINANCIAL GROUP LTD,VALUABLE CAPITAL LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,PHILLIP SECURITIES (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-27,1.260125,0.0,3.4985000000000004,1.37025,2.67625,3.7504999999999997,0.7055,0.8602500000000001,1.06848875,0.0135,15.203363750000001
2024-03-28,1.260125,0.0,3.4985000000000004,1.37475,2.67625,3.7504999999999997,0.7055,0.8572500000000001,1.06848875,0.0135,15.20486375
2024-04-02,0.989125,0.0,3.5060000000000002,1.40275,2.67625,3.7504999999999997,0.7055,0.8572500000000001,1.06811375,0.012,14.96748875
2024-04-03,0.989125,0.0,3.5060000000000002,1.36975,2.79325,3.7504999999999997,0.7055,0.7405,1.18436375,0.012,15.05098875
2024-04-05,0.989125,0.0,3.5395000000000003,1.37325,2.79325,3.7504999999999997,0.7055,0.738,1.068,0.012,14.969125
2024-04-08,0.989125,0.0,3.47,1.41225,2.79325,3.7504999999999997,0.7055,0.738,1.068,0.012,14.938625
2024-04-09,0.989125,0.0,3.5305000000000004,1.41075,2.75825,3.6385,0.7055,0.738,1.068,0.111625,14.95025
2024-04-10,0.989125,0.0,3.5305000000000004,1.41025,2.78625,3.6374999999999997,0.7055,0.818625,1.068,0.012,14.95775
2024-04-11,0.989125,0.0,3.5305000000000004,1.41125,2.78625,3.6185,0.7055,0.8431249999999999,1.068,0.012,14.964250000000002
2024-04-12,0.990625,0.0,3.5985000000000005,1.56125,2.78625,3.6185,0.7055,0.8481249999999999,1.068,0.012,15.18875
2024-04-15,0.990625,0.0,3.5305000000000004,1.5867499999999999,2.86525,3.6185,0.7055,0.8481249999999999,1.068,0.012,15.22525
2024-04-16,0.990625,0.0,3.5029999999999997,1.5867499999999999,2.86525,3.6185,0.7055,0.8481249999999999,1.068,0.012,15.19775
2024-04-17,0.990625,0.0,3.5604999999999998,1.59225,2.8392500000000003,3.5985000000000005,0.7055,0.8481249999999999,1.068,0.012,15.214749999999999
2024-04-18,0.990625,0.0,3.5604999999999998,1.59275,2.8392500000000003,3.5985000000000005,0.7055,0.858125,1.068,0.012,15.22525
2024-04-19,0.990625,0.0,3.5604999999999998,1.5997500000000002,2.8632500000000003,3.5985000000000005,0.7055,0.858125,1.068,0.012,15.25625
2024-04-22,0.990625,0.0,3.5604999999999998,1.59225,2.8632500000000003,3.5985000000000005,0.7055,0.937125,1.068,0.012,15.327750000000002
2024-04-23,0.990125,0.0,3.5604999999999998,1.59825,2.8632500000000003,3.5985000000000005,0.7055,0.940125,1.068,0.012,15.336250000000001
2024-04-24,0.989125,0.0,3.569,1.6607500000000002,2.8632500000000003,3.5985000000000005,0.7055,0.943125,1.068,0.012,15.40925
2024-04-25,0.9886249999999999,0.0,3.5749999999999997,1.66175,2.8632500000000003,3.5995,0.7055,0.943125,1.068,0.012,15.41675
2024-04-26,0.9886249999999999,0.0,3.5749999999999997,1.66175,2.8632500000000003,3.594,0.7055,0.943125,1.068,0.012,15.41125
2024-04-29,0.9886249999999999,0.0,3.579,1.6637499999999998,2.85925,3.594,0.7055,0.943125,1.068,0.012,15.413250000000001
2024-04-30,0.9886249999999999,0.0,3.579,1.66625,2.85925,3.594,0.7055,0.943125,1.068,0.01,15.41375
2024-05-02,0.9881249999999999,0.0,3.5854999999999997,1.6702499999999998,2.85925,3.5875,0.7055,1.0706250000000002,1.068,0.01,15.544749999999999
2024-05-03,0.878125,0.0,3.5854999999999997,1.6912500000000001,2.85925,3.5875,0.7055,1.183125,1.068,0.0075,15.565750000000001
2024-05-06,0.8776249999999999,0.0,3.5854999999999997,1.6992500000000001,2.85925,3.5875,0.7055,1.183125,1.068,0.0075,15.57325
2024-05-07,0.8681249999999999,0.0,3.5925,1.6992500000000001,2.85275,3.604,0.7055,1.183125,1.068,0.0075,15.580749999999998
2024-05-08,0.867125,0.0,3.5925,1.69075,2.87175,3.6214999999999997,0.7055,1.318625,1.068,0.0075,15.74325
2024-05-09,0.867125,0.0,3.5999999999999996,1.67725,2.88075,3.6295,0.7055,1.318625,1.068,0.0075,15.75425
2024-05-10,0.867125,0.0,3.5999999999999996,1.67625,2.88375,3.6575,0.7055,1.318625,1.068,0.0075,15.78425
2024-05-13,0.866625,0.0,3.4410000000000003,1.6622499999999998,2.8987499999999997,3.6575,0.7055,1.316125,1.069,0.0075,15.62425
2024-05-14,0.887125,0.0,2.8735,1.55075,3.16025,3.6624999999999996,0.7055,1.2966250000000001,1.0695,0.013,15.21875
2024-05-16,0.900625,0.0,2.8685,1.49475,3.16025,3.6675,0.7055,1.296125,1.0695,0.013999999999999999,15.17675
2024-05-17,0.9051250000000001,0.0,2.8685,1.76025,2.94725,3.6675,0.6025,1.304125,1.0695,0.015,15.13975
2024-05-20,0.894125,0.0,2.8685,1.71325,3.08125,3.6675,0.6025,1.3071249999999999,1.0695,0.015,15.21875
2024-05-21,0.8906249999999999,0.0,2.8770000000000002,1.60975,3.10275,3.6675,0.6025,1.462625,1.0695,0.013,15.29525
2024-05-22,0.8956250000000001,0.0,2.8770000000000002,1.6172499999999999,3.1047499999999997,3.6675,0.6025,1.462625,1.0695,0.0145,15.311250000000001
2024-05-23,0.881625,0.0,3.0275,1.6112499999999998,3.06025,3.6885000000000003,0.6025,1.413625,1.0695,0.0125,15.367249999999999
2024-05-24,0.867625,0.0,3.011,1.61525,3.16925,3.6885000000000003,0.6025,1.4101249999999999,1.0695,0.0065,15.440249999999999
2024-05-27,0.8651249999999999,0.0,2.994,1.62275,3.1557500000000003,3.7060000000000004,0.6025,1.418625,1.0695,0.0065,15.44075
2024-05-28,0.862625,0.0,2.994,1.6267500000000001,3.15825,3.7060000000000004,0.6025,1.4156250000000001,1.0695,0.0065,15.44175
2024-05-29,0.858625,0.0,3.0005,1.6272499999999999,3.1932500000000004,3.7060000000000004,0.6025,1.4156250000000001,1.0695,0.0065,15.479750000000001
2024-05-30,0.858625,0.0,2.9505,1.64575,3.1932500000000004,3.7325,0.6025,1.290125,1.0695,0.0065,15.34925
2024-05-31,0.974125,0.0,2.9995000000000003,1.52775,3.2222500000000003,3.7325,0.6025,1.281125,1.0695,0.0065,15.415750000000001
2024-06-03,0.9881249999999999,0.0,2.981,1.37675,3.2222500000000003,3.8575,0.6025,1.280125,1.0710000000000002,0.0065,15.385750000000002
2024-06-04,0.989125,0.0,2.981,1.34375,3.2222500000000003,3.8565,0.6025,1.2826250000000001,1.0715000000000001,0.0065,15.35575
2024-06-05,1.004125,0.0,2.981,1.33925,3.2222500000000003,3.8565,0.6025,1.2826250000000001,1.0715000000000001,0.0065,15.36625
2024-06-06,1.003625,0.0,2.981,1.34125,3.2222500000000003,3.8565,0.6025,1.283625,1.0715000000000001,0.0065,15.36875
2024-06-07,1.004125,0.0,2.9655,1.3407499999999999,3.2222500000000003,3.8565,0.6025,1.283625,1.0715000000000001,0.0065,15.35325
2024-06-11,1.004125,0.0,2.948,1.33825,3.2222500000000003,3.8565,0.6025,1.2826250000000001,1.068,0.0065,15.32875
2024-06-12,1.0046249999999999,0.0,2.929,1.33825,3.2222500000000003,3.8565,0.6025,1.283125,1.068,0.0065,15.31075
2024-06-13,1.0046249999999999,0.0,3.037,1.33875,3.20125,3.8565,0.6025,1.221125,1.068,0.0065,15.336250000000001
2024-06-14,1.0046249999999999,0.0,3.2435,1.3082500000000001,3.19425,3.934,0.6025,1.1076249999999999,1.068,0.0065,15.46925
2024-06-17,1.0046249999999999,0.0,3.47,1.21975,3.07125,4.2195,0.6025,1.068625,1.068,0.0065,15.730749999999999
2024-06-18,1.0046249999999999,0.0,3.4479999999999995,1.22025,3.09825,4.2195,0.6025,1.068625,1.068,0.0065,15.736249999999998
2024-06-19,1.0046249999999999,0.0,3.3895,1.22525,3.1357500000000003,4.2905,0.6025,1.068625,1.068,0.0065,15.791250000000002
2024-06-20,1.0046249999999999,0.0,3.37,1.22925,3.09925,4.303,0.6025,1.0691249999999999,1.068,0.0065,15.75225
2024-06-21,1.0046249999999999,0.0,3.4135,1.20875,3.09925,4.303,0.6025,1.068625,1.068,0.006999999999999999,15.77525
2024-06-24,12.254624999999999,0.0,3.3845,1.21025,3.09925,4.303,0.6025,1.067625,1.068,0.006999999999999999,26.996750000000002
2024-06-25,12.255125,0.0,3.422,1.18225,3.12825,4.303,0.6025,1.066125,1.068,0.006999999999999999,27.03425
2024-06-26,12.255125,0.0,3.3970000000000002,1.51925,3.12825,4.303,0.6025,1.064125,1.068,0.006999999999999999,27.34425
2024-06-27,12.255125,0.0,3.3970000000000002,1.4612500000000002,3.1182499999999997,4.3655,0.6025,1.064125,1.068,0.0065,27.33825
2024-06-28,12.255125,0.0,3.3905,1.4612500000000002,3.12475,4.3655,0.6025,1.0651249999999999,1.068,0.0065,27.33925
2024-07-02,12.255125,0.0,3.392,1.4637499999999999,3.12825,4.3655,0.6025,1.0651249999999999,1.068,0.0065,27.346749999999997
2024-07-03,12.255125,0.0,3.4005,1.46475,3.12825,4.3655,0.6025,1.0651249999999999,1.068,0.0065,27.35625
2024-07-04,12.255125,0.0,3.3970000000000002,1.4652500000000002,3.1397500000000003,4.3655,0.6025,1.059625,1.068,0.0065,27.359250000000003
2024-07-05,12.255125,0.0,3.4005,1.46675,3.1397500000000003,4.3655,0.6025,1.059625,1.068,0.0065,27.364250000000002
2024-07-08,12.255125,0.0,3.3939999999999997,1.4677499999999999,3.1412500000000003,4.3655,0.6025,1.057125,1.068,0.0065,27.357749999999996
2024-07-09,12.256124999999999,0.0,3.3970000000000002,1.46675,3.1412500000000003,4.3655,0.6025,1.058625,1.068,0.0065,27.36225
2024-07-10,12.257125,0.0,3.4005,1.46475,3.1412500000000003,4.3655,0.6025,1.014625,1.068,0.0065,27.32075
2024-07-11,7.259625,5.0,3.3970000000000002,1.47825,3.1412500000000003,4.3655,0.6025,1.014625,1.068,0.0065,27.33325
2024-07-12,7.253374999999999,5.0,3.3945000000000003,1.47675,3.1412500000000003,4.3655,0.6025,1.014625,1.068,0.0065,27.322999999999997
2024-07-15,7.253374999999999,5.0,3.3975,1.47625,3.1412500000000003,4.1155,0.6025,1.015625,1.068,0.0065,27.0765
2024-07-16,7.252375,5.0,3.447,1.47675,3.14175,4.1155,0.6025,0.9721250000000001,1.068,0.0065,27.0825
2024-07-17,7.252375,5.0,3.4425,1.4677499999999999,3.14175,4.1155,0.6025,0.974125,1.068,0.0065,27.071
2024-07-18,7.252375,5.0,3.437,1.4677499999999999,3.14775,4.1155,0.6025,0.974125,1.068,0.0065,27.071499999999997
2024-07-19,7.250375000000001,5.0,3.4235,1.46275,3.1407499999999997,4.1155,0.6025,0.978625,1.068,0.0065,27.048499999999997
2024-07-22,7.2486250000000005,5.0,3.45,1.45275,3.18175,4.1155,0.6025,0.973625,1.068,0.013999999999999999,27.10675
2024-07-23,7.2486250000000005,5.0,3.4450000000000003,1.4517499999999999,3.18175,4.1155,0.6025,0.970125,1.068,0.013999999999999999,27.09725
2024-07-24,7.244875,5.0,3.4410000000000003,1.45025,3.18175,4.1155,0.6025,0.925625,1.068,0.013999999999999999,27.043499999999998
2024-07-25,7.245125,5.0,3.435,1.45075,2.8282499999999997,4.496,0.6025,0.900625,1.068,0.013999999999999999,27.04025
2024-07-26,7.2486250000000005,5.0,3.34,1.4517499999999999,2.8282499999999997,4.496,0.6025,0.900625,1.068,0.013999999999999999,26.94975
2024-07-29,7.2486250000000005,5.0,3.3465000000000003,1.4517499999999999,2.8282499999999997,4.496,0.6025,0.900625,1.068,0.013999999999999999,26.956249999999997
2024-07-30,7.2486250000000005,5.0,3.3520000000000003,1.45075,2.8462500000000004,4.496,0.6025,0.8986249999999999,1.068,0.013999999999999999,26.97675
2024-07-31,7.2486250000000005,5.0,3.3825000000000003,1.45025,2.8462500000000004,4.496,0.6025,0.8986249999999999,1.068,0.013999999999999999,27.00675
2024-08-01,7.2486250000000005,5.0,3.2515,1.44975,2.9822499999999996,4.496,0.6025,0.8986249999999999,1.068,0.013999999999999999,27.011249999999997
2024-08-02,7.2486250000000005,5.0,3.2315000000000005,1.45025,2.9822499999999996,4.496,0.6025,0.9001250000000001,1.068,0.013999999999999999,26.993250000000003
2024-08-05,7.236125,5.0,3.1995000000000005,1.45275,3.01025,4.496,0.6025,0.9001250000000001,1.068,0.013999999999999999,26.97925
2024-08-06,7.236125,5.0,3.195,1.44975,3.01025,4.4510000000000005,0.6025,0.9001250000000001,1.068,0.013999999999999999,26.92675
2024-08-07,7.236125,5.0,3.2005,1.47275,3.01025,4.4510000000000005,0.6025,0.9011250000000001,1.068,0.0145,26.956750000000003
2024-08-08,7.236125,5.0,3.2035,1.4722499999999998,3.21725,4.3795,0.6025,0.8696250000000001,1.068,0.0145,27.06325
2024-08-09,7.238625,5.0,3.1995000000000005,1.46175,3.22425,4.3795,0.6025,0.8731249999999999,1.068,0.0145,27.06175
2024-08-12,7.237625,5.0,3.197,1.4392500000000001,3.2537499999999997,4.359500000000001,0.6025,0.921625,1.068,0.0145,27.09375
2024-08-13,7.2406250000000005,5.0,3.199,1.42825,3.2537499999999997,4.1215,0.6025,0.992625,1.068,0.0145,26.920749999999998
2024-08-14,7.2441249999999995,5.0,3.2035,1.42825,3.2537499999999997,4.1215,0.6025,0.9936250000000001,1.068,0.0145,26.929750000000002
2024-08-15,7.2441249999999995,5.0,3.3435,1.41825,3.2537499999999997,4.1215,0.6025,0.994625,1.068,0.0145,27.06075
2024-08-16,7.248125,5.0,3.341,1.4192500000000001,3.25475,4.1215,0.6025,0.995625,1.068,0.0145,27.065250000000002
2024-08-19,7.2486250000000005,5.0,3.34,1.4217499999999998,3.25475,4.1215,0.6025,0.995625,1.068,0.0145,27.067249999999998
2024-08-20,7.251125,5.0,3.3579999999999997,1.4232500000000001,3.25475,4.1215,0.6025,0.996625,1.068,0.0145,27.090249999999997
2024-08-21,7.2471250000000005,5.0,3.3550000000000004,1.4312500000000001,3.25475,4.1215,0.6025,0.999625,1.068,0.0145,27.09425
2024-08-22,7.2471250000000005,5.0,3.35,1.4312500000000001,3.25475,4.1215,0.6025,1.0046249999999999,1.068,0.0145,27.09425
2024-08-23,7.2471250000000005,5.0,3.228,1.43025,3.15125,4.1215,0.6025,1.230125,1.068,0.0145,27.09325
2024-08-26,7.2471250000000005,5.0,3.1864999999999997,1.4307500000000002,3.15125,4.1215,0.6025,1.323625,1.068,0.0145,27.145750000000003
2024-08-27,7.2471250000000005,5.0,3.1065,1.4307500000000002,3.15125,4.1215,0.6025,1.403125,1.068,0.0145,27.145249999999997
2024-08-28,7.2471250000000005,5.0,3.1065,1.43175,3.15125,4.1215,0.6025,1.403625,1.068,0.0145,27.146749999999997
2024-08-29,7.2471250000000005,5.0,3.1065,1.43175,3.19825,3.959,0.6025,1.529625,1.068,0.0145,27.157249999999998
2024-08-30,7.2471250000000005,5.0,3.0325,1.43175,3.27225,3.959,0.6025,1.529625,1.068,0.0145,27.157249999999998
2024-09-02,7.2471250000000005,5.0,2.9770000000000003,1.43175,3.25625,4.2225,0.6025,1.341125,1.068,0.0145,27.16075
2024-09-03,7.243375,5.0,2.9770000000000003,1.43225,3.22875,4.2225,0.6025,1.447125,1.068,0.0145,27.236
2024-09-04,7.243375,5.0,2.9770000000000003,1.43975,3.22875,4.2225,0.6025,1.447125,1.068,0.0145,27.243499999999997
2024-09-05,7.243375,5.0,2.9770000000000003,1.58775,3.23025,4.2225,0.6025,1.445625,1.068,0.019,27.395999999999997
2024-09-09,7.236375000000001,5.0,2.979,1.8117500000000002,3.3512500000000003,4.2225,0.6025,1.446625,1.068,0.0145,27.732499999999998
2024-09-10,7.238375,5.0,2.9985,1.82575,3.35475,4.2085,0.6025,1.44573875,1.068,0.062,27.80411375
2024-09-11,7.235875,5.0,3.079,1.93175,3.48725,3.9265000000000003,0.6025,1.46673875,1.068,0.0635,27.86111375
2024-09-12,7.234875000000001,5.0,3.079,1.9112500000000001,3.84825,3.9265000000000003,0.6025,1.46223875,1.068,0.0645,28.197113750000003
2024-09-13,7.234875000000001,5.0,2.9415,1.6092499999999998,3.9462499999999996,3.9265000000000003,0.6025,1.46473875,1.068,0.068,27.861613750000004
2024-09-16,7.153125,5.0,2.9415,1.5882500000000002,4.0177499999999995,3.9265000000000003,0.6025,1.46473875,1.068,0.0755,27.837863750000004
2024-09-17,7.156875,5.0,2.9415,1.59125,4.01975,3.9265000000000003,0.6025,1.46423875,1.068,0.0755,27.84611375
2024-09-19,7.156875,5.0,2.8915,1.59525,4.13225,3.9265000000000003,0.6025,1.40323875,1.068,0.06924999999999999,27.84536375
2024-09-20,7.156875,5.0,2.8915,1.59525,4.13225,3.9265000000000003,0.6025,1.40373875,1.068,0.06924999999999999,27.84586375
2024-09-23,7.122050000000001,5.0,2.949,1.6977499999999999,4.13225,3.9265000000000003,0.6025,1.40623875,1.068,0.07075000000000001,27.975038749999996
2024-09-24,7.20725,5.0,2.949,1.67525,4.13225,3.9265000000000003,0.6025,1.4052387499999999,1.068,0.07075000000000001,28.03673875
2024-09-25,7.20725,5.0,2.949,1.68225,4.13225,3.9265000000000003,0.6025,1.4052387499999999,1.068,0.07075000000000001,28.043738750000003
2024-09-26,7.20725,5.0,2.949,1.6837499999999999,4.08275,3.9265000000000003,0.6025,1.4052387499999999,1.068,0.07075000000000001,27.995738749999997
2024-09-27,7.23225,5.0,2.949,1.6892500000000001,3.33475,3.9265000000000003,0.6025,1.40623875,1.068,0.07075000000000001,27.27923875
2024-09-30,7.258249999999999,5.0,2.9235,1.70275,3.35875,3.9265000000000003,0.6025,1.4067387500000001,1.068,0.07075000000000001,27.317738749999997
2024-10-02,7.2562500000000005,5.0,2.9235,1.68775,3.40875,3.9265000000000003,0.6025,1.39523875,1.068,0.08074999999999999,27.349238749999998
2024-10-03,7.2562500000000005,5.0,2.9235,1.67725,3.40875,3.9265000000000003,0.6025,1.39473875,1.068,0.07925,27.336738750000002
2024-10-04,7.332750000000001,5.0,2.9235,1.5802500000000002,3.3327500000000003,3.9265000000000003,0.6025,1.39773875,1.068,0.07725,27.24123875
2024-10-07,7.332750000000001,5.0,3.0475,1.46675,3.32425,3.9265000000000003,0.6025,1.38373875,1.068,0.07325,27.225238750000003
2024-10-08,7.332750000000001,5.0,3.0475,1.47475,3.32425,3.9265000000000003,0.6025,1.35373875,1.068,0.07325,27.203238749999997
2024-10-09,7.32675,5.0,3.0475,1.45075,3.32425,3.9265000000000003,0.6025,1.33523875,1.068,0.07325,27.15473875
2024-10-10,7.326249999999999,5.0,3.2525,1.4652500000000002,3.06325,3.9265000000000003,0.6025,1.6532387499999999,1.068,0.09825,27.455738750000002
2024-10-14,7.32725,5.0,3.2525,1.52475,3.06325,3.9265000000000003,0.6025,1.65373875,1.068,0.09825,27.516738750000002
2024-10-15,7.32725,5.0,3.2525,1.53325,3.06325,4.002,0.6025,1.65373875,1.068,0.10275,27.605238749999998
2024-10-16,7.32725,5.0,3.3009999999999997,1.53475,3.06325,4.002,0.6025,1.65373875,1.068,0.10725000000000001,27.659738750000002
2024-10-18,7.32725,5.0,3.5714999999999995,1.53375,2.81775,4.002,0.6025,1.65573875,1.068,0.11275,27.691238750000004
2024-10-22,7.32725,5.0,3.4404999999999997,1.54775,2.81775,4.002,0.6025,1.6737387499999998,1.068,0.11275,27.592238749999996
2024-10-23,7.32725,5.0,3.383,1.54925,2.81775,4.002,0.6025,1.67473875,1.068,0.11275,27.537238749999997
2024-10-24,7.32725,5.0,3.29,1.54525,2.91075,4.002,0.6025,1.6722387500000002,1.068,0.12975,27.54773875
2024-10-25,7.32725,5.0,3.29,1.5447499999999998,2.91075,4.002,0.6025,1.66823875,1.068,0.12975,27.54323875
2024-10-28,7.32725,5.0,3.29,1.55725,3.2857499999999997,4.002,0.6025,1.6677387500000003,1.06801125,0.12975,27.93025
2024-10-29,7.33325,5.0,3.2525,1.8162500000000001,3.23175,4.002,0.6025,1.64723875,1.06801125,0.14625,28.09975
2024-10-30,7.33325,5.0,3.2525,1.8367499999999999,3.23175,4.002,0.6025,1.61473875,1.06801125,0.14625,28.08775
2024-10-31,7.33325,5.0,3.2525,1.8392499999999998,3.23175,4.002,0.6025,1.61523875,1.068,0.13424999999999998,28.07873875
2024-11-01,7.33325,5.0,3.2525,2.24125,3.23175,4.002,0.6025,1.61723875,1.068,0.16674999999999998,28.515238749999998
2024-11-04,7.33325,5.0,3.2525,2.23225,3.23175,3.991,0.6025,1.61723875,1.068,0.16674999999999998,28.495238750000002
2024-11-05,7.33325,5.0,3.2525,2.23375,3.23175,3.991,0.6025,1.61973875,1.068,0.18026125,28.512749999999997
2024-11-06,7.33025,5.0,3.2525,2.26225,3.4717499999999997,3.991,0.6025,1.35473875,1.068,0.17376125,28.506749999999997
2024-11-07,7.33025,5.0,3.2525,2.25475,3.4717499999999997,4.008500000000001,0.6025,1.3527387499999999,1.068,0.17126125,28.51225
2024-11-08,7.33525,5.0,3.266,2.211400125,2.91575,3.2105,0.6025,1.37573875,1.068,0.16276125,27.147900125000003
2024-11-11,7.33525,5.0,3.3985000000000003,2.208400125,2.81325,3.2105,0.6025,1.35773875,1.068,0.16026125,27.154400125
2024-11-12,7.337837499999999,5.0,3.0615,2.1899001250000003,3.1377500000000005,3.2105,0.6025,1.3712387499999998,1.068,0.16026125,27.139487624999997
2024-11-13,7.3383375,5.0,3.0615,2.2829001250000003,3.1377500000000005,3.2105,0.6025,1.3712387499999998,1.068,0.16026125,27.232987625
2024-11-14,7.3923375,5.0,3.0615,2.265900125,3.14725,3.2425,0.6025,1.3752387499999998,1.068,0.16026125,27.315487625000003
2024-11-15,7.3923375,5.0,3.0700000000000003,2.256400125,3.11925,3.2425,0.6025,1.43023875,1.068,0.16026125,27.341487625
2024-11-18,7.516337500000001,5.0,3.0700000000000003,2.284900125,3.12125,3.2425,0.6025,1.44425,1.068,0.14625,27.495987625
2024-11-19,7.7313375,5.0,3.0700000000000003,2.29075,3.10425,3.2595,1.3145,1.44675,1.068,0.14625,28.431337499999998
2024-11-20,8.1373375,5.0,3.0700000000000003,2.25275,3.11075,3.3000000000000003,1.3145,1.44725,1.068,0.1575,28.8580875
2024-11-21,8.1793375,5.0,3.0700000000000003,2.23525,3.1557500000000003,3.3000000000000003,1.3145,1.4722499999999998,1.068,0.1575,28.9525875
2024-11-22,8.1723375,5.0,3.0700000000000003,2.25875,3.18675,3.3000000000000003,1.3145,1.47275,1.068,0.1575,29.0005875
2024-11-25,8.1788375,5.0,3.0700000000000003,2.26325,3.18675,3.3000000000000003,1.3145,1.47275,1.068,0.1575,29.0115875
2024-11-26,8.371337500000001,5.0,3.0700000000000003,2.26025,3.21375,3.3000000000000003,1.2595,1.47275,1.068,0.155,29.1705875
2024-11-27,8.3583375,5.0,3.0700000000000003,2.28475,3.22625,3.3000000000000003,1.2595,1.47075,1.068,0.1525,29.1900875
2024-11-28,8.3573375,5.0,3.0700000000000003,2.28375,3.2367500000000002,3.3000000000000003,1.2595,1.48125,1.068,0.1525,29.209087500000003
2024-11-29,8.358500000000001,5.0,3.0700000000000003,2.28525,3.2367500000000002,3.3000000000000003,1.2595,1.48525,1.068,0.1525,29.21575
2024-12-02,8.3595,5.0,3.0700000000000003,2.28375,3.2367500000000002,3.3000000000000003,1.2595,1.46275,1.068,0.1525,29.19275
2024-12-03,8.3595,5.0,3.209,2.2327500000000002,3.04425,3.3435,1.2595,1.43725,1.068,0.18,29.133750000000003
2024-12-04,8.372,5.0,3.209,2.23325,3.04425,3.3435,1.2595,1.43725,1.068,0.18,29.146749999999997
2024-12-05,8.369,5.0,3.209,2.29875,3.04425,3.3435,1.2595,1.43725,1.068,0.18,29.209249999999997
2024-12-06,8.3675,5.0,3.3915,2.29925,2.8682499999999997,3.3435,1.2595,1.43725,1.068,0.18,29.214750000000002
2024-12-09,8.371,5.0,3.5035,2.3002499999999997,2.7247500000000002,3.3745,1.2595,1.43725,1.068,0.18,29.21875
2024-12-10,8.373999999999999,5.0,3.5714999999999995,2.30375,2.7247500000000002,3.3745,1.2595,1.43725,1.068,0.18,29.293249999999997
2024-12-11,8.441,5.0,3.5775,2.23375,2.7247500000000002,3.3745,1.2595,1.43825,1.068,0.18,29.297250000000002
2024-12-12,8.439499999999999,5.0,3.4205,2.22825,2.75325,3.3745,1.2595,1.29075,1.068,0.1825,29.016750000000002
2024-12-13,8.441,5.0,3.4205,2.28175,2.75325,3.3745,1.2595,1.29225,1.068,0.1825,29.07325
