date,ASTRUM CAPITAL MANAGEMENT LTD,GRANSING SECURITIES CO LTD,LUK FOOK SECURITIES (HK) LTD,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD
2024-03-22,55.01848906639094,44.98151093360906,0.0,0.0,0.0
2024-04-09,51.76539171311132,42.32187347995114,0.0,0.0,5.912734806937549
2024-05-06,51.1506336869941,36.75707052791125,0.0,6.860266374278436,5.232029410816215
2024-11-08,51.10119527046619,36.72154386417088,0.0,6.853635748574375,5.323625116788556
2024-11-22,40.5579975298982,29.14515555760119,20.631998302124646,5.439593737294702,4.22525487308126
2024-12-16,40.5579975298982,29.14515555760119,20.631998302124646,5.407630722338568,4.2572178880373945
2025-01-23,37.09794364194297,35.18987164134421,18.871856522715365,4.946298929720829,3.8940292642766257
2025-03-18,40.57279605437607,33.24590323321961,17.829332319821813,4.673054146263855,3.678914246318655
