date,HALCYON SECURITIES LTD,HANG SENG SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,EVER-LONG SECURITIES CO LTD,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-06-26,59.53265796997675,23.28238693378649,4.8267133269125075,5.679910041197501,4.376919314417108,0.0,2.301412413709641
2024-06-27,59.53025650334559,23.28749855033002,4.826518623847197,5.679680921334604,4.374725823286489,0.0,2.301319577856102
2024-06-28,59.52905584268247,23.289045758225136,4.8264212782049665,5.679566368334804,4.374637589814698,0.0,2.3012731627379304
2024-07-02,59.52785523045041,23.290592903710504,4.826323936489368,5.67945181995573,4.374549359901981,0.0,2.3012267494920056
2024-07-03,59.52665466664649,23.292139986789895,4.826226598700166,5.679337276197103,4.374461133548124,0.0,2.301180338118215
2024-07-04,59.50865201897244,23.315338746830786,4.824767002868045,5.677619674081242,4.3731381651570365,0.0,2.3004843920904468
2024-07-05,59.45590701469011,23.383307565632098,4.820490610316817,5.672587362579255,4.369262070111649,0.0,2.2984453766700743
2024-07-08,59.452314169029265,23.38793741596628,4.820199314133779,5.67224457526148,4.368998041101616,0.0,2.2983064845075813
2024-07-09,59.43794712755942,23.40645122313459,4.81903448136979,5.670873840174395,4.36794224408319,0.0,2.297751083678617
2024-07-10,59.436750187531786,23.407993636505513,4.818937437384523,5.670759642154123,4.367854284031354,0.0,2.297704812392704
2024-07-11,59.37218693581562,23.49119180885999,4.813702859959065,5.664599771686054,4.363109696302219,0.0,2.295208927377055
2024-07-12,59.3709926428065,23.492730811202243,4.813606030585407,5.664485826213333,4.363021930772983,0.0,2.295162758419536
2024-07-15,59.36860420092427,23.495808630148694,4.81341238352417,5.664257949019667,4.362846410306696,0.0,2.2950704260765056
2024-07-16,59.326837553580134,23.549630403867315,4.810026080270954,5.6602730639544525,4.359777086547304,0.0,2.2934558117798405
2024-07-17,59.26013301543481,23.645626803864978,4.80461789434057,5.653908896975781,4.344836240431673,0.0,2.2908771489521897
2024-07-18,59.20545211098796,23.716081019412364,4.8001845453314544,5.648691884518753,4.3408271442111435,0.0,2.2887632955383155
2024-07-19,59.2042645163555,23.717611188839243,4.800088259040283,5.648578578126802,4.340740072111648,0.0,2.28871738552652
2024-07-22,59.203076969365696,23.719141296880405,4.799991976611824,5.6484652762803575,4.340653003505217,0.0,2.2886714773564942
2024-07-24,59.2018894700157,23.72067134353955,4.799895698045843,5.648351978979145,4.340565938391644,0.0,2.2886255710281267
2024-07-25,59.173403770104805,23.757374058350916,4.7975861706020035,5.64563420660896,4.338477422976488,0.0,2.2875243713568265
2024-07-26,59.14257517996604,23.797095495964854,4.795086689276178,5.642692903051282,4.3362171314641245,0.0,2.2863326002775257
2024-07-29,59.09047683398649,23.8642221855183,4.7908627256665515,5.637722288122444,4.3323973833440945,0.0,2.2843185833621127
2024-07-31,17.888030303030302,7.229090909090909,1.4503030303030302,1.7066666666666668,1.3115151515151515,0.0,0.6915151515151515
2024-08-02,59.072737006959976,23.887079261672095,4.7894244384735085,5.636029761279315,4.331096734164928,0.0,2.283632797450177
2024-08-05,58.93237759131047,24.077910279384824,4.7680611781383995,5.622638307218481,4.320805858246021,0.0,2.2782067857018062
2024-08-06,58.892397328265226,24.12941651826467,4.764826481899945,5.618823858052866,4.317874584100285,0.0,2.2766612294170168
2024-08-07,58.80791205287985,24.238258192740478,4.757991004049672,5.610763261056899,4.311680290101965,0.0,2.273395199171137
2024-08-08,58.777463021691624,24.277485425244326,4.755527454309199,5.607858170575672,4.309447827104316,0.0,2.2722181010748725
2024-08-12,58.740030548935515,24.3257093671793,4.752498892974242,5.604286801765271,4.306703351924733,0.0,2.2707710372209426
2024-08-13,58.724837222258145,24.34528280301033,4.7512696415159095,5.602837232206366,4.305589407135858,0.0,2.270183693873389
2024-08-14,58.71198746798617,24.361837034090062,4.75023000223786,5.601611258920356,4.304647288460104,0.0,2.269686948305443
2024-08-15,58.7038132791018,24.372367773341356,4.749568650460189,5.60083137340699,4.304047973030087,0.0,2.2693709506595794
2024-08-16,58.67113927195925,24.41446142377935,4.74692508386135,5.597714001739346,4.301652379177537,0.0,2.2681078394831657
2024-08-19,58.64083167352939,24.45350644964213,4.744472977067387,5.594822405117991,4.299430285751183,0.0,2.266936208891913
2024-08-21,58.6187036071597,24.48201385268489,4.742682654353169,5.5927112037933515,4.297807899505971,0.0,2.2660807825029172
2024-08-22,58.61637530844583,24.485013380467,4.74249427792645,5.592489064757488,4.297637193229831,0.0,2.2659907751733996
2024-08-23,58.58031031522748,24.53147560993763,4.739576355706396,5.589048164853104,4.294992978956717,0.0,2.264596575318676
2024-08-27,58.56752372495424,24.547948467365476,4.738541826858682,5.587828217937207,4.29405549134095,0.0,2.264102271543449
2024-08-29,58.566361584443285,24.54944564327703,4.738447801175683,5.587717340079867,4.293970285487511,0.0,2.264057345536622
2024-09-02,58.45153752085592,24.6973725251385,4.729157693050336,5.576762170699224,4.285551611290171,0.0,2.2596184789658436
2024-09-03,58.42839538555189,24.727186344717683,4.727285324728671,5.574554218775518,4.283854875507891,0.0,2.2587238507183476
2024-09-04,58.401804573763435,24.76144306540096,4.725133933209006,5.572017234470921,4.281905289557909,0.0,2.25769590359777
2024-09-09,58.3867856877921,24.780791770727728,4.723918795282016,5.570584308004253,4.280804134418041,0.0,2.257115303775871
2024-09-10,58.34754202064831,24.831349059261346,4.720743695049446,5.566840136205712,4.2779268660330825,0.0,2.255598222802101
2024-09-11,58.33024540392587,24.853632146086234,4.7193442720144665,5.565189895306841,4.276658712160513,0.0,2.2549295705060746
2024-09-13,58.28762422919886,24.908540649423102,4.7158959066694965,5.561123481231702,4.273533811571522,0.0,2.253281921905317
2024-09-16,58.247364188485804,24.960407323535073,4.712638574367627,5.55728233895278,4.270582024678202,0.0,2.251725549980512
2024-09-17,58.21175171216835,25.00628657926267,4.7097572640807055,5.5538846129192905,4.267970988053034,0.0,2.2503488435159484
2024-09-19,58.18879902214468,25.035856338069816,4.707900223270394,5.55169473564884,4.2662881420256,0.0,2.24946153884067
2024-09-20,58.1796230134286,25.047677713440926,4.707157816927436,5.550819268202538,4.265615375138598,0.0,2.249106812861895
2024-09-23,58.149820961537515,25.08607144792123,4.704746612552887,5.547975904919987,4.2634303473887964,0.0,2.2479547256795827
2024-09-24,58.14867533849177,25.08754734452035,4.704653923253856,5.54786660296602,4.263346352563376,0.0,2.247910438204627
2024-09-25,58.13951197892301,25.09935242410066,4.703912540319602,5.546992342353434,4.262674513086942,0.0,2.2475562012163595
2024-09-26,58.09831257473832,25.152429272325538,4.7005792066296275,5.543061576997082,4.25965385391395,0.0,2.2459635153954793
2024-09-27,58.07544923729272,25.18188391895282,4.69872939509762,5.540880224704731,4.257977559041561,0.0,2.2450796649105462
2024-09-30,17.888030303030302,7.755757575757576,1.4472727272727273,1.7066666666666668,1.3115151515151515,0.0,0.6915151515151515
2024-10-02,57.900002452122315,25.40987224442755,4.682572766729605,5.524141144160271,4.245114146293617,0.0,2.2382972462666437
2024-10-03,57.82966696546218,25.48088933300025,4.676884493492626,5.517430554535079,4.239957286936758,0.0,2.2551713665731095
2024-10-04,57.69063500207676,25.662000048865107,4.663685895086613,5.504165750445894,4.22976373720345,0.0,2.249749566322168
2024-10-07,57.68499743483253,25.66926440769062,4.663230156597367,5.503627879705861,4.229350401876237,0.0,2.2495297192973887
2024-10-08,57.62755712186812,25.74327985200299,4.658586706627162,5.498147596756952,4.225138991257828,0.0,2.24728973148695
2024-10-09,57.4715833029086,25.895582329317268,4.694657417548983,5.483266398929049,4.213703298040648,0.0,2.241207253255446
2024-10-10,57.433559867873775,25.94461011573207,4.691551412962576,5.479638647408799,4.210915494670682,0.0,2.239724461352105
2024-10-14,57.40451705443318,25.956774366080765,4.71446284005543,5.4768677217805655,4.208786132788759,0.0,2.2385918848613033
2024-10-15,57.40340060971756,25.958214412478302,4.714371149760051,5.476761203681644,4.208704277261036,0.0,2.2385483471014105
2024-10-16,57.40228420842794,25.959654402862796,4.714279463031122,5.476654689725924,4.208622424917223,0.0,2.2385048110349923
2024-10-17,57.3376071489279,26.03336490128943,4.7089677278356525,5.4704839610499985,4.203880430295524,0.0,2.245695830601491
2024-10-18,57.323130556378274,26.052039988929725,4.707778808197827,5.4691027738799844,4.202819035041295,0.0,2.2451288375728913
2024-10-21,57.23975428712722,26.159597007616714,4.700931362329521,5.461147985280499,4.196706051188566,0.0,2.2418633064574776
2024-10-22,57.180981164242574,26.23541548610203,4.696104499949145,5.455540541195046,4.192396921571762,0.0,2.2395613869394437
2024-10-23,57.04504713448427,26.410773044196734,4.684940640990332,5.44257130570494,4.182430506230642,0.0,2.234237368393079
2024-10-24,57.28085624596694,26.10657467650612,4.704306944383797,5.465069453541573,4.199719565860782,0.0,2.2434731137407877
2024-10-25,57.24641546212293,26.15100396153865,4.7014784248883545,5.461783516701982,4.197194435420132,0.0,2.242124199327945
2024-10-28,57.19427771399228,26.21826267676254,4.697196506169431,5.456809142480658,4.193371798411983,0.0,2.240082162183111
2024-10-29,57.15662020652895,26.266841598202916,4.694103806697425,5.453216303490078,4.19061082413087,0.0,2.238607260949762
2024-10-30,57.155513383455734,26.268269421623636,4.694012906599019,5.453110703375758,4.190529674043019,0.0,2.238563910902833
2024-10-31,17.888030303030302,8.22181818181818,1.4690909090909092,1.7066666666666668,1.3115151515151515,0.0,0.7006060606060606
2024-11-04,57.12453973184692,26.312096887353455,4.691469132397556,5.446284710629835,4.188258746909368,0.0,2.2373507908628607
2024-11-05,57.123434150873095,26.313523033525744,4.691378334309091,5.446179303938029,4.188177687889799,0.0,2.237307489464236
2024-11-07,57.12232861269298,26.314949124496206,4.691287539735147,5.446073901326198,4.18809663200778,0.0,2.2372641897416794
2024-11-08,57.12122311730411,26.31637516026804,4.700873309625759,5.436291941843869,4.18801557926313,0.0,2.2372208916950918
2024-11-11,57.111275583999685,26.311792222367348,4.76584381847998,5.38697084476178,4.187286245712821,0.0,2.2368312846783827
2024-11-13,57.10022683194607,26.327982549900607,4.76492181794439,5.383994080121493,4.186476172972659,0.0,2.2363985471147845
2024-11-14,57.082557717877435,26.447479753414722,4.763447358878279,5.28562794633144,4.185180708328297,0.0,2.2357065151698294
2024-11-15,57.081453761319736,26.499185317339446,4.7633552354843856,5.235242640055311,4.185099768407719,0.0,2.235663277393402
2024-11-18,57.08034984746148,26.500606769712764,4.763263115653691,5.2351413942649385,4.1850188316177785,0.0,2.235620041289349
2024-11-19,57.07924597630017,26.502028167107433,4.76317099938599,5.23504015239053,4.184937897958296,0.0,2.2355768068575737
2024-11-21,57.07924597630017,26.503962057078763,4.76317099938599,5.2331062624191995,4.184937897958296,0.0,2.2355768068575737
2024-11-22,57.03843273667174,26.60482643669831,4.7597652003768385,5.181051767036259,4.181945551610021,0.0,2.233978307606831
2024-11-27,57.03512611293884,26.60328410556675,4.765286453426861,5.18075141185621,4.1817031164702865,0.0,2.2338487997410588
2024-11-28,57.032921910098786,26.611917586531725,4.765102292215164,5.180551194415594,4.175744547233159,0.0,2.233762469505568
2024-12-03,57.031819872565926,26.615267935210547,4.76501021694709,5.178518808360989,4.175663860025409,0.0,2.2337193068900385
2024-12-04,57.02300510526901,26.628542172806352,4.764273742881844,5.1757864384348995,4.175018474601648,0.0,2.2333740660062498
2024-12-05,57.01088924837627,26.649926358741578,4.763261462684405,5.168892000869208,4.174131395320762,0.0,2.2328995340077746
2024-12-06,56.9943759202491,26.810205411668154,4.761881773636825,5.028361775567839,4.172922349079148,0.0,2.232252769798933
2024-12-10,56.9899739815892,26.817789062613134,4.761513991533155,5.0260425466183305,4.172600055029663,0.0,2.2320803626165158
2024-12-11,56.9800721052911,26.834365362432855,4.760686689479095,5.021308223574666,4.171875075411323,0.0,2.2316925438109627
2024-12-13,56.97897210920797,26.835777819605116,4.760594784774205,5.021211287590311,4.1717945376711505,0.0,2.231649461151249
2024-12-16,56.921830778799375,26.911079075642814,4.753892068328761,5.016175768650348,4.167610855845214,0.0,2.2294114527334883
2024-12-18,56.898786947029535,26.942595653829287,4.751967536254234,5.012217279619072,4.165923669714159,0.0,2.22850891355371
2024-12-19,56.89769008708559,26.944004009696528,4.7518759307363485,5.012120657166127,4.16584336159077,0.0,2.228465953724632
2024-12-27,56.891109815392184,26.952453004756144,4.751326371788879,5.011541000669812,4.1653615778644095,0.0,2.228208229528578
2024-12-30,56.86918656461193,26.98060221289878,4.74949542632261,5.0096097802997095,4.163756436626028,0.0,2.227349579240948
2025-01-03,56.86042199457697,26.99185582253303,4.748763443190629,5.0088377088420435,4.1631147264644826,0.0,2.227006304392847
2025-01-06,56.85823127417032,26.994668682967237,4.748580482659976,5.008644728160623,4.162954329828887,0.0,2.226920502212954
2025-01-13,56.85713597726889,26.996075031905413,4.748489007681379,5.008548243396181,4.162874136145826,0.0,2.226877603602302
2025-01-14,56.84290095668209,27.014352638699645,4.747300153589123,5.0072942796477555,4.161831899353385,0.0,2.2263200720280025
2025-01-16,56.78712464105512,27.10520872915474,4.742641930534244,5.002380940928615,4.138508232283635,0.0,2.224135526043646
2025-01-23,56.76637320472937,27.131846309928502,4.740908850497892,5.000552945758425,4.136995917817836,0.0,2.2233227712679766
2025-01-24,56.74127332759805,27.16406576664472,4.7388126054337745,4.998341896197895,4.1351666995083365,0.0,2.222339704617218
2025-01-27,56.771832638478145,27.124838307919426,4.741364801377208,5.001033867578394,4.137393788138894,0.0,2.2235365965079317
2025-02-04,56.722735505940804,27.187861840998956,4.737264397968645,4.996708898465915,4.133815707923147,0.0,2.221613648702537
2025-02-05,56.731457677614664,27.193964585185366,4.737992840152808,4.997477235049614,4.117152399029337,0.0,2.2219552629682133
2025-02-06,56.73472918358618,27.18976611418933,4.73826606373112,4.99776542219104,4.117389820897388,0.0,2.222083395404939
2025-02-10,56.73363863967285,27.191165658322802,4.7381749857037825,4.99766935611758,4.117310677232252,0.0,2.2220406829507393
2025-02-12,56.732548137683146,27.19256514865378,4.738083911177745,4.997573293737176,4.117231536609627,0.0,2.221997972138529
2025-02-13,56.69767419523698,27.2373204500814,4.735171373824011,4.994501246224109,4.114700642081554,0.0,2.22063209255195
2025-02-14,56.67916484634921,27.28603868514669,4.733625544294925,4.967906402876662,4.113357369525246,0.0,2.2199071518072753
2025-02-17,56.65305456517253,27.319535684979822,4.7314449141765795,4.965617847048605,4.111462477146545,0.0,2.2188845114759133
2025-02-18,56.64435648314742,27.330694494422453,4.730718483867098,4.964855463596018,4.110831234256927,0.0,2.2185438407100877
2025-02-19,56.34267279434574,27.71772588658067,4.705523024133702,4.93841300747825,4.088937248557562,0.0,2.206728038904081
2025-02-20,56.30827637848227,27.76185320672107,4.702650367960929,4.935398175219036,4.086441009400532,0.0,2.2053808622161597
2025-02-21,56.30720216718414,27.763231317336995,4.702560653970707,4.935304021023212,4.0863630510366145,0.0,2.2053387894483314
2025-02-24,56.25783271465807,27.826567615090276,4.698437507445546,4.930976808016887,4.082780178883716,0.0,2.2034051759054973
2025-02-25,56.24496796169696,27.84307186584407,4.6973630928277075,4.929849217503157,4.081846549629594,0.0,2.2029013124985113
2025-02-26,56.2889468439647,27.807629409605177,4.701036039687042,4.933703949156341,4.0850382137970165,0.0,2.1836455437897215
2025-02-27,56.26426729828006,27.925064217735056,4.698974899086417,4.931540796728827,3.997464650460128,0.0,2.182688137709512
2025-02-28,17.888030303030302,8.959393939393939,1.493939393939394,1.5678787878787879,1.270909090909091,0.0,0.693939393939394
2025-03-03,56.30720216718414,27.8757875358296,4.696837456420235,4.935304021023212,4.000515087779542,0.0,2.1843537317632693
2025-03-04,56.30612799687138,27.877163446634583,4.696747855034172,4.93520987041974,4.0004387701083095,0.0,2.184312060931814
2025-03-07,56.29109391464385,27.89260631374176,4.699308168004081,4.933892139052986,3.9993706283703565,0.0,2.1837288361869613
2025-03-10,56.16790283215901,28.05421683881005,4.685217871194569,4.923094489350264,3.9906181461799397,0.0,2.1789498223061665
2025-03-11,56.08145660445475,28.155445878480123,4.687507422203432,4.91551751164989,3.9844763130768532,0.0,2.1755962701349536
2025-03-13,56.016530572544255,28.238620997243324,4.682080650594749,4.909826770607465,3.9798634472222085,0.0,2.1730775617879967
2025-03-14,56.01440439533329,28.241344789793565,4.681902936390077,4.90964041201505,3.979712386546409,0.0,2.1729950799216207
2025-03-18,55.905124040515005,28.38323523423035,4.670874747254724,4.90006203209569,3.9719482339793823,0.0,2.1687557119248417
2025-03-19,55.93160919267959,28.349306664266322,4.673087582492029,4.902383445217713,3.9738299515351927,0.0,2.169783163809154
2025-03-20,56.06015280369616,28.184637008124525,4.683827404948788,4.913650241931271,3.9829627202666704,0.0,2.1747698210325885
2025-03-21,55.98996495321562,28.274550533289705,4.677963207990097,4.90749830457031,3.977976012633915,0.0,2.1720469883003495
2025-03-24,55.98890285253598,28.275911127972876,4.677874469447277,4.907405211865411,3.9779005524861875,0.0,2.1720057856922677
2025-03-26,55.911478189214655,28.37509530823037,4.671405636564263,4.90061897071847,3.972399683647712,0.0,2.1690022116245258
2025-03-27,55.89559552498141,28.395441654791043,4.6700786395034495,4.899226861474219,3.9712712518405238,0.0,2.168386067409347
2025-03-28,55.81737292743235,28.355703904724532,4.8034872561024615,4.892370681707507,3.9657136913570326,0.0,2.1653515386761097
2025-03-31,17.888030303030302,9.072121212121212,1.7696969696969698,1.5678787878787879,1.2587878787878788,0.0,0.6890909090909091
2025-04-01,55.42535761399753,28.197869573586093,5.483336384847588,4.858010694383806,3.900304681961795,0.0,2.1351210512231877
2025-04-02,55.228307191407545,28.164981826176856,5.755745688102578,4.8407393027052565,3.882695807156323,0.0,2.1275301844514405
2025-04-03,55.2014513285922,28.209264376522512,5.7679089927199785,4.834644859332408,3.8602348122483905,0.0,2.1264956305845057
2025-04-07,53.609263253490745,27.45192416846407,5.596094902940175,4.693381768645703,3.7416278805766834,2.842547394709956,2.0651606311726645
2025-04-08,53.629719134554676,27.507824530641724,5.598230225173865,4.695172639353869,3.6594727924375743,2.8436320358315803,2.0659486420067137
2025-04-09,53.57520477389785,27.503460168357048,5.670591972409412,4.690400018151704,3.6557529553241217,2.840741497061693,2.0638486147981756
2025-04-10,53.54410344092556,27.545545663581155,5.667300095694648,4.687677159819133,3.653630727506089,2.839092397491077,2.062650514982335
2025-04-11,53.5285663116564,27.568383683129532,5.665655590164901,4.686316915808612,3.652570537321418,2.838268565495541,2.0602383964236
2025-04-14,53.465539338003865,27.653667969404527,5.914399706544333,4.430818279389721,3.6428354700951466,2.8349266587264568,2.0578125778359455
2025-04-15,53.464570851504156,27.662224154405607,5.914292571811558,4.430738018576132,3.635523795291209,2.834875306243519,2.057775302167819
2025-04-16,53.44424073696838,27.69878454539282,5.912043638668206,4.42905321291958,3.6250877073855277,2.83379733369548,2.05699282497001
2025-04-17,53.43069591466367,27.717108449002314,5.910545299849295,4.427930720805934,3.6241689709948814,2.8330791406628317,2.0564715040210717
2025-04-22,53.42779434591557,27.7300846709779,5.910224326048883,4.427690260801094,3.614921279975382,2.8329252895150083,2.056359826766166
2025-04-23,53.42779434591557,27.73370502278559,5.910224326048883,4.427690260801094,3.6131111040715385,2.8329252895150083,2.054549650862323
2025-04-24,53.41909153020917,27.745476428561734,5.909261613780434,4.426969037460013,3.612522566954287,2.8324638363143584,2.0542149867199977
2025-04-25,53.37368951658477,27.82497050140825,5.904239207584189,4.42320646301713,3.591368779865911,2.830056465503601,2.0524690660361578
2025-04-28,53.36789906925653,27.834608830083944,5.903598663779659,4.422726594672296,3.5891710099854897,2.8297494360842776,2.052246396137799
2025-04-29,53.349570938602874,27.857585055378063,5.903378717289435,4.421207698251671,3.5879383814511723,2.8287776156025615,2.0515415934242216
2025-04-30,17.888030303030302,9.346060606060606,1.9793939393939395,1.4824242424242424,1.2006060606060607,0.9484848484848485,0.6878787878787879
2025-05-02,53.34185759660958,27.87524454545044,5.902525200041567,4.420568474985203,3.5801905760203137,2.8283686276990365,2.0512449791938696
