date,UBS SECURITIES HONG KONG LTD,VALUABLE CAPITAL LTD,FUTU SECURITIES INTERNATIONAL,THE CORE SECURITIES COMPANY LTD,INTERACTIVE BROKERS HONG KONG LTD,SBI CHINA CAPITAL FINANCIAL SERVICES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-01,70.50001393626482,4.150894339038129,20.631497889926877,0.0,4.717593834770162,0.0,0.0,0.0,0.0,0.0
2024-03-04,68.75247571473179,4.048002919504907,20.120089038820545,0.0,4.613320027704503,0.0,0.0,2.466112299238257,0.0,0.0
2024-03-05,68.71153258284276,4.040404859910508,20.17471360728247,0.0,4.607045285460311,0.0,0.0,2.4663036645039527,0.0,0.0
2024-03-06,68.70654285379636,3.768310746667078,20.22906106085417,0.0,4.834110402558256,0.0,0.0,2.461974936124137,0.0,0.0
2024-03-07,68.70183891583856,3.7713722283029028,20.20506216436623,0.0,4.859920312493478,0.0,0.0,2.4618063789988307,0.0,0.0
2024-03-08,68.68758849080024,3.7674785911451916,20.198589478828154,0.0,4.885047698484377,0.0,0.0,2.461295740742033,0.0,0.0
2024-03-12,68.69903895379423,3.7619737631810777,20.18937449720628,0.0,4.887847265677245,0.0,0.0,2.4617655201411797,0.0,0.0
2024-03-13,65.68466088238148,3.6082559349113854,19.344997346784435,0.0,4.673434639762166,0.0,4.337453369967798,2.3511978261927404,0.0,0.0
2024-03-14,65.67697442831002,3.6127921920663018,19.344716983746792,0.0,4.669714313744812,0.0,4.344879394363758,2.350922687768317,0.0,0.0
2024-03-18,65.56890346878284,3.6009069644976943,19.556640043927004,0.0,4.662030334526874,0.0,4.264464925814561,2.3470542624510293,0.0,0.0
2024-03-19,65.55462469653538,3.600122804206608,19.57415798848406,0.0,4.661015096116045,0.0,4.263536264204992,2.346543150452917,0.0,0.0
2024-03-20,65.57017014839603,3.607144602226141,19.511705557523946,0.0,4.700730154809175,0.0,4.2636459940463345,2.346603542998364,0.0,0.0
2024-03-21,65.5769211125755,3.6075159861030577,19.40917261721994,0.0,4.795460169932457,0.0,4.264084969899449,2.346845144269588,0.0,0.0
2024-03-22,65.5788393804378,3.607501700693711,19.409095758800746,0.0,4.7954411803807,0.0,4.262286128693972,2.346835850993082,0.0,0.0
2024-03-25,65.54542719365753,3.6041620227462245,19.38697356175487,0.0,4.860433697739129,0.0,4.258340278027529,2.344663246074718,0.0,0.0
2024-03-26,65.43139845975891,3.5978918975854715,19.353246234860787,0.0,5.022590113525722,0.0,4.254289035742652,2.3405842585264547,0.0,0.0
2024-03-27,65.41693060364034,3.608941790379342,19.28006596662497,0.0,5.100646569733547,0.0,4.25334834911353,2.3400667205082724,0.0,0.0
2024-03-28,65.38589618635827,3.61000809159266,19.266790959334926,0.0,5.148429492555017,0.0,4.2504197683483325,2.3384555018107998,0.0,0.0
2024-04-02,64.14089987645553,3.5407580333345012,18.905714143666106,0.0,5.051990248760963,0.0,4.168691318324074,2.2955324161579327,0.0,1.8964139633008823
2024-04-03,64.07983982277288,3.5367886229819527,18.870603024766417,0.0,5.079185375593823,0.0,4.082064435611071,2.2929589813025926,0.0,2.05855973697126
2024-04-05,64.01339717717914,3.63622944848276,18.839258351386587,0.0,5.073918906221415,0.0,4.092120231936136,2.2886506125063715,0.0,2.056425272287587
2024-04-08,64.0077120347593,3.6577233102809346,18.824649577903095,0.0,5.073468282556983,0.0,4.091756803539212,2.288447353419131,0.0,2.056242637541357
2024-04-10,63.975721051036786,3.697384281643941,18.82759128180835,0.0,5.07672174510307,0.0,4.080063120702346,2.2873035899614824,0.0,2.055214929744032
2024-04-11,63.96152680954733,3.7187508651089747,18.82765847345095,0.0,5.075595376955263,0.0,4.0749134263039455,2.286796107763826,0.0,2.0547589408697173
2024-04-12,63.96078641330628,3.7295117580522326,18.81586488117386,0.0,5.0755366236401755,0.0,4.074866256532774,2.2867696366127035,0.0,2.056664430681978
2024-04-15,63.957146381093786,3.767304064323352,18.778525757776617,0.0,5.075247772957722,0.0,4.078589143006737,2.2866394956997067,0.0,2.0565473851420815
2024-04-16,63.95603594527161,3.7824787960599315,18.764117060181785,0.0,5.075738395073434,0.0,4.078518329786564,2.2865997946412304,0.0,2.0565116789854487
2024-04-17,63.94789392728962,3.862238923795437,18.761728266438364,0.0,5.007581207131989,0.0,4.077999107963476,2.286308695664091,0.0,2.056249871717019
2024-04-18,63.93112297107378,3.9132922803936827,18.756807820994958,0.0,4.980620463243252,0.0,4.076929613093705,2.285709089005043,0.0,2.0555177621955782
2024-04-19,63.90943243431217,3.991001344320911,18.719600399986945,0.0,4.964665467283118,0.0,4.075546393348177,2.2849335941487454,0.0,2.0548203665999276
2024-04-22,63.90191812569257,4.0815100601711505,18.672874162788986,0.0,4.925531748246947,0.0,4.078922199591517,2.2846649374646266,0.0,2.054578766044198
2024-04-23,63.88966497079187,4.143166435889349,18.62920935211616,0.0,4.924009141540237,0.0,4.07553844356012,2.284226854317891,0.0,2.0541848017843694
2024-04-24,61.989344550151834,4.111513614979807,18.041101353375595,0.0,4.752526179944392,0.0,3.8847719432491363,2.2139479960258166,3.015810709848379,1.99098365242504
2024-04-25,61.978346828484746,4.184177176044341,18.006526519918133,0.0,4.7330079565908765,0.0,3.8784802149351845,2.2135552126527647,3.0152756655270005,1.9906304258469565
2024-04-26,61.94641767877647,4.239324536918918,17.991463878909705,0.0,4.730569670845137,0.0,3.876482153002911,2.212414863815002,3.0137222974063125,1.9896049203255426
2024-04-29,61.93497284658457,4.258696259049777,17.96947789502617,0.0,4.739026677262126,0.0,3.8768856780580387,2.2185378096909565,3.01316550094803,1.9892373333803317
2024-04-30,61.91694714522592,4.458014842261686,17.848577329572777,0.0,4.681677732927837,0.0,3.875757340057352,2.218078686808761,3.0122885421157592,1.9886583810299074
2024-05-02,53.70849323984075,3.8731564958853317,15.481870127128985,13.251374666597055,4.06182748436514,0.0,3.3619404136559345,1.924023545225593,2.6122960776374398,1.725017949663767
2024-05-03,53.68446257197773,4.0393302475714385,15.4558554489264,13.245219170673792,3.961821890091824,0.0,3.354774594131592,1.9231626837866116,2.6111272639989473,1.724246128841667
2024-05-06,53.66716095806322,4.171599000905775,15.397074129710447,13.240950455717451,3.929335473789202,0.0,3.337360927797687,1.9225428802781934,2.61028574089079,1.7236904328472291
2024-05-07,53.66021914144184,4.1710594069573474,15.411251205579122,13.23600401061486,3.928827216489654,0.0,3.336929242067595,1.9222942004545658,2.609948101920902,1.723467474474115
2024-05-08,53.651891331637124,4.202744417077688,15.408212806202059,13.233949845989027,3.9120513119516485,0.0,3.3364113665817254,1.9219958695728396,2.60954305043694,1.7232000005509431
2024-05-09,53.61366864250394,4.287470058705085,15.397235684733051,13.224198620246986,3.893109635513228,0.0,3.3340344398542596,1.9206266009633914,2.607683959353273,1.721972358126779
2024-05-10,53.50053406054827,4.455587704776347,15.393761733220767,13.196293158440659,3.88489446683939,0.0,3.331835190309073,1.916573729874829,2.6021812724063835,1.7183386835842862
2024-05-13,53.489350309192474,4.52508844265399,15.382436873213543,13.193534605388923,3.843467041873633,0.0,3.3303328438428967,1.9161730893125184,2.601637312447024,1.7179794820749987
2024-05-14,53.495816827271916,4.5578737798710485,15.395579909902091,13.187070047991245,3.7955742675577717,0.0,3.327511631326746,1.9017363234656897,2.601951833648344,1.7368853789651533
2024-05-16,53.485902138737906,4.601348466657766,15.403202058388727,13.180596973646368,3.7948708118690404,0.0,3.32689492438825,1.869151555444733,2.601469598895403,1.7365634719718026
2024-05-17,54.09467880855375,3.5160097676977635,15.583411218606589,13.33061856084869,3.8380640407920277,0.0,3.35987177413851,1.8904262430503223,2.631079532274384,1.7558400540379597
2024-05-20,54.04033127993828,3.6393235483938238,15.57915321599365,13.317225632197394,3.8016416119291963,0.0,3.3493315841428872,1.8904809660555089,2.628436154527823,1.754076006821435
2024-05-21,53.994524734987124,3.7457318564867323,15.573919771643338,13.305937468707315,3.765880382177752,0.0,3.346492569204755,1.8888785258168963,2.6260455026021123,1.7525891883739688
2024-05-22,53.988200570478284,3.7778281430566505,15.665308461795824,13.304378997030614,3.6725518480388755,0.0,3.324952851769289,1.888657288967547,2.625737924308801,1.752383914554112
2024-05-23,53.902794021555735,3.801087000291545,15.7694864078236,13.283332155615499,3.6667420604229553,0.0,3.319692947838446,1.8856695305417484,2.621584142331986,1.7496117335784913
2024-05-24,53.74105494075015,4.1873825319741895,15.629382872834352,13.243474594019988,3.655739745957275,0.0,3.3048740676436634,1.8800114480228547,2.6137178968593364,1.7443619019381784
2024-05-27,53.70939719871537,4.408895426647556,15.614349868371772,13.235673137520779,3.496768141943819,0.0,3.3004997102903237,1.878903972229728,2.612178209798453,1.7433343344822037
2024-05-28,53.685330985008406,4.52759466928727,15.583250754005928,13.226507221688133,3.4466725674697476,0.0,3.299020815804248,1.8780620691943386,2.611007739781724,1.742553177760204
2024-05-29,53.66779448825434,4.741998046868074,15.528353871459336,13.215718353447958,3.3169875586656397,0.0,3.2995602755040836,1.8774485938040208,2.6101548451843843,1.7419839668121682
2024-05-30,53.6461934764922,5.032827651014534,15.489774883829272,13.210399094657468,3.089350153788843,0.0,3.3043747113665263,1.8766929303834488,2.609104271259194,1.7412828272085128
2024-05-31,53.63318920943493,5.069423302986883,15.481010272748913,13.207196788088682,3.0852075584091274,0.0,3.2967862801577805,1.877854058389506,2.6084718034823595,1.7408607263018159
2024-06-03,53.640355721906154,5.373733218119477,15.176585313677965,13.199502562134665,3.0856755922654964,0.0,3.297286411045934,1.8781389336402003,2.6088675153086465,1.7398547319014617
2024-06-04,53.62692076906013,5.372387293928242,15.197830485549263,13.196196568128352,3.0849027430641387,0.0,3.296460561051913,1.8776685283329992,2.608214089141389,1.739418961743575
2024-06-05,53.61704387225446,5.3949855221018534,15.16998964013522,13.193766119580093,3.1037217255349265,0.0,3.29633810451344,1.8773227031760888,2.6077337135942558,1.7390985991096484
2024-06-06,53.61513337134549,5.400561582419667,15.169930623417347,13.193574280192152,3.1036765969438345,0.0,3.2962901752505833,1.8740642613371754,2.6076957967451166,1.739073312348628
2024-06-07,53.59746888807651,5.43156758822856,15.164771109139933,13.189227416583396,3.100715985667699,0.0,3.2974652088530703,1.8734468166959377,2.6068366438180286,1.7385003429368624
2024-06-11,48.958512596883494,5.271259455760483,13.841758873187155,12.02997324890732,2.8323435004118536,8.373551595571477,3.0120637282805047,1.7112966615332834,2.3812102942938553,1.5880300451705753
2024-06-12,48.957357002930436,5.36997483714199,13.744952710487793,12.029689299015779,2.832276647093637,8.373353950155469,3.011992632929646,1.7112562688830768,2.3811540893139433,1.5879925620482307
2024-06-13,48.945211002584124,5.547183603870959,13.58733007846333,12.026886013424805,2.8316166399964384,8.371402702546895,3.011290746510294,1.710857493825652,2.3805992075724003,1.5876225112050952
2024-06-14,48.94499443902243,5.5989270186421125,13.535944462082997,12.026832799122165,2.8316041111918357,8.37136566233911,3.0112774227175056,1.7108499239452728,2.3805886743448834,1.5876154865916834
2024-06-17,48.94643823230049,5.658088742583241,13.492096325290825,12.027187570034915,2.8139886690872378,8.371612603249206,3.0113662502299228,1.7109003910798237,2.3806588976223653,1.587662318521975
2024-06-18,48.94268454693596,5.7182691476259055,13.491061621105144,12.02626520919338,2.7609749887713444,8.370970587183457,3.0109878294951216,1.7107691827224825,2.380476325717551,1.5875405612496567
2024-06-19,48.938642760362505,5.727087400446415,13.489947501758676,12.025272055718016,2.725059744527485,8.37027929538287,3.0085271571462853,1.7474948846068885,2.3802797411341596,1.5874094589166998
2024-06-20,48.93857059166903,5.904187668888219,13.48992760844265,12.025254322325264,2.5480944796035225,8.370266951924068,3.008522720540324,1.7474923076162825,2.380276230990246,1.5874071180003972
2024-06-21,48.88039976894356,5.897169657326532,13.505118801107827,12.010960506037712,2.5450656875797937,8.360317635686618,3.0034737163964005,1.8359999881753648,2.3774469160961544,1.5840473226500347
2024-06-24,48.80125927819752,5.9670308914877745,13.560456470317789,11.991513993462686,2.540945063598646,8.346781747199442,2.998610900523739,1.838321328783302,2.373597677617093,1.5814826488120124
2024-06-25,48.86156041795265,6.003851166302603,13.602831413377036,12.006331274243767,2.369316060169214,8.35709542475793,2.9925645614553367,1.8464822713511135,2.3765306069594385,1.5834368034309063
2024-06-26,48.6938857934919,5.9868562576366555,14.111079800518137,11.97234533792274,2.3427887653645914,8.097060876722267,2.9470952489292124,1.9001298615873,2.3698034380992588,1.5789546197279445
2024-06-27,48.66973354565217,5.983886767037189,14.152213386391383,11.966407034846032,2.3416267382645737,8.093044721143777,2.945633484814488,1.8947850125006063,2.368628011676912,1.584041297672865
