date,BOCI SECURITIES LTD,CHINA SECURITIES (INTERNATIONAL),THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,HANG SENG SECURITIES LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-01,44.271664877059976,0.0,12.633215675070367,6.922795371954749,3.300390399082013,2.4687701514729103,1.1904817434166097,0.28017060873990035,0.31643649406655894,0.17933566156617006,71.56326098242926
2024-03-04,44.273258614124025,0.0,12.623216010922562,6.92315396279416,3.3048927062879456,2.501268004102469,1.1895255011781816,0.27989170475369207,0.31643649406655894,0.18746372059281044,71.5991067188224
2024-03-05,44.27202346789939,0.0,12.641862814258767,6.905144733970427,3.338042437220126,2.4899927526520282,1.188091137820539,0.27981201790048976,0.31603805980054717,0.18997385646868467,71.620981277991
2024-03-06,44.27122659936737,0.0,12.642779213070593,6.946063933089837,3.3365682304358826,2.4820200829891323,1.1868958350225036,0.27387534733691415,0.3143247924566965,0.17933566156617006,71.6330896953351
2024-03-07,44.27792029503637,0.0,12.644783337428633,6.890641726687598,3.3403931993895957,2.4739717108156944,1.1921153239072582,0.277859689997032,0.3151216609887201,0.18164658030903838,71.59445352455992
2024-03-08,44.27768123447676,0.0,12.679956715997886,6.839363236651881,3.3368072909954893,2.4963637165655563,1.1949840506225429,0.2763854832127884,0.3163568072133566,0.18347937793269262,71.60137791366895
2024-03-11,44.27863747671519,0.0,12.781795319087703,6.784379307942255,3.3125824876219734,2.4370368543564016,1.203908978181207,0.2748315895753424,0.3170341454655766,0.17933566156617006,71.56954182051182
2024-03-12,44.27863747671519,0.0,12.784050656250463,6.696086274594045,3.206479442583035,2.4739373657819637,1.2065386443368846,0.26777930306693387,0.31791070085080253,0.17933566156617006,71.41075552574549
2024-03-13,44.27863747671519,0.0,12.781346403200185,6.632536009165165,3.231102680222563,2.4675066367285337,1.2125550017536626,0.2675402425073268,0.31870756938282613,0.18614888751497155,71.37608090719041
2024-03-14,44.281705420563476,0.0,12.79605659630134,6.4065042500566785,3.2556462310088894,2.54866211863541,1.2176151169320122,0.27220192341966465,0.3196239681946532,0.1832801607996867,71.28129578591181
2024-03-15,44.282103854829494,0.0,12.833071139613835,6.459695224569252,3.0125216418884984,2.5454220113407757,1.2194080711290654,0.2821229366433581,0.3250426742124135,0.19925737486675923,71.15864492909346
2024-03-18,44.2824226022423,0.0,12.835671162260123,6.454156988271688,3.0462291807930955,2.567139268661147,1.2194877579822676,0.2754690844009613,0.32472392679960405,0.19925737486675923,71.20455734627794
2024-03-19,44.2824226022423,0.0,12.905865279231321,6.457384305826384,3.0682625957035468,2.4929069805604915,1.22801425127492,0.2757479883871695,0.3246442399464017,0.19925737486675923,71.2345056180393
2024-03-20,44.28003199664623,0.0,12.901338667535162,6.490374663052159,3.0695375853547846,2.4701931594539714,1.2233924137891832,0.2732378525112953,0.3236481542813722,0.19925737486675923,71.2310118674909
2024-03-21,44.28003199664623,20.920149727788136,12.897388510535068,6.466428763664851,3.0920092779578496,2.44918372060717,1.2227947623901654,0.2720823931398611,0.32360831085477104,0.19925737486675923,92.12293483845086
2024-03-22,44.2825421325221,20.920149727788136,12.876726825115641,6.478939599617621,3.0818093607479478,2.427520849564109,1.222675232110362,0.2757479883871695,0.32324972001536045,0.19925737486675923,92.08861881073521
2024-03-25,44.28294056678811,20.92022941464134,12.877165102808256,6.425111130279429,3.0857538599814647,2.462312966384217,1.221360399032523,0.28128622468473335,0.3231700331621581,0.19925737486675923,92.07858707262899
2024-03-26,44.281107769164464,20.92022941464134,12.918401774350825,6.365425677230864,3.1443236970851967,2.417608641737695,1.235863406315352,0.28646587014288655,0.3243254925335923,0.19977533941257455,92.09352708261478
2024-03-27,44.28321947077432,20.919830980375327,12.797277757483242,6.36869283821216,3.139422955613252,2.4605507713124997,1.251083595277002,0.29136661161483146,0.31842866539661785,0.2117283673929281,92.04160201345218
2024-03-28,44.28361790504034,20.919830980375327,12.823137814771323,6.381681795284146,3.1371917237235856,2.50234214304021,1.2557054327627388,0.29626735308677643,0.31922553392864145,0.19949643542636633,92.11849711743945
2024-04-02,44.28349837476053,20.919830980375327,12.790631873926165,6.29801059942167,3.1284134996616677,2.4736190168034207,1.2353055983429355,0.29248222755966446,0.3144841661631012,0.19925737486675923,91.93553371188125
2024-04-03,44.27803982531617,20.919910667228528,12.865855267263523,6.18306231367727,3.094307526491059,2.4427802046141083,1.2132323400058826,0.3059094623242616,0.30492174377881837,0.20921823151705388,91.81723758221668
2024-04-05,44.27011098342253,20.91995051065513,12.782781762643495,6.229440062241042,3.14371337547652,2.5027924534476567,1.1965777876865902,0.3172648389055975,0.30547955175123487,0.20921823151705388,91.87732955774686
