date,GOLDMAN SACHS (ASIA) SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,INTERACTIVE BROKERS HONG KONG LTD,TIGER BROKERS (HK) GLOBAL LTD
2024-03-01,63.58214656175978,26.64217394202746,4.0686725411539175,2.3198500859670816,3.159813963769842,0.0,0.0,0.22734290532192095,0.0
2024-03-04,63.74580867773133,26.670655762691464,4.060285658474208,2.290035717753102,3.071891782441551,0.0,0.0,0.16132240090834757,0.0
2024-03-05,63.763469692916686,26.677712219047944,4.049317941715367,2.1912495233915195,3.081876810405614,0.0,0.0,0.23637381252286793,0.0
2024-03-06,63.64922526652869,26.669502428817772,4.05369065161501,2.3091300108422383,3.0754700028309077,0.0,0.0,0.24298163936538578,0.0
2024-03-07,63.64717981871586,26.663551393678098,4.062787584008281,2.3382597586848965,3.04523940496166,0.0,0.0,0.2429820399512029,0.0
2024-03-08,63.65114956035938,26.662565059979837,4.057217615296587,2.3390249409224846,3.0448985010210228,0.0,0.0,0.24514432242069337,0.0
2024-03-11,63.64774730334647,26.666283839873824,4.057090684586167,2.339271133957498,3.0764219158328316,0.0,0.0,0.21318512240321325,0.0
2024-03-12,62.032746186328716,25.994412247449084,3.949569850400423,2.2871852006179116,2.9982221076060003,2.5311385244318876,0.0,0.20672588316598237,0.0
2024-03-13,62.127480266397704,25.99088582143521,3.938238241270611,2.2129043737708267,2.997405203423153,2.533623959965101,0.0,0.19946213373739022,0.0
2024-03-14,62.10010278327906,25.982120805148572,3.9286641670114855,2.2949015058176716,3.0251123596301026,2.533162541925364,0.0,0.1359358371877407,0.0
2024-03-15,62.06144494684107,25.968084730966247,3.9278080217225986,2.3423102805024807,3.026306701538274,2.5295094445868687,0.0,0.1445358738424634,0.0
2024-03-18,62.058890926919254,25.969494690115418,3.925737800913805,2.3454208701042925,3.0262270195623,2.5274760406656593,0.0,0.14675265171927215,0.0
2024-03-19,62.058333335130975,25.970599399246424,3.92977428603808,2.3295357580623643,3.0362746238456992,2.5234612381697703,0.0,0.15202135950667844,0.0
2024-03-20,62.05925716303475,25.969414759999086,3.9277775770405614,2.330299604529498,3.0380047127177168,2.523238256310622,0.0,0.15200792636775787,0.0
2024-03-21,62.06865510736906,25.990080514552456,3.933419821870642,2.3306167559833035,2.9983815988462332,2.5235816665226523,0.0,0.15526453485565747,0.0
2024-03-22,62.06127952964703,25.987383480496934,3.9378737269307953,2.3314289236396943,3.003410599915846,2.523353710169023,0.0,0.15527002920067792,0.0
2024-03-25,62.04350803839741,25.969637709045042,3.9436481152282066,2.327841185512434,3.006757981987204,2.522542160496843,0.0,0.18606480933285652,0.0
2024-03-26,61.793523481979896,25.853240985062985,3.94093121538584,2.315656561604355,2.997952863758723,2.5123989289815007,0.0,0.18531663613382088,0.4009793270928812
2024-03-27,61.830293767950664,25.864653461024194,3.9292904838670095,2.242668216472871,3.0375365277642867,2.509163160910313,0.0,0.18296231933156049,0.4034320626791067
2024-03-28,61.81307116989553,25.870214211380176,3.8790449891017915,2.2961368710103147,3.035715034433527,2.5083110171629817,0.0,0.19421165500014187,0.4032950520155354
2024-04-02,61.88664881891505,25.880131597475586,3.8838002835955545,2.204368942808392,3.037817008647499,2.509199032061489,0.0,0.1942804115625952,0.40375390493383256
2024-04-03,61.83409127413202,25.879883774245044,3.8785666066781994,2.262302577183948,3.036919043853391,2.5087389524805923,0.0,0.19571617183016693,0.4037815995966433
2024-04-05,61.86377122146441,25.866377340736673,3.888262302560753,2.2592720437378055,3.0084211222792523,2.509937356410023,0.0,0.19998413007085264,0.4039744827402282
2024-04-08,61.86240382661297,25.901519439607124,3.867423077284198,2.2271621550309546,3.0314972284727637,2.5098767462631613,0.0,0.19615279919331777,0.40396472753551566
2024-04-09,61.86687040535737,25.902502407885912,3.8675698468285287,2.219213880423364,3.0316122744498837,2.5099719966298815,0.0,0.1982791303405478,0.4039800580845146
2024-04-10,61.899600611162796,25.895916849636656,3.8664778998193547,2.195777791454334,3.033558432760207,2.5237627933492934,0.0,0.18078848119738233,0.40411714061997767
2024-04-11,61.89033310537442,25.898525756068146,3.8581451174726644,2.209842508646475,3.034936321100486,2.5239615505569,0.0,0.18010667419272572,0.4041489665881817
2024-04-12,61.860024893311774,25.891496237876726,3.844994412313122,2.2592718649861574,3.0376347607834373,2.522681699228417,0.0,0.17995210091514827,0.4039440305852228
2024-04-15,61.86031533476606,25.891403735798857,3.8441938489938496,2.2614148710366773,3.0388718729428015,2.522737390093586,0.0,0.1771099982914694,0.40395294807669635
2024-04-16,61.86387693229675,25.889518107462706,3.839126644242862,2.2623071808058985,3.032451500394282,2.5228155736549343,0.0,0.1859385939347852,0.4039654672077886
2024-04-17,61.86747510060061,25.891650367394774,3.8255727571248226,2.266423513397165,3.03702941897077,2.5230325983202877,0.0,0.18481602594163393,0.40400021824993787
2024-04-18,61.83663064990148,25.897031434200112,3.859763270592355,2.2755906379494952,3.04117210005483,2.5217734341151066,0.0,0.16439793329215605,0.4036405398944635
2024-04-19,61.91634541560911,25.925422767564953,3.8708952017484664,2.0850192016329525,3.052784781493174,2.5249726689775414,0.0,0.22040734658997804,0.4041526163838312
2024-04-22,61.92704188660352,25.91632401456525,3.8683882617428855,2.06960370210007,3.0738487892781503,2.523275737369006,0.0,0.21740865483269356,0.4041089535084216
2024-04-23,61.93347639552219,25.93234766582523,3.8484370460984567,1.9538800243167591,3.0631336394926336,2.5234953598484395,0.0,0.34108574229560656,0.4041441266006907
2024-04-24,61.9253309696487,25.908999426803188,3.867540806294111,1.9582615887625148,3.070854244709845,2.523961884958469,0.0,0.34083223705315047,0.404218841770027
2024-04-25,61.939729262789236,25.89408786799572,3.8676545375239257,1.9556952071907059,3.0731887818888004,2.5244493642433423,0.0,0.3408980655651302,0.4042969128031485
2024-04-26,61.956200710007316,25.86986120119602,3.844832301610642,1.9842434688549122,3.0710077407856673,2.525181352220334,0.0,0.34425908280703094,0.40441414251807123
2024-04-29,61.99477736944851,25.872725512750737,3.8442843616461007,1.9779927577884513,3.044125954885109,2.5265280734050535,0.0,0.33493614677423506,0.4046298233018098
2024-04-30,61.904548432711124,25.84585711965551,3.8344001660101887,2.0087858766985236,3.1458404152188897,2.5231101193892216,0.0,0.33337544094399374,0.40408242937255273
2024-05-02,61.94412703861375,25.85841058407415,3.8054502212764763,2.0053210061330344,3.1214688241813002,2.5160551663339805,0.0,0.3448453957517983,0.4043217636355108
2024-05-03,61.94332325202999,25.812637472264257,3.8327248987844196,1.9924422191262472,3.1535319620102165,2.5161459924869436,0.0,0.34485784419930543,0.4043363590986157
2024-05-06,61.94299533239816,25.812433131571332,3.832694557767836,1.9914764898317652,3.1550861420726655,2.5161260739096125,0.0,0.3448551141996717,0.40433315824895893
2024-05-07,61.95843312043272,25.817546462756663,3.8334537979567087,1.9620700209641826,3.159716644300999,2.516624507585135,0.0,0.3477421911075312,0.4044132548960592
2024-05-08,62.06235463485344,25.76761885503368,3.8787602049333993,1.9130594231629752,3.0996395049923198,2.5279444477295234,0.0,0.3458576503943924,0.40476527890026787
2024-05-09,62.000471350873866,25.77399483101309,3.863393543350053,1.9130498298783902,3.1934772868914894,2.52125777671416,0.0,0.3296457798626607,0.4047096014162864
2024-05-10,62.011536760863194,25.75412211918825,3.864653661164962,1.909714016453283,3.1937004344742856,2.521707753147891,0.0,0.3397834235560303,0.40478183115210487
2024-05-13,62.07758788020289,25.755380551716073,3.854580794291909,1.8965083501395432,3.144298447873708,2.52223146254005,0.0,0.3445466168122832,0.40486589642354043
2024-05-14,62.05110161476806,25.740495917651202,3.8103415121275677,1.952519139081944,3.1485077575034737,2.5228421443983606,0.0,0.35011925770682506,0.42407265676257017
2024-05-16,62.06686026322441,25.694474000049382,3.806865906153676,1.9640849408156924,3.1317270749003097,2.51411366037706,0.0,0.340626507279671,0.48124764719979585
