date,KINGSTON SECURITIES LTD,ASA SECURITIES LTD,KAM FAI SECURITIES CO LTD,BRIGHT SMART SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,BOCI SECURITIES LTD,HSBC BROKING SECURITIES (HONG KONG) LTD
2024-08-26,58.9142611533011,17.757874187062082,13.694562222979753,3.4269848454273113,2.627623604756644,1.8820750253386946,0.0,1.6966189611344134
2024-08-28,58.909783621902065,17.75652457429098,13.701121505910393,3.426724391813041,2.6274239032418523,1.8819319861176926,0.0,1.6964900167239776
2024-08-30,57.87491702773756,17.444596181745283,13.46043427066168,3.366527216022065,2.5812680177674507,1.8488721372236154,1.7566973268931676,1.666687821949178
2024-09-03,57.8697319666752,17.443033306132566,13.468187421001431,3.366225606100538,2.581036759858536,1.848706495259526,1.7565399429455817,1.666538502026619
2024-09-04,57.87232438106772,17.44381470893253,13.468790760981154,3.366376404305629,2.5811523836331154,1.8443095710423536,1.7566186313941776,1.6666131586433253
2024-09-05,57.87146021712984,17.443554233553808,13.468589641648432,3.3678193616015735,2.5811138412239067,1.8442820313532424,1.756592401127982,1.666588272361229
2024-09-10,57.863683902884745,17.441210305151756,13.46677983790236,3.3808040383319042,2.5807670113313073,1.8440342111569221,1.756356363978402,1.6663643292626027
2024-09-13,57.86800381944107,17.442512409823937,13.467785224377232,3.3810564382890753,2.580959683096883,1.8367062024109662,1.7564874878962689,1.6664887346645632
2024-09-20,57.86281999696921,17.440949907545857,13.475536790180229,3.380753562862473,2.580728480430104,1.8365416700570254,1.7563301415440478,1.666339450411061
2024-09-23,57.861848133648294,17.440656969533194,13.476803432055185,3.3808834018671914,2.580685134541475,1.8365108235222982,1.7563006422413165,1.666311462591039
2024-09-24,57.86098428254762,17.440396588449534,13.4780951840645,3.380832926814248,2.580646606085059,1.8364834052501986,1.7562744214707766,1.6662865853180608
2024-09-25,57.85752913606758,17.439355141857668,13.483261806419398,3.380631041672965,2.5804925037629536,1.8363737403481586,1.7561695462174336,1.666187083653833
2024-09-30,48.04602195007304,14.481981039499361,11.198003589651409,2.8073420289229647,2.1428913631312487,1.5237209073643332,1.4583574830369517,1.3836342890808984
2024-10-03,57.81437459606155,17.42634754612404,13.549284313370832,3.378109510254116,2.578567776443074,1.833512281407065,1.7548596615737013,1.6649443147656218
2024-10-04,57.813512161885484,17.42608759212829,13.563999491320184,3.37805911799246,2.5785293111826397,1.8200593633819897,1.7548334838115631,1.6649194782973844
2024-10-09,57.80833809711857,17.4245280310073,13.56278557074622,3.377756795991783,2.5872481206820623,1.819896475768461,1.7546764336383274,1.6647704750472743
2024-10-10,57.80385465671899,17.42317663715151,13.561733681991752,3.3774948273592704,2.5959963443813505,1.8185621457034735,1.7545403462248206,1.664641360468832
2024-10-14,57.80514788546218,17.423566440789322,13.562037094695095,3.3775703910637436,2.593817153080405,1.8186028318627627,1.7545796000431046,1.6646786030033869
2024-10-15,57.80439349499641,17.42333905321428,13.561860102301598,3.377339875027686,2.595274796653385,1.8185790980486032,1.754556701768987,1.6646568779890478
2024-10-17,57.791464148394354,17.41944190325796,13.581194076811181,3.376584451517517,2.5946943008580887,1.818172328976907,1.7541642528501673,1.6642845373338193
2024-10-21,57.78715565141348,17.418143240662115,13.587636813120044,3.376332718772389,2.594500859962858,1.8180367797205326,1.7540334755546145,1.6641604607939688
2024-10-22,57.77854058441921,17.41554649629492,13.60051940423559,3.3758293658691487,2.594114064688488,1.8177657418319435,1.753771979453418,1.6639123632072765
2024-10-24,57.774234014118576,17.41424841443699,13.606959259471823,3.375577745694253,2.593920710296451,1.8176302531906916,1.753641260639055,1.663788342152162
2024-10-25,57.76131815427997,17.410355329646624,13.626273066470334,3.3748231101758135,2.5933408200235926,1.817223908424911,1.7532492210886204,1.6634163898901364
2024-10-31,48.04602195007304,14.481981039499361,11.359165185906688,2.8071870658496425,2.1583876704634872,1.5115718024158582,1.4583574830369517,1.3836342890808984
2024-11-01,57.73636385982449,17.40283363264674,13.660609139400098,3.37336510450147,2.5951999118074482,1.816438823493483,1.752491774778271,1.6626977535479999
2024-11-04,57.71400936831971,17.396095565498197,13.694038213392481,3.372058997629998,2.5941950966354614,1.8157355307411485,1.7518132411839735,1.662053986599029
2024-11-06,57.72337895129574,17.39891973527333,13.696261372530474,3.372606434672134,2.5902969797120834,1.8160303063927452,1.752097639369118,1.6504085807543682
2024-11-11,57.72423869842024,17.39917887934084,13.696465368234561,3.372656667155695,2.588846134082614,1.8160573548237673,1.7521237355702528,1.6504331623720305
2024-11-18,57.722519229781085,17.398660598925115,13.696057382902941,3.3725562036848795,2.5917477821242905,1.8160032587674322,1.7520715439453278,1.6503839998689342
2024-11-20,57.72294908733726,17.398790166134333,13.696159376957157,3.372581318991472,2.591767082778224,1.8152720860213774,1.7520845915600571,1.6503962902201248
2024-12-04,57.72122969552503,17.3982719088757,13.695751409854573,3.3724808600094276,2.594668578990207,1.8152180145643393,1.7520324022670861,1.6503471299136403
2024-12-05,57.72165953387511,17.398401470295838,13.695853399351682,3.372505974193866,2.5946879009635415,1.8144868523054172,1.7520454492988466,1.650359419715696
2024-12-09,57.72079986357669,17.398142349385164,13.695649421876432,3.3724557461990248,2.5961385947654256,1.8144598284730047,1.7520193554296404,1.650334840294621
2024-12-12,57.722519229781085,17.398660598925115,13.696057382902941,3.3725562036848795,2.5962159275981707,1.8115351132935518,1.7520715439453278,1.6503839998689342
2024-12-16,57.71564237948055,17.396587785992395,13.694425684605871,3.3840680447267646,2.595906623906645,1.811319293610792,1.7518628085352261,1.6501873791417567
2024-12-18,57.71650189615772,17.396846860598714,13.69462962563078,3.3841184411669873,2.5944560562748933,1.8113462682588484,1.7518888977415135,1.650211954170542
2024-12-19,57.70361183343148,17.392961551546627,13.71390455742999,3.3833626521370466,2.593876625779157,1.810941732879022,1.7514976412197316,1.6498434055769502
2024-12-20,57.7070486204948,17.393997464262554,13.714721348065328,3.3776082322872485,2.594031115270336,1.8110495913114883,1.7516019592033645,1.6499416691048756
2024-12-27,57.714782888402915,17.39632871910226,13.716559482777235,3.378060920954953,2.5943787839189167,1.7978896798928383,1.7518367201059704,1.6501628048449055
2024-12-30,57.714782888402915,17.39632871910226,13.716559482777235,3.3795501031630972,2.5928896017107723,1.7978896798928383,1.7518367201059704,1.6501628048449055
2025-01-06,57.72165953387511,17.398401470295838,13.718193793987307,3.3754846934786156,2.5931985413211662,1.7906570980274177,1.7520454492988466,1.650359419715696
2025-01-15,57.71564237948055,17.396587785992395,13.71676375038254,3.388535657882098,2.592928215136422,1.7874920234490121,1.7518628085352261,1.6501873791417567
2025-01-17,57.713923422923685,17.396069659927967,13.716355221255675,3.3914130565084113,2.592850989435154,1.7874387862154413,1.7518106324537115,1.6501382312799555
2025-01-22,57.7130639830417,17.395810608469173,13.716150965817587,3.395829967261304,2.592812378309516,1.7844338930754347,1.7517845455784147,1.650113658446874
2025-02-03,57.71220456875582,17.39555156472553,13.715946716462696,3.397268515105962,2.592773768333806,1.7844073207905118,1.7517584594800455,1.6500890863456283
2025-02-05,57.71263427269931,17.39568108563298,13.716048840379758,3.3972938099233922,2.5927930731779227,1.7836760434497407,1.7517715024321163,1.6501013723047735
2025-02-11,57.713923422923685,17.396069659927967,13.716355221255675,3.3958805366039257,2.5921064094192348,1.7837158861358455,1.7518106324537115,1.6501382312799555
2025-02-14,57.71564237948055,17.396587785992395,13.71676375038254,3.3930032710374323,2.5921836129438667,1.7837690124862342,1.7518628085352261,1.6501873791417567
2025-02-17,57.69931642522326,17.39166683415477,13.712883705938534,3.414375243322994,2.597405497629485,1.7832644398937305,1.7513672612122118,1.6497205926250151
2025-02-19,57.393843449492756,17.299591493407398,13.640284658826282,3.9257209582319224,2.5836542569615313,1.7738234425177097,1.7420951345731934,1.6409866059892086
2025-03-10,57.39707342647245,17.300565069647,13.64105229874716,3.9259418876480705,2.582318673807974,1.769776512029667,1.7421931751789954,1.6410789564686814
2025-03-11,57.39537339327194,17.3000526474406,13.640648266966213,3.925825605908361,2.5852040699211325,1.7697240933496137,1.7421415734846462,1.6410303496574956
2025-03-13,57.3974134451977,17.30066755773097,13.64113310797552,3.9259651448226323,2.5817415740737313,1.76978699613831,1.7422034958846897,1.641088678176453
2025-03-14,57.396563405937954,17.300411339797773,13.640931086699768,3.9259070024028757,2.5831843105893157,1.769760786099603,1.7421776943497238,1.6410643741229871
2025-03-17,57.39911359925356,17.30118001636546,13.641537168479086,3.9157141746364976,2.583299084348769,1.7757635672261285,1.7422551012474037,1.6411372884430966
2025-03-18,57.39486340294927,17.29989892669779,13.640527062098991,3.915424230195371,2.5831078004154002,1.783036715895165,1.7421260935724043,1.6410157681756083
2025-03-19,57.39061383602163,17.298618026736165,13.639517105297255,3.915134328689735,2.582916544807697,1.7903087875433603,1.7419971050010923,1.6408942659030583
2025-03-24,57.36767704428466,17.29170444326849,13.63406592186627,3.9209707322308116,2.5818842537255438,1.8221582435637922,1.741300896646918,1.6402384644135162
2025-03-25,57.36173346111294,17.289912934725095,13.632653363280136,3.920564499716936,2.5816167573827875,1.8323299674013995,1.7411204890160108,1.6400685273646936
2025-03-26,57.363431502059214,17.29042475642833,13.633056921579728,3.917720324589545,2.5816931792532074,1.8323842086372197,1.7411720302387796,1.6401170772139768
2025-03-27,57.36258246901977,17.29016884178899,13.63285513944341,3.9176623386234377,2.5816549677524394,1.8338371821959423,1.7411462592459657,1.6400928019300436
2025-03-28,57.340516428278164,17.28351771916392,13.627610899662299,3.9191143562030946,2.58805949170911,1.8612427272088388,1.740476481097216,1.6394618966773564
2025-03-31,48.04602195007304,14.481981039499361,11.432307756514854,3.2925314114953483,2.1685532480734357,1.573185120368838,1.4583574830369517,1.3737166523882658
2025-04-01,57.29897654064084,17.27099681023681,13.634001471061122,3.9266243582588256,2.586184592297997,1.9057264195924641,1.7392156065539839,1.6382742013579594
2025-04-02,57.29050640630023,17.268443751316553,13.631986045463112,3.9349133200045827,2.578411119282465,1.9187488220316122,1.7389585096436344,1.6380320259578036
2025-04-03,57.29897654064084,17.27099681023681,13.626609204111578,3.9354950785982785,2.580270778738362,1.9101617797621908,1.7392156065539839,1.6382742013579594
2025-04-07,57.30490712503465,17.27278440070234,13.613233527400425,3.9403382312170776,2.5805378430828942,1.9103594861842714,1.7393956196285,1.6384437667498382
2025-04-08,57.340516428278164,17.28351771916392,13.556593689085172,3.945745810169517,2.5821413908276836,1.9115465847009694,1.740476481097216,1.6394618966773564
2025-04-09,57.340516428278164,17.28351771916392,13.556593689085172,3.9442662849491597,2.5821413908276836,1.9130261099213262,1.740476481097216,1.6394618966773564
2025-04-10,57.338819743679835,17.283006306289643,13.556192554509645,3.9426700941320068,2.5835444676640837,1.915928467072291,1.740424981044144,1.6394133856083442
2025-04-11,57.33797143903332,17.282750611201728,13.555991996123817,3.9455706830294894,2.58350624516864,1.9144206621321231,1.7403992321604917,1.6393891311503908
2025-04-14,57.33712315948708,17.282494923679508,13.55579144367226,3.945512310770676,2.5849474614698953,1.9143923394717668,1.740373484038717,1.6393648774100964
2025-04-15,57.3413648082322,17.28377343695095,13.553835171054141,3.9413655480057557,2.585138689047283,1.9145339611544905,1.7405022322667032,1.6394861532884786
2025-04-16,57.3413648082322,17.28377343695095,13.55235562394351,3.9428450951163847,2.585138689047283,1.9145339611544905,1.7405022322667032,1.6394861532884786
2025-04-17,57.34221321329097,17.28402916230502,13.552556140396302,3.9414238632286414,2.5851769379579728,1.914562288005504,1.740527984198203,1.6395104106173872
2025-04-25,57.34730417090539,17.285563673356144,13.553759363728846,3.9328955886432997,2.5854064551928237,1.91473226671599,1.7406825117913625,1.6396559696661424
2025-04-30,48.04602195007304,14.481981039499361,11.355446072146952,3.2937711160819267,2.166073838900277,1.6041777350333144,1.4583574830369517,1.3737166523882658
2025-05-02,57.34764360022106,17.28566598378091,13.553839586214142,3.9314391576903813,2.586901466909635,1.9141517160556578,1.7406928146065048,1.6396656745217026
