date,CITIBANK N.A.,INTERACTIVE BROKERS HONG KONG LTD,UOB KAY HIAN (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,DBS BANK LTD,PHILLIP SECURITIES (HONG KONG) LTD
2024-04-09,100.0,0.0,0.0,0.0,0.0,0.0
2024-04-12,85.86381482585966,0.0,0.0,14.136185174140337,0.0,0.0
2024-04-30,6.1727002186657876,2.503177845072977,0.0,1.0186113467288915,0.0,0.0
2024-05-02,63.6958941435026,25.830211316594976,0.0,10.473894539902423,0.0,0.0
2024-05-13,63.614850501623124,25.88787351061479,0.0,10.497275987762082,0.0,0.0
2024-06-11,64.14840698629847,25.508250423270884,0.0,10.343342590430652,0.0,0.0
2024-06-24,64.68695538789697,25.125075609036635,0.0,10.187969003066392,0.0,0.0
2024-07-22,64.82940359316729,24.971578923510222,0.0,10.199017483322487,0.0,0.0
2024-07-23,64.89285761580956,24.926525745676763,0.0,10.18061663851367,0.0,0.0
2024-08-14,59.85216581946774,22.87049393111542,0.0,9.389815421602012,7.8875248278148336,0.0
2024-08-15,56.86215476942197,21.715314440946536,0.0,8.920732114689365,7.588345174471707,4.91345350047043
2024-08-16,56.90739793843682,21.708450640252316,0.0,8.917912439779832,7.712379085937049,4.753859895593984
2024-08-19,56.84916131936023,21.674196619614282,0.0,8.90384076042221,7.826442576680755,4.746358723922523
2024-08-21,56.777489422487136,21.646871136724542,0.0,8.892615350197238,7.942649281384079,4.7403748092070055
2024-08-23,56.80471838855462,21.633234216708246,0.0,8.887013252623857,7.937645635717063,4.737388506396215
2024-08-27,56.726099524435014,21.603293388734812,0.0,8.874713448889983,8.12797177001904,4.667921867921151
2024-08-28,56.722531110103844,21.601934411079466,0.0,8.874155175803669,8.196657116376397,4.604722186636624
2024-08-29,56.722531110103844,21.601934411079466,0.0,8.874155175803669,8.24069134493713,4.560687958075891
2024-09-16,56.76538173513806,21.54270916061528,0.0,8.880859092016358,8.246916715489776,4.564133296740526
2024-09-17,56.819036146468704,21.468551643728915,0.0,8.889253244440381,8.25471166812001,4.568447297241991
2024-09-19,56.81187636541952,21.478447411306817,0.0,8.888133107401153,8.253671489824562,4.567871626047944
2024-09-24,56.84769332615757,21.428943618331033,0.0,8.89373661735204,8.25887500441708,4.570751433742277
2024-10-02,56.836943496875726,21.443801308998463,0.0,8.89205482263496,8.257313261254552,4.569887110236298
2024-10-04,56.92664982904216,21.31981525309989,0.0,8.90608924416583,8.270345863654384,4.577099810037731
2024-10-08,56.923056139256765,21.324782209298572,0.0,8.905527016772496,8.269823769739824,4.576810864932346
2024-10-09,56.941029126895955,21.299941155202593,0.0,8.908338863813904,8.272434898700087,4.578255955387453
2024-11-13,56.93762997944769,21.3016226083158,0.0,8.909042103039164,8.273087938598783,4.578617370598563
2024-11-18,55.00953981166388,20.58028157034565,0.0,11.99367313454742,7.99293473381346,4.4235707496295875
2024-11-19,54.999472471346536,20.594816237170292,0.0,11.99147816273864,7.991471940371174,4.42276118837336
2024-12-04,54.9894088152191,20.609345584966142,0.0,11.989283994189982,7.990009682244939,4.421951923379833
2024-12-05,54.992762958031996,20.604503059857148,0.0,11.990015294482296,7.99049704215893,4.422221645469636
2025-01-02,53.772839745488646,20.604503059857148,0.0,11.990015294482296,9.210420254702278,4.422221645469636
2025-01-10,53.78596269436861,20.609531469024887,0.0,11.992941387999476,9.212668004211837,4.398896444395188
2025-01-13,53.80565913175916,20.61707868628927,0.0,11.997333207116286,9.216041686292716,4.363887288542577
2025-01-24,53.83851860406268,20.629669672758048,0.0,12.004660057945676,9.221669983974143,4.305481681259451
2025-01-27,53.848384273511826,20.63955815342106,0.0,12.006859858591234,9.223359814047292,4.281837900428577
2025-02-19,45.65044735449901,17.49736924541935,15.224109376008549,10.17892238109524,7.819185427813914,3.629966215163943
2025-03-07,45.652811379647865,17.498275353099167,15.219719225439023,10.179449500321704,7.8195903471973205,3.630154194294915
2025-03-12,45.65562562299424,17.49736924541935,15.218931107513308,10.17892238109524,7.819185427813914,3.629966215163943
2025-03-14,45.723080134392355,17.475650778572824,15.20004073341981,10.166287876721102,7.809479927684215,3.6254605492096923
2025-03-18,45.7931674143627,17.45308463385027,15.180413062706702,10.153160244083894,7.799395619151793,3.62077902584464
2025-03-19,45.92053685611753,17.594860291137703,15.222635971637832,9.810028081075895,7.821088913634952,3.630849886396094
2025-03-27,45.93005269786475,17.577783960538937,15.225790468618902,9.812060955278735,7.822709631716415,3.6316022859822565
2025-03-28,45.8822124239431,17.0779067378684,14.792799263953796,11.118507510743088,7.600247325134478,3.528326738357132
2025-04-01,46.2931013533644,16.94824284858953,14.680485037431366,11.034090319049298,7.542542499667017,3.5015379418983965
2025-04-02,46.56003724097405,16.864006105038605,14.607519582289552,10.979248301217293,7.505054293724813,3.484134476755691
2025-04-03,46.58923828290859,16.854791155700443,14.599537638256294,10.973248942806448,7.500953328944199,3.482230651384029
2025-04-07,46.821826584888164,16.913974045287166,14.67242317564905,11.028030893163915,7.064130246186936,3.4996150548247646
2025-04-08,46.76346206425486,16.892890374290957,14.65413365113374,11.138936569116291,7.0553246397938905,3.49525270141026
2025-04-09,46.72851314233041,16.75570616370584,14.643181806461927,11.329906576350604,7.0500518054248476,3.4926405057263734
2025-04-11,46.84521320591269,16.547811374629887,14.679751774837682,11.358201951677744,7.067658646272651,3.501363046669349
