date,FUTU SECURITIES INTERNATIONAL,EVERBRIGHT SECURITIES INVESTMENT,UBS SECURITIES HONG KONG LTD,YUNFENG SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,BNP PARIBAS,GUOYUAN SECURITIES BROKERAGE (HONG KONG)
2024-03-05,37.959501608318675,0.0,0.0,0.0,0.0,0.0,62.04049839168132,0.0
2024-03-08,19.08902355726759,0.0,0.0,0.0,0.0,49.71213333031668,31.198843112415727,0.0
2024-03-11,11.187258402990155,0.0,0.0,0.0,27.870623721883277,29.099849960533565,18.262777971748335,13.579489942844672
2024-03-12,11.191993392891879,0.0,0.0,0.0,27.866448280443073,29.112166427244297,18.270507664418215,13.55888423500254
2024-03-13,11.27165071243341,0.0,0.0,0.0,28.084457410356876,29.20475632654566,18.328616169295753,13.110519381368297
2024-03-14,11.288731984206668,0.0,0.0,0.0,28.09145217608693,29.217864285541502,18.336842594694115,13.065108959470784
2024-03-22,11.106385245223132,0.0,0.0,0.0,28.149321547042618,29.278054104717604,18.37421556354435,13.092023539472297
2024-03-25,11.116875490253603,0.0,0.0,0.0,28.175914074124382,29.305707923200625,18.391570447176463,13.00993206524493
2024-03-26,11.129393101790379,0.0,0.0,0.0,28.245684817094137,29.325982333415702,18.404294188391745,12.89464555930804
2024-03-27,11.13194604902338,0.0,0.0,0.0,28.25318512195419,29.333769498401978,18.409181229298735,12.871918101321715
2024-04-02,8.028442928681406,0.0,0.0,27.950810113112784,20.577351125118952,21.174100997471303,13.295335885508258,8.973958950107297
2024-04-03,8.028592152911838,0.0,0.0,27.951329633294485,20.575874900680095,21.174494559330626,13.295583005190553,8.974125748592403
2024-04-12,8.189101570091834,0.0,0.0,26.561275057778833,20.987232412106163,21.597819809395357,13.561391286217434,9.103179864410375
2024-04-15,8.209766549516798,0.0,0.0,26.555296593217907,20.98250856413822,21.592958529202942,13.558338861323483,9.101130902600646
2024-04-16,8.308612089419169,0.0,0.0,26.526700167102053,20.959913269306043,21.569705863165655,13.543738382878793,9.09133022812829
2024-04-17,8.335730192240563,0.0,0.0,26.51885478708288,20.953714289269673,21.56332653447674,13.539732766883414,9.088641430046728
2024-04-29,8.335732657567576,0.0,0.0,26.518862630144913,20.953690911000606,21.5633329119206,13.539736771315916,9.088644118050384
2024-05-06,8.335338223794011,0.0,0.0,26.517607799227523,20.95269941526584,21.562312568884128,13.543827935139136,9.088214057689365
2024-05-07,8.335313572922566,0.0,0.0,26.51752937623815,20.95293318920429,21.5622488006505,13.543787880716346,9.08818718026815
2024-05-08,8.338963488653892,0.0,0.0,26.52914102669131,20.976901622138826,21.49772340233461,13.565103691494814,9.092166768686546
2024-05-14,8.338963784722603,0.0,0.0,26.52914196858878,20.976898816482347,21.49772416559533,13.565104173113756,9.09216709149718
2024-05-16,8.338988457189094,0.0,0.0,26.529220460279497,20.976665011076026,21.497787770845672,13.565144308145735,9.09219399246398
2024-05-20,6.2825537695274605,24.45898185476899,0.0,20.04530649659365,15.849831699840344,16.243588668974567,10.249734843676569,6.870002666618416
2024-05-21,6.305175615934804,24.453077859802697,0.0,20.04046789009088,15.846005811783021,16.23966773447674,10.247260726671934,6.868344361239926
2024-05-22,6.305175615934804,24.457547924859604,0.0,20.04046789009088,15.841535746726112,16.23966773447674,10.247260726671934,6.868344361239926
2024-05-30,6.305457473986027,24.4541709771545,0.0,20.041363752088888,15.842243905335158,16.24039369064021,10.247718806369429,6.86865139442579
2024-05-31,1.220386111050825,4.715750660353821,0.0,3.8647834120648463,3.0550237105917066,3.131803050800217,1.9765615063363118,1.3245530743717988
2024-06-03,6.535748193909469,24.393541627750434,0.0,19.991675097887747,15.802966150142462,16.200128800677295,10.224318217241441,6.8516219123911535
2024-06-04,6.535956580486902,24.393487240254114,0.0,19.99163052473095,15.802930916072047,16.20009268109864,10.224295421245767,6.851606636111586
2024-06-05,6.536164966135104,24.393432853000316,0.0,19.99158595177291,15.802895682158747,16.20005656168104,10.224272625351743,6.851591359900137
2024-06-07,6.5582485764528995,24.38766917911251,0.0,19.986862345111213,15.799161778130403,16.19622881658472,10.221856836909513,6.849972467698742
2024-06-11,6.560331397234015,24.387125576885502,0.0,19.986416837063604,15.798809614114056,16.195867801926486,10.221628991267528,6.849819781508806
2024-06-12,6.560747950248007,24.387016859348147,0.0,19.98632773783737,15.798739183194717,16.195795600926118,10.221583423358009,6.849789245087627
2024-06-14,6.560956225362265,24.386962500942964,0.0,19.98628318852215,15.798703967970534,16.19575950066734,10.221560639555607,6.849773976979136
