date,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,BRIGHT SMART SECURITIES INTERNATIONAL,SILVERBRICKS SECURITIES CO LTD,HANG SENG SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,IMPERIUM INTERNATIONAL SECURITIES LTD,CHEER UNION SECURITIES LTD
2024-03-01,60.54147120700847,0.0,0.0,31.139888501677998,8.318640291313535,0.0,0.0,0.0,0.0,0.0
2024-03-05,59.02493020170921,4.315618235839798,0.0,28.53909824641598,8.12035331603501,0.0,0.0,0.0,0.0,0.0
2024-03-06,59.10622697473222,4.321234176789184,0.0,28.441618465984302,8.13092038249429,0.0,0.0,0.0,0.0,0.0
2024-03-07,43.498824222018634,3.1850188355994486,26.055636954156235,21.26752504522859,5.992994942997093,0.0,0.0,0.0,0.0,0.0
2024-03-12,43.42127417933065,3.248671973271089,26.06531019204802,21.282433070424208,5.98231058492603,0.0,0.0,0.0,0.0,0.0
2024-03-14,42.92290026572422,3.2892886334230114,26.32423649786726,21.467406591152013,5.996168011833497,0.0,0.0,0.0,0.0,0.0
2024-03-15,42.66874566190669,3.2698121338320294,26.168365718947477,20.945548088278347,6.947528397035459,0.0,0.0,0.0,0.0,0.0
2024-03-18,37.95320148758057,2.9084482521513446,23.27636403004421,18.633673042429987,6.179721034752153,0.0,0.0,11.048592153041728,0.0,0.0
2024-03-19,38.062546116313726,2.8989480376688257,23.375320444583135,18.61655433486058,6.1595354683667605,0.0,0.0,10.887095598206969,0.0,0.0
2024-03-20,38.051448614071255,2.8981028214226363,23.36850514456985,18.640282462979215,6.157739596423147,0.0,0.0,10.883921360533904,0.0,0.0
2024-03-21,38.118130865142255,2.8330845865594965,23.40945666110759,18.567802723850193,6.168530563725418,0.0,0.0,10.90299459961505,0.0,0.0
2024-03-26,38.02762933518192,2.8372279405527623,23.44369272528906,18.59495792420214,6.177551969533437,0.0,0.0,10.918940105240683,0.0,0.0
2024-03-28,29.455144398402293,2.197637879120854,18.158832578508914,14.496027259772127,4.852928182553474,22.381922276118473,0.0,8.457507425523865,0.0,0.0
2024-04-02,29.373111833907206,2.2016782689815306,18.19221786173914,14.543106363758106,4.793757220710302,22.423071772441798,0.0,8.473056678461912,0.0,0.0
2024-04-03,29.574493855882334,2.216772972738263,18.31694368711049,13.957213996293191,4.82662321486929,22.576804327506498,0.0,8.531147945599935,0.0,0.0
2024-04-05,29.500713136127725,2.2206807187679574,18.349232949407398,13.93145193599861,4.835131626843222,22.616602907947062,0.0,8.546186724908026,0.0,0.0
2024-04-09,29.468828095830386,2.2219015354026794,18.38222662021289,13.88871709237842,4.85840531607122,22.629036359013476,0.0,8.550884981090931,0.0,0.0
2024-04-10,29.550053633404765,2.2280258083484354,18.432893929892984,13.82593376102241,4.839639565144489,22.69140923780845,0.0,8.432044064378461,0.0,0.0
2024-04-11,29.41712435095716,2.2144153828055257,18.511128590639945,13.801574541604483,4.860180428720045,22.787718298683117,0.0,8.407858406589732,0.0,0.0
2024-04-12,29.3257376665128,2.2267427161158184,18.61417739253067,13.797222602366377,4.887236357141697,22.914574263029344,0.0,8.234309002303288,0.0,0.0
2024-04-15,29.363879385827396,2.2296388681795696,18.63838741368859,13.685105315598415,4.893592807556617,22.944377477860385,0.0,8.245018731289033,0.0,0.0
2024-04-16,29.370018560978274,2.181321476608289,18.64228418507084,13.71584280547212,4.894615922485266,22.949174512687208,0.0,8.246742536698004,0.0,0.0
2024-04-17,29.355016218048586,2.180207247389672,18.611865063978286,13.78081371185508,4.89211572976575,22.93745196694629,0.0,8.242530062016332,0.0,0.0
2024-04-18,29.335944479120503,2.178790782717247,18.68794564856731,13.760258763309999,4.877335703164699,22.922549672485285,0.0,8.237174950634959,0.0,0.0
2024-04-19,29.33730592431193,2.1788918977243457,18.688812933196893,13.756256482725496,4.877562054330751,22.92361347989224,0.0,8.237557227818346,0.0,0.0
2024-04-22,29.151593384055268,2.1761146504195796,18.664991900403937,13.551006597868382,5.334841240964721,22.894394708727404,0.0,8.227057517560713,0.0,0.0
2024-04-23,29.190152529511547,2.178993022117127,18.68968029832944,13.56893066903672,5.209626554475986,22.924677386043772,0.0,8.237939540485412,0.0,0.0
2024-04-24,29.944795309386702,2.2662727668762335,19.22522990051729,14.60293806076563,5.34668974202103,20.11555134464724,0.0,8.498522875785875,0.0,0.0
2024-04-25,29.984053317696524,2.2692438793582235,19.350548122510567,14.38133308543274,5.363233958567229,20.141923088841374,0.0,8.509664547593337,0.0,0.0
2024-04-26,30.006941744214615,2.270976114197656,19.27467122134145,14.392311123727644,5.381640875661672,20.157298492615748,0.0,8.516160428241209,0.0,0.0
2024-04-30,29.841026896376345,2.2625563559533513,19.23648229525885,14.495808804481383,5.596975019191326,20.082564293913677,0.0,8.484586334825067,0.0,0.0
2024-05-02,29.641737923890393,2.2618575267348233,19.230540778772752,14.564984449729504,6.483833183255602,19.60118129785955,0.0,8.215864839757373,0.0,0.0
2024-05-06,29.6544199965297,2.262825251418425,19.23876847161842,14.528431496055505,6.48660725958076,19.609567567439086,0.0,8.219379957358104,0.0,0.0
2024-05-07,29.61429727760199,2.259763626825673,19.212738230595587,14.428068542998412,6.693837634084451,19.583035631630043,0.0,8.208259056263842,0.0,0.0
2024-05-08,29.67205199981925,2.3117372991202556,19.250207509340893,14.437179965894739,6.768728758535233,19.33582740930831,0.0,8.22426705798132,0.0,0.0
2024-05-10,28.841491234565837,2.41739184440787,19.465737292568907,14.763050213432768,6.831759560283111,19.420351477308287,0.0,8.260218377433217,0.0,0.0
2024-05-13,28.816063666505144,2.4156607381132544,19.523408277695957,14.735769204144816,6.848350452220283,19.406444467253714,0.0,8.25430319406683,0.0,0.0
2024-05-14,28.78546541756119,2.416699104245223,19.531800369191384,14.742103340155174,6.851294199683346,19.414786282128127,0.0,8.257851287035557,0.0,0.0
2024-05-16,28.687500446234143,2.408474402819724,19.446288878893245,14.651473286639394,7.227803123876978,19.348712346763197,0.0,8.229747514773326,0.0,0.0
2024-05-17,28.72236241073407,2.4114012576458337,19.469920628679947,14.547755037850898,7.236586580504345,19.372225518439357,0.0,8.239748566145547,0.0,0.0
2024-05-20,28.651360903989183,2.3745403636208056,19.42179110224785,14.35491653454968,7.653673644503497,19.32433749373088,0.0,8.219379957358104,0.0,0.0
2024-05-21,28.4687244495403,2.3813326404664457,19.477346351602932,14.374524746551359,7.6755666689709265,19.379613980973176,0.0,8.242891161894864,0.0,0.0
2024-05-23,28.40169986896645,2.3757262136060864,19.431490381757087,14.15281222726116,8.080798472305787,19.333988104722202,0.0,8.223484731381227,0.0,0.0
2024-05-24,28.316433479475027,2.3662163986612756,19.590566399727138,13.984836318934704,8.294784612724513,19.256595917033206,0.0,8.190566873444135,0.0,0.0
2024-05-29,28.30995491728518,2.3666648504073553,19.594279256976215,13.980379661370296,8.296356662789348,19.26024547929109,0.0,8.192119171880515,0.0,0.0
2024-05-30,28.31397952389866,2.3670013007844983,19.5970648236122,13.968150919434288,8.297536091438754,19.26298355893691,0.0,8.19328378189469,0.0,0.0
2024-05-31,28.386255325080985,2.360401953533869,19.542426984663294,14.056796138297345,8.274402043318927,19.209277159389746,0.0,8.170440395715834,0.0,0.0
2024-06-03,28.36614856457466,2.35873001631514,19.457751816269333,14.127116423041416,8.329929426986798,19.19567070334543,0.0,8.164653049467221,0.0,0.0
2024-06-04,28.776572882096378,2.3463758006214723,19.35583881173329,14.017892583432568,8.286300124717272,19.095130389442012,0.0,8.121889407957008,0.0,0.0
2024-06-11,28.781304837053934,2.3467616333836827,19.359021642357284,13.999055657480861,8.29236092677117,19.0982703497591,0.0,8.123224953193969,0.0,0.0
2024-06-12,28.780628748211782,2.3467065066490016,19.358566888182608,14.001075867447494,8.292166134605582,19.097821720777162,0.0,8.123034134126375,0.0,0.0
2024-06-14,28.717046542312367,2.349576535280103,19.38224246971304,14.018199222452449,8.278788192378341,19.121178410237473,0.0,8.132968627626221,0.0,0.0
2024-06-18,28.728780279033895,2.349189776438967,19.37905199963316,14.0158917162254,8.277425438503668,19.118030913362162,0.0,8.13162987680275,0.0,0.0
2024-06-19,28.601178346874978,2.353395697926703,19.41374769430827,14.040985363716246,8.292245101803799,19.152259283427526,0.0,8.146188511942482,0.0,0.0
2024-06-21,28.597814230822692,2.353506583457605,19.414662416690813,14.041646936318683,8.29263580958035,19.153161685195524,0.0,8.146572337934332,0.0,0.0
2024-06-25,28.56516811840738,2.35372838587009,19.41649212007549,14.05710677539211,8.305197757950019,19.154966743867703,0.0,8.147340098437208,0.0,0.0
2024-06-26,29.065856646203734,2.3578392845763325,19.52120993266351,14.072217383813278,7.63288513145131,19.188421805410993,0.0,8.161569815880839,0.0,0.0
2024-06-27,29.303908210997587,2.358952804414713,19.53042907438848,14.227625958398368,7.2161759462376,19.19748378367529,0.0,8.165424221887966,0.0,0.0
2024-06-28,29.306718473737263,2.358228896920139,19.538599178986978,14.294077517037554,7.213961470458403,19.191592524485216,0.0,8.09682193837445,0.0,0.0
2024-07-03,29.262797170822992,2.3922148138196953,19.507745826586817,14.283290084917732,7.308628707049138,19.16128712941293,0.0,8.084036267390694,0.0,0.0
2024-07-04,29.26515403270853,2.3922148138196953,19.507745826586817,14.280933223032196,7.308628707049138,19.16128712941293,0.0,8.084036267390694,0.0,0.0
2024-07-08,29.273488663651808,2.3919329410406207,19.50544724432829,14.279250511967911,7.307767537110308,19.159029370108616,0.0,8.083083731792442,0.0,0.0
2024-07-10,29.259847949874,2.3971866711697563,19.548289731302535,14.168908370786914,7.323818588470359,19.20111097202967,0.0,8.100837716366764,0.0,0.0
2024-07-11,29.540732265987145,2.399283287987273,19.56538697011888,14.171845415241476,6.996924662504757,19.217904562893136,0.0,8.107922835267336,0.0,0.0
