date,STANDARD CHARTERED BANK (HONG KONG) LTD,PHILLIP SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,GF SECURITIES (HONG KONG) BROKERAGE LTD,BANK OF CHINA (HONG KONG) LTD,MIB SECURITIES (HONG KONG) LTD,CGS INTERNATIONAL SECURITIES HK LTD,HANG SENG SECURITIES LTD,SHANGHAI COMMERCIAL BANK LTD,FUTU SECURITIES INTERNATIONAL
2024-10-24,46.02974871228971,16.19009978006744,7.160590021796989,0.0,10.391122424763422,3.9594402947786502,5.070208485337366,5.577229333871102,2.9603475349873007,2.6612134121080175
2024-10-28,45.90960869290737,16.08259149413546,7.141900512336817,0.0,10.364001059028439,4.275362401586781,5.056974979555955,5.562672477511551,2.95262087516009,2.6542675077775457
2024-11-14,45.90212076141707,16.096278559297307,7.140735656802878,0.0,10.362310673679819,4.274665083058684,5.056150178751219,5.56176519662634,2.9521392979160344,2.6538345924506457
2024-11-18,44.076142647929636,15.45597149133763,10.834660501943025,0.0,9.950099817592296,4.104619674378679,4.855017433427922,5.340519176770715,2.834703727259529,2.5482655293605614
2024-11-20,44.42401257618805,15.972581220293705,9.815226071312946,0.0,9.949705981566016,4.137015289463686,4.893335545331466,5.3826690998646125,2.8570765603386947,2.568377655640824
2024-11-21,44.84877406059173,15.790650003896323,9.733779941728855,0.0,9.742058632251961,4.1765714811143075,4.796700380086714,5.43413564654342,2.884394580716595,2.592935273070097
2024-11-22,40.88126677132258,14.437322445322565,8.800059034183901,8.701150629119338,8.662344078358581,3.807094764246028,4.299733866810223,4.953409623588804,2.629229155042738,2.8283896320052433
2024-11-25,40.411646968393974,15.822275147264985,8.670250642325614,8.601196959225588,8.648991757353771,3.763361112279796,4.250341068331843,4.896507784801211,2.599026126243458,2.336402433779758
2024-11-26,39.71649593033021,16.56411136144107,8.632130901832964,8.606140071466882,8.625227312009358,3.7655239178138045,4.2527837414928165,4.899321810300846,2.6005197878722965,2.337745165439753
2024-11-27,39.6300250735175,16.96422088562614,8.465802376283348,8.61232695728789,8.631427919496167,3.7682309230847313,4.183951827330177,4.687176273916281,2.602389280916708,2.4544484825410593
2024-11-28,39.51072848665603,17.21417997642538,8.411649009116351,8.5864016340252,8.605445097415522,3.756887577053637,4.171357054259321,4.673066665596353,2.59455541862865,2.475729080823555
2024-11-29,39.72712743042198,17.380526817895326,8.457719330535948,8.63342906975018,8.652576833555127,3.7774639251661863,3.6465067690263697,4.698660896057694,2.6087657122283514,2.4172232153628337
2024-12-02,40.40281792397357,15.975310880519523,8.601570671380552,8.78026893274805,8.799742367267509,3.841712126057104,3.7085276126632,4.778577081929656,2.653136355304503,2.4583360481563306
2024-12-03,40.34368130100864,16.14220604762991,8.530433733216853,8.767417466437367,8.786862398163848,3.836089105356768,3.703099530899255,4.771582794755562,2.6492530240820757,2.4693745984497184
2024-12-04,40.349587172049304,17.02290307094106,8.517043595155666,8.768700919886498,8.583204102346697,3.909845165089825,3.7036416239253493,4.0256974173101625,2.6496408455750524,2.4697360877203858
2024-12-05,40.80354966596051,17.02197645946638,8.553652199381668,8.867355246162,8.605753462802147,3.953833795119239,3.6712923222841005,3.3456131646621237,2.679451251344444,2.497522432817386
2024-12-06,41.30234161023619,16.456830414168426,8.67634635861819,8.97900942938395,8.564213670744222,4.003618885570019,3.642569768514691,3.0129898085244977,2.7131898275767865,2.6488902266630263
2024-12-09,41.230943169917076,16.569211581474793,8.575272665158943,8.983049106310336,8.688040674766457,4.0054201228848125,3.569224853592421,3.01434535954654,2.7144104979001185,2.6500819684485024
2024-12-10,41.379359694580494,17.110925457978958,8.220499583946333,9.07147680083391,8.016345922821722,4.044848836106053,3.604359730548365,3.044018091765636,2.741130719450647,2.7670351619678866
2024-12-11,41.46098675523771,17.14467935268803,7.993927874849518,9.089371664179735,8.032159380538836,4.098350643224788,3.6114698765856037,3.050022878965153,2.746538015386531,2.7724935583440926
2024-12-12,43.45914966237691,13.32652681925866,8.347374618356323,9.52742311278091,8.419259741491905,4.391299060960318,3.785520368684235,3.197015101283745,2.8789041459321285,2.667527368874863
2024-12-13,43.59088367004145,13.366922381523183,8.229093453860806,9.55630277653671,8.3650115198119,4.404610030655949,3.79699509318153,3.206705940039864,2.8876307221254494,2.5958444122231654
2024-12-16,43.597839165057536,13.49670570084526,8.086799754496269,9.557827609500354,8.366346266690995,4.405312843733747,3.7976009533574024,3.207217611869067,2.8880914813348313,2.596258613114536
2024-12-17,43.6092857845689,13.48428876718656,8.07862842521219,9.560337018638428,8.368542852215624,4.406469459311868,3.7985980140833817,3.2080596673561335,2.8888497502062696,2.5969402612206474
2024-12-18,43.623210746056955,13.488594460306706,8.081208026956945,9.563389747487395,8.339283842605125,4.407876497203348,3.7998109514223706,3.209084038806288,2.8897721941489456,2.597769495005923
2024-12-23,43.65108736451228,13.433310921955927,8.086372175789018,9.569501057557673,8.344612910087667,4.410693270412133,3.802239151416905,3.2111347455243613,2.89161885044731,2.599429552296724
2024-12-27,43.65108736451228,13.433310921955927,8.070396381035167,9.569501057557673,8.344612910087667,4.410693270412133,3.802239151416905,3.2111347455243613,2.89161885044731,2.6154053470505767
2025-01-02,43.6092857845689,13.532170254759041,8.046707433497202,9.560337018638428,8.336621860500637,4.406469459311868,3.7985980140833817,3.2080596673561335,2.8888497502062696,2.612900757078141
2025-01-06,43.644114870298466,13.463111672375373,8.05313403411677,9.567972497909302,8.343280004798363,4.409988739662417,3.801631810521559,3.210621823171569,2.891156965144547,2.6149875820016373
2025-01-07,43.5397941142093,13.701827409088674,8.002014829328706,9.545102561648973,8.323337401289258,4.399447722596691,3.7925449243279723,3.202947604159338,2.8842463500141307,2.6087370833369516
2025-01-08,43.36703002847645,14.123614121138115,7.97026316848292,9.507227993088453,8.290310745889652,4.381990897662468,3.7774962643656957,3.1902384417542216,2.872801780883155,2.5190265582588727
2025-01-10,43.57451224346119,13.824387472102368,7.976500005302634,9.552713716253622,8.250235488746098,4.4029557914283775,3.7955690558737265,3.2055015976076433,2.8865462147611116,2.5310784144632232
2025-01-21,43.58146251449186,13.826592505155341,7.977772282008869,9.554237403978119,8.235601114256957,4.403658076652259,3.7961744610130093,3.2060128851412384,2.887006627913255,2.5314821293890977
2025-02-03,43.65108736451228,13.848681585556092,7.990517407265902,9.409743110019148,8.248758141564553,4.410693270412133,3.802239151416905,3.2111347455243613,2.89161885044731,2.535526373281314
2025-02-04,43.672018220499595,13.855322079009575,7.994348889577421,9.414255116244073,8.204763085634797,4.412808213961564,3.804062338991663,3.2126744963753118,2.8930053922583654,2.5367421674476316
2025-02-07,43.63017656213734,13.826079312641761,7.9866895958535205,9.40523542669549,8.196902196489738,4.408580353165792,3.800417710617193,3.321373461379732,2.890233637066017,2.5343117439534035
2025-02-10,43.66503903854426,13.837126972812253,7.99307132060332,9.412750633462935,8.203451890576535,4.412103007453732,3.8034544155588774,3.228141982953333,2.892543063933432,2.552317674101328
2025-02-14,44.102008733962776,14.137007695704096,8.07306048395525,8.360948270344966,8.285546398057484,4.4562563014796535,3.841516772861201,3.2604470088990025,2.92148964658772,2.5617186881478475
2025-02-17,44.569612490527845,14.286899233411079,8.142345378278124,8.449597538981312,7.329430478367113,4.503504992562152,3.8822475179103333,3.295016800915493,2.9524655493351695,2.5888800197113775
2025-02-19,44.564292466474036,14.349879609980915,8.150322244236827,8.457875412719421,7.254971226487453,4.507916971420953,3.8860508653035177,3.2982448520643297,2.955358011008137,2.575088340304413
2025-02-21,44.58613246378177,14.356912176071448,8.15431654115078,8.462020434799193,7.209518890848023,4.510126204173687,3.8879553349077374,3.299861250635979,2.95680636814412,2.576350335487255
2025-02-28,44.59341722068871,14.359257896800237,8.15564884360587,8.463403011811431,7.210696826444442,4.510863096368669,3.888590572994441,3.2840617864364816,2.9572894693781255,2.5767712754715957
2025-03-03,44.54247385482702,14.342853930158281,8.13001190785201,8.453734449433,7.202459351286857,4.6362695073390405,3.884148260550297,3.280310085590797,2.9539110720991757,2.5738275808635196
2025-03-04,44.535205731218866,14.3568308531192,8.128685310418858,8.452355029261383,7.20128410527294,4.635512993904922,3.883514472903879,3.279774827956637,2.953429073931101,2.573407602012215
2025-03-13,44.52067659744494,14.352147090854949,8.126033413917156,8.449597538981312,7.198934763479372,4.634000707449895,3.8822475179103333,3.2787048365545246,2.9524655493351695,2.6051919840723454
2025-03-24,44.535205731218866,14.52000373013197,8.128685310418858,8.093374699833294,7.20128410527294,4.635512993904922,3.883514472903879,3.279774827956637,2.953429073931101,2.769215054427537
2025-03-25,44.45541263785088,14.4451242896475,8.342153992295263,8.078873915734903,7.188381667178247,4.627207611341664,3.876556435372796,3.2738985021425715,2.9481374571532606,2.7642534912829193
2025-04-09,44.253587309998046,14.460614681596724,8.304281034547476,8.042196236235947,7.123318566877387,4.606200322514769,4.264309697842851,3.2590351683133574,2.934753062013521,2.7517039200599207
2025-04-15,44.2464131499718,14.458270402406951,8.30293478795672,8.040892477461387,7.1221637717427315,4.605453589419548,4.279829867035899,3.2585068305841505,2.934277295202643,2.751257828218167
2025-04-17,44.20118408957811,14.469999405367382,8.309670389380527,8.047415501934422,7.127941494640316,4.609189677988996,4.283301799416709,3.261150233646812,2.9366576730849405,2.7534897349617773
2025-04-22,44.42462371806333,14.380079672634327,8.351676270057276,8.088095668474176,7.163973665095277,4.63248940740757,3.962514611772631,3.277635543071188,2.9515026532133586,2.7674087902108604
2025-04-25,44.316226375746965,14.670328986585456,8.331297942999148,8.068360485562392,7.146493366091527,4.621186001817495,3.871511684604535,3.2696380193508894,2.9443009029975666,2.760656234244025
