date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA PA SECURITIES (HONG KONG) CO LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,MORGAN STANLEY HONG KONG SECURITIES LTD,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,CITIC SECURITIES BROKERAGE (HK) LTD
2024-03-01,15.579218150022847,0.48998221500230416,36.99098682701396,13.033740566572947,9.282454497964734,14.880365468784035,2.8246591634187634,5.634483095393817,1.2841100158265937,0.0
2024-03-04,14.343735869181778,0.4508473632830935,29.01436121757645,12.021942707028046,9.082274905869339,16.148103884214652,2.6032922237494853,4.548730374849113,1.1840651056477398,10.602646348600302
2024-03-05,14.340699925140019,0.4480993283219557,29.090704981731875,12.024262389249838,8.995283751658864,16.261870570369265,2.586493087788556,4.5315084935729075,1.183919466307728,10.537158005858997
2024-03-06,13.992701094742351,0.4384439620287973,29.283558928819854,11.780040777055147,8.409168741820512,15.565102266003203,2.5282251151906996,6.532494839638741,1.1665000097534124,10.303764264947283
2024-03-07,14.126985244310609,0.43669045384049576,28.831818448753054,11.876684320356052,8.412573385917016,15.594214134068555,2.5298776659175974,6.772500543520109,1.1622448710865891,10.25641093222992
2024-03-08,14.089468324736554,0.4366520766761332,28.89987936385299,11.847708003014018,8.42620323324024,15.58628120983612,2.5286313650900247,6.767624831228258,1.1620420124487754,10.255509579876888
2024-03-11,14.131213941511117,0.43657836728590965,28.86641613140959,11.87343449590916,8.41993039035303,15.587089444387098,2.529127613765469,6.737497195130112,1.1651018652478742,10.25361055500064
2024-03-12,14.092706919363119,0.43333363818991355,28.755080172532832,11.800398502524487,8.31707090066145,15.910050450099083,2.5128738185120807,6.838325409810954,1.162756314625118,10.17740387368096
2024-03-13,14.023386450140594,0.43241505788076307,28.810777755085336,11.755905013550908,8.358008232265426,15.954353391650173,2.5084851111420736,6.826722823724371,1.163172666851858,10.166773497708496
2024-03-14,13.930358687258387,0.4317997998166536,28.564435219460393,11.758642879225189,8.44611513372846,16.233801591387884,2.5054432700137124,6.806451055511601,1.1667359677562263,10.156216395841493
2024-03-15,14.030920492608992,0.4317676426911292,28.44577404089939,11.782801289781627,8.486145772073577,16.16647416366208,2.5046582590920194,6.806791931880708,1.1871285044347974,10.157537902875672
2024-03-18,14.101787977226124,0.432033096497123,28.438166137654658,11.810520823459663,8.47687931702409,16.07563744556648,2.510971849262845,6.792415552518165,1.1969733151040651,10.164614485686789
2024-03-19,14.108179281624283,0.43219627958360796,28.415773278543295,11.880840569245642,9.391007957915862,15.117924769651866,2.512885353627383,9.27831370462176,1.1903370334784829,7.672541771707817
2024-03-20,14.009674817387133,0.43154434382736545,28.326381990221922,12.05410012051741,9.15000344157206,15.435660448727,2.496152303495627,9.24737146226782,1.1881427555750466,7.660968316408617
2024-03-21,14.096860628016461,0.4326966857212187,28.686631069158132,12.146142510358667,8.688317727061088,13.940781135840158,3.8389936769386166,9.27324724945557,1.2149041120455801,7.681425205404508
2024-03-22,14.133263420270357,0.4326412109439983,28.618910831154416,12.228884052846714,8.795597775635283,13.828027939851726,3.832921548890264,9.246673782064208,1.2026390460098273,7.68044039233321
2024-03-25,14.173725607050788,0.4333542874314789,28.632567361392603,12.432296635525688,8.63029803760201,13.720540388095712,3.836152406476416,9.25679210405723,1.1911739271130197,7.693099245255055
2024-03-26,14.312245358253215,0.4336907638930444,28.39940630787043,12.519874317445993,8.63403596232255,13.704728988600612,3.8325857693998904,9.252709067262051,1.2116509389714558,7.69907252598076
2024-03-27,14.450878090251937,0.43681802633351596,27.9412344711869,12.601839165737452,8.611404224410165,13.855404945094275,3.8516228264649164,9.28950980358506,1.2257595374378059,7.735528909497975
2024-03-28,14.43663934072337,0.4358032786217959,27.939948089864014,12.60724368323456,8.60168697196767,13.908656134912126,3.8434619762227293,9.259578075109912,1.2494235177007975,7.717558931643022
2024-04-02,14.380574749013983,0.4372017175928682,28.003676166564567,12.542068171951708,8.640937474525286,13.825551674747075,3.8606980703483686,9.277099660062893,1.2898686887877506,7.742323626405501
2024-04-03,14.41471281082491,0.43634434293152075,27.926034931209475,12.428253901371642,8.985961101610917,13.692887585115487,3.8496414194893593,9.249539176669467,1.2894841922465314,7.727140538530689
2024-04-05,14.258678099524335,0.4342350103340203,27.599351542829282,12.416537223472435,8.70117639702191,14.59344943214253,3.8253784248902787,9.230842965370986,1.250564143209685,7.6897867612045365
2024-04-08,14.428771821489281,0.4345275152236367,27.573492619531404,12.248975741134815,8.898699802290711,14.360387045718678,3.8323275047462135,9.238646314566518,1.2892049595911648,7.694966675707581
2024-04-09,14.445647973867365,0.4350357464612021,27.617934584955485,12.263302364609102,8.960851210323137,14.162169721206297,3.8467174501449404,9.248499671132473,1.315874429452329,7.703966847847675
2024-04-10,14.482896947519183,0.4360591664677599,28.325231842777736,12.35789994709279,8.971782977382563,13.27202897365119,3.8556161170911083,6.75309678960056,1.3111827250779176,10.234204513339188
2024-04-11,14.42841767399047,0.4357273475838849,28.483346731957287,12.343208229021021,9.011076829841583,13.180861329076537,3.8505402209178357,6.749915918548892,1.2904889156950246,10.22641680336746
2024-04-12,14.508413668252773,0.4375742588132413,28.14663110093833,12.41389513447875,9.49811400045412,12.718442583738563,3.9393416583543535,6.775259954980129,1.2925642710808987,10.269763368908842
