date,THE HONGKONG AND SHANGHAI BANKING,THE BANK OF EAST ASIA LTD,BNP PARIBAS,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,CITIBANK N.A.,CHINA SECURITIES DEPOSITORY AND CLEARING,BANK OF CHINA (HONG KONG) LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING
2024-03-01,45.453670455023484,18.543453903141216,9.48499551028606,9.55698193250071,2.5035569895145184,10.313023973725418,1.7536436123299082,1.885740099686915,0.0,0.504933523791765
2024-03-04,44.90234469409482,18.292034867702164,9.30363519061488,9.476305458040182,2.4759128664661207,10.119365991819402,1.7333679785257368,1.8631519854804344,1.3413065347330428,0.49257443252322075
2024-03-05,45.016708309801565,18.279862706750627,9.305604056556014,9.469463347919106,2.469716644849869,10.053610028802854,1.7297943202137809,1.8629119949743724,1.3398486248724102,0.4724799652593962
2024-03-06,45.096154045009264,18.273596349364265,9.302682141491116,9.46412042525626,2.4676246137061675,10.024342046511839,1.7253019121461866,1.8604840610981155,1.339427918827117,0.44626648658967033
2024-03-07,45.18807394993093,18.26726739674343,9.282223219728822,9.460452502266588,2.460488787875236,9.98100866277749,1.7236764270216391,1.8548657534534507,1.3389833077764761,0.4429599924259368
2024-03-08,45.27905035860339,18.252399275645356,9.289921200886411,9.435658577842052,2.460458511578891,9.933753117485967,1.715961911053046,1.8480963894624447,1.3378934805168246,0.44680717692561717
2024-03-11,45.26007370893718,18.260060716471983,9.274544402804757,9.441978039934602,2.458789507211449,9.887932404306433,1.7190004861407684,1.8672348192637005,1.3686712969697397,0.4617146179593893
2024-03-12,45.3005683661308,18.268107831465162,9.266919193822748,9.445875869979957,2.459873083121505,9.84464818065018,1.7197580408280215,1.86568888932592,1.36927446338225,0.45928608129345744
2024-03-13,45.436149095046645,18.279521137286558,9.171314906692944,9.432568522471959,2.461551659348295,9.791974158001935,1.7204049053817407,1.8806579062495294,1.370208906666444,0.4556488028539492
2024-03-14,45.49866528949277,18.279538276833986,9.124520692072553,9.428626650925311,2.461580042113867,9.76237825488797,1.7248839964798015,1.886454052895932,1.370328844590981,0.46302389970683205
2024-03-15,45.48754469894254,18.27924881055969,9.117001647564651,9.429004097348963,2.4623311923373508,9.77460237609462,1.7214327824863682,1.8872143105473398,1.387294953916393,0.4543251302020761
2024-03-18,45.51649412539082,18.280095690731144,9.070843679081172,9.403628813679106,2.46323543975632,9.792662795422997,1.728887431211725,1.9012613671882852,1.3827499184231313,0.4601407391152984
2024-03-19,45.7056580723985,18.282912793863463,8.98004117787866,9.318146190814405,2.456701726456873,9.829929732964825,1.7286270066829936,1.898393210010441,1.3401687276318155,0.45942136129802713
2024-03-20,45.70185819834913,18.273609021055805,8.966617590117272,9.31208791272445,2.4551881376263087,9.873899299217626,1.7285372332400617,1.8945309075099863,1.3394867451979222,0.45418495496144007
2024-03-21,45.75021131921716,18.272367437401975,8.941470876426074,9.311718489163754,2.454757781099132,9.851522624797314,1.7265768452016976,1.895981851760117,1.3412386791527608,0.45415409578002464
2024-03-22,45.957681632991566,18.270345913121805,8.85926945988938,9.193064879649462,2.4536960635221843,9.87386184891455,1.7116439069333715,1.8920866133309364,1.3397740510333176,0.44857563061342615
2024-03-25,45.984437834447164,18.265835005127375,8.839926028784026,9.192066785157692,2.45370303111089,9.856828203759239,1.7105717045939324,1.9025361094900863,1.338820444462549,0.45527485306704796
2024-03-26,46.029905128462865,18.269148272393366,8.840739879080859,9.170308245188155,2.4536216872101657,9.821775757972459,1.7119348373296361,1.90419727532851,1.340379357069202,0.4579895599647889
2024-03-27,46.036278111150345,18.267902484303516,8.839721034590552,9.170606735519126,2.453367649342103,9.816812486343748,1.7129942765232498,1.9047310273229003,1.3395948731161693,0.45799132178828894
2024-03-28,45.9614666064492,18.25822514491201,8.82754496910421,9.10695193537138,2.4541370885576845,9.934587547935694,1.7149559291554854,1.915006592788546,1.3388659376674632,0.4882582480583244
2024-04-02,45.99215095867101,18.26211913880565,8.82386269803152,9.089424060923768,2.4577471821598786,9.90134180144034,1.7223764602117626,1.9195697177792765,1.3385866560587731,0.49282132591801686
2024-04-03,45.92966293859874,18.27202119544655,8.828910419930498,9.094352513706289,2.51320240624155,9.883685783309309,1.7241001484891525,1.9208738051287175,1.339838985082355,0.49335180406684215
2024-04-05,45.94246865481029,18.275870394891154,8.832266827546087,9.116109472793843,2.4596820021423316,9.895653187056306,1.7242248745095219,1.9215694606284042,1.3544915191452056,0.4776636064768536
2024-04-08,45.96105943854471,18.27192013708057,8.829186244173385,9.115718643665074,2.459075584618324,9.891408170732916,1.725958299697775,1.9266826587257486,1.3395876154655852,0.47940320729591346
2024-04-09,45.95289593782799,18.267116045811814,8.822127355377638,9.111216364048826,2.458429039347951,9.91565333882901,1.7255045071496684,1.9285448416982869,1.339235408301866,0.47927716160694894
2024-04-10,45.92305514750703,18.267092151055977,8.831327610384614,9.10988847517972,2.458425823538652,9.939498391100125,1.7270814149194489,1.9253839892994,1.3392336564816547,0.47901334053337763
2024-04-11,45.90833514663061,18.27592734998291,8.81099770427151,9.113373007184975,2.4596148842286873,9.95681357198735,1.727916748082365,1.928158485065402,1.3425146147020761,0.4763484878641138
2024-04-12,45.88504379009458,18.281229816536733,8.811338913198979,9.121588814046712,2.4548836940655883,9.960037656330007,1.73645831304493,1.932529656427405,1.3454411758644294,0.4714481703906397
2024-04-15,45.82919243815432,18.296833736346006,8.793977083113855,9.138600662802439,2.456979056833176,9.960643180835929,1.7484846116808825,1.9452505188478142,1.3413175019645391,0.48872120942103187
2024-04-16,45.80896281051097,18.29645090979553,8.799330228713774,9.145118028019022,2.4574512869451848,9.937805135048947,1.7574103653082314,1.951536173947475,1.3535337036505228,0.492401358060343
2024-04-17,45.6140422091158,18.308422009193382,8.937051271492443,9.154266788869304,2.4499497736476648,9.952224146577414,1.7703278703742416,1.9619319446143302,1.342208502966152,0.5095754831492666
2024-04-18,45.55262063465826,18.31709186300972,8.943940716767077,9.159921024964348,2.451689657335272,9.937870222030284,1.7881638564638158,1.9729818001123274,1.342728036581597,0.5329921880773016
2024-04-19,45.4625465440234,18.308713853148983,8.92851569222314,9.155203893014848,2.4344137631785467,9.993538079894668,1.789140585302363,1.9730774858041078,1.381239015825682,0.5736110875842655
2024-04-22,45.40398338282877,18.317898702006115,8.93114778913457,9.16111605003476,2.436426609030933,9.89854796902455,1.783969319879454,2.1467007017620605,1.3468383509391009,0.5733711253596899
2024-04-23,45.37922215094266,18.32483378387943,8.956583063339938,9.16357832225995,2.4373490302260077,9.879135938497914,1.7846447234011193,2.1472494724717497,1.3472162777373515,0.5801872372438774
2024-04-24,44.96463491318966,18.33791986772639,8.942071648305967,9.16932974377344,2.465504577325466,10.249396963856675,1.7898814184051184,2.1532734097317023,1.3481783484103183,0.5798091092752559
2024-04-25,45.27991826824346,18.34592781390467,8.950336919279824,9.175051602719217,2.4665812331348453,9.883901348906878,1.7906630378127435,2.1542137179943968,1.3751936101636684,0.5782124478402921
2024-04-26,45.245623453068326,18.35334854787295,8.961095284845115,9.1761190923596,2.46757893918318,9.888428026933862,1.7974679022200937,2.1556138190420784,1.3757498614494805,0.578975073025313
2024-04-29,45.01333093518268,18.354796945640615,8.961602721860809,9.17798317803494,2.4889251174337392,10.124554954461496,1.7984029327660813,2.1526112178721406,1.3453341229801712,0.5824578737673289
2024-04-30,31.65224409671928,12.94247417605565,6.32776759238108,6.432127169400044,1.754586419710991,7.129762764684871,1.2693720153446204,1.5196861394564714,0.9713488184016609,0.428032867241956
2024-05-02,44.6359316383387,18.362292653510263,8.99405507187325,9.110053543672729,2.504681440530694,10.382252229715032,1.8067558405444855,2.167975396739697,1.3816455241843055,0.6543566608908539
2024-05-03,44.64412985264467,18.37252895749703,9.00859599763808,9.010069650161348,2.5055484267929007,10.371029767132601,1.814379061616658,2.1601861748316638,1.3810062637179061,0.7325258479671448
2024-05-06,44.71655334697884,18.393694473265423,9.022386711177246,8.938846148678184,2.514263673678988,10.356245037972503,1.8164692620853757,2.1600252947910854,1.3481463191788308,0.733369732193523
2024-05-07,44.67411480927711,18.402280360088746,9.042632633787347,8.922471769925865,2.5069911831364426,10.391908915090012,1.8173433386256481,2.159739322876891,1.3487950409023657,0.7337226262895783
2024-05-08,44.633357506502044,18.37494053646648,9.024282190155256,8.909215869043413,2.5027372480844425,10.512809304666332,1.8056442562362236,2.1541485357975834,1.3467911686757024,0.7360733843725189
2024-05-09,44.69024948016203,18.367416046223997,9.001312680326876,8.903603459482374,2.499340934951464,10.511971253573336,1.7981610676406694,2.1478203075315903,1.3462576573570217,0.7338671127506395
2024-05-10,44.687846342538116,18.373962565556052,9.016453035750702,8.83929209226017,2.4975852882857157,10.518232998744265,1.8070060022191328,2.154937344049262,1.3467374908707632,0.7579468397258315
2024-05-13,44.77865609028536,18.37234422304757,9.01009179042759,8.839022790228556,2.4977738338573374,10.530673530671827,1.7349693641412347,2.154077776174026,1.3466964605327503,0.7356941406337492
2024-05-14,44.829378933682236,18.365264023340085,8.988784223097758,8.8361355626536,2.4922241776154803,10.53477723041634,1.7248271406549027,2.15092879230962,1.3462162627237342,0.7314636535062441
2024-05-16,44.7578174233748,18.371115202423262,9.006467226302615,8.840538526917378,2.4882548952378034,10.565125680121508,1.725641299242733,2.1513494508209416,1.346645167662311,0.7470451278966465
2024-05-17,44.76090690481144,18.361840880854878,9.008227883121666,8.78809808171334,2.4807367017880866,10.601612126826101,1.7373407488955086,2.1535467053724036,1.3504967257085165,0.7571932409080554
2024-05-20,44.851481261363176,18.360595111915487,8.995192544146116,8.786719813762112,2.488744470213794,10.499038721975841,1.74351963276837,2.1600820378589543,1.3540684990079241,0.7605579069882213
2024-05-21,45.11288420294811,18.351744482517915,8.766081825467314,8.770854034624842,2.49203826504768,10.552375656970735,1.7236479638535493,2.136573375724447,1.3449747729623707,0.7488254198830387
