date,BNP PARIBAS,BANK OF CHINA (HONG KONG) LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,ABN AMRO CLEARING HONG KONG LTD,MERRILL LYNCH FAR EAST LTD,THE HONGKONG AND SHANGHAI BANKING
2024-03-07,0.0,0.0,0.0,98.88888888888889,0.0,1.1111111111111112
2024-03-20,99.11111111111111,0.0,0.0,0.5333333333333333,0.26666666666666666,0.08888888888888889
2024-04-16,74.83221476510067,22.818791946308725,0.0,2.0805369127516777,0.20134228187919465,0.06711409395973154
2024-04-17,68.53103872157345,20.897357098955133,4.855562384757222,5.47019053472649,0.18438844499078058,0.06146281499692685
2024-04-22,68.16226183159189,20.897357098955133,5.224339274738783,5.47019053472649,0.18438844499078058,0.06146281499692685
2024-05-17,68.16226183159189,19.36078672403196,5.224339274738783,7.006760909649662,0.18438844499078058,0.06146281499692685
2024-05-22,68.16226183159189,19.36078672403196,4.763368162261831,7.467732022126613,0.18438844499078058,0.06146281499692685
2024-06-04,73.14074984634297,19.36078672403196,4.763368162261831,2.4892440073755377,0.18438844499078058,0.06146281499692685
2024-06-13,73.1100184388445,19.36078672403196,4.886293792255685,2.3970497848801475,0.18438844499078058,0.06146281499692685
2024-06-19,72.80270436385986,19.36078672403196,5.19360786724032,2.3970497848801475,0.18438844499078058,0.06146281499692685
2024-07-25,72.80270436385986,19.36078672403196,5.347264904732637,2.2433927473878303,0.18438844499078058,0.06146281499692685
2024-09-19,72.80270436385986,19.36078672403196,5.408727719729564,2.1819299323909034,0.18438844499078058,0.06146281499692685
2024-09-20,72.80270436385986,19.36078672403196,5.777504609711125,1.8131530424093423,0.18438844499078058,0.06146281499692685
2024-11-20,73.28705101116813,19.015997585270146,5.674615152429822,1.7808632659221248,0.18110473890733475,0.06036824630244491
