date,THE HONGKONG AND SHANGHAI BANKING,BOCOM INTERNATIONAL SECURITIES LTD,SINOLINK SECURITIES (HONG KONG) CO LTD,HANG SENG SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,KGI ASIA LTD,FUTU SECURITIES INTERNATIONAL
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2024-03-05,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2024-03-08,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2024-03-11,0.0,0.0,74.86046171538344,0.0,0.0,0.0,25.139538284616563
2024-03-12,0.0,0.0,50.00564444983338,0.0,33.25664230114147,0.0,16.737713249025145
2024-03-13,45.569859378425164,0.0,27.23004517981113,0.0,18.10955307850087,0.0,9.090542363262836
2024-03-14,45.58215757342184,0.0,27.22441032177635,0.0,18.105805572391468,0.0,9.087626532410344
2024-03-15,45.56009789627433,0.0,27.23596429173792,0.0,18.11348962986933,0.0,9.090448182118422
2024-03-20,45.553024998572276,0.0,27.231736092103876,0.0,18.126201957932018,0.0,9.089036951391826
2024-03-22,45.55443940242409,0.0,27.232581627003512,0.0,18.12676476950971,0.0,9.086214201062688
2024-03-26,35.708500021560866,0.0,21.35150030724835,21.552745825498484,14.212153252551976,0.0,7.175100593140329
2024-03-27,35.687914589082474,0.0,21.358606407104617,21.55991890288456,14.216883270524105,0.0,7.17667683040424
2024-04-02,35.687914589082474,0.0,21.358606407104617,21.55991890288456,14.218506758393298,0.0,7.175053342535046
2024-04-05,35.68710284514788,0.0,21.358606407104617,21.55991890288456,14.219318502327896,0.0,7.175053342535046
2024-04-15,35.76450526107348,0.0,21.332631455814756,21.533699128399206,14.202025889765393,0.0,7.167138264947163
2024-04-16,31.752450441928847,0.0,18.9588815781652,19.137575810127235,12.688731551820052,11.092732665546263,6.3696279524124
2024-04-17,31.7335646318626,0.0,18.963527339472034,19.142265359394088,12.694003003577109,11.095450873790359,6.371188791903813
2024-04-18,25.510646625988915,19.60931341400215,15.244799957134719,15.388487642957516,10.205881394228035,8.919644851782039,5.121226113906628
2024-04-24,25.510646625988915,19.60931341400215,15.244799957134719,15.388487642957516,10.206460780057967,8.919644851782039,5.120646728076697
2024-04-25,25.510646625988915,19.60931341400215,15.244799957134719,15.388487642957516,10.207040165887896,8.919644851782039,5.1200673422467675
2024-04-26,25.504125614569816,19.60919980107714,15.244711631435711,15.388398484757241,10.207560410559227,8.919593172923108,5.126410884677754
2024-04-30,25.49049298773798,19.60272603981877,15.239678757858218,15.38331817454828,10.242996307111683,8.916648467513959,5.124139265411111
2024-05-02,25.47573766476251,19.59137888564422,15.2308571794673,15.374413449629504,10.294952680785418,8.911487012689992,5.121173127021054
2024-05-03,25.467482143076005,19.585030215572825,15.258326982544665,15.369431305233098,10.291616557363353,8.908599207231308,5.119513588978748
2024-05-06,25.46531482940313,19.58514354859932,15.258415278164186,15.369520243781887,10.291676112035423,8.908650758773424,5.121279229242632
2024-05-07,25.46487275537001,19.584803553454723,15.258150394371222,15.369253431223443,10.291497450086933,8.90849610593693,5.12292630955674
2024-05-08,25.465167469686662,19.585030215572825,15.258326982544665,15.369431305233098,10.291616557363353,8.908599207231308,5.12182826236809
2024-05-13,25.46487275537001,19.584803553454723,15.258150394371222,15.369253431223443,10.291497450086933,8.90849610593693,5.12292630955674
2024-05-20,25.465756918785452,19.58548355554886,15.258680171154152,15.369787065604305,10.291854780187219,8.908805416979604,5.1196320917404075
2024-05-21,25.46708327903569,19.586503647233254,15.25947490531087,15.361906908429807,10.295863093157832,8.909269423819056,5.119898743013486
2024-05-22,25.496002764934484,19.60874536254186,15.276803005451434,15.379351326596948,10.31045154296927,8.919386463475607,5.009259534030394
2024-05-23,25.496298200253793,19.60897257917659,15.276980025638304,15.379529535064046,10.312888518521003,8.919489817001732,5.0058413243445266
2024-05-24,25.496298200253793,19.60897257917659,15.276980025638304,15.379529535064046,10.309991639723666,8.919489817001732,5.008738203141864
2024-05-28,25.495559624792758,19.60840454746276,15.276537482862995,15.3790840216398,10.312589775294347,8.919231437677329,5.008593110270008
2024-05-31,25.495411914835326,19.608290945069104,15.27644897738461,15.378994922052277,10.312530028725957,8.91917976360877,5.009143448323953
2024-06-04,25.49570733646174,19.608518151172756,15.276625989366915,15.37917312225974,10.312649522555033,8.919283112344647,5.008042765839161
2024-06-05,25.49411695277425,19.60863175619912,15.27671449689639,15.379262223912116,10.31270927050803,8.919334787610737,5.0092305120993625
2024-06-06,25.492378855706182,19.60863175619912,15.27671449689639,15.379262223912116,10.314447367576093,8.919334787610737,5.0092305120993625
2024-06-17,25.491947181612346,19.60874536254186,15.276803005451434,15.379351326596948,10.31624523342947,8.919386463475607,5.0075214268923345
2024-06-18,25.489731987356624,19.607041405610694,15.275475484802564,15.378014894724062,10.324038554864476,8.918611388369822,5.007086284271756
2024-06-19,25.4894366572104,19.606814233727988,15.275298499481153,15.377836721356461,10.325077562054481,8.918508055199952,5.007028270969568
2024-06-24,25.48722189923236,19.605110612387424,15.273971240284581,15.376500552690919,10.324180423831617,8.91773313274352,5.015282138829578
2024-06-25,25.486631362104877,19.604656363362135,15.273617343451997,15.376144280261425,10.324520461532478,8.917526509498009,5.016903679789076
2024-06-26,25.48515513900289,19.603520832886616,15.272732673114323,15.375253671413065,10.323922450151308,8.917009993271959,5.0224052401598405
2024-06-27,24.78502044770617,19.064967901511405,14.853156260217249,14.952860775465219,10.040301015705106,8.67203961718919,7.631653982205662
2024-07-19,24.784533643413443,18.8835892227869,14.966905288564606,14.957326288869341,10.050624562613013,8.674629429916877,7.682391563835823
2024-07-22,24.777552932472574,18.87827054785087,14.962689770895318,14.95311346918215,10.072579466658354,8.672186169073617,7.683607643867118
2024-07-23,24.777552932472574,18.87827054785087,14.962689770895318,14.95311346918215,10.073142778523835,8.672186169073617,7.6830443320016375
2024-07-26,24.802981633686038,18.76456689939421,14.978045676644802,14.968459546966956,10.083480641132534,8.68108625826168,7.721379343913782
2024-07-29,24.80312149600314,18.764672711503607,14.978130136819992,14.968543953086616,10.083537501190238,8.681135210313371,7.720858991083033
2024-07-31,24.729075899542067,18.708653900180042,15.237008684757624,14.92385785318025,10.05343477606213,8.655219124117911,7.692749762159975
2024-08-02,24.722126389275314,18.70339628429158,15.232726691013923,14.91966386292394,10.078712088527109,8.65278678356429,7.690587900403845
2024-08-07,24.722543249740703,18.703711657911008,15.232983542768402,14.919915435864043,10.078882034127481,8.6529326854446,7.689031394143766
2024-08-08,24.72143165307175,18.70287068522604,15.23229862400445,14.919244593542844,10.078428858595226,8.652543624697383,7.693181960862311
2024-08-09,24.721848490108208,18.703186041120436,15.232555461323017,14.91949615234372,10.078598794644098,8.65268951837753,7.691625542082988
2024-08-12,25.002871209120148,18.395747186521376,15.232555461323017,14.91949615234372,10.078598794644098,8.65268951837753,7.718041677670111
2024-08-20,25.002730682412967,18.395643794644634,15.23246984792114,14.919412298467517,10.106644262612278,8.64702046381325,7.69607865012822
2024-08-21,25.00259015728541,18.395540403930095,15.232384235481621,14.919328445533896,10.107711537558169,8.646971864175514,7.695473356035293
2024-08-22,25.002871209120148,18.395747186521376,15.232555461323017,14.91949615234372,10.108387202859364,8.647069063997293,7.693873723835084
2024-08-23,25.00216864013387,18.395643794644634,15.23246984792114,14.919412298467517,10.111140600845003,8.64702046381325,7.692144354174585
2024-08-28,24.9881175831566,18.395643794644634,15.24652090489841,14.919412298467517,10.111140600845003,8.64702046381325,7.692144354174585
2024-08-29,24.99289358453285,18.39915977057951,15.249434986144529,14.922263859151638,10.11419745164273,8.64867317660757,7.673377171341173
2024-08-30,24.986432371389036,18.39440318277015,15.287642999624614,14.918406125470016,10.11158270896427,8.646437304213833,7.655095307568079
2024-09-02,24.98207995953914,18.391199043131707,15.327123015566865,14.915807473264012,10.084535570641147,8.644931172581158,7.654323765275975
2024-09-03,24.96367976730958,18.39006235866186,15.326175709050402,14.914885588471712,10.10751090039622,8.644396864894983,7.653288811215239
2024-09-09,24.96367976730958,18.39006235866186,15.326175709050402,14.914885588471712,10.109196515644493,8.644396864894983,7.651603195966966
2024-09-12,24.96367976730958,18.39006235866186,15.326175709050402,14.914885588471712,10.109758387393917,8.644396864894983,7.65104132421754
2024-09-16,24.96367976730958,18.388938615163013,15.326175709050402,14.914885588471712,10.110882130892767,8.644396864894983,7.65104132421754
2024-09-30,24.96732716061503,18.391625386192946,15.328414985919853,14.917064772564522,10.076956319518818,8.645659880425887,7.672951494762945
2024-10-02,24.966625656052845,18.39110863848377,15.32798430493528,14.916645649246876,10.076673188257486,8.645416964161354,7.675545598862385
2024-10-03,24.96648535987081,18.39100529242648,15.327898171642543,14.916561827409586,10.076616563914435,8.645368382546486,7.676064402189662
2024-10-04,24.80976698331128,18.30398869349509,15.255374590334439,14.843188093539467,10.020550153426775,8.604463030109446,8.162668455783502
2024-10-07,24.809350724992566,18.30368158913718,15.255118635629882,14.842939054500755,10.020382028616806,8.604318664411986,8.164209302710825
2024-10-08,24.80961119229561,18.305524369878132,15.25665449270245,14.836602891572578,10.007967109210139,8.605184931269099,8.178455013071995
2024-10-09,24.83212300557853,18.30562675746574,15.256739827163068,14.836685876574682,10.008023086388855,8.605233062320043,8.155568384509086
2024-10-15,24.83198411379387,18.305524369878132,15.25665449270245,14.836602891572578,10.007967109210139,8.605184931269099,8.156082091573733
2024-10-16,24.831845223562908,18.305421983435874,15.256569159196417,14.83651990749878,10.008470452566657,8.605136800756567,8.156036472982796
2024-10-17,24.83101191480336,18.30480768883357,15.256057178205614,14.836022022549479,10.008693888770374,8.604848028987549,8.158559277850056
2024-10-18,24.83101191480336,18.30480768883357,15.256057178205614,14.836022022549479,10.009253189909728,8.604848028987549,8.1579999767107
2024-10-22,24.813269769393422,18.30327213268991,15.254777376050557,14.834777456359463,10.015124582993488,8.604126184350838,8.174652498162319
2024-10-23,24.81840529462022,18.307060303964548,15.257934609852144,14.832254064407358,10.014400532323311,8.6059069535717,8.16403824126072
2024-10-24,24.808691228851693,18.29989481586368,15.251962566985874,14.826448635341036,10.005448479438545,8.602538552372977,8.205015721146195
