date,THE HONGKONG AND SHANGHAI BANKING,BOCOM INTERNATIONAL SECURITIES LTD,SINOLINK SECURITIES (HONG KONG) CO LTD,HANG SENG SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,KGI ASIA LTD,FUTU SECURITIES INTERNATIONAL
2024-10-29,24.813547311014673,18.303476858623615,15.25494800393169,14.829350781693467,10.007406957596277,8.604222423304948,8.187047663835328
2024-10-30,24.81285346860258,18.302965052376244,15.254521441385565,14.828936119799819,10.007127128062224,8.60398182995626,8.189614959817309
2024-10-31,24.816045465026544,18.305319598138947,15.256483826644955,14.830843756546452,10.008414473511925,8.60508867078244,8.177804209348736
2024-11-05,24.815767867518666,18.305114830981,15.256313164405672,14.830677855606583,10.008302517281045,8.604992412449363,8.17883135175767
2024-11-06,24.815629071093664,18.305012449119946,15.25622783471782,14.830594906528491,10.018873380624713,8.604944284090392,8.168718073824973
2024-11-14,24.81549027622125,18.304910068404144,15.25614250598447,14.830511958378276,10.018817344638334,8.60489615626979,8.169231690103734
2024-11-15,24.8153514829014,18.30480768883357,15.256057178205614,14.830429011155921,10.01932061041813,8.604848028987549,8.169185999497815
2024-11-18,24.859898983657725,18.293961945048824,15.247017843286995,14.821641864303183,10.013384083463842,8.599749588260087,8.16434569197934
2024-11-20,24.863095458850125,18.296314174861443,15.248978298328513,14.823547624683025,10.015230641733156,8.60085534038876,8.151978461154977
2024-11-22,24.87669288910766,18.29028140800607,15.243950316737397,14.81865991856175,10.012487219073478,8.598019416468265,8.159908832045378
2024-11-25,24.870713351819806,18.286295830406072,15.24062855554835,14.815430831063537,10.038242205117193,8.596145849144385,8.15254337690066
2024-11-28,24.856547351399556,18.27588021945218,15.286114187462843,14.806992174865375,10.03587507039827,8.591249608172566,8.147341388249218
2024-11-29,24.856547351399556,18.27588021945218,15.286114187462843,14.806992174865375,10.036991904926468,8.591249608172566,8.14622455372102
2024-12-12,24.85668295417995,18.276390512051545,15.286541000883005,14.807405610411841,10.037272154229237,8.591489489975343,8.144218278269081
2024-12-13,24.8557048908906,18.276492573991007,15.286626366427214,14.807488300291663,10.037886641942324,8.591537467943402,8.14426375851379
2024-12-16,24.85626332686512,18.276492573991007,15.286626366427214,14.807488300291663,10.037886641942324,8.591537467943402,8.143705322539272
2024-12-19,24.856402133956603,18.276594637070378,15.286711732924852,14.807570991095028,10.037384258332406,8.591585446447315,8.143750800173416
2024-12-20,24.860150580955697,18.279350822215427,15.289017031512012,14.809804033300667,10.022700760958685,8.592881092635796,8.146095678421716
2025-01-03,24.852654955944892,18.273839384995522,15.284407214766176,14.80533870485643,10.050388319784876,8.590290238882794,8.143081180769315
2025-01-14,24.82917352768971,18.277105020601184,15.287138622400906,14.807984500313523,10.052184379455552,8.591825370995759,8.154588578543363
2025-01-15,24.829034868780564,18.27700295182142,15.287053251135404,14.807901804891738,10.05268669444321,8.591777389812165,8.154543039115497
2025-01-17,24.81974824845423,18.270166939547327,15.281335547640202,14.80236331486913,10.088003751055968,8.58856387084257,8.149818327590575
2025-02-07,24.82307400039219,18.272615072481546,15.283383188526944,14.804346775297015,10.089355505219201,8.567382005842989,8.15984345224012
2025-02-10,24.816977469174734,18.26812732981872,15.279629599317335,14.800710837126413,10.12874109407512,8.551323352872856,8.15449031761482
2025-02-11,24.816977469174734,18.26812732981872,15.279629599317335,14.800710837126413,10.12874109407512,8.548532450995285,8.15728121949239
2025-02-13,24.82044103994976,18.27067691314379,15.281762094243403,14.802776491961648,10.130154707464776,8.541351649080298,8.152837104156326
2025-02-14,24.820718167377276,18.27088091055398,15.281932719552207,14.802941769257192,10.130267813582025,8.541447015750304,8.151811603927017
2025-02-19,24.820856733411702,18.270982910967355,15.282018033635431,14.803024409288998,10.129207832332915,8.541494699883907,8.152415380479695
2025-02-24,24.820718167377276,18.27088091055398,15.281932719552207,14.802941769257192,10.128034755538692,8.541447015750304,8.15404466197035
2025-02-25,24.824182782441746,18.273431262595246,15.284065857439572,14.805008046900989,10.129448483439347,8.52868071792173,8.155182849261374
2025-02-26,24.769088325805733,18.248061481492748,15.262846339354144,14.784453625130215,10.336739544286056,8.466658934137966,8.132151749793138
2025-03-06,24.729442513124518,18.233218762426684,15.25043175270924,14.772428156456426,10.457025060215988,8.431916584249812,8.12553717081733
2025-03-10,24.72930474276788,18.233117183224067,15.250346790930566,14.77234585768667,10.456966803016247,8.43186960914496,8.12604901322961
2025-03-14,24.72930474276788,18.233117183224067,15.264274557050728,14.77234585768667,10.456966803016247,8.4179418430248,8.12604901322961
2025-03-17,24.70819415753732,18.238095895532624,15.268442600882986,14.776379576079904,10.459822169370183,8.42024043575831,8.128825164838675
2025-03-18,24.70819415753732,18.238095895532624,15.282374170101646,14.776379576079904,10.459822169370183,8.406308866539648,8.128825164838675
2025-03-19,24.70819415753732,18.238095895532624,15.296305739320307,14.776379576079904,10.459822169370183,8.392377297320989,8.128825164838675
2025-03-25,24.70819415753732,18.238095895532624,15.324168877757627,14.776379576079904,10.459822169370183,8.364514158883669,8.128825164838675
2025-03-26,24.70819415753732,18.238095895532624,15.393826723850928,14.776379576079904,10.459822169370183,8.294856312790365,8.128825164838675
2025-03-27,24.70819415753732,18.238095895532624,15.411101869682067,14.776379576079904,10.442547023539044,8.294856312790365,8.128825164838675
2025-03-28,24.731725054549358,18.239010648474206,15.423577936542781,14.777120702607618,10.408518757075067,8.267407815024287,8.15263908572668
2025-03-31,24.7146885358444,18.23260930418777,15.545182413348066,14.771934377592363,10.404865679977847,8.180941934490264,8.149777754559292
2025-04-01,24.714826220936832,18.23271087773152,15.545269015284171,14.772016671777347,10.404923645300403,8.180430412142803,8.149823156826926
2025-04-17,24.714826220936832,18.23271087773152,15.545269015284171,14.772016671777347,10.402695252379635,8.180430412142803,8.152051549747695
2025-04-22,24.71496390756335,18.232812452407007,15.545355618185198,14.772098966879255,10.402753205933637,8.180475985429739,8.151539863601815
2025-04-23,24.71496390756335,18.232812452407007,15.545355618185198,14.772098966879255,10.402196104599842,8.180475985429739,8.15209696493561
2025-04-24,24.71110926182315,18.229968789227307,15.542931101643815,14.769795050572942,10.416170140508148,8.17920012530597,8.150825530918668
2025-04-25,24.696723907547067,18.232507731775733,15.545095812376866,14.771852084324289,10.417620831832261,8.180339267092242,8.15586036505154
2025-04-28,24.696999077570677,18.23271087773152,15.545269015284171,14.772016671777347,10.417736904594825,8.180430412142803,8.154837040898656
2025-04-30,24.696861491792394,18.23260930418777,15.545182413348066,14.771934377592363,10.418793058143475,8.18038483936364,8.154234515572293
2025-05-02,24.696614819036846,18.23266902929441,15.545233335169616,14.771982766462068,10.41882718729724,8.180411636096283,8.154261226643534
