date,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,HANG SENG SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,BNP PARIBAS,ICBC (ASIA) SECURITIES LTD
2024-03-01,17.716048150317924,21.358314463692494,26.946606520617873,3.5030349633510274,9.405424323074216,6.431417046641849,3.1225606597660143,8.418817797556995,0.7471089652504239,2.350667109731182
2024-03-04,18.264298350373583,21.567540493703184,27.107772980029292,3.5386448230754466,9.683017126991077,6.528031963701246,2.2704797900391602,8.654106953550315,0.19541397781119474,2.190693540725499
2024-03-05,18.795553781762052,21.869721712179004,26.907756031048763,3.3470697157225224,9.1490645506524,6.979947685160688,2.1679530721274127,8.313460915086067,0.2914332549764192,2.1780392812846663
2024-03-06,18.6149246931493,21.433462862888973,27.118280972212634,3.4000131831627414,9.174234530982242,6.749193317866976,2.8246617331013644,8.416359990328152,0.1953326255118111,2.0735360907958085
2024-03-07,16.14712318766846,19.516858096062002,28.71030015509865,3.0623345473245673,9.450692690584978,5.703538500439996,6.2630610078156845,8.891871689158673,0.4009049744581457,1.8533151513888433
2024-03-08,17.554402827559414,20.21404542243782,27.565882580472955,3.175352746632723,9.05651909735779,6.384549825728191,5.189516640544686,8.506344813317313,0.27787216359518474,2.0755138823539196
2024-03-11,17.346214904124917,19.918120035605362,27.62830590077191,3.161018947996752,9.23502225249153,6.107811567723726,5.651779954614929,8.510022829915199,0.3499917271716518,2.091711879584025
2024-03-12,17.823691592078603,20.54527624816348,27.076514243790946,3.2330468410254825,8.971906390827376,6.59623357789443,5.4440864885785505,7.966420766989185,0.2910547784849585,2.051769072166993
2024-03-13,17.804061931143224,27.507710878090354,23.752385335045304,3.1043872483991413,7.64167363575151,7.760541459748762,1.8170649276363748,8.054767057123149,0.5328145678670764,2.024592959195108
2024-03-14,17.772115603101476,28.442787245739993,22.245703004659216,3.83260770839452,6.840533097571646,7.455414672018534,1.4473777016631848,6.286729455649503,3.5324923661700454,2.144239145031882
2024-03-15,18.351824145477284,29.367393876896436,23.213980110107165,4.034496443288648,7.139017868187613,7.460651604928889,2.079006330033434,6.0654284341217215,0.14245585655156193,2.1457453304072485
2024-03-18,17.820534922585434,28.3029624298861,23.69603682595939,4.064061435400773,7.254448500431771,7.295097467313219,2.799891790222821,6.4428612507096865,0.1502905064727633,2.1738148710180436
2024-03-19,16.158835308161972,23.85616514931994,24.945041892272084,3.664693424303495,7.75609501055381,6.148721848841124,8.701345593256324,6.62412867462351,0.22193107365611042,1.9230420250116338
2024-03-20,17.764712167345824,24.681221172019555,26.74725920281113,3.7784914636481313,7.754133378193749,6.56860412259501,3.867783027977503,6.697941822517667,0.11908141929986549,2.0207722235915657
2024-03-21,17.29165211749194,24.212188259122115,25.948898857904922,3.5338515732552462,8.096994184232315,6.154048613149117,4.086792538389301,6.867126373492555,1.868865882915239,1.939581600047257
2024-03-22,16.570280285463312,26.077051926511153,25.42900369112548,3.620886902633532,7.796180140351269,5.723911621526632,6.406631710669067,6.386560707239377,0.18147350141170165,1.8080195130684762
2024-03-25,17.22881475384458,26.654973734931005,25.119927688199684,4.041204771898128,8.348552744932379,6.272256513764154,3.73473856723671,6.528505915601539,0.12334846930722496,1.9476768402845956
2024-03-26,16.00298301002238,21.955493657824917,26.52313421871513,3.353110371692672,9.182205959808458,4.552481714037527,9.049979418083732,7.239174097103196,0.25070532086789066,1.8907322318441029
2024-03-27,14.447916988316306,25.424980124822465,24.572290316323,2.914792111035647,8.48628712477061,4.456032531909244,11.126758570925611,6.6543616134344825,0.2175318050857111,1.6990488133769217
2024-03-28,14.511205929338193,25.865820304605926,24.17587380024761,3.199614771543449,8.281670883833907,5.304335712848748,10.044564075114772,6.762409127411405,0.131311761817962,1.7231936332380269
2024-04-02,14.519940697604614,18.973010621188504,25.274039424086613,2.809069105142946,8.987646067664699,4.563951542261443,14.980572045904353,7.628390566053747,0.24026085919326992,2.023119070899804
2024-04-03,14.207417723109542,28.308260633591185,23.477261796153513,2.6795490926523104,8.012249404991943,5.2874114615340755,9.430873572930988,6.846618326881693,0.18116942709224262,1.569188561062504
