date,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,CHIYU BANKING CORPORATION LTD,INTERACTIVE BROKERS HONG KONG LTD,BNP PARIBAS,ICBC (ASIA) SECURITIES LTD,HANG SENG SECURITIES LTD
2024-03-01,84.22425032594523,0.0,0.0,0.0,0.0,0.0,0.0,15.77574967405476,0.0,0.0
2024-03-04,41.28613261430518,31.370502449914472,0.0,1.510538981183497,6.63941318024992,0.0,7.770142935838336,6.784378533530486,2.6383694297063003,2.00052187527181
2024-03-05,39.28368237110889,33.56722928124407,0.0,1.4115033458860502,6.204112595161334,0.0,7.260708189970469,7.938013058437863,2.465389721221316,1.8693614369700091
2024-03-06,40.610831409418374,32.96153097271286,0.0,1.4491947372812997,6.369781090929321,0.0,7.454590971043921,6.425412366832633,2.8093794331172988,1.9192790186642932
2024-03-07,40.2119783760752,34.2733881920588,0.0,1.4939682032435886,6.098372879550478,0.0,7.136960400521956,6.151633778061836,2.796197171846289,1.8375009986418473
2024-03-08,39.904814204649455,33.785727360686174,0.0,2.513009597029366,5.988337125075181,0.0,7.217384482623363,6.040637012630423,2.7457440966501925,1.8043461206558407
2024-03-11,40.497391033462264,33.54014693284182,0.0,2.8062615196905583,5.9448093247838845,0.0,7.190882895044262,5.996729056878067,2.7257859349445757,1.2979933023545598
2024-03-12,40.49117898500039,33.6001657988135,0.0,2.800445584311287,5.932488795627056,0.0,7.175979896893862,5.984300924846506,2.7201367840211392,1.2953032304862568
2024-03-13,39.851855609954086,33.25638619010172,0.0,2.7421932472540016,7.331117932066665,0.0,7.026711651150403,5.859820907638061,2.6635549580173006,1.2683595038177622
2024-03-14,40.6878868716169,32.633187433632905,0.0,2.7997202869648548,5.9309523192872495,0.0,7.174121364378026,5.982751029499365,3.4964129393178114,1.2949677553028929
2024-03-15,40.319403220298916,32.70205668356492,0.0,2.6818313151742794,5.962543668409025,0.0,7.249612565995115,6.067610517191563,3.546006146410654,1.4709358829555306
2024-03-18,40.84623378007514,31.627188191095364,0.0,2.667128507100797,6.261490501185686,0.0,7.353920758839359,6.154911939463377,3.5970264581279476,1.4920998641123338
2024-03-19,40.424495655071645,33.11886391017918,0.0,2.565942939171003,5.9726743738945425,0.0,7.100561380123555,5.921406782702315,3.4605624054753785,1.4354925533823792
2024-03-20,39.71191861197149,33.03870464103145,0.0,2.520712145249427,5.867391906524641,0.0,7.02576112412178,7.02576112412178,3.3995618342524745,1.4101886127269523
2024-03-21,40.014031219463305,33.03600511137281,0.0,2.345218110295407,5.837989526696901,0.0,6.99055398261131,6.99055398261131,3.382526120618376,1.4031219463305855
2024-03-22,40.13369584195954,32.887680526801525,0.0,2.434461599860318,5.81177820458457,0.0,7.009054401237186,6.959167893043326,3.3673393030854806,1.3968222294280512
2024-03-25,40.02396943896532,32.92052632893061,0.0,2.43689296147412,5.8675189133854335,0.0,7.016054530473646,6.966118199295898,3.3707023544980146,1.3982172729769544
2024-03-26,39.71864931998721,33.48417402424928,0.0,2.351147291015961,5.779493863899067,0.0,6.910799045768673,6.861611863948255,3.5168835001598584,1.3772410909716928
2024-03-27,39.753897368069076,33.72269860848975,0.0,2.7701407362273183,5.771126533806912,0.0,6.960028137337951,6.093120718096569,3.541936027186217,1.3870518707862107
2024-03-28,41.45979555058095,31.101264587943543,0.0,2.8711229315027698,5.981506107297437,0.0,7.265091108863412,6.31523820770459,3.568366304353407,1.4376152017538906
2024-04-02,38.904840126133585,28.769105461693524,0.0,2.5445130524601054,8.94128781846228,4.026992223582249,6.415885915537819,5.596836649724481,3.4354566427170594,1.3650821096888979
2024-04-03,40.02037572458813,29.749972879533242,0.0,2.637524349462543,5.990085700674945,4.1741935788167925,6.650410108623365,5.801421584118255,3.5610352000075465,1.4149808741751841
2024-04-05,33.63009684351539,41.095699254835196,0.0,2.1896442426151337,5.063452636782993,3.528468963427519,5.621628518003165,4.903973813577229,2.7709445532001418,1.1960911740432267
2024-04-08,34.98200981140644,40.35557539239753,0.0,2.15020926563228,4.972261047620166,3.464922068617202,5.520384312712153,4.815654400451027,2.564433847394653,1.1745498537685433
2024-04-09,34.44122257365875,41.112090524376086,0.0,2.1905175955360026,5.0654722256568165,3.529876314729356,5.6238707387213465,4.905929793352665,1.9344519916878393,1.1965682422811377
2024-04-10,33.16433573163643,40.06475033395312,0.0,2.133450361285306,7.9686796244326645,3.4068992597212118,5.427941193454134,4.735012530459989,1.944049860066906,1.1548811049902412
2024-04-11,40.72493158635304,33.21140913554169,0.0,1.8700292550588982,9.346771989377748,2.9862430363174393,4.7577431426074455,4.150371677593729,1.7715001062900064,1.1810000708600044
2024-04-12,41.652832204599015,31.92633191213116,0.0,1.7385776933246326,9.365733587143586,2.9923011641234925,4.970262950578004,4.158791448442821,1.9779617864545118,1.2172072532027767
2024-04-15,42.12282747325266,31.50014190023217,0.0,1.7581951658181147,9.471413086962617,3.026065192044013,4.616031648880698,4.205717724535747,2.0686660352391275,1.2309417730348529
2024-04-16,35.69854229382444,35.12397472656235,0.0,2.05035849248541,10.436407615186669,3.334375718209459,5.086335841336463,4.634217099884333,2.279431988154489,1.35635622435639
2024-04-17,35.18537374560183,35.53421051639155,0.0,2.0522915747434634,10.446247082027552,3.33751937458281,5.091131249363609,4.638586249420177,2.281581041381469,1.4330591664875343
2024-04-18,35.45500280922601,35.702875692667,0.0,1.9984062691642461,10.17196869824506,3.2498889162263094,4.957457668819795,4.516794764924701,2.552172651725746,1.3954325290011274
2024-04-19,35.68205154439519,35.618105215462585,0.0,1.9885481260071547,10.121790351047077,3.2338572060204553,4.933002517658322,4.494513404977582,2.5395827776092843,1.3885488568223425
