date,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,BOCI SECURITIES LTD,UOB KAY HIAN (HONG KONG) LTD,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,SOOCHOW SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD
2024-03-01,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,0.0,84.8096877756794,13.959466107265955,0.0,0.0,0.0,0.0,1.2308461170546408
2024-03-05,0.0,0.0,82.91169570508414,13.648223044020114,0.0,0.0,2.236772973228071,0.0,1.203308277667668
2024-03-06,0.0,0.0,82.91160398961416,13.648296296062526,0.0,0.0,2.2367849783212006,0.0,1.2033147360021126
2024-03-07,0.0,0.0,82.91106727474529,13.648833010931396,0.0,0.0,2.2367849783212006,0.0,1.2033147360021126
2024-03-08,0.0,0.0,82.91008556911939,13.64983317998488,0.0,0.0,2.236772973228071,0.0,1.203308277667668
2024-03-11,0.0,0.0,82.90999384500756,13.649906440669133,0.0,0.0,2.2367849783212006,0.0,1.2033147360021126
2024-03-12,0.0,0.0,82.90990211991112,13.649979702139788,0.0,0.0,2.236796983543198,0.0,1.203321194405883
2024-03-13,4.922629511184203,0.0,78.82677528145635,12.979873965682021,0.0,0.0,2.126653512745402,0.0,1.144067728932022
2024-03-14,4.9226043916800695,0.0,78.82586275291632,12.98082830376868,0.0,0.0,2.126642660723818,0.0,1.1440618909111064
2024-03-15,4.922629511184203,0.0,78.82575470364286,12.98089454349552,0.0,0.0,2.126653512745402,0.0,1.144067728932022
2024-03-18,4.922654630944702,0.0,78.82564665326665,12.980960783898388,0.0,0.0,2.1266643648777395,0.0,1.1440735670125197
2024-03-19,4.9229309652314335,0.0,78.82956122790358,12.993426836539795,0.0,0.0,2.1267837456436967,0.0,1.1272972246814976
2024-03-20,4.922905842650656,0.0,78.82864862926485,12.994381163905633,0.0,0.0,2.126772892292954,0.0,1.1272914718858993
2024-03-21,4.9227802335928175,0.0,78.82612699390587,12.997111436511899,0.0,0.0,2.126718627200796,0.0,1.1272627087886111
2024-03-22,4.922729991764433,0.0,78.82481219619872,12.998509686136881,0.0,0.0,2.1266969219392933,0.0,1.127251203960674
2024-03-25,4.922729991764433,0.0,78.82430189687597,12.999019985459634,0.0,0.0,2.1266969219392933,0.0,1.127251203960674
2024-03-27,4.922729991764433,0.0,78.82328129823047,13.000040584105138,0.0,0.0,2.1266969219392933,0.0,1.127251203960674
2024-04-02,4.922729991764433,0.0,78.82277099890771,13.000550883427891,0.0,0.0,2.1266969219392933,0.0,1.127251203960674
2024-04-05,36.79892765012473,33.98160256159464,24.2240819033997,3.9953734866011836,0.0,0.0,0.6535837267314464,0.0,0.34643067154829776
2024-04-08,36.79892765012473,33.98160256159464,24.22376824955493,3.9956871404459533,0.0,0.0,0.6535837267314464,0.0,0.34643067154829776
2024-04-09,36.79892765012473,33.98160256159464,24.22376824955493,3.9958439673683386,0.0,0.0,0.6534268998090614,0.0,0.34643067154829776
2024-04-10,36.79886993958954,33.98154926937674,24.223730260224276,3.9959945274954873,0.0,0.0,0.6534258750613715,0.0,0.34643012825258934
2024-04-11,36.798696809069995,33.98138939372596,24.22330264107003,3.9967598569207334,0.0,0.0,0.6534228008375866,0.0,0.3464284983756887
2024-04-12,36.79863909925884,33.98133610217667,24.22310782701522,3.9970672403597245,0.0,0.0,0.6534217761027532,0.0,0.3464279550867965
2024-04-15,36.79863909925884,33.98133610217667,24.22295100132256,3.997224066052385,0.0,0.0,0.6534217761027532,0.0,0.3464279550867965
2024-04-17,36.79863909925884,33.98133610217667,24.2227941756299,3.9973808917450446,0.0,0.0,0.6534217761027532,0.0,0.3464279550867965
2024-04-22,36.79800430328237,33.98074990616614,24.222376319626036,3.999036987672297,0.0,0.0,0.6534105042317123,0.0,0.3464219790214471
2024-04-23,36.79784748029503,33.98074990616614,24.22206267365137,3.9995074566343,0.0,0.0,0.6534105042317123,0.0,0.3464219790214471
2024-04-24,36.79698188840133,33.97995058056221,24.22133608132181,4.001922485415762,0.0,0.0,0.6533951341251858,0.0,0.3464138301736918
2024-04-25,36.61159194798696,33.824356281700815,24.099304549863838,3.983008300009927,0.0,0.0,0.6501032096583943,0.48696717698772435,0.34466853379233675
2024-04-26,36.611534823296935,33.8243035059059,24.09926694796703,3.9831581143336576,0.0,0.0,0.6501021953090486,0.486966417177851,0.34466799600957154
2024-04-29,36.611477698785166,33.824250730275686,24.099229346187567,3.9833079281898818,0.0,0.0,0.6501011809628682,0.48696565737034875,0.34466745822848455
2024-04-30,36.61142057445166,33.82419795481015,24.099191744525438,3.9834577415786008,0.0,0.0,0.6501001666198531,0.48696489756521755,0.34466692044907576
2024-05-02,36.61084934092077,33.89416231017623,24.028011581295626,3.9857359799996694,0.0,0.0,0.6500900233637931,0.4864892214966218,0.344661542747286
2024-05-03,36.61079221854808,33.894109426536374,24.027974091396942,3.9858857870287783,0.0,0.0,0.6500890090555959,0.48648846244789395,0.34466100498633667
2024-05-06,36.61073509635364,33.89405654306154,24.027936601615245,3.986035593590413,0.0,0.0,0.6500879947505637,0.48648770340153463,0.34466046722706545
2024-05-07,36.61073509635364,33.89405654306154,24.027780576052898,3.986191619152761,0.0,0.0,0.6500879947505637,0.48648770340153463,0.34466046722706545
2024-05-08,36.61067797433745,33.894003659751725,24.02743103599381,3.986653475641302,0.0,0.0,0.6500869804486966,0.4864869443575439,0.34465992946947227
2024-05-09,36.60993540434738,33.89331619174092,24.026943690492086,3.988600902832493,0.0,0.0,0.6500737948124472,0.4864770770012034,0.34465293877346326
2024-05-10,36.60987828482661,33.893263310741354,24.026906203195423,3.988750701651986,0.0,0.0,0.6500727805548907,0.48647631799037216,0.3446524010393624
2024-05-13,36.60982116548407,33.8932104299068,24.02686871601574,3.988900500004042,0.0,0.0,0.6500717663004991,0.4864755589819092,0.34465186330693953
2024-05-14,53.81554445266704,24.69366148653091,17.505316112842596,2.9063169333134233,0.0,0.0,0.4736244202116412,0.35443272037665163,0.2511038740577368
2024-05-16,53.815483278939844,24.693633416512732,17.505296214030032,2.9064273025857204,0.0,0.0,0.4736238818287005,0.3544323174824551,0.2511035886205078
2024-05-17,53.81542210535174,24.69360534655837,17.505276315262705,2.9065376716070976,0.0,0.0,0.473623343446984,0.35443191458917456,0.2511033031839277
2024-05-20,53.81529975859274,24.693549206841094,17.505009172700966,2.9070994266412966,0.0,0.0,0.47362226668722274,0.3543174362239612,0.2511027323127143
2024-05-21,53.81517741239005,24.69349306737908,17.5047420313539,2.9076611791212557,0.0,0.0,0.47362118993235747,0.35420295837926885,0.2511021614440966
2024-05-22,53.81517741239005,24.69349306737908,17.504628359030928,2.907774851444227,0.0,0.0,0.47362118993235747,0.35420295837926885,0.2511021614440966
2024-05-23,53.81517741239005,24.69349306737908,17.504514686707957,2.9078885237671988,0.0,0.0,0.47362118993235747,0.35420295837926885,0.2511021614440966
2024-05-24,53.81523858542185,24.693521137078182,17.504307239614672,2.908005501687576,0.0,0.0,0.4736217283091781,0.35420336101045735,0.2511024468780809
2024-05-27,53.81523858542185,24.693521137078182,17.504193567162485,2.9081191741397614,0.0,0.0,0.4736217283091781,0.35420336101045735,0.2511024468780809
2024-05-28,53.81523858542185,24.693521137078182,17.5040798947103,2.9082328465919476,0.0,0.0,0.4736217283091781,0.35420336101045735,0.2511024468780809
2024-05-29,53.81523858542185,24.693521137078182,17.503966222258114,2.908346519044133,0.0,0.0,0.4736217283091781,0.35420336101045735,0.2511024468780809
2024-05-30,53.81517741239005,24.69349306737908,17.503832652770125,2.908570557705028,0.0,0.0,0.47362118993235747,0.35420295837926885,0.2511021614440966
2024-05-31,53.81506374006707,24.69349306737908,17.503605308124182,2.9089115746739425,0.0,0.0,0.47362118993235747,0.35420295837926885,0.2511021614440966
2024-06-03,53.81495006774411,24.69349306737908,17.503605308124182,2.9090252469969142,0.0,0.0,0.47362118993235747,0.35420295837926885,0.2511021614440966
2024-06-05,53.814836395421125,24.69349306737908,17.50337796347824,2.909366263965828,0.0,0.0,0.47362118993235747,0.35420295837926885,0.2511021614440966
2024-06-06,53.814722723098164,24.69349306737908,17.50337796347824,2.9094799362888,0.0,0.0,0.47362118993235747,0.35420295837926885,0.2511021614440966
2024-06-07,53.81460905077519,24.69349306737908,17.50337796347824,2.9095936086117717,0.0,0.0,0.47362118993235747,0.35420295837926885,0.2511021614440966
2024-06-11,53.81449537845221,24.69349306737908,17.50337796347824,2.909707280934743,0.0,0.0,0.47362118993235747,0.35420295837926885,0.2511021614440966
2024-06-12,53.81438170612925,24.69349306737908,17.50337796347824,2.9098209532577144,0.0,0.0,0.47362118993235747,0.35420295837926885,0.2511021614440966
2024-06-13,53.81438170612925,24.69349306737908,17.50326429115527,2.909934625580686,0.0,0.0,0.47362118993235747,0.35420295837926885,0.2511021614440966
2024-06-17,53.81438170612925,24.69349306737908,17.503150618832297,2.910048297903658,0.0,0.0,0.47362118993235747,0.35420295837926885,0.2511021614440966
2024-06-19,53.81438170612925,24.69349306737908,17.503036946509326,2.9101619702266293,0.0,0.0,0.47362118993235747,0.35420295837926885,0.2511021614440966
2024-06-20,53.81438170612925,24.69349306737908,17.502923274186355,2.9102756425496006,0.0,0.0,0.47362118993235747,0.35420295837926885,0.2511021614440966
2024-06-25,53.81438170612925,24.69349306737908,17.50280960186338,2.9103893148725724,0.0,0.0,0.47362118993235747,0.35420295837926885,0.2511021614440966
2024-06-28,53.81438170612925,24.69349306737908,17.50269592954041,2.9105029871955437,0.0,0.0,0.47362118993235747,0.35420295837926885,0.2511021614440966
2024-07-03,53.81438170612925,24.69349306737908,17.50258225721744,2.9106166595185154,0.0,0.0,0.47362118993235747,0.35420295837926885,0.2511021614440966
2024-07-04,53.81438170612925,24.69349306737908,17.50246858489447,2.9107303318414868,0.0,0.0,0.47362118993235747,0.35420295837926885,0.2511021614440966
2024-07-08,53.81438170612925,24.69349306737908,17.50246858489447,2.910844004164458,0.0,0.0,0.47362118993235747,0.35420295837926885,0.25098848912112504
2024-07-10,53.81438170612925,24.69349306737908,17.502354912571498,2.91095767648743,0.0,0.0,0.47362118993235747,0.35420295837926885,0.25098848912112504
2024-07-16,53.81438170612925,24.69349306737908,17.502241240248527,2.911071348810401,0.0,0.0,0.47362118993235747,0.35420295837926885,0.25098848912112504
2024-07-17,53.81438170612925,24.69349306737908,17.50212756792555,2.911185021133373,0.0,0.0,0.47362118993235747,0.35420295837926885,0.25098848912112504
2024-07-18,53.81438170612925,24.69349306737908,17.50201389560258,2.9112986934563443,0.0,0.0,0.47362118993235747,0.35420295837926885,0.25098848912112504
2024-07-19,53.8145652229284,24.693577276667824,17.50173256251156,2.911422294223376,0.0,0.0,0.47362280506649135,0.3540904935649657,0.2509893450373818
2024-07-22,53.8145652229284,24.693577276667824,17.501618889800945,2.911535966933991,0.0,0.0,0.47362280506649135,0.3540904935649657,0.2509893450373818
2024-07-23,53.81462639547293,24.69360534655837,17.50152511154832,2.911539276559607,0.0,0.0,0.473623343446984,0.3540908960696853,0.25098963034409794
2024-07-24,53.81480991394096,24.693689556612906,17.50124377551125,2.9115492054816015,0.0,0.0,0.47362495859580567,0.3540921035893346,0.2509904862681383
2024-07-26,53.81474874097921,24.69366148653091,17.501223881305215,2.911659568931673,0.0,0.0,0.4736244202116412,0.3540917010818697,0.2509902009594762
2024-07-29,53.81480991394096,24.693689556612906,17.50113010228377,2.911662878709078,0.0,0.0,0.47362495859580567,0.3540921035893346,0.2509904862681383
2024-07-31,53.81480991394096,24.693689556612906,17.501016429056296,2.911776551936555,0.0,0.0,0.47362495859580567,0.3540921035893346,0.2509904862681383
2024-08-01,53.81480991394096,24.693689556612906,17.50090275582882,2.911890225164031,0.0,0.0,0.47362495859580567,0.3540921035893346,0.2509904862681383
2024-08-05,53.8149322602817,24.693745696968342,17.50060152314355,2.91201051874419,0.0,0.0,0.47362603536780684,0.35409290860700954,0.25099105688740836
2024-08-06,53.81480991394096,24.693689556612906,17.500561736146388,2.9123449180739374,0.0,0.0,0.47362495859580567,0.35397843036185805,0.2509904862681383
