date,MINERVA HOLDING FINANCIAL SECURITIES LTD,VC BROKERAGE LTD,BANK OF CHINA (HONG KONG) LTD,SUNHIGH FINANCIAL HOLDINGS LTD,CHINA DEMETER SECURITIES LTD,UOB KAY HIAN (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,I WIN SECURITIES LTD,SANFULL SECURITIES LTD,HEAD & SHOULDERS SECURITIES LTD
2024-03-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2024-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2024-03-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2024-03-07,0.0,0.0,72.97547431744563,0.0,0.0,0.0,0.0,0.0,0.0,27.024525682554373
2024-03-08,0.0,0.0,48.717948717948715,33.178869323447636,0.0,0.0,0.0,0.0,0.0,18.103181958603646
2024-03-11,0.0,0.0,48.38907640380485,32.95489413930653,0.0,0.0,0.0,0.0,0.0,18.656029456888614
2024-03-12,0.0,0.0,48.25581395348838,32.864137086903305,0.0,0.0,0.0,0.0,0.0,18.880048959608324
2024-03-13,92.23542673137183,0.0,2.258758908804027,1.538305052666788,3.0837716744800696,0.0,0.0,0.0,0.0,0.8837376326772889
2024-03-14,76.81497724786179,16.70801279338339,1.8817694740155408,1.2815601871228224,2.569086669343982,0.0,0.0,0.0,0.0,0.7445936282724778
2024-03-15,76.26992733297375,16.621734741555855,1.872052255922981,1.4221424239668556,2.460852458166354,0.5614969670587002,0.0,0.0,0.0,0.7917938203555032
2024-03-18,76.26902194556354,16.621537427753456,1.872030033107213,1.4221255419546237,2.4608232458029504,0.5614903016231527,0.0,0.0,0.0,0.7929715041950656
2024-03-19,76.61600452859835,16.62212938321483,1.8720967031373936,1.4221761891937843,2.1107089018251655,0.5615102984045576,0.0,0.0,0.0,0.7953739956259059
2024-03-20,76.84274547362008,16.395388438193116,1.8720967031373936,1.4221761891937843,2.1107089018251655,0.5615102984045576,0.0,0.0,0.0,0.7953739956259059
2024-03-21,76.84183326472522,16.395193806688532,1.8720744792663686,1.4221593063799045,2.1106838453618284,0.5615036326524999,0.0,0.0,0.0,0.7965516649256394
2024-03-26,76.83909676798326,16.394609939899706,1.8720078108190454,1.4221086603431936,2.110608679541067,0.561483636345852,0.0,0.0,0.0,0.8000845050678735
2024-03-27,76.64439489188229,16.606456863946818,1.8672643475539485,1.4185051923713572,2.105260627743133,0.5600608981566377,0.0,0.0,0.0,0.7980571783458221
2024-03-28,76.63985757819626,16.60547376917372,1.867153806344881,1.4184212175023256,2.1051359972613817,0.5600277428035059,0.0,0.0,0.0,0.8039298887179293
2024-04-02,76.63713544783813,16.604883968178697,1.8670874879014476,1.4183708373531607,2.105061226055025,0.5600078514758305,0.0,0.0,0.0,0.807453181197709
2024-04-03,76.59179506031974,16.654222540868414,1.865982873673143,1.4175316947751586,2.103815820793182,0.5596765372526293,0.0,0.0,0.0,0.8069754723177447
2024-04-08,76.98714703795925,16.224007817210083,1.8756147150311782,1.424848718203774,2.114675309654683,0.5625654788901377,0.0,0.0,0.0,0.8111409230508962
2024-04-09,76.95860248934748,16.252552365821845,1.8756147150311782,1.424848718203774,2.114675309654683,0.5625654788901377,0.0,0.0,0.0,0.8111409230508962
2024-04-10,76.95951781213803,16.252745668858854,1.873258282360241,1.4248656649317897,2.114700460975561,0.5625721698770755,0.0,0.0,0.0,0.812339940858441
2024-04-12,76.95585665160854,16.251972484298577,1.873169166686444,1.4247978804383237,2.1145998592815856,0.5625454068842464,0.0,0.0,0.0,0.8170585508022774
2024-04-15,76.92109299226179,16.283860522921504,1.8723229904804621,1.4241542492670436,2.11364462036461,0.5622912853950848,0.0,0.0,0.0,0.8226333393095109
2024-04-16,76.92017858325357,16.283666946515197,1.86635692115848,1.424137319457235,2.1136194941527244,0.5622846010878733,0.0,0.0,0.0,0.8297561343749167
2024-04-19,76.9165211646134,16.28289268691105,1.8662681791831182,1.4240696042429144,2.113518995278716,0.5622578654481623,0.0,0.0,0.0,0.8344715043226427
2024-04-22,77.20572636404309,16.276701259726728,1.8655585470704454,1.4235281142613971,1.816840139153319,0.5620440718244081,0.0,0.0,0.0,0.8496015039206168
2024-04-23,77.19838786150575,16.275154138559436,1.8653812233565714,1.4233928061026575,1.816667446186113,0.5619906488201645,0.0,0.0,0.0,0.8590258754693001
2024-04-24,77.19655345384562,16.27476740422147,1.867713123042499,1.4233589830820061,1.8166242780737794,0.5619772946559174,0.0,0.0,0.0,0.8590054630787066
2024-04-25,77.19288490005088,16.273993990680992,1.8676243651153834,1.4232913418627413,1.8165379480034487,0.5619505882312826,0.0,0.0,0.0,0.8637168660552696
