date,GUOSEN SECURITIES (HK) BROKERAGE CO LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,UBS SECURITIES HONG KONG LTD,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,HANG SENG BANK LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,TOTAL_CCASS_PCT
2024-03-18,44.27254080649578,9.710699955413721,8.78418004220722,6.1988757884586745,6.477499656511133,3.9932359193858904,3.5533783721692123,1.0880915153491277,1.1362159344262244,0.5303270959713059,85.74504508638829
2024-03-19,44.27254080649578,9.595826116440106,8.893554766576646,6.221586452334427,6.355201248138975,4.047311702405036,3.562388676587848,1.0880915153491277,1.135839860875384,0.5411496570454918,85.71349080224883
2024-03-20,44.27254080649578,9.467352413219349,8.928341570029387,6.213417299091171,6.336794537122841,4.1170734714437875,3.561741537578752,1.0876736558481939,1.1440514268579849,0.5370337409612936,85.66602045864855
2024-03-21,44.27254080649578,9.464799291668642,8.970545379623703,6.258086479740996,6.338612225951902,4.064866105397116,3.5644892145130918,1.0876736558481939,1.1441767847082651,0.5371173128614805,85.70290725680917
2024-03-22,44.27254080649578,9.457336320981964,8.98053222169602,6.276994622158251,6.335875246220786,4.025429988207236,3.5644061858302565,1.0876736558481939,1.144448393383872,0.5598279767372334,85.7050654175596
2024-03-25,44.27254080649578,9.442213985643171,8.988262622463296,6.225744154368719,6.335185778044244,4.00095019077643,3.564009762521721,1.0876736558481939,1.141878515667179,0.6297776571935545,85.68823712902228
2024-03-26,44.27254080649578,9.424394409011798,9.044276688563475,6.224803970491618,6.334099343341817,3.958516015239249,3.5648258421270445,1.0876736558481939,1.1418367297170855,0.6490827661366968,85.70205022697276
2024-03-27,44.27254080649578,9.412034124974175,9.062892329330076,6.22933774607675,6.336146854896393,3.908700853049474,3.5667479958313404,1.0876736558481939,1.141878515667179,0.6598217553106959,85.67777463748006
2024-03-28,44.27254080649578,9.359099683395879,9.0339739029225,6.414449504990431,6.338904727602557,3.843614472180721,3.574480026250669,1.0876736558481939,1.1429231644195137,0.6877138769980282,85.75537382110427
2024-04-02,44.27254080649578,9.374018186870119,8.971900874058782,6.513983638112866,6.334099343341817,3.8370484369127973,3.576590216730385,1.0876736558481939,1.1446781743234355,0.6704353866344149,85.7829687193286
2024-04-03,44.27254080649578,9.422521520942661,8.989427531179999,6.602340029585322,6.335624530520226,3.742264363453178,3.5326907332812802,1.0876736558481939,1.1419136576512077,0.6442355959258645,85.77123242488372
2024-04-05,44.27254080649578,9.370536372578588,8.904769196290808,6.536568944138339,6.338319724301249,3.832116984440627,3.5657643127801917,1.0876736558481939,1.13836185189327,0.5936537033378259,85.64030555210486
2024-04-08,44.27254080649578,9.358882480027294,8.857237678059587,6.629960542597047,6.331404149560795,3.8272391851283762,3.5662834614241516,1.0876736558481939,1.1405765072482195,0.6051269134409158,85.67692537983037
2024-04-09,44.27254080649578,9.384725585865846,8.857237678059587,6.629960542597047,6.331404149560795,3.83902282305471,3.567766862652467,1.0876736558481939,1.127622862719271,0.6035390473373673,85.70149401419106
2024-04-10,44.27254080649578,9.382009499109776,8.825313212188242,6.523155654158364,6.331404149560795,4.009831836254728,3.5655104213474247,1.0876736558481939,1.1268707156175901,0.5385618949421588,85.66287184552304
2024-04-11,44.27254080649578,9.380583177489289,8.826357860940577,6.5201261727765925,6.333806841691164,4.013292882929063,3.565928280848358,1.0876736558481939,1.1265782139669365,0.540839229222248,85.6677271222082
2024-04-12,44.27254080649578,9.420467866853423,8.782733329043086,6.495576927096732,6.3268076950505225,4.046209347255623,3.568393651903868,1.0876736558481939,1.1284376887460918,0.5429703126770105,85.67181128097033
2024-04-15,44.27254080649578,9.403807516049541,8.797462876451004,6.499734629131022,6.340952239157131,4.042882057407537,3.5695010631532424,1.0876736558481939,1.1284794746961853,0.5439940684542984,85.68702838684393
2024-04-16,44.27254080649578,9.4037448371244,8.788478897180926,6.471988758269018,6.3268076950505225,4.056095025542765,3.580020676089251,1.0874229401476336,1.1292316217978662,0.5483815932141034,85.66471285091227
2024-04-17,44.27254080649578,9.419006821108407,8.794558752919514,6.421365079730886,6.3268076950505225,4.000647075494452,3.5806902959394975,1.0874229401476336,1.115778217305801,0.5524975092983015,85.57131519349079
2024-04-18,44.27254080649578,9.412070353392906,8.744081325206707,6.578856325632841,6.330777527453193,3.990449506875813,3.578308496784175,1.0874229401476336,1.1160916537174514,0.5558821712558655,85.66648110696237
2024-04-19,44.27254080649578,9.4114409734126,8.727513195994682,6.566968222831274,6.329962701426373,4.017798578355731,3.5805231521391243,1.0874229401476336,1.1157991520667978,0.5552553820044648,85.66522510487447
2024-04-22,44.27254080649578,9.414177953143716,8.725967115841227,6.577226673579199,6.328667336973479,3.989332192356266,3.584828358577245,1.0874229401476336,1.1156737942165176,0.5564462815821262,85.6522834529132
2024-04-23,44.27254080649578,9.404650756522424,8.69652891400044,6.646445099908886,6.326807862194323,4.015633522923543,3.589320348212284,1.0874229401476336,1.116384155368105,0.559225047263336,85.71495945303676
2024-04-24,44.27254080649578,9.29789960481556,8.695045512772124,6.628832321944526,6.430153458968575,4.041912289077771,3.587753375083782,1.0874229401476336,1.1159662958671712,0.5558612782808188,85.71338788345373
2024-04-25,44.27254080649578,9.291924213952207,8.697176596226887,6.646883852384866,6.43013256599353,4.075031039188732,3.589675528788078,1.0874229401476336,1.12231090738555,0.5566343183575464,85.76973276892082
2024-04-26,44.27254080649578,9.29571545320418,8.67461218317646,6.663556446472126,6.430613104419603,4.150884071530446,3.5914017481723857,1.0874229401476336,1.1225198371360168,0.5615859534436121,85.85085254419825
2024-04-29,44.27254080649578,9.294061774229235,8.582724878921114,6.661738757643064,6.4331829403503455,4.230816875109527,3.5891362811021224,1.0874229401476336,1.1228332317617173,0.5586609369370754,85.8331194226976
2024-04-30,44.27254080649578,9.29616318965943,8.548878259345475,6.633637706205264,6.428055261056537,4.303774976828771,3.5879871674745543,1.0874229401476336,1.126907361895822,0.5583684352864217,85.8437361043957
2024-05-02,44.27254080649578,9.397436328666902,8.524329013665612,6.560449614616706,6.428055261056537,4.234905045322863,3.5815730241352206,1.0874229401476336,1.1361002709163661,0.5625888162458532,85.78540112126947
2024-05-03,44.27254080649578,9.38499055057539,8.529259755776634,6.573549509970982,6.42859847840775,4.174525016013128,3.584121967090917,1.0874229401476336,1.1422845915301865,0.5650750802764094,85.74236869628481
2024-05-06,44.27254080649578,9.36807630833874,8.529259755776634,6.573549509970982,6.431882269081789,4.1375277358004485,3.5830992141764315,1.0874229401476336,1.1420965547547663,0.5663286587792109,85.69178375332241
2024-05-07,44.27254080649578,9.373215980200225,8.529259755776634,6.573549509970982,6.427327600521611,4.131419549187697,3.5830574282263377,1.0874229401476336,1.1407385113767314,0.5653884749021099,85.68392055680573
2024-05-08,44.27254080649578,9.380818766675917,8.511751442687505,6.5310531987260125,6.426909741020677,4.171867220657439,3.586493361544666,1.0874229401476336,1.1398192204746769,0.5662868728291175,85.67496357125943
2024-05-09,44.27254080649578,9.398803439596108,8.478364468562894,6.489894037884032,6.426913919615686,4.185274577032501,3.588875160699989,1.0874229401476336,1.1399654713000038,0.5698177856120082,85.63787260694663
2024-05-10,44.27254080649578,9.421416073632942,8.421995221886922,6.491565475887767,6.426913919615686,4.271015627674561,3.597796461044926,1.0878407996485675,1.1424308423555134,0.5719488690667707,85.70546409730943
2024-05-13,44.27254080649578,9.438760794727454,8.387730742810348,6.475603242952095,6.426913919615686,4.32723987710371,3.5953686973445005,1.0632706609936589,1.1423054845052332,0.5715519025408836,85.70128612908935
2024-05-14,44.27254080649578,9.441628731626162,8.567509151983861,6.397797803878218,6.465013346048029,4.220327097341885,3.5676494859186545,1.0632706609936589,1.1377508159450547,0.5587654018123088,85.69225330204361
2024-05-16,44.26299271689944,9.434930109538591,8.576722953979452,6.531115877651153,6.5223227766011025,3.9154892731437942,3.5618275330640436,1.0632706609936589,0.8027696519983507,0.555171810104278,85.22661336397387
2024-05-17,44.26299271689944,7.645717360816374,8.534372893559809,6.606560410544754,6.86787996451644,5.741130052080571,3.5640639171130415,1.0632706609936589,0.8028114379484441,0.5541062683768967,85.64290568284943
2024-05-20,44.26299271689944,7.6658919100231095,8.522902650259176,6.595299096994587,6.887979006511358,5.218883063492872,3.5680434856420846,1.0632706609936589,0.8005967825934948,0.556655211332593,85.14251458474237
2024-05-21,44.26299271689944,7.94764433394501,8.547326538088758,6.620036379449869,6.473838455135851,3.5721528413321186,3.5682961652822995,1.0632706609936589,0.8006594615186349,0.5566134253824996,83.41283097802814
2024-05-22,44.2626166433486,7.953870440508923,8.615103349140222,6.619931914574635,6.480691350951166,4.493792113781765,3.562090951693433,1.0632706609936589,0.8176663432066413,0.553207870449889,84.42224163864893
2024-05-23,44.2626166433486,7.925614906413629,8.502323069838186,6.742970644624598,6.5144752916016655,4.9640544554367905,3.57123179542016,1.0632706609936589,0.8181259886576685,0.5490501684155976,84.91373362475055
2024-05-24,44.2626166433486,7.918887368448595,8.509719183004714,6.6698916561517345,6.517191378357734,5.052731637648113,3.5693305346909114,1.0632706609936589,0.818244368254283,0.5481726634636366,84.93005609436199
2024-05-27,44.26161378054636,7.909447253747298,8.572648823845347,6.6637073355379135,6.50409169193321,5.055932733926916,3.568171977438622,1.0632706609936589,0.8193306358129105,0.5552344890294181,84.97344938281167
2024-05-28,44.26161378054636,7.9144406747834575,8.612199225608732,6.656348370081018,6.489529288325667,5.047412578702875,3.5690056071429854,1.0632706609936589,0.8192052779626304,0.5547748435783909,84.98780030772578
2024-05-29,44.26161378054636,7.918759169153708,8.614685489639289,6.619326018298281,6.489404055833237,5.069711274896658,3.5701338277955066,1.0632706609936589,0.8218586857935603,0.5577207530599743,84.98648371601023
2024-05-30,44.26161378054636,7.907602320478775,8.682378728790567,6.629291967395553,6.489404139405138,5.049800269677162,3.5689011422677517,1.0632706609936589,0.8217542209183267,0.5555896696052118,85.0296069000785
2024-05-31,44.26161378054636,7.903569976294763,8.694329510517274,6.654426216376722,6.489404139405138,5.033762822031322,3.5720141955497087,1.0632706609936589,0.8244703076743967,0.5541898402770835,85.05105144966643
2024-06-03,44.26161378054636,7.909256124811572,8.691634316736252,6.726005548886685,6.489404139405138,4.6572877499964385,3.9059675086960155,1.0632706609936589,0.8227988696706613,0.5527900109489553,85.08002871069174
2024-06-04,44.26161378054636,7.913476756486702,8.72819702306796,6.745582266505434,6.489384876082144,4.218394330006266,3.902582846738452,1.0632706609936589,1.2406792635795254,0.5518707200469009,85.1150525240534
2024-06-05,44.26161378054636,7.909853413182205,8.78830611227729,6.728554491842381,6.456290403608185,4.217366479205869,3.8982858303465493,1.0632706609936589,1.2406792635795254,0.5445999647306524,85.10882040031268
2024-06-06,44.26161378054636,7.855514629393172,8.807068003869219,6.74194688884731,6.456701619143054,4.294501796998098,3.889350657066181,1.0632706609936589,1.2415985544815797,0.5440776403544851,85.15564423169312
2024-06-07,44.26161378054636,7.798332938489534,8.85365933822334,6.873092093215388,6.457684758976852,4.268295404109433,3.8881388645134725,1.0633494275095852,1.241577661506533,0.5462493397527384,85.25199360684323
2024-06-11,44.26148842269608,7.798133995581138,8.853617552273246,6.854915204924768,6.465225033671203,4.375610666142557,3.8832331939725093,1.0633494275095852,1.2391048943378569,0.5430527145705947,85.33773110567954
2024-06-12,44.26148842269608,7.785571133257465,8.883500022335426,6.932323677472757,6.440383286340687,4.477168994259416,3.637803416099032,1.0633494275095852,1.2411524058924328,0.5492997141095552,85.27204049997243
2024-06-13,44.26148842269608,7.742321254188511,8.851826272164642,7.040925361765457,6.443280891263963,4.702679409723379,3.5517619662617497,1.0633494275095852,1.1745748516086476,0.5453509418257307,85.37755879900774
2024-06-14,44.26148842269608,8.645099978418058,8.89669798931457,7.047966294356191,6.460078843201502,4.9809210199043825,3.5515509889997285,1.0633494275095852,1.099798893916541,0.5414648484670461,86.54841670678368
2024-06-17,44.26148842269608,8.615671930563144,8.902673380177923,7.028682078388096,6.460956348153463,5.093972907882027,3.5486676330854348,1.063350263228587,1.0571354388711982,0.5407753802905053,86.57337378333646
2024-06-18,44.26148842269608,8.81637582425252,8.915459880906498,7.052416498041136,6.4644872609363535,5.14004150000048,3.547706556233287,1.063350263228587,1.0423515697281598,0.5446405806741432,86.84831835669723
2024-06-19,44.26148842269608,8.814976997787195,8.875303582866758,7.222924067397181,6.4314136814374425,5.087285735144783,3.556502498727944,1.063350263228587,1.0060395790970111,0.5470641657795593,86.86634899416254
2024-06-20,43.95858865252038,9.1084592939345,8.673225186983919,7.246144728605722,6.399657409270489,5.2799215301561455,3.5496439601607555,1.0617780700391621,1.0013003814824464,0.545945667671679,86.8246648808252
2024-06-21,43.95858865252038,9.231809054555287,8.654819940770796,7.272040723277621,6.374321664483318,5.255613076157609,3.550183460049753,1.0617780700391621,0.9962617845191378,0.5450326678595286,86.9004490942326
2024-06-24,43.95858865252038,9.211373379759927,8.64701794237606,7.311984465059195,6.3747989143851225,5.412799024816601,3.5513911098012794,1.0617780700391621,0.8198494708159714,0.5446799179321069,86.89426094750581
2024-06-25,43.95858865252038,9.264766355774322,8.639464943930088,7.394797698020374,6.372350414888903,5.3439922049736035,3.555893858874839,1.061885472017064,0.8178989712172867,0.5427294183334221,86.95236799055029
2024-06-26,43.95858865252038,9.23364393517776,8.654508690834836,7.465949433380905,6.369092665559184,5.298917445747735,3.5777001953881853,1.061885472017064,0.8194344709013577,0.5430406682693825,86.98276162979678
2024-06-27,43.95858865252038,9.243466402156788,8.647183942341904,7.47273468198484,6.386626411951616,5.336418747031843,3.5828011668386597,1.061885472017064,0.8194967208885496,0.5443064180089545,87.05350861574061
2024-06-28,43.95858865252038,9.232574023897895,8.686131684328407,7.478980430699776,6.373595414632743,5.324624449458519,3.586439346590104,1.061885472017064,0.8187497210422449,0.5443894179918772,87.06595861317902
2024-07-02,43.95858865252038,9.165968903101898,8.651499941453887,7.568848662209388,6.36986041540122,5.339219871955511,3.587393846393716,1.061885472017064,0.8188327210251676,0.5443064180089545,87.0664049040872
2024-07-03,43.95858865252038,9.151965560983086,8.585514955030298,7.5434921674264865,6.369030540071967,5.392151243564881,3.5909061981710497,1.061885472017064,0.8191855124525808,0.5456344177357185,87.01835471997352
2024-07-04,43.95858865252038,9.161559363009161,8.589104704291707,7.514296923433409,6.379260287967196,5.404116562603018,3.590511948252167,1.061885472017064,0.8204305121964222,0.5451571678339128,87.02491159412445
2024-07-05,43.95858865252038,9.143971044127957,8.622200947482154,7.464206433739526,6.382269037348146,5.427207074852144,3.5899931983588993,1.061885472017064,0.820845512111036,0.5456551677314492,87.01682254028876
2024-07-08,43.95858865252038,9.137738948910211,8.673868436851569,7.4386839389907795,6.374674538910714,5.42597933910475,3.589619698435747,1.061885472017064,0.8225055117694909,0.5458004177015641,87.02934495521227
2024-07-09,43.95858865252038,9.13924544010025,8.706819430071903,7.42395144202199,6.373803039090024,5.404324062560324,3.5896933194205998,1.061885472017064,0.8225055117694909,0.5461946676204471,87.02701103719248
2024-07-10,43.95858865252038,9.129530582599083,8.726303676063019,7.4985684266695465,6.372682539320568,5.342265099828956,3.589979669361683,1.061885472017064,0.8234185115816411,0.5457589177101028,87.04898154767204
2024-07-11,43.95858865252038,9.110898455932642,8.721883926972382,7.528344670543084,6.372682539320568,5.331724101997766,3.5902701693019123,1.061885472017064,0.8221112618506079,0.5470454174454054,87.04543466790182
2024-07-12,43.95858865252038,9.081023981579316,8.746700921866285,7.553140915441256,6.373097539235181,5.300200044483841,3.5942126684907434,1.061885472017064,0.822298011812184,0.5473236333881624,87.03847184083442
2024-07-15,43.95858865252038,9.083739367520625,8.747676171665628,7.557000414647165,6.372495789358991,5.312358628982212,3.5953675717531217,1.061885472017064,0.8193930124098877,0.548215883204582,87.05672096407966
2024-07-16,43.95858865252038,9.061207860156482,8.844537151736482,7.53156091988134,6.372080789444377,5.273646357947262,3.594143322005011,1.061885472017064,0.8472346511814706,0.5472821333967011,87.09216731028657
2024-07-17,43.95858865252038,9.051233420208723,8.845014401638286,7.650437645422454,6.372080789444377,5.211061299824138,3.5864145295952103,1.0618855135170555,0.8444956517450197,0.5391273850745405,87.1203392889902
2024-07-18,43.95858865252038,9.049342390097802,8.844765401689518,7.670004891396494,6.372060039448647,5.195905502942442,3.5882405292195116,1.0618855135170555,0.8421509022274518,0.5397913849379226,87.12273520799722
2024-07-19,43.95858865252038,9.045417860405275,8.832668154178528,7.735222127978048,6.371790289504148,5.142794768369977,3.591322360085424,1.0618855135170555,0.8419849022616064,0.5394801350019622,87.1211547638224
2024-07-22,43.95858865252038,9.312287788496787,8.853252149943371,7.734475128131741,6.355169542923866,5.139616616023882,3.5894815034641807,1.0618855135170555,0.841611402338454,0.5394593850062315,87.38582768236596
2024-07-23,43.95858865252038,9.290782119421578,8.852961650003142,7.828534858778953,6.354381043086101,5.1009952299702315,3.590725507208227,1.0618855135170555,0.8396816527355,0.5398951349165759,87.41843136215775
2024-07-24,43.95858865252038,9.278477371953281,8.850824400442878,7.871528849932939,6.355605292834212,5.08547008316453,3.59051800725092,1.0618855135170555,0.8391006528550407,0.5385463851940813,87.43054520966533
2024-07-25,43.95858865252038,9.283201191481355,8.819159906957848,7.9158508408136905,6.355978792757363,5.069264336498862,3.5915970070289154,1.0618855135170555,0.8417774023042994,0.5368863855356262,87.4341900294154
2024-07-26,43.95858865252038,9.30211659708951,8.822272406317452,7.895495095001884,6.355350939386545,5.089964117239883,3.5922627913919305,1.0618855135170555,0.8403249026031514,0.5304331368633821,87.44869415193118
2024-07-29,43.95858865252038,9.278213971507475,8.83513740367048,7.952474583278354,6.355620689331043,5.074600820400881,3.5925947913236214,1.0618855135170555,0.8403871525903434,0.5295616370426932,87.47906521518233
2024-07-30,43.95858865252038,9.27875508989614,8.83455640379002,7.97164757933351,6.352712867929328,5.126558809710525,3.59253623483567,1.0618855135170555,0.8395156527696546,0.5319686365474531,87.54872544084974
2024-07-31,43.95858865252038,9.279056255334176,8.850201900570958,7.9606915815877075,6.352712867929328,5.126541130714162,3.5929512347502834,1.0618855135170555,0.8394534027824623,0.5332136362912943,87.55529617599781
2024-08-01,43.95858865252038,9.275404256085574,8.868607146784079,7.984035326784731,6.354144617634745,5.109332163254908,3.5939887345368176,1.0618855135170555,0.8385404029703121,0.5331513863041023,87.57767820039271
2024-08-02,43.95858865252038,9.33870016756244,8.861323898282608,8.009661571512131,6.354186117626207,5.011401686904103,3.6025288517796885,1.0618855135170555,0.8409474024750719,0.5355583858088622,87.57478224798855
2024-08-05,43.94908515447573,9.34844233205799,8.874437895584403,8.046887063852987,6.354186117626207,4.9884495771265,3.601844101920576,1.0618855135170555,0.8388724029020032,0.5354753858259393,87.59956554488939
2024-08-06,43.94908515447573,9.30866085524303,8.873587145759444,8.102331052445386,6.35460111754082,4.973846352631113,3.6016781019547306,1.0619685134999783,0.8339754039095606,0.5352056358814404,87.59493933334124
2024-08-07,43.94908515447573,9.294347964687907,8.89004189237388,8.177072537067327,6.35460111754082,4.963422716775776,3.6004123522151583,1.0619685134999783,0.833892403926638,0.5312008867054175,87.65604553926863
2024-08-08,43.94908515447573,9.29291368348301,8.905044139287169,8.182114786029883,6.3567591170968125,4.967413646454642,3.5987731855524165,1.0619685134999783,0.8338094039437152,0.5291258871323488,87.67700751695571
2024-08-09,43.94908515447573,9.254656501354425,8.94334863140602,8.107020551480522,6.360051269919451,5.037398651055228,3.5933688076643677,1.0619685134999783,0.8338509039351766,0.524913637999019,87.66566262278992
2024-08-12,43.94908515447573,11.750418096851476,8.955840128835893,8.10150105261616,6.348182272361498,5.048007210872516,3.588925818578513,1.0619685134999783,0.8351581536662098,0.5279638873714302,90.1670502891294
2024-08-13,43.94908515447573,11.739940179007307,8.957022878592543,8.088490805293016,6.348950022203533,5.058804346651006,3.5863528191079075,1.0619685134999783,0.8350751536832871,0.5292296371110021,90.1549195096253
2024-08-14,43.94908515447573,11.772174218375154,8.950507379933107,8.083531556313382,6.298921782496842,5.064127135555842,3.586394319099369,1.0619685134999783,0.8348676537259802,0.5286693872262735,90.13024710070165
2024-08-15,43.94908515447573,11.773210224161996,8.946191380821125,8.083739056270689,6.298631282556613,5.065442145785279,3.5870910209560223,1.0619685134999783,0.8379386530941221,0.5312008867054175,90.13449831832698
2024-08-16,43.94908515447573,11.787020674320496,8.950569629920299,8.084278556159687,6.298921782496842,5.065767007718438,3.5882322707212104,1.0619685134999783,0.8378971531026607,0.5286693872262735,90.15241012964161
2024-08-19,43.94908515447573,11.792542870684304,8.969742625975455,8.07384130830715,6.2986084575613095,5.070276023290708,3.585866771207912,1.0619685134999783,0.8373615957128516,0.5278393873970461,90.16713270811245
2024-08-20,43.94908515447573,11.790215509663158,8.974017125095976,8.075210808025377,6.2986084575613095,5.069010273551136,3.585488000785844,1.0619685134999783,0.8381085955591564,0.5288146371963884,90.17052707541406
2024-08-21,43.94908515447573,11.79636510289788,8.991716871454255,8.041782564903237,6.299625207352114,5.085777390601302,3.583902867111985,1.0619685134999783,0.8389385953883839,0.5290221371536953,90.17818440483856
2024-08-22,43.94908515447573,11.804082690309986,8.961965984075498,8.034810566337725,6.300704207130109,5.106852123765176,3.584850311917048,1.0619685134999783,0.8388140954139999,0.5290221371536953,90.17215578407894
2024-08-23,43.94908515447573,11.831308552208265,8.938041238998014,8.031137817093393,6.297778457732083,5.108180123491939,3.585389811806046,1.0619685134999783,0.8387518454268078,0.5291673871238101,90.17080890185608
2024-08-26,43.94908515447573,11.818983054744237,8.93669248927552,8.030017317323937,6.298380207608273,5.120601070936329,3.588377811191265,1.0619685134999783,0.8390838453584989,0.5290013871579646,90.17219085157173
2024-08-27,43.94908515447573,11.827999010889204,8.921731742353694,8.037715565740022,6.298380207608273,5.123839356770053,3.594499059931818,1.0619685134999783,0.8394780952773819,0.5303293868847286,90.18502609343089
2024-08-28,43.94908515447573,11.82700583309355,8.893511748159957,8.032611066790272,6.2982972076253505,5.1203088694964505,3.596740059470733,1.0619685134999783,0.8394573452816513,0.5296031370341545,90.14858893492783
2024-08-29,43.94908515447573,11.84878585861231,8.794804018469073,8.023315068702924,6.2982972076253505,5.114602703670493,3.5982290791643665,1.0619685134999783,0.8417813448034883,0.53037088687619,90.06123983589991
2024-08-30,43.94908515447573,11.856371019551663,8.756624026324607,8.095774053794488,6.298193457646696,5.096945992803362,3.6103898216622943,1.0619685134999783,0.8419058447778724,0.534168136094906,90.10142602063159
2024-09-02,43.94908515447573,12.020406790801303,8.757122026222143,8.108888051096283,6.298234957638157,5.111214229367672,3.6135770210065283,1.0619685134999783,0.8432338445046366,0.5334003862528705,90.2971309748653
2024-09-03,43.94908515447573,12.016588169086983,8.857367496596638,8.134576545810877,6.298234957638157,5.084499232364283,3.6046752728380627,1.0619685134999783,0.8406293880405034,0.5212823887461485,90.36890711909736
2024-09-04,43.94937565441596,11.986620776252774,8.88635524063241,8.183525785739569,6.303198605616887,5.0485270397655615,3.606459772470902,1.0619685134999783,0.841189637925232,0.5233573883192174,90.39057841463848
2024-09-05,43.94937565441596,11.894936007116916,8.879486992045551,8.25712602059632,6.298238734137381,4.97894284208251,3.6105682716255783,1.0619685134999783,0.8411895134252577,0.5222783885412215,90.29411093748666
2024-09-09,43.94937565441596,11.655369587407707,8.87637449268595,8.574953705203276,6.236403746859929,4.854801759624538,3.6128507711559537,1.0619685134999783,0.8411687634295271,0.515991139834823,90.17925813411763
2024-09-10,43.94937565441596,11.671925594001308,8.879549242032743,8.596450700780268,6.231651997837601,4.813322518158892,3.6139712709254113,1.0619685134999783,0.8216222674512185,0.5230461383832571,90.16288389748664
2024-09-11,43.94937565441596,11.606330997997397,8.928539981952898,8.58263120362363,6.2316370578406755,4.849004252317375,3.6148220207503687,1.0619685134999783,0.8240707669474397,0.5236686382551776,90.1720490876009
2024-09-12,43.94937565441596,11.55275197752128,8.931693981303964,8.637120692412417,6.224515036806031,4.8527633215439465,3.61513327068633,1.0619685134999783,0.8244857668620535,0.5297898869957307,90.17959810204769
2024-09-13,43.94937565441596,11.659669318523038,8.926236732426792,8.618736196195027,6.075265090014208,4.855757213927953,3.634311454240418,1.0619685134999783,0.8257515166016255,0.5347491359753652,90.14182082582036
2024-09-16,43.94937565441596,11.64490785456021,8.944226978725299,8.617740196399955,6.077596725534474,4.9582811583336515,3.6342708257487777,1.0619685134999783,0.8258760165760095,0.5355376358131314,90.24978155960744
2024-09-17,43.94937565441596,11.759340678015656,8.940533479485238,8.645275440734578,6.077887225474703,4.8413988808821795,3.6336898258683186,1.0619685134999783,0.8250875167382434,0.5355376358131314,90.27009485092799
2024-09-19,43.94937565441596,11.758023468286671,8.940533479485238,8.645275440734578,6.077098725636937,4.880168131405407,3.634002320804022,1.0620100134914399,0.8250875167382434,0.5353301358558246,90.30690488685433
2024-09-20,43.94937565441596,11.816305184795208,8.940533479485238,8.645275440734578,6.056790704815312,4.885546862298733,3.63483232063325,1.0620100134914399,0.825046016746782,0.535371635847286,90.35108731326379
