date,ORIENTAL PATRON SECURITIES LTD,BOCI SECURITIES LTD,EVERBRIGHT SECURITIES INVESTMENT,THE HONGKONG AND SHANGHAI BANKING,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BRIGHT SMART SECURITIES INTERNATIONAL
2024-06-18,69.63628756510323,9.69370825097745,5.307806616363453,6.036385670797686,0.0,1.7211778454258218,4.1161109748532025,3.4885230764791593,0.0
2024-06-20,69.63528291542835,9.693568398880457,5.307730040107337,6.036298583258793,0.0,1.721153013821162,4.117494301295554,3.4884727472083563,0.0
2024-06-26,69.63528291542835,9.693568398880457,5.307730040107337,6.036298583258793,0.0,1.73269469371267,4.117494301295554,3.4769310673168476,0.0
2024-07-05,69.63528291542835,9.689240268921141,5.333698819863232,6.036298583258793,0.0,1.73269469371267,4.117494301295554,3.45529041752027,0.0
2024-07-12,69.03767485768229,9.606087478902651,5.287925165202964,5.984495237005464,0.0,1.7178247561289586,4.94035529364648,3.4256372114311864,0.0
2024-07-24,69.00806359373213,9.601967288116207,5.297094818712113,6.010522703877387,0.0,1.719947386480613,4.938236303328377,3.424167905753174,0.0
2024-07-25,69.05249002131647,9.659651783287316,5.3005050143778885,6.014392194451995,0.0,1.7196240289560651,4.826964620380835,3.426372337229431,0.0
2024-08-06,69.03767485768229,9.657579311725835,5.299367794719227,6.013101810796121,0.0,1.7178247561289586,4.848814257516378,3.4256372114311864,0.0
2024-08-07,67.63494198755676,9.461353063169105,5.1916932907348246,5.890925396558489,0.0,1.682921360910263,4.750294266016479,3.3560338546045627,2.031836780449526
2024-08-09,67.62830841658378,9.460425102632723,5.191184094380071,5.890347620181867,0.0,1.6827563015790727,4.749828361659498,3.3557046979865772,2.041445404996427
2024-08-23,67.56771890529852,9.541541261286484,5.18653321201092,5.88507034366907,0.0,1.6812486876181143,4.74557289843914,3.352698257156856,2.039616434520893
2024-09-04,67.57717885894294,9.542877143857192,5.187259362968148,5.885894294714736,0.0,1.6814840742037103,4.746237311865594,3.353167658382919,2.0259012950647532
2024-09-24,67.55353393981805,9.573128061581526,5.189643107067879,5.881035689293212,0.0,1.6808957312806159,4.744576627011896,3.3519944016794962,2.0251924422673198
2024-09-26,67.45911949685535,9.699510831586302,5.182389937106918,5.872816212438854,0.0,1.6785464709993012,4.737945492662473,3.3473095737246683,2.0223619846261354
2024-09-30,43.958215697346134,6.320467751042787,3.3769876687127742,3.8196025573304677,0.0,1.0946977286388226,3.0873754576419374,2.1811988852662063,1.317826633394656
2024-10-02,67.34241147417474,10.009208360074782,5.1734241147417475,5.751039428523593,0.0,1.6756424923961268,4.687892401707732,3.3415185422886964,2.018863186092586
2024-10-04,67.3593278999665,10.01172267500279,5.174723679803506,5.727364072792229,0.0,1.676063414089539,4.689070001116445,3.3423579323434183,2.0193703248855646
2024-10-08,67.24483825127476,9.994705898743348,5.195185154225529,5.856947811307086,0.0,1.6732146340104208,4.681100058513751,3.3366769762322717,2.0173312156928307
2024-10-09,66.04770180215931,11.204313140573898,5.457108061139316,5.773204340508217,0.0,1.662584326550719,4.596395681385897,3.2772752774394833,1.9814173702431614
2024-10-15,66.06578244980085,11.18000520127568,5.458601951847137,5.774784762999767,0.0,1.6630394612573398,4.597653950916382,3.278172435976403,1.9819597859264433
2024-10-16,66.06668674204057,11.180158230447041,5.458676667852939,5.774863806838402,0.0,1.6644310000273757,4.594979331490049,3.278217306797339,1.9819869145062827
2024-10-22,65.97637989010087,11.164876021761119,5.574236583832253,5.7806391645479644,0.0,1.662155881790098,4.5886984335274335,3.273736296782307,1.9792777276579459
2024-10-23,65.7248291075465,11.122307252376155,5.552983469048722,6.139873090225769,0.0,1.6558185135760777,4.571202919469484,3.2612543914594623,1.9717312562978293
2024-10-24,65.7248291075465,11.122307252376155,5.566600397614314,6.139873090225769,0.0,1.6558185135760777,4.557585990903892,3.2612543914594623,1.9717312562978293
2024-10-25,65.54899164799349,11.092551096625245,5.819243566238881,6.12344673049501,0.0,1.6513886059618388,4.545392815916345,3.2525293678277993,1.9664561689414002
2024-11-04,65.54632119286238,11.092099187919281,5.823080474754882,6.12319726228306,0.0,1.6513213286618322,4.545207637361145,3.252396860316684,1.9663760558407344
2024-11-07,65.49384642522762,11.1632766598369,5.818418660189695,6.118295181622047,0.0,1.6499993215463316,4.541568856262805,3.2497930716311387,1.9648018236834608
2024-11-11,65.47785389676457,11.160550769856881,5.841416265346266,6.116801193786882,0.0,1.6495964186393541,4.540459879264736,3.248999525198399,1.9643220511429151
2024-11-12,65.46719654943236,11.158734249325214,5.856741763533034,6.1158056071724065,0.0,1.6493279259972602,4.539720862099367,3.2484707095094065,1.964002332930948
2024-11-18,65.34488594056725,11.137886685168889,5.845799769850403,6.29120693156434,0.0,1.6462465308332768,4.5312394232721855,3.242401678738239,1.960333040005415
2024-11-21,65.34311668268646,11.137585119200725,5.8456414907874965,6.291036592795159,0.0,1.6489095265815588,4.53111673683783,3.2423138884752323,1.9602799626355476
2024-11-22,64.97893135525908,11.075510561247157,5.866910784722877,5.9867260806935825,0.0,2.4124607907809534,4.505862872066881,3.2242430769644996,1.9493544782649668
2024-11-25,64.91950127103256,11.065380839015992,5.8615448761920135,5.981250588441001,0.0,2.5003698772007694,4.50308679336642,3.221294166700292,1.947571588050949
2024-11-26,64.78009367995813,11.041619133259069,5.848957844018844,5.968406501228039,0.0,2.7097397629816533,4.493416902656055,3.214376786696909,1.9433893892013043
2024-11-28,64.60494438569955,11.145614434286784,5.833143713777088,5.952269411465514,0.0,2.8389393797432776,4.481267818661242,3.2056859097053985,1.9381349466611342
2024-12-02,64.51513733876897,11.130120965047116,5.825035086546816,5.943995188130723,0.0,2.9740025395976746,4.475038428122702,3.2012296999264853,1.93544075385952
2024-12-03,64.2412223494024,11.190672664838822,5.825591609657412,5.918758484840418,0.0,3.2528548992466795,4.456038544467219,3.187638086618575,1.9272233609284743
2024-12-05,63.94843530565198,11.404647711916056,5.852036354964361,5.891783036116484,0.0,3.3758181191870476,4.4357296165770155,3.1731100453112164,1.9184398102758418
2024-12-06,63.77943391738682,11.50664658156928,5.8365707338988875,5.8762123734771,0.0,3.4990353867702635,4.424006976928566,3.164724226327334,1.9133698036417452
2024-12-12,63.69442721598332,11.49131025745919,5.828791617730506,5.868380422016654,0.0,3.6263344726111457,4.418110558334103,3.160506208844139,1.9121392470209424
2024-12-13,63.699470787747615,11.492220183970543,5.829253164055799,5.860926715320761,0.0,3.626621619838201,4.418460401462262,3.1607564699827115,1.912290657622108
2024-12-19,63.69778950841306,11.491916859122401,5.829099307159353,5.8607720224348405,0.0,3.6172880237545364,4.418343780930386,3.1606730451996046,1.9241174529858134
2024-12-20,63.69442721598332,11.49131025745919,5.828791617730506,5.860462661159424,0.0,3.6170970849443775,4.418110558334103,3.160506208844139,1.92929439554494
2025-01-02,63.62557836042235,11.478889020708928,5.822491135102358,5.854127944530128,0.0,3.768734923083007,4.365879701032151,3.1570899408128024,1.9272089743082743
2025-01-08,63.84439359267735,11.518366159177788,5.842515310644039,5.87426092247457,0.0,3.43778521448129,4.380894432613325,3.1679475139217734,1.9338368540098676
2025-01-09,63.83088458944417,11.515928957774046,5.862438340584789,5.87301797214912,0.0,3.43705780446196,4.37996746763294,3.167277199571525,1.9334276683814484
2025-01-20,63.827508231840355,11.515319818568916,5.879319236719958,5.872707316750638,0.0,3.442165536028352,4.379735787678026,3.1671096653046114,1.9161344071091362
2025-01-22,63.83088458944417,11.515928957774046,5.879630241876827,5.87301797214912,0.0,3.43705780446196,4.37996746763294,3.167277199571525,1.9162357670894112
2025-01-23,63.823288287097036,11.514558485177055,5.878930526538492,5.872319043715125,0.0,3.448549440668553,4.379446222198715,3.1669002723930926,1.9160077222119376
2025-01-27,63.73059047216647,11.49783458328932,6.002429491919298,5.8637900073941065,0.0,3.4567444808281396,4.373085454737509,3.162300623217492,1.9132248864476602
2025-02-04,60.53199227469964,10.920765507035542,5.851664200255838,5.418997215882014,5.018937018736361,3.28325265243673,4.153603049988713,3.003586746595099,1.8172013343700621
2025-02-07,60.53275142029422,10.9209024668598,5.850483464389179,5.419065176768627,5.018999962376312,3.283293828461066,4.153655141276948,3.0036244152651843,1.8172241243086646
2025-02-11,60.53426976860852,10.921176396814449,5.853138521351978,5.41920110365586,5.0191258543926764,3.283376183608202,4.148742710227629,3.0036997554398948,1.8172697059007963
2025-02-18,60.508468201933084,10.959144529829883,5.850643733781293,5.416891273552382,5.016986548659254,3.2819767077436097,4.146974388546929,3.0024194862665947,1.8164951296869711
2025-02-27,60.509226757597034,10.959281917560928,5.8507170795306385,5.4169591816267175,5.017049443385819,3.2820178517701333,4.145772740948751,3.002457125664427,1.8165179019155553
2025-02-28,43.958215697346134,7.961603613777527,4.255842334383709,3.9352652957141037,3.6447423544197735,2.3806488042112166,3.011784849092002,2.1811988852662063,1.3196480938416422
2025-03-03,59.65074892481091,10.803796529734539,5.775124820801819,5.340105788719166,4.94586979089426,4.646794206337437,4.0869543724356125,2.9598596074941916,1.7907459587720598
2025-03-07,59.61685729107482,10.797658160618562,5.821249475062375,5.3370717126553195,4.943059707023048,4.651564931696352,4.084632296632988,2.9581779106247375,1.7897285146117932
2025-03-21,59.61833003952569,10.797924901185771,5.821393280632411,5.337203557312253,4.943181818181818,4.651679841897233,4.082262845849803,2.9582509881422925,1.7897727272727273
2025-03-24,59.61759365620484,10.797791529254825,5.821321376959276,5.3371376341695385,4.943120761848297,4.652857548696286,4.082212423265523,2.958214448932202,1.789750620669211
2025-03-31,43.958215697346134,7.961603613777527,4.292271543323436,3.9352652957141037,3.6447423544197735,3.4298100216753795,3.0090526584215223,2.1811988852662063,1.3214695542886286
2025-04-01,59.61685729107482,10.797658160618562,5.821249475062375,5.3370717126553195,4.943059707023048,4.651564931696352,4.08092685457375,2.9581779106247375,1.7934339566710307
2025-04-02,59.61612094413498,10.797524795276855,5.831058631720663,5.324654471795759,4.942998653706014,4.652742610822227,4.0808764497363,2.958141373219866,1.7958820695873425
2025-04-09,59.611703244451576,10.796724672405489,5.83062653608171,5.324259901937778,4.942632365473206,4.651162790697675,4.080574046857439,2.9579221677432104,1.8043942743519126
2025-04-14,59.607286199444275,10.79592466810744,5.83019450447669,5.32386539055264,4.942266131522074,4.650818153751158,4.08274158690954,2.9577029947514664,1.8092003704847177
2025-04-15,59.607286199444275,10.79592466810744,5.83019450447669,5.32386539055264,4.942266131522074,4.650818153751158,4.080271688792838,2.9577029947514664,1.81167026860142
2025-04-22,59.607286199444275,10.79592466810744,5.83019450447669,5.32386539055264,4.942266131522074,4.648348255634455,4.08274158690954,2.9577029947514664,1.81167026860142
2025-04-24,59.58006221300548,10.790993926825655,5.865797659605984,5.321433861650126,4.940008887572212,4.646225250580161,4.078408137066114,2.956352145361181,1.8207179183330864
2025-04-30,43.958215697346134,7.961603613777527,4.350558277627002,3.9261579934791713,3.6447423544197735,3.4298100216753795,3.0090526584215223,2.1811988852662063,1.3433270796524655
