date,PHILLIP SECURITIES (HONG KONG) LTD,MIRAE ASSET SECURITIES (HK) LTD,ABN AMRO CLEARING HONG KONG LTD,CITIBANK N.A.
2025-03-28,0.0,100.0,0.0,0.0
2025-04-02,0.0,94.11764705882352,5.88235294117647,0.0
2025-04-11,0.0,94.11764705882352,5.588235294117648,0.29411764705882354
2025-04-14,48.41149773071105,48.41149773071105,3.0257186081694405,0.15128593040847202
