date,STANDARD CHARTERED BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,HANG SENG SECURITIES LTD,CITIBANK N.A.,DAH SING SECURITIES LTD,BOCI SECURITIES LTD,ICBC (ASIA) SECURITIES LTD,TOTAL_CCASS_PCT
2024-03-01,30.864247017251316,10.120649282561715,6.957634658867111,0.0,0.0,0.0,2.151634194128806,1.5217762670573518,0.0,0.0,51.615941419866296
2024-03-04,30.86442385831117,10.112514593808463,6.945904201896845,4.523653258066634,3.3351634418127483,0.0,2.147823033500888,1.52059732665833,0.0,0.9744531868114766,60.42453290086656
2024-03-05,30.864954381490726,10.106207262673697,6.934291638966479,4.526600609064189,3.334515024593286,1.537898277013975,2.1389809805082245,1.52059732665833,0.0,0.9759268623102539,61.93997236327916
2024-03-06,30.863657547051805,10.125423991177755,6.930754817769415,4.531021635560521,3.332216090815194,1.537898277013975,2.1296084043360013,1.52059732665833,0.0,0.9821162994051185,61.95329438978811
2024-03-07,30.862065977513126,10.145996501140683,6.92780746677186,4.531021635560521,3.345656011364042,1.537898277013975,2.105911702315663,1.52059732665833,1.0047519550663373,0.9821162994051185,62.96382315280966
2024-03-08,30.862065977513126,10.143933355442396,6.925567480013719,4.531021635560521,3.3467760047431128,1.5413172041711383,2.1057348612558098,1.52059732665833,1.0047519550663373,0.9821162994051185,62.963882099829604
2024-03-11,30.862065977513126,10.188968878685028,6.926451685312984,4.531021635560521,3.3468349517630642,1.5277593895823873,2.08793286123058,1.52059732665833,1.0047519550663373,0.9821162994051185,62.97850096077748
2024-03-12,30.862242818572984,10.17499843495662,6.928161148891567,4.531021635560521,3.357622256414114,1.5336540915774965,1.9415084636720716,1.5188289160597974,1.0047519550663373,0.9821162994051185,62.83490602017662
2024-03-13,30.862419659632835,10.166215328983908,6.9362368906248655,4.5326132050992,3.357740150454016,1.5283488597818984,1.9415084636720716,1.5188289160597974,1.0047519550663373,0.9821162994051185,62.83077972878005
2024-03-14,30.862596500692685,10.162737454806793,6.936118996584964,4.543341562730299,3.3550285875362658,1.5283488597818984,1.9415084636720716,1.5188289160597974,1.0047519550663373,0.9821162994051185,62.83537759633623
2024-03-15,30.862596500692685,10.150063845517309,6.929870612470148,4.543341562730299,3.3550285875362658,1.5432035088095732,1.9415084636720716,1.5188289160597974,1.0047519550663373,0.9821162994051185,62.83131025195961
2024-03-18,30.85670179869758,10.132026057412276,6.939420029702224,4.527366920323553,3.3712390180228153,1.561477084994411,1.9415084636720716,1.5188289160597974,1.0265623524482408,0.981232094105852,62.85636273543882
2024-03-19,30.857114427837235,10.11605141500553,6.959756751585351,4.530019536221353,3.372241117361984,1.6021505287606639,1.9392684769139301,1.5188289160597974,1.0265623524482408,0.9806426239063412,62.90263614610042
2024-03-20,30.85416707683968,10.109685136850812,6.976615599291362,4.521531165348395,3.3770158259780225,1.6021505287606639,1.9392684769139301,1.5188289160597974,1.0265623524482408,0.9806426239063412,62.90646770239725
2024-03-21,30.85416707683968,10.105558845454237,6.985221864204222,4.521295377268591,3.385857878970686,1.6021505287606639,1.9395042649937344,1.5188289160597974,1.0265623524482408,0.9806426239063412,62.919789728906196
2024-03-22,31.10492769971162,9.498463486977956,5.16564525235396,4.759028708731339,3.6727530250726432,2.482936900869858,2.049381510182567,1.4905343464832739,1.1182249684721863,0.9358428887435124,62.27773878759891
2024-03-25,31.114359222903794,9.779522878104755,5.367479848666495,4.795222178981308,3.6141596872412594,2.5278545300725885,2.0703077022652043,1.4993763994759375,1.137500643996193,0.9345460543045884,62.84032914601212
2024-03-26,31.115538163302816,9.686681321681787,5.151851649685406,4.763390788207719,3.68772556814022,2.5036862518926415,2.0780887088987483,1.5240752008354443,1.1787635579619564,0.9522301602899156,62.64203137089665
2024-03-27,31.123201275896456,9.685089752143107,4.844619781700322,4.789032741886444,3.6922055416565036,2.5622206427040743,2.0227374571646743,1.5240752008354443,1.1670920480116405,0.9587143324845355,62.3689887744832
2024-03-28,31.123201275896456,9.552105275133448,5.057713258823514,4.7412856557260605,3.6967444621927372,2.5480733579158126,1.9962112981866835,1.4847575385280671,1.1670920480116405,0.982469981524825,62.34965415193925
2024-04-02,31.123201275896456,9.448004837899822,5.163169477516015,4.725369960339266,3.6890813495990953,2.5303892519304854,1.9962112981866835,1.4847575385280671,1.1660310016525208,1.1042545247437778,62.43047051629219
2024-04-03,31.1456836693058,9.379131139788967,5.466805577284082,4.631054728417521,3.690613972117824,2.5220187750974303,1.969861980268546,1.4829891279295344,1.1554205380613245,1.103547160504365,62.5471266687754
2024-04-05,31.1456836693058,9.379131139788967,5.467277153443691,4.631054728417521,3.690613972117824,2.5220187750974303,1.969861980268546,1.4829891279295344,1.1554205380613245,1.103547160504365,62.54759824493501
2024-04-24,31.1456836693058,9.218441563402296,5.467277153443691,4.631054728417521,3.690613972117824,2.5220187750974303,1.969861980268546,1.4829891279295344,1.1554205380613245,1.103547160504365,62.38690866854834
2024-06-11,31.1456836693058,9.218441563402296,5.467277153443691,4.631054728417521,3.689552925758704,2.5220187750974303,1.969861980268546,1.4829891279295344,1.1554205380613245,1.103547160504365,62.38584762218922
2024-07-03,31.1456836693058,9.218441563402296,5.467277153443691,4.631054728417521,3.689552925758704,2.5220187750974303,1.9698590329175485,1.4829891279295344,1.1554205380613245,1.103547160504365,62.38584467483822
2024-07-18,31.1456836693058,9.183073351431641,5.467277153443691,4.631054728417521,3.689552925758704,2.5220187750974303,1.9698590329175485,1.4829891279295344,1.1554205380613245,1.103547160504365,62.35047646286757
2024-07-22,31.1456836693058,9.187789113027728,5.467277153443691,4.631054728417521,3.689552925758704,2.5220187750974303,1.9698590329175485,1.4829891279295344,1.1554205380613245,1.103547160504365,62.35519222446365
2024-08-05,31.1456836693058,9.18578491434939,5.467277153443691,4.631054728417521,3.689552925758704,2.5220187750974303,1.9718632315958855,1.4829891279295344,1.1554205380613245,1.103547160504365,62.35519222446365
2024-08-13,31.1456836693058,9.183898609710955,5.467277153443691,4.631054728417521,3.689552925758704,2.5220187750974303,1.9718632315958855,1.4829891279295344,1.1554205380613245,1.103547160504365,62.35330591982522
2024-10-09,31.1456836693058,9.183898609710955,5.467277153443691,4.630465258218011,3.689552925758704,2.5220187750974303,1.9718632315958855,1.4829891279295344,1.1554205380613245,1.103547160504365,62.3527164496257
2024-10-14,31.1456836693058,9.183898609710955,5.467277153443691,4.630465258218011,3.689552925758704,2.5220187750974303,1.9718632315958855,1.4829891279295344,1.158367889058879,1.103547160504365,62.35566380062326
2024-10-24,31.1456836693058,9.183898609710955,5.471403444840267,4.630465258218011,3.689552925758704,2.5220187750974303,1.9718632315958855,1.4829891279295344,1.158367889058879,1.103547160504365,62.35979009201984
2024-10-25,31.1456836693058,9.183898609710955,5.471403444840267,4.630465258218011,3.689552925758704,2.5220187750974303,1.968915880598331,1.4829891279295344,1.158367889058879,1.103547160504365,62.35684274102228
2024-10-29,31.1456836693058,9.124951589759865,5.471403444840267,4.630465258218011,3.689552925758704,2.5220187750974303,2.0278629005494215,1.4829891279295344,1.158367889058879,1.103547160504365,62.35684274102228
2024-11-05,31.1456836693058,9.124951589759865,5.471403444840267,4.630583152257913,3.689552925758704,2.5220187750974303,2.0278629005494215,1.4829891279295344,1.158367889058879,1.103547160504365,62.35696063506219
2024-11-11,31.154525722298466,9.116109536767201,5.471403444840267,4.630583152257913,3.689552925758704,2.5220187750974303,2.0278629005494215,1.4829891279295344,1.158367889058879,1.103547160504365,62.35696063506219
2024-11-18,31.207401199194596,9.191384881244744,5.418527967944139,4.630583152257913,3.689552925758704,2.5220187750974303,2.0278629005494215,1.4829891279295344,1.158367889058879,1.103547160504365,62.432235979539726
2024-12-10,31.207401199194596,9.19008804680582,5.418527967944139,4.630583152257913,3.689552925758704,2.5220187750974303,2.0291597349883457,1.4829891279295344,1.158367889058879,1.103547160504365,62.432235979539726
2024-12-19,31.207401199194596,9.19008804680582,5.418527967944139,4.630583152257913,3.695447627753813,2.5220187750974303,2.0270172466012033,1.4829891279295344,1.158367889058879,1.103547160504365,62.43598819314769
2025-01-02,31.207401199194596,9.20895109319017,5.418527967944139,4.630583152257913,3.695447627753813,2.5220187750974303,2.0270172466012033,1.4829891279295344,1.158367889058879,1.103547160504365,62.45485123953204
2025-01-03,31.207401199194596,9.22415942433755,5.418527967944139,4.630583152257913,3.695447627753813,2.5220187750974303,2.0270172466012033,1.4829891279295344,1.158367889058879,1.103547160504365,62.470059570679425
2025-02-03,31.207401199194596,9.22415942433755,5.418527967944139,4.630583152257913,3.695447627753813,2.5220187750974303,2.0265810386535654,1.4829891279295344,1.158367889058879,1.103547160504365,62.46962336273179
2025-02-24,31.207401199194596,9.231670453619719,5.418527967944139,4.630583152257913,3.695447627753813,2.5220187750974303,2.019070009371397,1.4829891279295344,1.158367889058879,1.103547160504365,62.46962336273179
