date,THE HONGKONG AND SHANGHAI BANKING,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,CITIC SECURITIES BROKERAGE (HK) LTD,ABCI SECURITIES CO LTD,LIVERMORE HOLDINGS LTD,CITIBANK N.A.,MORGAN STANLEY HONG KONG SECURITIES LTD,YUEN META (INTERNATIONAL) SECURITIES LTD,CMB WING LUNG BANK LTD,BNP PARIBAS
2024-03-05,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0
2024-03-06,0.0,0.0,0.0,0.0,93.65918097754293,4.491413474240423,0.0,0.0,0.0,1.8494055482166447
2024-03-07,0.0,0.0,0.0,0.0,93.53562005277045,4.485488126649076,0.0,0.0,0.0,1.978891820580475
2024-03-08,0.0,0.0,0.0,0.0,94.4074567243675,4.527296937416778,0.0,0.0,0.0,1.0652463382157125
2024-03-13,0.0,0.0,0.0,0.0,93.78306878306879,5.158730158730158,0.0,0.0,0.0,1.0582010582010581
2024-03-19,0.0,0.0,0.0,0.0,93.65918097754293,5.284015852047556,0.0,0.0,0.0,1.0568031704095113
2024-03-22,0.0,0.0,0.0,0.0,94.28191489361703,4.787234042553192,0.0,0.0,0.0,0.9308510638297872
2024-03-25,0.0,0.0,0.0,0.0,94.28191489361703,5.053191489361701,0.0,0.0,0.0,0.6648936170212766
2024-03-26,0.0,0.0,0.0,0.0,94.4074567243675,4.92676431424767,0.0,0.0,0.0,0.6657789613848202
2024-03-27,0.0,0.0,0.0,0.0,95.16778523489933,4.295302013422819,0.0,0.0,0.0,0.5369127516778524
2024-03-28,0.0,0.0,0.0,0.0,95.29569892473118,4.166666666666666,0.0,0.0,0.0,0.5376344086021506
2024-04-05,99.27184350570239,0.0,0.0,0.0,0.693901820506723,0.03033985392906687,0.0,0.0,0.0,0.00391481986181508
2024-04-08,99.2719860078842,0.0,0.0,0.0,0.6937660220565929,0.030333916338158507,0.0,0.0,0.0,0.003914053721052711
2024-04-10,99.2719788840998,0.0,0.0,0.0,0.6937728107167214,0.030334213162508263,0.0,0.0,0.0,0.003914092020968808
2024-04-11,99.27281509367306,0.0,0.0,0.0,0.6939086118247626,0.029361436325448343,0.0,0.0,0.0,0.003914858176726446
2024-04-12,99.29808305797859,0.0,0.0,0.0,0.6940852327659371,0.003915854627734483,0.0,0.0,0.0,0.003915854627734483
2024-04-15,99.28998026615223,0.0,0.0,0.0,0.6943503328249331,0.01175205076713568,0.0,0.0,0.0,0.0039173502557118935
2024-04-16,99.28900789160109,0.0,0.0,0.0,0.6943435328578931,0.003917311892005039,0.0,0.0,0.0029379839190037792,0.009793279730012597
2024-04-17,99.26947141203675,0.0,0.0,0.0,0.6942959368176205,0.01664743431015451,0.0,0.0,0.0029377825253213844,0.01664743431015451
2024-04-18,88.1096042081849,11.20374281845735,0.0,0.0,0.616249314064101,0.0008691809789338517,0.0,0.0,0.0026075429368015556,0.06692693537790659
2024-04-19,88.07492433881438,11.25856447324352,0.0,0.0,0.6282758655568899,0.0052139075979824884,0.0,0.0,0.00868984599663748,0.024331568790584946
2024-04-22,88.1426366973976,11.266886611552378,0.0,0.0,0.5574308673977365,0.01130515019683397,0.0,0.0,0.003478507752871991,0.01826216570257795
