date,BOCI SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,BRIGHT SMART SECURITIES INTERNATIONAL,DBS BANK (HONG KONG) LTD
2024-07-19,39.656341699991174,26.59959293616854,15.347803469184552,11.56078072363863,6.835481171017103,0.0
2024-07-23,39.681761473240975,26.616643314291906,15.357641433740653,11.504091054243464,6.8398627244830035,0.0
2024-07-24,39.76723080499082,26.67397208784019,15.3907197876711,11.313482423996817,6.854594895501077,0.0
2024-07-25,39.78376728619148,26.68506397503095,15.39711973917091,11.276603745221323,6.857445254385343,0.0
2024-07-30,39.78226340144302,26.6840552404776,15.396537705464059,11.279957619717406,6.857186032897913,0.0
2024-07-31,39.69074079056579,26.622666214424545,15.361116987658932,11.484065536608972,6.841410470741765,0.0
2024-08-02,39.7266993339119,26.646785499627907,15.375033668981663,11.40387292738007,6.847608570098459,0.0
2024-08-05,39.7942975134667,26.684564571696555,15.401195527480937,11.260682059587975,6.859260327767826,0.0
2024-08-07,39.87269803839738,26.7371370255578,15.431538111453072,11.085852761340814,6.872774063250936,0.0
2024-08-15,39.91352797122518,26.76451604835957,15.44734011872917,10.994804027801388,6.87981183388469,0.0
2024-08-19,39.92564179274144,26.77263912308783,15.452028411912226,10.967790804144386,6.881899868114118,0.0
2024-08-22,39.856087560264434,26.725998661420196,15.425109521491311,11.085021692217218,6.907782564606835,0.0
2024-08-26,39.86061631800154,26.729035476637865,15.426862242050888,11.074918482880703,6.908567480429002,0.0
2024-08-28,39.86061631800154,26.729035476637865,15.426862242050888,11.112794401084809,6.870691562224895,0.0
2024-08-29,39.86061646897729,26.72903557787654,15.426861921722363,11.112794443175538,6.87069158824827,0.0
2024-09-03,39.89385883285118,26.751326661291408,15.439727386505961,11.03866561395502,6.876421505396431,0.0
2024-09-04,39.79580245870372,26.6855737315728,15.401777593489212,11.408583810139596,6.708262406094678,0.0
2024-09-05,40.01368754034566,26.83167930180723,15.676210350647466,10.733432148080178,6.744990659119461,0.0
2024-09-09,39.87723072306002,26.74017647402457,15.247622616620731,11.412981655060507,6.721988531234175,0.0
2024-09-10,40.28479543605575,27.01347409656456,15.403460743364489,10.507579197260835,6.790690526754362,0.0
2024-09-11,39.69822693437108,27.091663421004665,15.17917798876206,10.961901128019989,7.069030527842209,0.0
2024-09-12,39.96051017633464,26.890947650019186,15.507290721797954,10.905224745955252,6.736026705892972,0.0
2024-09-16,40.01673052200946,26.64740094053994,15.529107891824372,11.061257039958717,6.745503605667502,0.0
2024-09-17,39.83647497979985,26.527367603424302,16.068589915706756,10.852449046663452,6.715118454405639,0.0
2024-09-19,39.82441519781876,26.4247331172908,16.063725436828406,10.974040675947776,6.71308557211426,0.0
2024-09-20,39.98024526087359,26.5281311912467,15.73528885106071,11.016981305257831,6.739353391561169,0.0
2024-09-23,39.93170161285638,26.495920977059683,15.716183207299627,11.125023672452954,6.731170530331358,0.0
2024-09-24,39.90898733443691,26.480849349712365,15.70724339891072,11.175578266304216,6.7273416506357915,0.0
2024-09-27,39.79881238967283,27.02416508329552,15.663881119147295,10.804371626500883,6.708769781383467,0.0
2024-09-30,39.681761473240975,27.472568804070104,15.617812617858254,10.538818255198452,6.68903884963222,0.0
2024-10-02,39.59218976113694,27.636281450523754,15.582559288278999,10.515029492814305,6.673940007246003,0.0
2024-10-03,39.581766061449656,27.629005462505624,15.57845676403469,10.538588797432718,6.672182914577316,0.0
2024-10-04,39.52527589752394,27.589573996884347,15.93179630462031,10.290693268644583,6.662660532326821,0.0
2024-10-07,39.51637113428818,27.620907075619904,15.819315425731018,10.382246882013192,6.661159482347704,0.0
2024-10-08,39.56390962569959,27.755638993399856,15.462406332848097,10.560150336240035,6.657894711812426,0.0
2024-10-09,39.54912628386577,27.739996138493346,15.51005104072872,10.546684161011894,6.654142375900272,0.0
2024-10-10,39.75159911805918,27.679473167186142,15.442744695511784,10.50091649956636,6.625266519676531,0.0
2024-10-14,39.81266376990384,27.759460368079953,15.46646715823729,10.32596474212827,6.63544396165064,0.0
2024-10-15,39.784342207554225,27.73971310142756,15.45546476672483,10.318619153399156,6.7018607708942275,0.0
2024-10-24,39.65665221251483,27.650680994026196,15.40585961781728,10.606456388854427,6.680350786787271,0.0
2024-10-28,39.64481573090767,27.642427983276395,15.401261368498819,10.633138041886587,6.678356875430523,0.0
2024-11-01,39.5975403778739,27.64672991374425,15.382895787654572,10.70244080230132,6.670393118425961,0.0
2024-11-04,39.58721392002379,27.665598585553987,15.378884154016525,10.699649762686649,6.668653577719047,0.0
2024-11-06,39.5253681017506,27.62237751963109,15.354858222902626,10.83916079884258,6.658235356873102,0.0
2024-11-07,39.393489881391375,27.530214178356143,15.303626027642819,10.951286383364401,6.82138352924526,0.0
2024-11-11,39.39933244568286,27.534297265352997,15.250278401000081,10.993696659274391,6.822395228689674,0.0
2024-11-15,39.400793357555735,27.535318226351297,15.250843875372302,10.99039634027811,6.822648200442552,0.0
2024-11-19,39.36779457282337,27.61621410332386,15.295649255129604,10.877649643444963,6.842692425278199,0.0
2024-11-22,39.38244032967842,27.62648799246098,15.301339600813469,10.844494007274948,6.84523806977218,0.0
2024-11-26,39.36779457282337,27.61621410332386,15.295649255129604,10.877649643444963,6.842692425278199,0.0
2024-12-04,39.38537078880359,27.628543687668188,15.302478178054624,10.837859919496019,6.845747425977574,0.0
2024-12-10,39.303482441139515,27.571099622888916,15.270661931868041,11.023241958033557,6.831514046069971,0.0
2024-12-11,39.207407262194785,27.874073970836765,15.237037350973937,10.977777737119341,6.703703678875171,0.0
2024-12-12,39.208859442168745,27.875106382180427,15.23389786572133,10.978184336537709,6.703951973391785,0.0
2024-12-16,39.2146692379527,27.879236792445873,15.239859547175923,10.96128908701134,6.704945335414168,0.0
2024-12-17,39.17258718482613,27.849319020687837,15.219804931839088,11.060538739414822,6.697750123232127,0.0
2024-12-20,39.2146692379527,27.879236792445873,15.236155157487849,11.109464674534305,6.560474137579277,0.0
2024-12-27,37.46063187847896,26.632223268225264,14.554655456475263,11.019498173964053,6.267029950574932,4.065961272281534
2024-12-30,37.45930630764577,26.631280868254493,14.557679000149756,11.019108241262888,6.266808187307826,4.065817395379273
2025-01-02,37.46063187847896,26.632223268225264,14.554655456475263,11.019498173964053,6.267029950574932,4.065961272281534
2025-01-06,37.48583556131078,26.650141548689298,14.564447894601814,10.959631689236431,6.271246436716549,4.068696869445124
2025-01-09,37.487163010421185,26.651085284000548,14.564963651103213,10.956478590047528,6.271468514212724,4.068840950214806
2025-01-16,37.36147371581325,26.561727865597064,14.516129333958744,11.255029253705692,6.250441144030348,4.055198686894902
2025-01-17,37.346974643334015,26.551419909855632,14.510495979853605,11.289469002330327,6.24801550097719,4.0536249636492325
2025-01-22,37.32195727922029,26.780425797558788,14.50077593251736,11.102101215970592,6.243830185291813,4.05090958944116
2025-01-23,37.50177115806373,27.20702838597482,14.322658656926956,10.624202881450323,6.273912405151225,4.0704265124329515
2025-01-24,37.468587274029,27.34576849415719,14.309985083672583,10.540473540719663,6.268360859843695,4.0668247475778685
2025-01-27,37.47654604922099,27.351577061806292,14.31302469531977,10.521471269439333,6.269692334514489,4.067688589699124
2025-02-04,37.52569997332258,27.38745116133481,14.260900693864231,10.475008824973383,6.277915610500122,4.073023736004878
2025-02-07,37.519050017653555,27.382597811863914,14.258373509628305,10.490873611586483,6.276803096662048,4.0723019526057
2025-02-18,37.1403100832936,27.548582536820888,14.34480330060687,10.55446599909265,6.314851109592258,4.0969869705937345
2025-02-19,37.14825765131332,27.55447759351447,14.347872911488025,10.53532575863859,6.316202409799914,4.09786367524568
2025-02-21,37.15090759656558,27.556443173105382,14.348896407073166,10.528943858012827,6.316652971727884,4.098155993515155
2025-02-26,37.15753411402135,27.56135834916753,14.351455784990527,10.512985122313838,6.317779657827556,4.098886971679199
2025-02-27,37.136337574385564,27.545635954272544,14.34326898765235,10.564033048473927,6.314175676290018,4.0965487589255964
2025-03-12,37.376201961474806,27.723553797461054,14.435912464346517,10.883450513551562,5.457872809466511,4.123008453699553
2025-03-13,37.37888452817453,27.725543573797662,14.436948559402325,10.877054435954015,5.458264532195993,4.123304370475474
2025-03-14,37.3829091003018,27.728528773898976,14.438502980876061,10.867458597898795,5.458852221731859,4.1237483252925085
2025-03-21,37.372178833295614,27.713393750804084,14.434358600572786,10.900218826377888,5.457285330783663,4.122564658165962
2025-03-27,37.35609497774237,28.103145184868396,14.428146489157742,10.536886237001449,5.454936680217564,4.120790431012479
2025-04-02,37.59339349517966,28.0127264576101,14.381725541122778,10.467236226120773,5.437386031396754,4.107532248569934
2025-04-03,37.93054152518744,27.99771320566774,14.374017741982215,10.15792478863111,5.434471897118509,4.105330841412996
2025-04-07,37.92241180995066,27.991712409831703,14.370936935161332,10.17718078810752,5.433307117834868,4.104450939113915
2025-04-09,37.91834825903365,27.98871297643064,14.369397026933612,10.186805692799924,5.432724915409777,4.104011129392395
2025-04-17,37.906162829728764,27.979718531815617,14.364779281708278,10.215668034650903,5.430979056520107,4.102692265576333
2025-04-25,37.89939653029383,27.97472411561628,14.362215149897487,10.23169465484383,5.43000961968509,4.101959929663489
2025-04-30,37.293232949182844,28.055853820064968,14.40386711634849,10.68743282961893,5.445757230770651,4.1138560540141205
