date,CLSA LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,UBS SECURITIES HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,CHINA GALAXY INTERNATIONAL SECURITIES
2024-07-18,40.05471802892821,41.694475720785206,0.0,0.0,6.518781937955666,5.380096699086504,6.3519276132444125,0.0
2024-07-30,40.06543458707157,41.70563099275582,0.0,0.0,6.495045266566953,5.380262095078901,6.353627058526754,0.0
2024-08-14,38.960993909479704,40.555976787634606,0.0,0.0,6.316003350033947,7.988542487449762,6.178483465401979,0.0
2024-08-29,38.96292478404591,40.557986708230295,0.0,0.0,6.316316365925097,7.983982475877073,6.178789665921627,0.0
2024-09-03,38.89738223521786,40.48976098239156,0.0,0.0,6.4739089348354195,7.970552001543645,6.168395846011508,0.0
2024-09-09,38.81528439148541,40.40430222195891,0.0,0.0,6.952724436117139,7.746369352222823,6.081319598215718,0.0
2024-09-10,38.8358962452887,40.42452294271361,0.0,0.0,6.956416500773073,7.698615385375347,6.084548925849268,0.0
2024-09-11,38.8358962452887,40.42328800280578,0.0,0.0,6.956416500773073,7.6998503252831725,6.084548925849268,0.0
2024-09-12,38.854609657435574,40.44276631338603,0.0,0.0,6.959768510167217,7.655374700691652,6.0874808183195235,0.0
2024-09-16,39.07767171256521,40.67494588354587,0.0,0.0,6.999724136559858,7.1252295755430906,6.12242869178598,0.0
2024-09-19,39.09321677817475,40.691126343504564,0.0,0.0,7.002508621054019,7.088284068391623,6.124864188875049,0.0
2024-09-23,39.083013934251014,40.68050646503512,0.0,0.0,7.000681053296148,7.112532872006722,6.123265675410993,0.0
2024-09-30,39.07767171256521,40.67494588354587,0.0,0.0,6.999724136559858,7.1252295755430906,6.12242869178598,0.0
2024-10-02,39.08447115731178,40.68202325113161,0.0,0.0,7.000942075997445,7.109069532168539,6.123493983390628,0.0
2024-10-03,39.08447115731178,40.68202325113161,0.0,0.0,7.000942075997445,7.101612466225705,6.130951049333463,0.0
2024-10-04,39.04467946155202,40.64060509593681,0.0,0.0,6.993814453469343,7.094382351699598,6.2265186373422265,0.0
2024-10-07,39.07572944857391,40.672924230789306,0.0,0.0,6.999376231693891,7.020499859590003,6.2314702293528965,0.0
2024-10-08,39.01803527648466,40.61287184730066,0.0,0.0,6.989041857325777,7.191281129959205,6.188769888929695,0.0
2024-10-09,35.90990892232362,37.37770286935789,0.0,7.811714946056803,6.4323037993185155,6.597878812792897,5.870490650150273,0.0
2024-10-10,35.7942374278085,37.2573033784599,0.0,7.786552177070362,6.411584331740586,6.443454447360813,6.306868237559842,0.0
2024-10-14,35.777948180020616,37.24034831836499,0.0,7.78300867155271,6.408666546828888,6.486030176366321,6.303998106866477,0.0
2024-10-15,35.779576437606806,37.242043129910826,0.0,7.783362876965752,6.408958205810272,6.481774347328444,6.304285002377902,0.0
2024-10-16,35.78283339743254,37.24543321583076,0.0,7.784071384520155,6.4288851516647965,6.453917978804023,6.304858871747723,0.0
2024-10-21,35.78690543114848,37.24967169125094,0.0,7.784957200374169,6.42961674932233,6.44327257250673,6.305576355397351,0.0
2024-10-23,34.877216175390885,36.302799484509784,0.0,7.587066607812649,6.248433455403664,5.466547479887231,5.851390647978298,3.6665461490174858
2024-10-24,35.23477450264197,36.67497277359734,0.0,7.754482832800756,6.3214553016416515,5.43631710804064,4.869380492898727,3.7086169883789197
2024-10-25,35.13635510426629,36.572530546939944,0.0,7.643438776513492,6.541782493273864,5.556325250051396,4.851309920716501,3.6982579082385123
2024-10-28,35.08852579008207,36.522746240945466,0.0,7.713370139115145,6.532877501015358,5.604550587122142,4.8447060818802195,3.693223659839596
2024-10-29,35.036141786322275,36.468221075429824,0.0,7.621638724743087,6.523124504220255,5.8256905264846655,4.837473372728326,3.6877100100715703
2024-10-30,35.025995838883716,36.45766041905203,0.0,7.61943161111829,6.520121714878886,5.85407580003475,4.836072512129164,3.686642103903163
2024-10-31,35.06270515199086,36.49587020122734,0.0,7.627417225631511,6.526955187669474,5.844601826744684,4.751944484087342,3.69050592264878
2024-11-01,32.21047283871206,29.277406085734537,12.334121329569525,7.006952666964385,6.000106522888082,5.415254896980076,4.365389894255548,3.390295764895792
2024-11-04,32.12886035496672,29.203225186862227,12.302870056681883,6.989198975067327,6.207626512572589,5.432184030175849,4.3543291962778765,3.381705687395535
2024-11-05,32.131486559941806,29.20561225115355,12.303875690190004,6.989770270435959,6.412483294438837,5.220104708618231,4.3546851180526325,3.3819821071689846
2024-11-06,32.132143178269864,29.206209078202015,12.304127124255132,6.989913108871396,6.412614335810099,5.218167847830174,4.354774107588056,3.3820512191732677
2024-11-07,32.11311213590449,29.188910991385477,12.296839706068564,6.985773163030647,6.408816309191688,5.274304690403931,4.352194886834764,3.3800481171804475
2024-11-08,32.06530605586009,29.145458104933436,12.27853367267032,6.97537359697207,6.310566758026626,5.491793918037066,4.357951579222135,3.3750163142782563
2024-11-11,32.06955698822973,29.14932194989629,12.280161451184268,6.9762983298083014,6.270612254055146,5.282447792487503,4.596137490490574,3.3754637438481923
2024-11-12,32.11376800346385,29.189507136029803,12.297090852647315,6.985915838146512,6.2047105149215325,5.226416789889467,4.602473714738537,3.380117150162981
2024-11-13,32.10753834310417,29.183844744886393,12.294705374262593,6.984560659801561,6.203506880420155,5.2284658878590555,4.617916659009277,3.3794614506567995
2024-11-14,32.107210533193935,29.183546785154206,12.294579848405645,6.984489349189754,6.203443544171459,5.22943348144276,4.617869511238892,3.3794269472033456
2024-11-15,32.10655493345421,29.182950883942027,12.294328804381118,6.984346732334432,6.203316875553868,5.2313686093380545,4.617775218586265,3.379357942410023
2024-11-18,32.097706956701025,29.17490859875927,12.29094071320526,6.982421974675068,6.2016073553757805,5.230947612952745,4.643040134892105,3.3784266534387486
2024-11-19,32.055827266555625,29.136842448620122,12.27490402904714,6.973311614574945,6.193515768185553,5.354598145207161,4.636982098333785,3.374018629475671
2024-11-20,32.088863855283996,29.166870744967426,12.287554488906304,6.980498277579142,6.199898777162822,5.195833537411635,4.70298444107035,3.3774958776183244
2024-11-21,32.05713435257996,29.138030512158174,12.275404541960844,6.97359595345907,6.193768310658868,5.289575998026475,4.698334125053773,3.3741562061028394
2024-11-22,32.05648079624386,29.137436468278484,12.275154280401955,6.973453781118566,6.193642036847889,5.230345176278229,4.759400044444172,3.374087416386852
2024-11-25,32.055827266555625,29.136842448620122,12.27490402904714,6.973311614574945,6.193515768185553,5.232277228126471,4.759303015414474,3.374018629475671
2024-11-26,32.06955698822973,29.14932194989629,12.280161451184268,6.9762983298083014,6.098269845381325,5.289586235450323,4.761341456201573,3.3754637438481923
2024-11-27,32.06824888899766,29.148132965412593,12.27966055029032,6.976013770514538,6.09802110037669,5.293449420076154,4.761147243755646,3.3753260605763953
2024-11-28,32.06955698822973,29.14932194989629,12.280161451184268,7.159858291709412,6.044221634377109,5.157015151855077,4.764400788899925,3.3754637438481923
2024-11-29,32.069229953417036,29.149024694681707,12.280036222129763,7.1597852778253674,6.044159997389396,5.157982329474534,4.764352203104987,3.375429321977206
2024-12-02,32.05223332952822,29.133575773389214,12.273527828965607,7.155990606806803,6.0409566054043475,5.208248397775639,4.761827106537727,3.37364035159244
2024-12-03,32.06072938883202,29.14027868966108,12.276781162960456,7.157887439390912,6.042557876836624,5.184141522475827,4.7630893201587154,3.3745345996843636
2024-12-04,32.054193558908786,29.13433821640729,12.274278445298835,7.156428248168338,6.041326054250639,5.203470475274087,4.762118327224394,3.373846674467625
2024-12-06,32.05386683736186,29.134041256322075,12.274153336200904,7.156355304224095,6.041264476304829,5.2044367160473195,4.762069787969658,3.3738122855692567
2024-12-09,32.051906647940264,29.132259622930732,12.273402735168874,7.155917671783812,6.0408950349896955,5.189849420983218,4.782162899303468,3.373605966899931
2024-12-11,32.003305394876634,29.088085516915722,12.254792211968624,7.145066942387619,6.0317350473624005,5.333612853589733,4.7749115644043165,3.368490468494946
2024-12-12,32.00786568087809,29.092230400938018,12.256538449011497,7.14608507311989,6.0325945347360195,5.320123440706119,4.775591961697554,3.36897045891281
2024-12-13,31.994514226182364,29.080095146433127,12.251425873888246,7.143104223598187,6.030078155998641,5.359617298093612,4.773599916980871,3.367565158824954
2024-12-17,31.994514226182364,29.080095146433127,12.251425873888246,7.143104223598187,6.030078155998641,5.375895558680077,4.757321656394406,3.367565158824954
2024-12-18,31.993537727786958,29.079207598460123,12.251051950483042,7.14288621029243,6.029894113146736,5.378783562714155,4.757176459098049,3.367462378018508
2024-12-20,31.989632330202962,29.07565794827558,12.24955648508325,7.142014290131997,6.02915805406813,5.390333816181378,4.756595758532576,3.367051317524129
2024-12-27,31.989306923441557,29.075362183210483,12.249431879446549,7.14194163972714,6.02909672392291,5.391296210020487,4.756547373218075,3.3670170670127946
2024-12-30,31.988656129779088,29.074770671131517,12.249182675778112,7.141796343351446,6.02897406737559,5.393220938961597,4.75645060554214,3.366948568080514
2025-01-06,31.9733700978897,29.05986034348832,12.243329307126388,7.138383579582658,6.026093074517363,5.439446254204133,4.754177698067014,3.365339645124426
2025-01-07,31.976621221488305,29.06281521491556,12.244574236163082,7.0984365340188065,6.0267058211043505,5.470504018481762,4.7546611134611005,3.3656818403670323
2025-01-08,31.973695180499945,29.06015580359231,12.243453788638254,7.097786987085505,6.026154343569086,5.479153999914595,4.754226035182899,3.3653738615174076
2025-01-09,31.96784470472469,29.054838440785343,12.2412135086396,7.096488249776869,6.025051691222962,5.4964492145170505,4.75335611745547,3.364758072878017
2025-01-15,31.97044465183613,29.057201472887606,12.242209087415596,7.097065407677153,6.025541709110798,5.488763233927653,4.753742708250733,3.3650317288943383
2025-01-16,31.970119635319666,29.056906072854737,12.242084631212538,7.0969932578055746,6.025480452515921,5.489724049871094,4.75369438096245,3.3649975194580217
2025-01-21,32.000048843229514,29.084108041223683,12.253545204408915,6.716961625502678,6.031121277738884,5.787922697448755,4.7581446085215156,3.368147701926051
2025-01-22,32.02579367908215,29.107506930116323,12.263403486546103,6.7223655883317415,6.035973464935954,5.71212673609343,4.761972654300746,3.370857460593556
2025-01-24,32.061709993209945,29.140150441557594,12.277156658639582,6.729904592566009,6.0427426935523005,5.804173132173654,4.7673131154126125,3.1768493728883027
2025-01-27,32.0872267786047,29.163342060636733,12.286927615078984,6.735260686525193,6.047551899565947,5.837361973581371,4.771107251960583,3.0712217340464827
2025-02-03,32.127875638775436,29.200286874275918,12.302492986496068,6.74379307456075,6.467952424639313,5.922400917016916,4.777151403824582,2.458046680411023
2025-02-04,32.131486559941806,29.203568757433207,12.303875690190004,6.7445510239947035,6.4686793717482916,5.911827332954606,4.777688318163798,2.458322945573588
2025-02-05,32.14725281016033,29.217898339460007,12.309912945342433,6.7478604344963795,6.169267947611823,5.914728143311021,5.033550186253624,2.4595291933643826
2025-02-11,32.146595574164635,29.217300992787166,12.309661274758346,6.747722477551889,6.1691418197281696,5.916651673999444,5.0334472776042265,2.4594789094061267
2025-02-13,32.143966898897716,29.214911850325446,12.308654695319401,6.747170706178654,6.168637359761881,5.944787884734897,5.01259281064992,2.4592777941320776
2025-02-14,32.1492246794033,29.219690526040303,12.310668018843234,6.748274339178225,6.169646362208845,5.929403297566082,5.01341271918346,2.4596800575765507
2025-02-17,32.10458829486614,29.1791215432613,12.293575733816828,6.7389049509155345,6.156996782149916,6.064095653452247,5.006452034432629,2.456265007105405
2025-02-18,32.154812956157734,29.224769582190703,12.312807896884067,6.749447344903814,6.017345496857892,6.0664249503581775,5.014284165945812,2.4601076067017993
2025-02-19,32.18673621033411,29.253783893326347,12.325032035667057,6.756148186965476,5.973167825955236,6.023319509209487,5.019262340384592,2.4625499981576935
2025-02-20,32.16961483536493,29.23822266959642,12.318475872481986,6.752554329368343,5.969990466019338,6.0733093551673765,5.016592399821596,2.4612400721800083
2025-02-25,32.17224770736059,29.24061562636832,12.319484058943647,6.753106981654793,5.970479070585876,6.069714243623372,5.012910802925084,2.461441508538317
2025-02-27,32.17224770736059,29.24061562636832,12.319484058943647,6.753106981654793,5.970479070585876,6.075852501749403,5.006772544799054,2.461441508538317
2025-02-28,32.17916104724814,29.24689900190941,12.322131333741273,6.754558124400112,5.971762038175891,6.28385720980777,4.779660808827893,2.461970435889512
2025-03-03,32.18640678125697,29.25348448281862,12.324905889794339,6.75607903824385,5.973106690984867,6.262755284807471,4.780737037969553,2.46252479412433
2025-03-04,32.18080751850154,29.248395441744712,12.322761804964307,6.754903726504683,5.972067587923243,6.279062152072827,4.779905363809025,2.4620964044796647
2025-03-05,32.18640678125697,29.25348448281862,12.324905889794339,6.75607903824385,5.973106690984867,6.262755284807471,4.780737037969553,2.46252479412433
2025-03-06,32.187065646154764,29.254083309963093,12.325158184122019,6.756217337102595,5.973228962177056,6.260836456757548,4.78083490101594,2.46257520270699
2025-03-10,32.18607735892313,29.25318507843972,12.324779746503783,6.756009890937674,5.973045557265909,6.263714669374119,4.780688107948777,2.4624995906068845
2025-03-11,32.19299664430218,29.259473857701213,12.327429297965084,6.757462281669782,5.974329628211612,6.243563468550826,4.78171584876224,2.4630289728370696
2025-03-13,32.206184468982414,29.271459968088354,12.332479215440486,6.760230468453965,5.976777005589659,6.205156250320038,4.78367467325382,2.464037949871268
2025-03-14,32.39729428466054,29.445155281934632,12.405659502661006,6.800345322792333,6.012242888019401,5.648582548836596,4.812060748790031,2.478659422305462
2025-03-18,32.40564035134723,29.45274082989502,12.408855401077453,6.802097201670178,6.013791738970937,5.62427609857837,4.81330041342242,2.4792979650383953
2025-03-19,32.41800042471337,29.463974616160137,12.413588353782114,6.804691639537928,6.016085503460589,5.626421295045904,4.77699455500966,2.4802436122902978
2025-03-21,32.43538728435784,29.479777132802365,12.420246177076693,6.808341223624254,5.9656787816153125,5.629438933273924,4.779556617220844,2.4815738500287763
2025-03-24,32.47960703389498,29.519967445617034,12.437178923102664,6.817623158229587,5.9727790825695655,5.502847475692659,4.785039856397163,2.484957024496347
2025-03-25,32.48161988749863,29.521796881939665,12.437949690445647,6.818045665722614,5.97314923267291,5.503188502798074,4.7791391145733275,2.48511102434913
2025-03-28,32.48967379737707,29.529116895299843,12.441033715387332,6.819736219504384,5.9746302919851315,5.479757750075936,4.780324115686529,2.485727214683767
2025-03-31,32.48933813805871,29.52881182226924,12.440905183813806,6.819665763025655,5.974568566516795,5.481767389579476,4.779241602750595,2.485701533985718
2025-04-03,32.48967379737707,29.528083758469137,12.441033715387332,6.819736219504384,5.9746302919851315,5.481824023737352,4.779290978855821,2.485727214683767
2025-04-08,32.60927273179755,29.636780674757564,12.486830862651082,6.8448406015910805,5.996623723526923,5.341277675927231,4.589496213095307,2.4948775166532555
2025-04-09,32.590010218188375,29.61927403191474,12.479454808870134,6.840797308864952,6.075987671848995,5.31532334451876,4.585748839831451,2.4934037759625927
2025-04-10,32.596766402763,29.625414357768783,12.482041905330522,6.8422154639666815,6.077247275448667,5.296730953017685,4.585662962064626,2.4939206796400293
2025-04-23,32.59102346732772,29.620194918521403,12.479842804969552,6.841009994652385,6.076176579101186,5.313415882833325,4.584855054740516,2.4934812978539065
2025-04-24,32.590685710614075,29.619887949956787,12.479713470255751,6.840939097920462,6.076113608711963,5.314397166207565,4.584807539645527,2.4934554566878706
2025-04-25,32.59136123104219,29.620501893448687,12.479972142364126,6.841080892853811,6.076239550795622,5.312434579119625,4.58490257082037,2.493507139555563
2025-04-29,32.590347960901035,29.618544649593343,12.479584138222638,6.840868202658,6.058432890886028,5.334032516146149,4.584760025535372,2.493429616057438
