date,THE HONGKONG AND SHANGHAI BANKING,UBS SECURITIES HONG KONG LTD,INTERACTIVE BROKERS HONG KONG LTD,CITIBANK N.A.,PHILLIP SECURITIES (HONG KONG) LTD,ABN AMRO CLEARING HONG KONG LTD,BOCI SECURITIES LTD,HANG SENG SECURITIES LTD,DBS BANK (HONG KONG) LTD
2024-03-01,97.2843468297992,1.7920570092757993,0.0,0.0,0.0,0.9235961609249985,0.0,0.0,0.0
2024-03-04,97.29985592431564,1.7923397636138771,0.0,0.0,0.0,0.9078043120704824,0.0,0.0,0.0
2024-03-08,97.21015179283692,1.783362817203719,0.0,0.09951801435288611,0.0,0.9069673756064628,0.0,0.0,0.0
2024-03-11,97.31862330172302,1.7853527745497964,0.0,0.09962906107978772,0.0,0.7963948626473913,0.0,0.0,0.0
2024-03-12,97.39003231950689,1.786665730794141,0.0,0.09970232872735163,0.24550701425823063,0.4780926067133965,0.0,0.0,0.0
2024-03-15,96.13616107281094,1.7636628758412831,1.28826124886228,0.09841868726792873,0.2423461755285477,0.47114993968902846,0.0,0.0,0.0
2024-03-22,96.13568866311205,1.7636628758412831,1.28826124886228,0.09841868726792873,0.2423461755285477,0.47162234938791453,0.0,0.0,0.0
2024-03-27,96.11752592252056,1.7633296702258636,1.288017860010517,0.09840009320456829,0.24230038950692895,0.49042606453156834,0.0,0.0,0.0
2024-04-02,96.11797990739326,1.7633379988317888,1.28802394361097,0.09840055797052391,0.2423015339466181,0.4899560582468327,0.0,0.0,0.0
2024-04-03,96.11701541416717,1.763418512745422,1.2880827547116338,0.09840505093445437,0.24231259742100042,0.4907656700203108,0.0,0.0,0.0
2024-04-08,96.1442633278211,1.7639184187731318,1.2884479092841956,0.09843294747617923,0.24238128986534374,0.4625561067800614,0.0,0.0,0.0
2024-04-11,96.1442633278211,1.7639184187731318,1.2569493660918183,0.09559807858886527,0.24238128986534374,0.49688951885975274,0.0,0.0,0.0
2024-04-16,96.1442633278211,1.7639184187731318,1.2443499488148673,0.09559807858886527,0.24238128986534374,0.5094889361367037,0.0,0.0,0.0
2024-04-23,96.1442633278211,1.7639184187731318,1.2443499488148673,0.0940231514292464,0.24238128986534374,0.5110638632963225,0.0,0.0,0.0
2024-04-24,71.87065417852457,26.03768176656708,1.2443519085784842,0.09402329950909442,0.24238167159882132,0.510907175221947,0.0,0.0,0.0
2024-04-25,71.87076736992636,26.037722774148435,1.2443538683482742,0.09118856977264281,0.24238205333350135,0.5135853644707913,0.0,0.0,0.0
2024-04-29,71.88435292709207,26.04264462185033,1.2445890855475814,0.09120580692723068,0.24242787022626602,0.4947796883565312,0.0,0.0,0.0
2024-04-30,71.95882498568999,26.06962475420667,1.2458784775715068,0.09130029597695259,0.24267902505791025,0.39169246149697795,0.0,0.0,0.0
2024-05-03,71.96563377705165,26.07209147925206,1.2459963634127147,0.09130893487102416,0.2505870423317053,0.37438240308084864,0.0,0.0,0.0
2024-05-09,72.01294410600036,26.07209147925206,1.2459963634127147,0.09130893487102416,0.2505870423317053,0.3270720741321314,0.0,0.0,0.0
2024-05-10,72.01043291224275,26.07061138821125,1.2459256292310772,0.09130375133841206,0.25057281671284415,0.33115350226367074,0.0,0.0,0.0
