date,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,EVER-LONG SECURITIES CO LTD,FUTU SECURITIES INTERNATIONAL,PRUDENTIAL BROKERAGE LTD,BRIGHT SMART SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,UOB KAY HIAN (HONG KONG) LTD,BOCI SECURITIES LTD,HAITONG INTERNATIONAL SECURITIES CO LTD,TOTAL_CCASS_PCT
2024-03-05,12.717385558727138,0.0,0.0,3.9509329738873027,0.0,0.0,0.0,0.0,0.0,0.0,16.66831853261444
2024-03-08,12.723993022518238,0.0,0.0,3.9816576805159105,0.0,0.0,0.0,0.0,0.0,0.0,16.70565070303415
2024-03-11,12.723993022518238,0.0,0.0,3.959192303626176,0.0,0.0,0.0,1.015567184691828,1.5738978750396446,0.0,19.272650385875885
2024-03-13,12.719037424674912,0.0,0.0,3.959192303626176,0.0,0.0,0.0,1.0486045036473202,1.5738978750396446,0.0,19.300732106988054
2024-03-14,12.378753039433343,0.0,0.0,3.852812136589492,0.0,0.0,0.0,1.2963843958135108,1.5738978750396446,0.0,19.10184744687599
2024-03-15,12.378753039433343,0.0,0.0,3.8270430278042076,0.0,0.0,2.8587192092187337,1.2963843958135108,1.623453853472883,0.0,21.984353525742677
2024-03-18,12.37049370969447,0.0,0.0,3.8115154878951265,0.0,3.4760215139021033,2.8587192092187337,1.3221535045987947,1.623453853472883,0.0,25.46235727878211
2024-03-19,12.37049370969447,0.0,0.0,3.8115154878951265,0.0,3.451243524685485,2.8587192092187337,1.3386721640765409,1.623453853472883,0.0,25.45409794904324
2024-03-20,12.362234379955597,0.0,0.0,3.8115154878951265,0.0,3.451243524685485,2.8587192092187337,1.3386721640765409,1.623453853472883,0.0,25.445838619304368
2024-03-22,12.362234379955597,0.0,0.0,3.8118458610846813,0.0,3.442984194946612,2.8587192092187337,1.3386721640765409,1.6317131832117562,0.0,25.446168992493924
2024-03-27,12.368841843746695,0.0,0.0,3.8409187017655144,0.0,3.442984194946612,2.8587192092187337,1.3386721640765409,1.6317131832117562,0.0,25.48184929696585
2024-03-28,12.39064647425732,0.0,0.0,3.8495084046939425,0.0,3.438028597103288,2.8587192092187337,1.3386721640765409,1.6317131832117562,0.0,25.507288032561583
2024-04-03,12.39064647425732,13.970282931599534,0.0,3.8475261655566126,0.0,3.434724865207739,2.885479437572682,1.3386721640765409,1.6366687810550797,0.0,39.504000819325505
2024-04-05,12.39064647425732,13.970282931599534,0.0,3.8475261655566126,0.0,3.426465535468866,2.885479437572682,1.3386721640765409,1.6366687810550797,0.0,39.49574148958664
2024-04-08,12.39064647425732,13.970282931599534,0.0,3.847195792367058,0.0,3.426465535468866,2.885479437572682,1.3386721640765409,1.6366687810550797,0.0,39.49541111639709
2024-04-10,12.39064647425732,13.970282931599534,0.0,3.871313035204567,0.0,3.426465535468866,2.885479437572682,1.3386721640765409,1.6366687810550797,0.0,39.51952835923459
2024-04-11,12.387342742361772,13.970282931599534,0.0,3.8716434083941222,0.0,3.426465535468866,2.885479437572682,1.3386721640765409,1.6366687810550797,0.0,39.5165550005286
2024-04-12,12.387342742361772,13.970282931599534,0.0,3.888822814250978,0.0,3.426465535468866,2.885479437572682,1.3386721640765409,1.6366687810550797,0.0,39.53373440638545
2024-04-16,12.379083412622899,13.970282931599534,0.0,3.888822814250978,0.0,3.426465535468866,2.8868009303309017,1.3386721640765409,1.6366687810550797,0.0,39.5267965694048
2024-04-17,12.379083412622899,13.970282931599534,0.0,3.888822814250978,0.0,3.4182062057299927,2.8868009303309017,1.3386721640765409,1.6366687810550797,0.0,39.518537239665925
2024-04-18,12.369172216936251,13.96532733375621,0.0,3.888822814250978,0.0,3.4205188180568773,2.8868009303309017,1.3386721640765409,1.6366687810550797,0.0,39.50598305846284
2024-04-19,12.369172216936251,13.96532733375621,0.0,3.83794534305952,0.0,3.4205188180568773,2.8868009303309017,1.3386721640765409,1.6366687810550797,0.0,39.45510558727138
2024-04-22,12.369172216936251,13.96532733375621,0.0,3.8442224336610633,0.0,3.4205188180568773,2.8868009303309017,1.3386721640765409,1.6366687810550797,2.4675573527857066,41.92894003065864
2024-04-24,12.369172216936251,12.974207765091448,0.0,3.8442224336610633,0.0,3.4205188180568773,2.8868009303309017,1.3386721640765409,1.6366687810550797,2.4675573527857066,40.937820461993866
2024-04-29,12.369172216936251,12.974207765091448,0.0,3.8237392959086582,0.0,3.4205188180568773,2.8868009303309017,1.3386721640765409,1.669706100010572,2.4675573527857066,40.95037464319696
2024-04-30,12.362895126334708,12.974207765091448,0.0,3.8306771328893117,0.0,3.4205188180568773,2.8868009303309017,1.3386721640765409,1.669706100010572,2.4675573527857066,40.95103538957606
2024-05-02,12.362895126334708,12.974207765091448,0.0,3.8290252669415374,0.0,3.4647888254572363,2.8868009303309017,1.3105904429643724,1.669706100010572,2.4675573527857066,40.965571809916476
2024-05-03,12.362895126334708,12.960332091130141,0.0,3.8419098213341787,0.0,3.4647888254572363,2.8868009303309017,1.3105904429643724,1.669706100010572,2.4675573527857066,40.964580690347816
2024-05-06,12.362895126334708,12.961323210698804,0.0,3.8419098213341787,0.0,3.4647888254572363,2.8868009303309017,1.3105904429643724,1.669706100010572,2.4675573527857066,40.965571809916476
2024-05-08,12.362895126334708,12.961323210698804,0.0,3.8310075060788664,0.0,3.4647888254572363,2.8868009303309017,1.3105904429643724,1.71926207844381,2.4675573527857066,41.00422547309441
2024-05-10,12.346376466856961,12.961323210698804,0.0,3.8571069880537054,0.0,3.4565294957183634,2.8868009303309017,1.3105904429643724,1.71926207844381,2.4675573527857066,41.00554696585263
2024-05-13,12.346376466856961,12.961323210698804,0.0,3.850499524262607,0.0,3.40994687599112,2.8868009303309017,1.3654323924304894,1.7522993973993022,2.4675573527857066,41.040236150755895
2024-05-14,12.35298393064806,12.954715746907707,0.0,3.8336504915953062,0.0,3.40994687599112,2.8868009303309017,1.3974785918173167,1.782032984459245,2.4675573527857066,41.08516690453536
2024-05-16,12.34968019875251,12.954715746907707,0.0,3.8511602706417167,0.0,3.40994687599112,2.8967121260175492,1.3974785918173167,1.782032984459245,2.4675573527857066,41.10928414737287
2024-05-17,12.34968019875251,12.954715746907707,0.0,3.8742863939105616,0.0,3.4066431440955705,2.8967121260175492,1.3974785918173167,1.782032984459245,2.4675573527857066,41.12910653874617
2024-05-20,12.366198858230257,12.954715746907707,0.0,3.855124748916376,0.0,3.3835170208267256,2.8967121260175492,1.3974785918173167,1.782032984459245,2.4675573527857066,41.10333742996089
2024-05-21,12.361243260386933,12.954715746907707,0.0,3.8557854952954855,0.0,3.3802132889311767,2.8967121260175492,1.3974785918173167,1.782032984459245,2.4675573527857066,41.09573884660112
2024-05-22,12.410799238820172,12.889301855375832,0.0,3.8372845966804103,0.0,3.3716235860027486,2.8967121260175492,1.3974785918173167,1.782032984459245,2.4675573527857066,41.05279033195898
2024-05-23,12.410799238820172,12.889301855375832,0.0,3.8372845966804103,0.0,3.371293212813194,2.8967121260175492,1.3974785918173167,1.782032984459245,2.4675573527857066,41.052459958769425
2024-05-27,12.410799238820172,12.889301855375832,0.0,3.840588328575959,0.0,3.3445329844592453,2.8967121260175492,1.3974785918173167,1.782032984459245,2.4675573527857066,41.029003462311024
2024-05-28,12.410799238820172,12.889301855375832,0.0,3.836954223490855,0.0,3.3230587271381755,2.8967121260175492,1.3974785918173167,1.782032984459245,2.4675573527857066,41.00389509990485
2024-05-29,12.410799238820172,12.889301855375832,0.0,3.8343112379744158,0.0,3.3114956655037533,2.8967121260175492,1.3974785918173167,1.782032984459245,2.4675573527857066,40.98968905275399
2024-05-30,12.410799238820172,12.889301855375832,0.0,3.8392668358177398,0.0,3.3114956655037533,2.8967121260175492,1.3974785918173167,1.782032984459245,2.4675573527857066,40.994644650597316
2024-05-31,12.410799238820172,12.889301855375832,0.0,3.842570567713289,0.0,3.308191933608204,2.8967121260175492,1.3974785918173167,1.782032984459245,2.4675573527857066,40.994644650597316
2024-06-03,12.410799238820172,12.889301855375832,0.0,3.8458742996088384,0.0,3.2982807379215564,2.8967121260175492,1.3974785918173167,1.782032984459245,2.4675573527857066,40.98803718680622
2024-06-04,12.410799238820172,12.889301855375832,0.0,3.8409187017655144,0.0,3.2939858864573424,2.8967121260175492,1.4225869542234908,1.732477006026007,2.4675573527857066,40.95433912147162
2024-06-05,12.410799238820172,12.889301855375832,0.0,3.841249074955069,0.0,3.2675560312929486,2.8967121260175492,1.4358018818056877,1.732477006026007,2.4675573527857066,40.94145456707897
2024-06-06,12.410799238820172,12.889301855375832,0.0,3.846204672798393,0.0,3.252689237762977,2.8967121260175492,1.4358018818056877,1.732477006026007,2.4675573527857066,40.93154337139232
2024-06-07,12.410799238820172,12.889301855375832,0.0,3.902368115022729,0.0,3.310834919124643,2.8967121260175492,1.4358018818056877,1.732477006026007,2.4675573527857066,41.04585249497833
2024-06-11,12.410799238820172,12.889301855375832,0.0,3.885849455544984,0.0,3.327353578602389,2.8967121260175492,1.4358018818056877,1.732477006026007,2.4675573527857066,41.04585249497833
2024-06-12,12.410799238820172,12.889301855375832,0.0,3.8990643831271807,0.0,3.3141386510201922,2.8967121260175492,1.4358018818056877,1.732477006026007,2.4675573527857066,41.04585249497833
2024-06-13,12.324241463156781,13.61612287239666,0.0,4.073171054022624,3.8726345279627865,3.120209588751454,3.012342742361772,1.2706152870282272,1.7397452161962152,2.3849640553969764,45.41404680727349
2024-06-14,12.585236282905168,13.275177740775982,0.0,3.9463077492335343,3.887831694682313,3.117896976424569,3.0883285759594035,1.4358018818056877,1.7694788032561581,2.335408076963738,45.441467782006555
2024-06-17,12.65031980124749,12.95702835923459,0.0,4.099270535997463,3.887831694682313,3.0531438312718047,3.0883285759594035,1.6009884765831484,1.7694788032561581,2.335408076963738,45.44179815519611
2024-06-18,12.468614546992281,12.95702835923459,0.0,4.118101807802093,3.887831694682313,3.0405896500687177,3.121365894914896,1.7661750713606088,1.7694788032561581,2.335408076963738,45.46459390527539
2024-06-19,12.468614546992281,12.95702835923459,0.0,4.119423300560313,3.887831694682313,3.035964425414949,3.129625224653769,1.7661750713606088,1.7694788032561581,2.335408076963738,45.46954950311872
2024-06-20,12.551207844381013,12.95702835923459,0.0,4.07085844169574,3.887831694682313,3.0412503964478277,3.129625224653769,1.7661750713606088,1.7694788032561581,2.335408076963738,45.50886391267576
2024-06-21,12.551207844381013,12.95702835923459,0.0,4.061277619198647,3.887831694682313,3.0409200232582725,3.129625224653769,1.7661750713606088,1.7694788032561581,2.335408076963738,45.49895271698911
2024-06-24,12.551207844381013,12.95702835923459,0.0,4.077796278676392,3.887831694682313,3.0409200232582725,3.129625224653769,1.7661750713606088,1.7694788032561581,2.335408076963738,45.51547137646686
2024-06-25,12.501651865947775,12.955376493286815,0.0,4.082751876519717,3.887831694682313,2.9983018818056877,3.1273126123268846,1.9439158473411564,1.7694788032561581,2.335408076963738,45.60202915213025
2024-06-26,12.501651865947775,12.955376493286815,0.0,4.086055608415266,3.887831694682313,2.9983018818056877,3.1190532825880113,1.9439158473411564,1.7694788032561581,2.335408076963738,45.59707355428692
2024-06-27,12.501651865947775,12.955376493286815,0.0,4.114798075906545,3.887831694682313,2.9983018818056877,3.1190532825880113,1.9194682313140925,1.736441484300666,2.335408076963738,45.568331086795645
2024-06-28,12.501651865947775,12.955376493286815,0.0,4.121075166508088,3.887831694682313,2.9900425520668144,3.1190532825880113,1.9194682313140925,1.736441484300666,2.335408076963738,45.56634884765832
2024-07-03,12.501651865947775,12.953724627339042,0.0,4.121075166508088,3.887831694682313,2.9484155301828947,3.1190532825880113,1.9194682313140925,1.736441484300666,2.335408076963738,45.523069959826614
2024-07-04,12.501651865947775,12.953724627339042,0.0,4.121735912887197,3.887831694682313,2.9401562004440214,3.1190532825880113,1.9194682313140925,1.736441484300666,2.335408076963738,45.51547137646686
2024-07-05,12.501651865947775,12.953724627339042,0.0,4.125039644782746,3.887831694682313,2.9302450047573743,3.1190532825880113,1.9194682313140925,1.7645232054128344,2.335408076963738,45.53694563378793
2024-07-08,12.501651865947775,12.953724627339042,0.0,4.108520985305001,3.887831694682313,2.9104226133840787,3.1190532825880113,1.9194682313140925,1.7645232054128344,2.335408076963738,45.50060458293689
2024-07-09,12.501651865947775,12.953724627339042,0.0,4.106208372978116,3.887831694682313,2.867474098741939,3.1190532825880113,1.9640686119040067,1.7645232054128344,2.335408076963738,45.499943836557776
