date,HANG SENG BANK LTD,CITIBANK N.A.,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,FB SECURITIES (HONG KONG) LTD,LUK FOOK SECURITIES (HK) LTD,HANG SENG SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-01,0.0,0.0,0.0,0.0,2.9122762144780188,0.0,0.0,0.0,0.0,0.0,2.9122762144780188
2024-03-04,0.0,0.0,0.8848549404130595,0.0,2.9122762144780188,0.0,0.0,0.0,0.0,0.0,3.797131154891078
2024-03-05,0.0,0.5899331892516049,0.8849390744925115,2.4485709411087884,2.916482918450621,0.0,0.0,1.081530971244135,0.0,0.0,7.9214570945476614
2024-03-06,0.0,0.5899331892516049,0.8851494096911416,2.4485709411087884,2.916482918450621,0.0,0.0,1.081530971244135,0.0,1.4932200975898993,9.414887527336191
2024-03-08,0.0,0.5899331892516049,0.8851494096911416,2.4467620584005694,2.916482918450621,0.0,0.0,1.081530971244135,0.7457350333351286,1.4932200975898993,10.1588136779631
2024-03-12,0.0,0.5899331892516049,0.8855700800884018,2.4467620584005694,2.918586270436922,0.0,0.0,1.081530971244135,0.7457350333351286,1.4932200975898993,10.161337700346662
2024-03-13,0.0,0.5899331892516049,0.8874630968760727,2.446299320963583,2.920395153145141,0.0,0.0,1.0604974513811234,0.7457350333351286,1.4932200975898993,10.143543342542554
2024-03-14,0.0,0.5907745300461253,0.8876313650349769,2.4465096561622133,2.9246018571177435,0.0,0.0,1.0604974513811234,0.7457350333351286,1.496164790370721,10.151914683448032
2024-03-15,0.0,0.5907745300461253,0.8876313650349769,2.4500853545389254,2.9245808235978803,0.0,0.0,1.0570269206037266,0.7457350333351286,1.496164790370721,10.151998817527485
2024-03-18,0.0,0.5907745300461253,0.8880941024719633,2.4500432874991995,2.9245808235978803,0.0,0.0,1.0570269206037266,0.7457350333351286,1.4960385892515429,10.152293286805566
2024-03-19,0.0,0.5907745300461253,0.8847287392938814,2.4500432874991995,2.9245808235978803,0.0,0.0,1.0570269206037266,0.7457350333351286,1.4960385892515429,10.148927923627484
2024-03-20,0.0,0.5907745300461253,0.8846025381747032,2.4500432874991995,2.9245808235978803,0.0,0.0,1.0567955518852334,0.7457350333351286,1.4930938964707212,10.145625661008992
2024-03-25,0.0,0.5899331892516049,0.8846866722541553,2.4507163601348156,2.9350975835293864,0.0,0.0,1.0567955518852334,0.7457350333351286,1.492462890874831,10.155427281265156
2024-03-28,31.394065272774057,2.903620374182873,0.8970964489733322,2.4485288740690625,2.9393042875019884,0.0,0.0,1.057931361957836,0.7457350333351286,1.4645303764967517,43.85081202929103
2024-04-02,31.394065272774057,2.9044617149773932,0.89680197969525,2.4483185388704323,2.9393042875019884,0.0,0.0,1.0577925407267403,0.7478383853214297,1.459860935087163,43.84844365495446
2024-04-03,31.394065272774057,2.9044617149773932,0.9002514769527838,2.436834237025228,2.9257418738943186,0.0,0.0,1.0419753337897555,0.768409167747455,1.4481831248592192,43.81992220202021
2024-04-05,31.394065272774057,2.9043775808979415,0.8961709740993596,2.4372549074224885,2.924437795662812,0.0,0.0,1.0419753337897555,0.7723214024419751,1.4481831248592192,43.818786391947604
2024-04-08,31.394065272774057,2.9043775808979415,0.8960868400199076,2.436834237025228,2.9208620972861,0.0,0.0,1.0419753337897555,0.7742144192296462,1.4511278176400406,43.819543598662676
2024-04-09,31.394065272774057,2.9043775808979415,0.8976012534500444,2.436834237025228,2.9208620972861,0.0,0.0,1.0419753337897555,0.7742144192296462,1.4511278176400406,43.82105801209281
2024-04-10,31.394065272774057,2.9042934468184893,0.8976012534500444,2.436750102945776,2.9208620972861,0.0,0.0,1.0419753337897555,0.7742144192296462,1.4511278176400406,43.82088974393391
2024-04-11,31.394065272774057,2.9042934468184893,0.902270694859633,2.4392741253293373,2.9208620972861,0.0,0.0,1.0419753337897555,0.7742144192296462,1.4511278176400406,43.82808320772706
2024-04-12,31.394065272774057,2.9042934468184893,0.9027334322966192,2.4392741253293373,2.9208620972861,0.0,0.0,1.0419753337897555,0.7742144192296462,1.4507912813222326,43.828209408846234
2024-04-15,31.394065272774057,2.9042934468184893,0.9027334322966192,2.4392741253293373,2.9208620972861,0.0,0.0,1.0419753337897555,0.7478383853214297,1.4507912813222326,43.80183337493802
2024-04-16,31.394065272774057,2.9042934468184893,0.9067298010705913,2.4392741253293373,2.9208620972861,0.0,0.0,1.0419753337897555,0.7478383853214297,1.4507912813222326,43.805829743711996
2024-04-17,31.394065272774057,2.9042934468184893,0.9067718681103174,2.4392741253293373,2.9196000860943196,0.0,0.0,1.0419753337897555,0.7478383853214297,1.4507912813222326,43.80460979955994
2024-04-18,31.394065272774057,2.9042934468184893,0.905930527315797,2.44125127619646,2.9196000860943196,0.0,0.0,1.0419753337897555,0.7478383853214297,1.4507912813222326,43.80574560963254
2024-04-19,31.394065272774057,2.9042934468184893,0.905888460276071,2.44125127619646,2.9196000860943196,0.0,0.0,1.0419753337897555,0.7478383853214297,1.447846588541411,43.802758849811994
2024-04-22,31.394065272774057,2.9042934468184893,0.9003356110322359,2.433237505128653,2.9196000860943196,0.0,0.0,1.0419753337897555,0.7478383853214297,1.4430088789729183,43.78435451993185
2024-04-23,28.239037293322326,6.059910364826384,0.902438963018537,2.4301245441889274,2.9196842201737714,0.0,0.0,1.0419753337897555,0.7478383853214297,1.4430088789729183,43.78401798361405
2024-04-24,28.239037293322326,6.059910364826384,0.9066456669911395,2.4301245441889274,2.913416231254594,0.0,0.0,1.0419753337897555,0.7478383853214297,1.4430088789729183,43.78195669866747
2024-04-25,28.239037293322326,6.059910364826384,0.9068770357096325,2.4301245441889274,2.913416231254594,0.0,0.0,1.0419753337897555,0.7478383853214297,1.4434716164099046,43.78265080482295
2024-04-26,28.239037293322326,6.059321426270219,0.9133974268671661,2.430881750903996,2.9129534938176076,0.0,0.0,1.0419753337897555,0.7478383853214297,1.4457853035948358,43.791190413887335
2024-04-29,28.239037293322326,6.059910364826384,0.9145332369397687,2.430881750903996,2.9129534938176076,0.0,0.0,1.0419753337897555,0.7478383853214297,1.440400722509905,43.78753058143117
2024-04-30,21.92898133441887,12.369966323729841,0.9077604435438791,2.435509125273858,2.9224185777559626,0.0,0.0,1.0421015349089335,0.7533491675255387,1.4441867560852468,43.80427326324213
2024-05-02,21.92898133441887,12.371017999722993,0.9138601643041523,2.435509125273858,2.9161085217970597,0.0,0.0,1.0378948309363314,0.7626039162652638,1.4441867560852468,43.810162648803775
2024-05-03,21.92898133441887,12.371017999722993,0.9201702202630557,2.425413035739613,2.9192635497765114,0.09616104610971611,0.0,1.0378948309363314,0.7625618492255378,1.4458694376742878,43.90733330386691
2024-05-06,21.92898133441887,12.371017999722993,0.9176041308397683,2.425413035739613,2.92763489068199,0.09616104610971611,0.0,1.0420594678692077,0.7643707319337567,1.4458694376742878,43.9191120749902
2024-05-07,21.92898133441887,12.371017999722993,0.9214322314548365,2.424992365342353,2.9350386896737697,0.09616104610971611,0.0,1.0417818254070157,0.7657589442447156,1.4458694376742878,43.93103387404856
2024-05-08,21.92898133441887,12.371017999722993,0.9229466448849732,2.424992365342353,2.929780309708017,0.09616104610971611,0.0,1.0417818254070157,0.7657589442447156,1.4458694376742878,43.92728990751294
2024-05-09,21.92898133441887,12.371017999722993,0.9229466448849732,2.424992365342353,2.929780309708017,0.09616104610971611,0.0,1.0417818254070157,0.7783790561625225,1.4458694376742878,43.93991001943075
2024-05-10,21.92898133441887,12.369124982935322,0.9467565893699024,2.431302421301256,2.969104578443903,0.09616104610971611,0.0,1.0413190879700296,0.7764019052953993,1.4429247448934663,44.002076690737866
2024-05-13,21.92898133441887,12.370176658928472,0.973595360715105,2.431302421301256,2.9501744105671928,0.09616104610971611,0.0406872408230095,1.0413190879700296,0.7965520173241644,1.4471314488660685,44.07608102702388
2024-05-14,21.92898133441887,12.370176658928472,1.0097309478397587,2.479132645469744,2.932085583485003,0.09616104610971611,0.0406872408230095,1.0413190879700296,0.8021469336077255,1.4465004432701782,44.146921921922505
2024-05-16,21.92898133441887,12.370176658928472,1.0165037412356486,2.478459572834128,2.9324641868425374,0.09616104610971611,0.0406872408230095,1.0413190879700296,0.8042082185543006,1.4465004432701782,44.15546153098689
2024-05-17,10.360545409762528,23.938612583584813,1.019153964738388,2.495244321684811,2.9240928459370585,0.09616104610971611,0.06424478306958242,1.0413190879700296,0.806690173898136,1.446479409750315,44.192543626505376
2024-05-20,10.360545409762528,23.938612583584813,1.0303437973055103,2.495244321684811,2.923251505142538,0.09616104610971611,0.06424478306958242,1.0411928868508513,0.7988657045090957,1.446479409750315,44.19494144776976
2024-05-21,10.360545409762528,23.938612583584813,1.0310589369808527,2.496464265836866,2.923251505142538,0.09616104610971611,0.06424478306958242,1.0388791996659203,0.7992863749063559,1.4490034321338765,44.19750753719305
2024-05-22,10.360545409762528,23.955229064276594,1.0563412278561926,2.6249790721998663,2.935661281861715,0.09616104610971611,0.06003807909698011,1.0325691437070168,0.8034930788789582,1.4439553873667539,44.36897279111632
2024-05-23,10.360545409762528,23.974369567351932,1.063156088291808,2.6249790721998663,2.935661281861715,0.09616104610971611,0.06003807909698011,1.0325691437070168,0.8075315146926564,1.4469000801475755,44.40191128322179
2024-05-24,10.360545409762528,23.974369567351932,1.0616416748616713,2.6249790721998663,2.935661281861715,0.09616104610971611,0.06003807909698011,1.0325691437070168,0.8075315146926564,1.4469000801475755,44.400396869791656
2024-05-27,10.360545409762528,23.974369567351932,1.0635346916493422,2.628344435377948,2.935661281861715,0.09616104610971611,0.06003807909698011,1.0325691437070168,0.8075315146926564,1.4439553873667539,44.40271055697659
2024-05-28,10.360545409762528,23.974369567351932,1.066395250350712,2.628344435377948,2.935661281861715,0.09616104610971611,0.06003807909698011,1.0325691437070168,0.8075315146926564,1.4439553873667539,44.40557111567796
2024-05-29,10.360545409762528,24.71504393580802,1.0938650272918051,2.628344435377948,2.935661281861715,0.09616104610971611,0.06003807909698011,1.0325691437070168,0.8075315146926564,1.4229218675037423,45.15268174121213
2024-05-30,10.360545409762528,24.665404828931315,1.1026570385945438,2.628344435377948,2.937638432728838,0.09616104610971611,0.06003807909698011,1.0325691437070168,0.8285650345556679,1.4258244932448378,45.13774794210939
2024-05-31,10.360545409762528,24.30051532634779,1.1640749165945374,2.6398287372231524,2.9586719525918497,0.09910573889053771,0.06739981104903414,1.0325691437070168,0.8607463199460756,1.4358364486996313,44.919293804812156
2024-06-03,10.360545409762528,24.223490576609443,1.1739606709301529,2.644245776394385,2.979705472454861,0.09910573889053771,0.06739981104903414,1.0325691437070168,0.8691176608515542,1.4522425941927803,44.902382854842294
2024-06-04,10.360545409762528,24.223490576609443,1.1810700006438508,2.64609672614233,2.979705472454861,0.09910573889053771,0.06739981104903414,1.0325691437070168,0.8734505659433345,1.453504605384561,44.9169380505875
2024-06-05,10.360545409762528,24.223448509569714,1.1822478777561793,2.6547204692861643,2.9877402770425316,0.09910573889053771,0.06739981104903414,1.0311935515079758,0.8734505659433345,1.4482462254188082,44.92809843622681
2024-06-06,10.360545409762528,24.223448509569714,1.181574805120563,2.6757539891491757,2.987723450226641,0.09910573889053771,0.06739981104903414,1.0311935515079758,0.8734505659433345,1.4482462254188082,44.948442056638314
2024-06-07,10.360545409762528,24.227655213542317,1.1968451405411094,2.694263486628626,2.987723450226641,0.09910573889053771,0.06739981104903414,1.0311935515079758,0.8734505659433345,1.4482462254188082,44.986428593510915
2024-06-11,10.360545409762528,24.227655213542317,1.2003787718780954,2.7001528721902694,2.987723450226641,0.09910573889053771,0.06739981104903414,1.0309832163093458,0.8734505659433345,1.4482462254188082,44.995641275210915
2024-06-12,10.360545409762528,24.227655213542317,1.1987802243685064,2.699690134753283,2.987723450226641,0.09910573889053771,0.06739981104903414,1.0309832163093458,0.8746705100953891,1.4482462254188082,44.99479993441639
2024-06-13,10.360545409762528,24.229127559932728,1.2074039675123411,2.699690134753283,2.96668993036363,0.09910573889053771,0.06739981104903414,1.0309832163093458,0.8746705100953891,1.4454698007968907,44.98108607946571
2024-06-14,10.360545409762528,24.229127559932728,1.2083294423863138,2.699690134753283,2.96668993036363,0.09910573889053771,0.06739981104903414,1.0288798643230446,0.8746705100953891,1.4477834879818219,44.98222188953831
2024-06-17,10.360545409762528,24.22921169401218,1.2206550850260385,2.6975867827669817,2.96668993036363,0.09910573889053771,0.06739981104903414,1.0288798643230446,0.8746705100953891,1.4339854989516863,44.97873032524105
2024-06-18,9.519204615242067,24.22921169401218,1.2198978783109702,2.7186203026299935,2.96668993036363,0.09910573889053771,0.06739981104903414,1.0288798643230446,0.8746705100953891,1.4339854989516863,44.15766584386853
2024-06-19,9.519204615242067,24.22921169401218,1.2251562582767228,2.7270337105751983,2.969508422025273,0.09910573889053771,0.06739981104903414,1.0284591939257843,0.8753435827310055,1.4339854989516863,44.17440852567949
2024-06-21,9.519204615242067,24.22921169401218,1.2209916213438465,2.7270337105751983,2.9724110477663688,0.09910573889053771,0.06739981104903414,1.0284591939257843,0.8753435827310055,1.4339854989516863,44.17314651448771
2024-06-24,9.519204615242067,24.22837035321766,1.2214543587808329,2.7274543809724583,2.9724951818458205,0.09910573889053771,0.06739981104903414,1.0284591939257843,0.8753435827310055,1.433480694474974,44.17276791113017
2024-06-25,9.519204615242067,24.22370091180807,1.2117789396438476,2.7274543809724583,2.974598533832122,0.09910573889053771,0.06739981104903414,1.0284591939257843,0.8753435827310055,1.4173690182599072,44.14441472635484
2024-06-26,9.519204615242067,24.22370091180807,1.2164904480931622,2.7274543809724583,2.974598533832122,0.09910573889053771,0.06739981104903414,1.0284591939257843,0.874207772658403,1.4173690182599072,44.147990424731546
2024-06-27,9.519204615242067,24.225509794516288,1.2538459793698706,2.732081755342321,3.0158242327636247,0.09910573889053771,0.06739981104903414,1.0305625459120855,0.8751332475323755,1.4209447166366191,44.23961243725483
2024-06-28,9.519204615242067,24.246375046220397,1.2501020128342546,2.732081755342321,3.0101872494403374,0.09910573889053771,0.06739981104903414,1.0305625459120855,0.8720623536323758,1.4209447166366191,44.248025845200026
2024-07-02,9.519204615242067,24.44244951838339,1.2572534095876786,2.7299784033560197,3.003877193481434,0.09910573889053771,0.06739981104903414,1.0305625459120855,0.8720623536323758,1.4097969511092232,44.43169054064385
2024-07-03,9.519204615242067,24.442617786542296,1.2557810631972677,2.7299784033560197,3.003877193481434,0.09910573889053771,0.06739981104903414,1.0305625459120855,0.8720623536323758,1.4097969511092232,44.43038646241234
