date,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,INTERACTIVE BROKERS HONG KONG LTD,WEALTH LINK SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,ICBC (ASIA) SECURITIES LTD,CELESTIAL SECURITIES LTD,HANG SENG SECURITIES LTD,CHINA GALAXY INTERNATIONAL SECURITIES
2024-03-01,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-04,0.0,75.8261148540263,0.0,0.0,0.0,24.173885145973692,0.0,0.0,0.0,0.0
2024-03-06,0.0,75.7717041800643,0.0,0.0,0.0,24.228295819935692,0.0,0.0,0.0,0.0
2024-03-14,0.0,75.7678083293134,0.0,0.0,0.0,24.232191670686607,0.0,0.0,0.0,0.0
2024-03-21,34.17555373256768,25.7697566311184,31.812961443806397,0.0,0.0,8.24172819250752,0.0,0.0,0.0,0.0
2024-03-27,32.013319672131146,25.829918032786885,29.800204918032787,0.0,0.0,7.720286885245901,0.0,4.636270491803279,0.0,0.0
2024-04-02,32.013319672131146,24.293032786885245,29.800204918032787,0.0,0.0,7.720286885245901,0.0,6.173155737704918,0.0,0.0
2024-04-03,32.010039954922654,24.11638151828706,29.7971519311546,0.0,0.0,7.7194959532834755,0.0,6.356930642352218,0.0,0.0
2024-04-09,32.013319672131146,24.108606557377048,29.800204918032787,0.0,0.0,7.720286885245901,0.0,6.357581967213115,0.0,0.0
2024-04-11,32.01495978277576,24.104718479430296,29.801731646088424,0.0,0.0,7.720682412008811,0.0,6.357907679696706,0.0,0.0
2024-04-15,32.000204834084386,24.09873002867677,29.787996722654647,0.0,0.0,7.7580909463334695,0.0,6.354977468250716,0.0,0.0
2024-04-18,31.957655722614298,24.199652245064946,29.748389076403804,0.0,0.0,7.747775391224302,0.0,6.346527564692646,0.0,0.0
2024-04-26,31.96582945419203,24.180264975190546,29.755997749245484,0.0,0.0,7.749757020819479,0.0,6.348150800552458,0.0,0.0
2024-04-30,3.4716666666666667,2.6205555555555553,3.231666666666667,0.0,0.0,0.8416666666666666,0.0,0.6894444444444444,0.0,0.0
2024-05-09,26.15410371238438,19.62499476834219,24.346042774034235,18.34009961076466,0.0,6.340769262964048,0.0,5.193989871510484,0.0,0.0
2024-05-10,26.15410371238438,19.373875193571337,24.597162348805092,18.34009961076466,0.0,6.340769262964048,0.0,5.193989871510484,0.0,0.0
2024-05-13,26.17711126005362,19.302949061662197,24.618800268096514,18.35623324396783,0.0,6.346347184986595,0.0,5.198558981233244,0.0,0.0
2024-05-14,24.25006791105592,17.746129069812568,22.88408552912414,17.004928402343904,0.0,5.87915712678024,0.0,4.815864022662889,0.0,7.4197679382203425
2024-05-20,23.149074259296302,16.981174012580293,21.84510976269328,16.232876204870603,0.0,5.612233557822675,0.0,4.597215739444185,4.499418402198958,7.082898061093701
2024-05-22,22.994892477075023,17.063100722707134,21.69961288803191,16.595769734614876,0.0,5.574853913069076,0.0,4.566596505688927,4.469450536510693,7.035723222302359
2024-05-31,3.4716666666666667,2.5638888888888887,3.2761111111111108,2.5194444444444444,0.0,0.8416666666666666,0.0,0.6894444444444444,0.6747777777777778,1.0622222222222222
2024-06-03,22.983897662991108,16.974025878493194,21.689237400969525,16.71656503093208,0.0,5.572188343644028,0.0,4.564413026047682,4.467313506396063,7.032359150526323
2024-06-04,22.976292025766977,16.9684089772627,21.682060181780745,16.744124481571905,0.0,5.57034444215666,0.0,4.56290260905374,4.465835220754773,7.0300320616524985
2024-06-05,22.976292025766977,16.9684089772627,21.663676206724123,16.744124481571905,0.0,5.57034444215666,0.0,4.56290260905374,4.465835220754773,7.048416036709121
2024-06-06,22.976292025766977,16.98679295231932,21.663676206724123,16.744124481571905,0.0,5.57034444215666,0.0,4.56290260905374,4.465835220754773,7.0300320616524985
2024-06-07,22.57006975735613,17.380534095837348,21.654917930360256,16.737355100960727,0.0,5.568092441360452,0.0,4.561057900810773,4.4640297552979575,7.063943018016363
2024-06-13,22.566752166275915,17.377979318403973,21.651734858117198,16.7495939381022,0.0,5.567273983375348,0.0,4.56038746757017,4.4633735842955105,7.062904683859683
2024-06-24,22.579198164543932,17.630232079301113,21.663676206724123,16.461011265699916,0.0,5.57034444215666,0.0,4.56290260905374,4.465835220754773,7.066800011765744
2024-07-02,22.57255859087835,17.625047784279708,21.67936013173758,16.46352221601435,0.0,5.56870644279119,0.0,4.5615608551180635,4.464522010174376,7.0647219690063805
2024-07-10,22.686231905335173,17.59917197639252,21.647532078574155,16.439351675132865,0.0,5.560530874710045,0.0,4.554863904630473,4.457967525031565,7.054350060193205
2024-07-15,22.158872422871003,17.72192149554826,21.807613807791284,16.560919336232143,0.0,5.601650545744964,0.0,4.588546750672937,4.490933830271837,7.069541810867571
2024-07-19,22.187585614536516,17.726374090172005,21.83587184290612,16.582378769816295,0.0,5.60890909494791,0.0,4.594492532561291,4.496753126550317,6.967634928509549
2024-07-22,22.181837024754234,17.525612933791308,21.830214378775317,16.578082435153384,0.0,5.829533341229421,0.0,4.593302143787753,4.495588061115717,6.9658296813928695
2024-07-23,22.18430034129693,17.49054215128116,21.832638647250004,16.579923448801758,0.0,6.111510072331258,0.0,4.593812234865592,4.240669860001629,6.9666032441716705
2024-08-06,22.756167645308032,17.362004218323985,21.672190662365054,16.45807764949696,0.0,6.066596606233419,0.0,4.560052324855041,4.209505192066024,6.915405701351481
2024-08-13,22.760349288486417,17.365194637186875,21.676173115371043,16.461101964012702,0.0,6.06771139597789,0.0,4.560890274020934,4.191902857814888,6.916676467129249
