date,THE HONGKONG AND SHANGHAI BANKING,BOCI SECURITIES LTD,CITIBANK N.A.,SOOCHOW SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,CITIC SECURITIES BROKERAGE (HK) LTD,DBS BANK LTD,UBS SECURITIES HONG KONG LTD
2024-03-01,31.97596735779113,19.376420318269044,17.310876150223265,0.0,14.353872102924498,8.57427395977039,3.0460759437063896,0.0,2.544911325932043,2.8176028413832417
2024-03-04,30.420984470735128,18.183895380232702,16.777515932540062,0.0,13.56374007004589,8.049362553281455,2.9242561393675355,6.377341569779195,2.3882843447138624,1.3146195393041715
2024-03-05,30.596839246421066,18.142906908665832,16.71492087431093,0.0,13.582802987675812,8.030444144976508,2.89877230121453,6.320845929197554,2.3200299699185862,1.3924376376191852
2024-03-06,30.7621553798758,18.100020052085988,16.669575609495357,0.0,13.55282025328658,8.010329450520318,2.900342677481816,6.305743022476565,2.314486535286882,1.3845270194906893
2024-03-07,30.774163771690706,18.10393254523281,16.276234288147826,0.0,13.557551525116265,8.005513141888668,2.899298998388243,6.30280249320508,2.313407231011207,1.7670960053192
2024-03-08,30.766747645923136,18.140248418682507,16.702053429027114,0.0,13.57138426385412,7.9655319695241475,2.8924978767633975,6.298416275349224,2.311797295095323,1.3513228257810301
2024-03-11,30.685601267387025,18.181615967890224,16.719957947366858,0.0,13.58580720542149,7.972916028194913,2.8892386409696202,6.30510989540597,2.314254149654484,1.3454988977094104
2024-03-12,30.66983332097805,18.159406866352157,16.69691151693855,0.0,13.569211949409334,7.945743325892653,3.0062022989459805,6.297408114325395,2.3114272554177258,1.3438553517401544
2024-03-13,29.409909959773096,18.168701648634986,16.72031421932872,0.0,13.578695255886483,7.934776951713898,3.4344144715880875,7.095350267022729,2.3130426751741924,1.3447945508778067
2024-03-14,29.3832204978915,18.17033684866556,16.505965059011366,0.0,13.579917351076718,8.065651979916993,3.4347235720817584,7.011949387393058,2.3132508511642174,1.5349844527988281
2024-03-15,29.38076756069728,18.170729632259896,16.73453296197407,0.0,13.580210904729153,8.065671927740523,3.4347978196359685,7.0121009629365725,2.313300856125132,1.307887373901402
2024-03-18,29.3859604557838,18.172413182879595,16.724347553046158,0.0,13.581469135573318,8.066419226679367,3.4351160598010475,7.012750646640003,2.3135151875894535,1.3080085520072564
2024-03-19,29.381559478373198,18.169691598195154,16.72107085475675,0.0,13.582059852800207,8.062895214569325,3.4500412532069316,7.011700384654233,2.3131687048500176,1.3078126585941783
2024-03-20,29.367632349036633,18.19126201415251,13.998180673146615,0.0,13.577762316257203,8.041667943893634,3.476423501482463,7.0094817934421325,2.312436788841182,4.0251526197476295
2024-03-21,29.369717596874473,18.192553684156128,16.265120701193215,0.0,13.592811629774285,8.042238942280338,3.4669457511845714,7.0099795014827535,2.3126009833447347,1.7480312097095034
2024-03-22,29.368402949611973,18.19173934909077,16.70923429847097,0.0,13.592203188357042,8.041878955590818,3.466944915483018,7.009665720789037,2.312497466702398,1.3074331559039734
2024-03-25,29.317232989427687,18.149745696590408,16.668660907299717,0.0,13.767558210806111,7.872091654129131,3.458017877574199,6.993484669556175,2.307159317712839,1.4660486769037275
2024-03-26,29.29518843565832,18.13101075566036,16.651300968748156,0.0,13.826645206276073,7.808738458304583,3.4592172942696626,6.986265696664232,2.304777769549237,1.5368554148693825
2024-03-28,29.296405286544758,18.131763873755453,16.881833833789237,0.0,13.82721953149377,7.809062814310548,3.4592071388987664,6.986555889151799,2.3048735044129356,1.3030781276427317
2024-04-02,29.292214336785,18.129170063671673,16.879572651258105,0.0,13.825087680184575,7.807945701490546,3.4730176254991143,6.985556438726438,2.3045437844706727,1.3028917179138733
2024-04-03,29.279075888870548,18.123037122033598,16.87324736242682,0.0,13.823639917261312,7.805304340902479,3.467844744808219,6.983193285322409,2.3422063774749127,1.3024509608997001
2024-04-05,29.28047164000614,18.12390105809973,16.872821511214017,0.0,13.821684704248055,7.8056764244490635,3.467087402262582,6.983526178341131,2.342318031859892,1.3025130495193895
2024-04-08,29.278850780181532,18.122897785220403,16.871426190666497,0.0,13.820919586331893,7.80524433074935,3.4959575569388424,6.98313959587225,2.342188369700042,1.2793758043391932
2024-04-09,29.232829311532072,18.169000132824266,16.871400247916075,0.0,13.820898334265625,7.805232328829456,3.4959521812964183,6.983128858081286,2.3421847681782952,1.279373837076508
2024-04-10,29.22311314303373,18.170033897487727,16.872206406688843,0.0,13.821684704248055,7.8056764244490635,3.5019945840661664,6.983526178341131,2.342318031859892,1.2794466298253913
