date,SDICS INTERNATIONAL SECURITIES (HONG,VALUABLE CAPITAL LTD,CITIBANK N.A.,HAITONG INTERNATIONAL SECURITIES CO LTD,FIRST SHANGHAI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,CHINA MERCHANTS SECURITIES (HK) CO LTD
2024-06-28,45.98795756339184,0.0,18.08845927211021,14.35497891321193,14.057389301121503,7.511214950164515,0.0
2024-07-02,45.982948224492546,0.0,18.086488947106428,14.348633096495783,14.071532957263722,7.510396774641522,0.0
2024-07-03,45.98547118215156,0.0,18.086893232571967,14.341881064158487,14.074858880170654,7.5108956409473375,0.0
2024-07-04,45.93372494149194,0.0,18.06654052755585,14.32574252278924,14.038850811806542,7.635141196356429,0.0
2024-07-05,45.933115421136996,0.0,18.066300792498243,14.325552426478122,14.03999147850038,7.6350398813862626,0.0
2024-07-08,45.93274971668851,0.0,18.066156954517588,14.32517298201039,14.040941253088734,7.634979093694781,0.0
2024-07-09,45.93274971668851,0.0,18.066156954517588,14.324642203805121,14.041472031294003,7.634979093694781,0.0
2024-07-10,45.930921281791186,0.0,18.065437798968663,14.323010471760163,14.04595527772404,7.63467516975595,0.0
2024-07-11,45.930677501469965,0.0,18.065341915888013,14.322138320382447,14.047207613867297,7.634634648392274,0.0
2024-07-15,45.93140885019698,0.0,18.06562956818343,14.321835607380418,14.0482274299533,7.632898544285871,0.0
2024-07-16,45.93018994859071,0.0,18.065150152780106,14.321455542652084,14.050508369211876,7.632695986765231,0.0
2024-07-17,45.92945863867911,0.0,18.06486251575147,14.320962143409908,14.05214224474641,7.632574457413107,0.0
2024-07-18,45.929336755957955,0.0,18.064814577137216,14.32065877057767,14.05263569342982,7.632554202897339,0.0
2024-07-24,45.929336755957955,0.0,18.064814577137216,14.320393401194353,14.052901062813136,7.632554202897339,0.0
2024-07-25,45.92909299245628,0.0,18.064718700671992,14.32031739771842,14.053357214965015,7.632513694188295,0.0
2024-07-31,45.92872735205526,0.0,18.064574887882326,14.319407296430226,14.054837531701237,7.632452931930953,0.0
2024-08-05,45.92799608871807,0.0,18.064287269172226,14.319179307148355,14.056205924642768,7.632331410318581,0.0
2024-08-08,45.92775233944696,0.0,18.064191398304132,14.31910331233438,14.056662045940154,7.632290903974377,0.0
2024-08-13,45.92823984057646,0.0,18.06438314105795,14.31925530276898,14.056811250686204,7.631310464910404,0.0
2024-08-16,45.92823984057646,0.0,18.06438314105795,14.318989939723394,14.05707661373179,7.631310464910404,0.0
2024-08-20,45.92811796432385,0.0,18.064335204987884,14.318951942516426,14.057304673885564,7.631290214286274,0.0
2024-08-21,45.927386720391354,0.0,18.064047593909994,14.318193247276511,14.059203725623709,7.631168712798433,0.0
2024-08-23,45.927021107156904,0.0,18.063903791805416,14.318079264720165,14.05988787281215,7.631107963505365,0.0
2024-08-27,45.926777368234504,0.0,18.063807925007648,14.317737922761713,14.06060931948214,7.631067464513991,0.0
2024-10-09,37.11452725410314,19.187608230109372,14.597795228917732,11.570506462728398,11.362714688493657,6.166848135647705,0.0
2024-11-18,37.08589761522553,19.17280717146212,14.586534689265648,11.561581132240123,11.353949645739007,6.23922974606757,0.0
2024-12-16,37.08597708082459,19.172848253887132,14.587423042237072,11.561605905753234,11.353973974350918,6.238171742947049,0.0
2024-12-19,37.08613601304438,19.172930419265327,14.586628455313614,11.561655453097961,11.354022631887515,6.238627027391202,0.0
2025-01-08,37.08653334955358,19.173135835791904,14.587856123004183,11.56177932331773,11.354144277553605,6.236551090779,0.0
2025-01-09,37.08613601304438,19.172930419265327,14.587699832100043,11.561655453097961,11.355094008673948,6.2364842738183395,0.0
2025-01-13,37.08597708082459,19.172848253887132,14.587637316676084,11.561605905753234,11.355473895423998,6.236457547434956,0.0
2025-01-14,37.08589761522553,19.17280717146212,14.587606059165036,11.561581132240123,11.355663837578026,6.236444184329165,0.0
2025-01-16,37.08573868504903,19.172725007140276,14.587543544544799,11.561531585532398,11.356043719444113,6.236417458289386,0.0
2025-01-17,37.08581814996701,19.17276608921317,14.58757480178794,11.561127811791687,11.356282325959551,6.236430821280643,0.0
2025-01-20,37.08534136556726,19.172519599416603,14.587387260338335,11.560979179088969,11.357421951396734,6.236350644192094,0.0
2025-02-11,36.07520307822279,18.65175354007041,14.190052954076023,11.246078809347924,11.049108288083282,6.051476342726314,2.7363269874732565
2025-02-12,36.07512788524137,18.651714663478245,14.19044024514312,11.246055368698315,11.050544295844288,6.049587823577053,2.7365297180176102
2025-02-13,36.07339853317825,18.650820546585948,14.190385262633285,11.245516260725761,11.050014560187151,6.049297821356769,2.7405670153328336
2025-02-19,36.07294742512505,18.651837841087296,14.19020780785136,11.245375632363757,11.049876376629216,6.049222173176271,2.7405327437670475
2025-02-25,36.09386062089111,18.661399941415905,14.198643085472302,11.251895109114322,11.056282513203856,5.98537005887666,2.752548671025854
2025-02-26,36.09348427013665,18.661205358962647,14.199537736386677,11.251777785582274,11.056167229324721,5.985307649411488,2.752519970195541
2025-03-04,36.09371007964751,18.661322107947658,14.199626572106903,11.2518481794079,11.056236399363705,5.984719470904419,2.752537190621905
2025-03-06,36.093032659591096,18.660971865375,14.199360068280829,11.251637000573371,11.056028891843175,5.984607147483173,2.754362366853361
2025-03-13,36.090774776372555,18.659804485077153,14.198471794438214,11.250933128371658,11.055337256359563,5.99048849804209,2.754190061338761
2025-03-14,36.09273159217252,18.660816206229352,14.199241625346936,11.251543145858017,11.055936668778696,5.985391370075374,2.7543393915391103
2025-04-09,36.09145211167567,18.659737627235703,14.198946793218791,11.251144280785203,11.055544737918435,5.988932698436679,2.754241750729515
2025-05-02,36.09152737272317,18.65998506688214,14.198976402102517,11.251167742653724,11.055567791905709,5.988528129617824,2.7542474941149178
