date,KINGSTON SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,THE HONGKONG AND SHANGHAI BANKING,VALUABLE CAPITAL LTD,HAFOO SECURITIES LTD,CMB WING LUNG BANK LTD,BRIGHT SMART SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-01,0.0,23.19663401950159,17.710840095234943,7.252444065616095,7.781076053572344,38.17158796980149,0.0,1.8936027771021708,3.9938150191713637,0.0
2024-03-04,0.0,21.63028559391208,16.523501896697358,6.768624263550657,7.25866943788492,35.61993465278542,6.740358063502421,1.7513737549887192,3.707252336678426,0.0
2024-03-05,0.0,21.16686249998877,16.16006759860797,6.616104555573088,7.104787034458717,34.79453950210717,6.592329484881993,1.7057230949308853,3.6059306913838935,2.2536555380675165
2024-03-06,0.0,21.155165626541027,16.148374480043675,6.6212901251141725,7.102518716493689,34.79023221555775,6.592002161783256,1.7296476457692673,3.6083588676251064,2.2524101610720555
2024-03-07,0.0,21.17522169526541,16.15613249301189,6.62220498783518,7.103500070501171,34.75856233433002,6.592912977790507,1.7298866309400862,3.6088574340599893,2.2527213762657485
2024-03-08,0.0,21.171405208067583,16.14814443309896,6.62187560813302,7.102594099874016,34.76457061672572,6.593690358924642,1.7314585445068227,3.610888542053739,2.255372588615494
2024-03-11,0.0,21.175988901768225,16.148164904004563,6.616157892922294,7.103575551085672,34.75610897784851,6.595706945383603,1.7355668992294067,3.6130456870713465,2.255684240686372
2024-03-12,0.0,21.163685747683317,16.14004673868825,6.635482220522055,7.100004371264097,34.733663988732225,6.592391086295038,1.7346943778569026,3.609019499221632,2.2910119697364886
2024-03-13,0.0,21.326904795085166,16.135053969530567,6.625116122788559,7.096041337124359,34.601571228729746,6.589224095118842,1.7338610289678345,3.6017638722859497,2.2904635503689734
2024-03-14,0.0,21.342446762082595,16.141875842969498,6.619448065969746,7.095884607471023,34.58700266568343,6.589078559494242,1.7321662147937182,3.6016843204377738,2.290412961097974
2024-03-15,0.0,21.35835269596979,16.138187287331036,6.624461191465851,7.0947485245025765,34.563798429278364,6.588023618448371,1.7374097316062198,3.604972265693121,2.2900462557046715
2024-03-18,0.0,21.332934635919752,16.141930204897754,6.62268432283253,7.106333828875011,34.565188235085415,6.58955157378142,1.7394693251832294,3.6069127891513992,2.2949950842734923
2024-03-19,0.0,21.230355674545738,16.2445799921412,6.568648164228905,7.113554138511316,34.57816790016329,6.609508954759582,1.752596610059057,3.606653876042856,2.295934689548065
2024-03-20,0.0,21.239650414777877,16.318992542847898,6.525413957502322,7.12276511860335,34.34975254397259,6.778538340710255,1.754185136030522,3.612686256955653,2.2980156885995306
2024-03-21,0.0,20.96997543610822,16.357153110989913,6.563335205483077,7.159407774701975,34.45459291438432,6.8144676454118285,1.755704668528445,3.6523924219397244,2.2729708224524905
2024-03-22,0.0,20.956796679576446,16.377192044397017,6.537229794675535,7.1658486443690705,34.485554827575356,6.825179202298147,1.7582702245373056,3.619795326617247,2.2741332559538785
2024-03-25,0.0,21.03944387700361,16.392439815495845,6.539359714511951,7.181776902885501,34.43012283423762,6.813451323112741,1.7549630728831918,3.6129868099655327,2.235455649904009
2024-03-26,0.0,21.029476261610924,16.40024733386059,6.548817427183177,7.1757251919293985,34.43880777207088,6.808264354798663,1.7551473778432185,3.6099423333467535,2.233571947356389
2024-03-27,0.0,20.918205575172372,16.381856627043785,6.507436659765239,7.174052386056645,34.50737043265905,6.950798040093307,1.7485064436688236,3.608821977035682,2.202951858505095
2024-03-28,0.0,20.911645785385844,16.277305866226843,6.4618488715698525,7.257575960148792,34.51935184496938,7.079770097281722,1.7323961897536329,3.584357642830032,2.1757477418338977
2024-04-02,0.0,20.901697575176357,16.29447105826964,6.446283016490052,7.282776962164905,34.5435062854789,7.074689030723172,1.730192770465637,3.580390604167398,2.1459926970639387
2024-04-03,0.0,20.882993346656487,16.242581827422075,6.504808836146049,7.280116685854414,34.6022843900154,7.088155089298259,1.7284538411711146,3.5763154502977166,2.094290533138488
2024-04-05,0.0,20.827600074926494,16.29692757781426,6.527766638985567,7.288844608970269,34.58631309960484,7.073038869260396,1.7277102849621737,3.5770677598313863,2.094731085644622
2024-04-08,0.0,20.825549859414984,16.323522830097748,6.49291312754226,7.300218858431819,34.537560828691724,7.0844859676805605,1.7564566834415012,3.584161093751222,2.0951307509481802
2024-04-09,0.0,20.824951931645526,16.295554279772798,6.491691701079258,7.355280623679334,34.513358614303506,7.083153256389386,1.756126264316506,3.583486852602206,2.0963964762114813
2024-04-10,0.0,20.82089891212224,16.322971371350416,6.489393791589272,7.377566030708749,34.485102097127005,7.069584202172852,1.756610814121497,3.5822183807115175,2.0956544000964588
2024-04-11,0.0,20.81686915830679,16.28331535104991,6.488137810303257,7.376138149281224,34.48119263286965,7.1218551827235705,1.7562708331648464,3.58097208291108,2.095248799389674
2024-04-12,0.0,20.814196835257242,16.278531425652144,6.487994300540591,7.385928453868186,34.48208885989177,7.12169765589894,1.7545730772705441,3.58089287613885,2.094096515481737
2024-04-15,0.0,20.85545947411166,16.29348770383291,6.493955295734616,7.392714446885051,34.38647017927216,7.142631304138347,1.756185131966755,3.585289860140997,2.093806603917502
2024-04-16,0.0,20.856450993926515,16.295057947769557,6.493919353331161,7.392673530076545,34.38517290932001,7.142591771476914,1.7556219371658095,3.585270016466566,2.0932415404669267
2024-04-17,0.0,20.85865458486922,16.281119138924126,6.497191742120795,7.400275090976535,34.3797962421861,7.147852297562024,1.7570603765234196,3.5870766907985594,2.090973836039216
2024-04-18,0.0,20.884887808256565,16.301890961208333,6.497083808601825,7.379109865462937,34.35707533492715,7.145518577192359,1.7564774431846064,3.5870171010826604,2.0909391000835673
2024-04-19,0.0,20.884723169202164,16.308649993005943,6.496688083044429,7.378660417302712,34.353321575747245,7.145083356652631,1.7541556163883705,3.595104283457816,2.083613505198686
2024-04-22,0.0,20.87930167276248,16.30874029625211,6.496724056103114,7.378701273963954,34.358495219061986,7.145122919965445,1.754165329390153,3.5951241900464823,2.0836250424542757
2024-04-23,0.0,20.871987822239753,16.3147408111184,6.496688083044429,7.378660417302712,34.352214154272254,7.167785496889979,1.7419739801634513,3.595104283457816,2.080844951511205
2024-04-24,0.0,20.880019730024543,16.31582492081237,6.497119786043029,7.383026959821533,34.343421898098406,7.162170571267411,1.742089733818407,3.5953431770724715,2.080983223041822
