date,UBS SECURITIES HONG KONG LTD,GRAND CHINA SECURITIES LTD,SHANGHAI COMMERCIAL BANK LTD,DBS BANK LTD,CTBC ASIA LTD,CMB INTERNATIONAL SECURITIES LTD,CHIYU BANKING CORPORATION LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,TOTAL_CCASS_PCT
2024-03-01,0.0,16.80774682709802,16.953193885511006,0.0,0.0,0.0,0.0,0.0,2.1839849568365737,35.944925669445595
2024-03-04,0.0,16.80783870698682,16.953193885511006,0.0,0.0,0.0,0.0,0.0,2.1839849568365737,35.9450175493344
2024-03-05,0.0,16.80793058687562,16.953193885511006,0.0,0.0,0.0,0.0,0.0,2.183617437281364,35.944741909668
2024-03-06,0.0,16.80820622654203,16.953193885511006,0.0,0.0,0.0,0.0,0.0,2.1834336775037584,35.944833789556796
2024-03-07,0.0,16.80820622654203,16.953193885511006,0.0,0.0,0.0,0.0,0.0,2.1833417976149563,35.944741909668
2024-03-08,59.42639155720847,16.809033145541257,16.953193885511006,0.0,0.0,0.0,0.0,0.0,2.1822392389493257,95.37085782721006
2024-03-11,59.42639155720847,16.80967630476287,16.95328576539981,0.0,0.0,0.0,0.0,0.0,2.1814123199501023,95.37076594732126
2024-03-12,59.42639155720847,16.81151390253892,16.95328576539981,0.0,0.0,0.0,0.0,0.0,2.1794828422852492,95.37067406743245
2024-03-13,59.42639155720847,16.81243270142695,16.95328576539981,0.0,0.0,0.0,0.0,0.0,2.1781965238420136,95.37030654787723
2024-03-14,59.42639155720847,16.81243270142695,16.956042162063888,0.0,0.0,0.0,0.0,0.0,2.1751644875115295,95.37003090821084
2024-03-15,59.42639155720847,16.81243270142695,16.956317801730293,0.0,0.0,0.0,0.0,0.0,2.1732350098466755,95.36837707021239
2024-03-18,59.42639155720847,16.81243270142695,16.95769600006233,0.0,0.0,0.0,0.0,0.0,2.17194869140344,95.36846895010119
2024-03-19,59.42639155720847,16.81243270142695,16.95769600006233,0.0,0.0,0.0,0.0,0.0,2.1718568115146377,95.36837707021239
2024-03-20,59.42639155720847,16.81243270142695,16.959992997282395,0.0,0.0,0.0,0.0,0.0,2.168916655072956,95.36773391099076
2024-03-21,59.42639155720847,16.81243270142695,16.959992997282395,0.0,0.0,0.0,0.0,0.0,2.168181615962536,95.36699887188036
2024-03-22,59.42639155720847,16.812616461204552,16.959992997282395,0.0,0.0,0.0,0.0,0.0,2.1672628170745103,95.36626383276993
2024-03-25,59.42639155720847,16.812616461204552,16.959992997282395,0.0,0.0,0.0,0.0,0.0,2.1659764986312746,95.3649775143267
2024-03-26,59.42639155720847,16.812708341093355,16.959992997282395,0.0,0.0,0.2732507892987787,0.0,0.0,2.162852582411988,95.63519626729499
2024-03-27,59.42639155720847,16.812708341093355,16.959992997282395,0.0,0.0,0.2732507892987787,0.0,0.0,2.1619337835239625,95.63427746840696
2024-03-28,59.42639155720847,16.812708341093355,16.959992997282395,0.0,0.0,0.2732507892987787,0.0,0.0,2.161014984635937,95.63335866951894
2024-04-02,59.42639155720847,16.812708341093355,16.959992997282395,0.0,0.0,0.2732507892987787,0.0,0.0,2.1600961857479115,95.63243987063092
2024-04-03,59.42639155720847,16.812708341093355,16.959992997282395,0.0,0.0,0.2732507892987787,0.0,0.0,2.1591773868598856,95.63152107174288
2024-04-08,59.42639155720847,16.812708341093355,16.959992997282395,0.0,0.0,0.2732507892987787,0.0,0.0,2.1582585879718605,95.63060227285486
2024-04-09,59.54407067196651,16.84600170759972,16.993393900568396,0.0,0.0,0.2737918941875159,0.0,0.0,2.162532479645175,95.81979065396732
2024-04-10,59.54407067196651,16.84600170759972,16.993393900568396,0.0,0.0,0.2737918941875159,0.0,0.0,2.162072170475391,95.81933034479752
2024-04-11,59.54407067196651,16.84600170759972,16.993393900568396,0.0,0.0,0.2737918941875159,0.0,0.0,2.1616118613056066,95.81887003562774
2024-04-12,59.54407067196651,16.84600170759972,16.993393900568396,0.0,0.0,0.2737918941875159,0.0,0.0,2.16151979947165,95.81877797379379
2024-04-15,59.54407067196651,16.84600170759972,16.993393900568396,0.0,0.0,0.2737918941875159,0.0,0.0,2.1610594903018656,95.818317664624
2024-04-16,59.54407067196651,16.84600170759972,16.993393900568396,0.0,0.0,0.2737918941875159,0.0,0.0,2.1608753666339524,95.8181335409561
2024-04-19,59.54407067196651,16.84600170759972,16.993393900568396,0.0,0.0,0.2737918941875159,0.0,0.0,2.160415057464168,95.8176732317863
2024-04-22,59.54407067196651,16.84600170759972,16.99293359139861,0.0,0.0,0.2737918941875159,0.0,0.0,2.160415057464168,95.81721292261652
2024-04-23,59.54407067196651,16.84600170759972,16.992749467730697,0.0,0.0,0.2737918941875159,0.0,0.0,2.160415057464168,95.81702879894861
2024-04-24,59.54407067196651,16.84600170759972,16.99265740589674,0.0,0.0,0.2737918941875159,0.0,0.0,2.160415057464168,95.81693673711466
2024-04-25,59.54407067196651,16.84600170759972,16.99265740589674,0.0,0.0,0.2737918941875159,0.0,0.0,2.160230933796255,95.81675261344674
2024-04-29,59.54407067196651,16.84600170759972,16.99265740589674,0.0,0.0,0.2737918941875159,0.0,0.0,2.1605991811320817,95.81712086078257
2024-04-30,59.54407067196651,16.84600170759972,16.99265740589674,0.0,0.0,0.2737918941875159,0.0,0.0,2.160415057464168,95.81693673711466
2024-05-02,59.54407067196651,16.84600170759972,16.99265740589674,0.0,0.0,0.2737918941875159,0.0,0.0,2.160230933796255,95.81675261344674
2024-05-03,59.54407067196651,16.84600170759972,16.99265740589674,0.0,0.0,0.2737918941875159,0.0,0.24433210732134072,2.160138871962298,96.06099265893413
2024-05-08,59.54407067196651,16.84600170759972,16.99265740589674,0.0,0.0,0.2737918941875159,0.0,0.24433210732134072,2.159954748294384,96.0608085352662
2024-05-09,59.54407067196651,16.84600170759972,16.99265740589674,0.0,0.0,0.2737918941875159,0.0,0.24433210732134072,2.159770624626471,96.0606244115983
2024-05-10,59.54407067196651,16.84600170759972,16.99265740589674,0.0,0.0,0.27388395602147275,0.0,0.24433210732134072,2.159678562792514,96.0606244115983
