date,CITIBANK N.A.,ABN AMRO CLEARING HONG KONG LTD,BNP PARIBAS,STANDARD CHARTERED BANK (HONG KONG) LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,THE HONGKONG AND SHANGHAI BANKING,NANYANG COMMERCIAL BANK LTD
2024-06-17,100.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-06-21,83.33333333333334,16.666666666666664,0.0,0.0,0.0,0.0,0.0
2024-06-24,83.33333333333334,16.166666666666664,0.0,0.5,0.0,0.0,0.0
2024-07-02,83.33333333333334,15.666666666666668,0.0,1.0,0.0,0.0,0.0
2024-07-10,83.33333333333334,14.833333333333334,0.0,1.8333333333333333,0.0,0.0,0.0
2024-07-25,83.33333333333334,14.000000000000002,0.0,2.666666666666667,0.0,0.0,0.0
2024-07-29,83.33333333333334,13.166666666666666,0.0,3.5000000000000004,0.0,0.0,0.0
2024-08-09,62.5,34.875,0.0,2.625,0.0,0.0,0.0
2024-08-12,68.4931506849315,10.821917808219178,0.0,2.8767123287671232,17.80821917808219,0.0,0.0
2024-08-14,68.4931506849315,10.136986301369863,0.0,2.8767123287671232,18.493150684931507,0.0,0.0
2024-08-16,74.6268656716418,11.044776119402986,0.0,3.134328358208955,11.194029850746269,0.0,0.0
2024-08-19,64.93506493506493,30.38961038961039,0.0,2.727272727272727,1.948051948051948,0.0,0.0
2024-08-20,61.649635036496356,5.700729927007299,3.7445255474452557,1.532846715328467,27.37226277372263,0.0,0.0
2024-08-22,36.496350364963504,5.700729927007299,24.51824817518248,1.532846715328467,31.751824817518248,0.0,0.0
2024-08-26,17.89741203421985,40.73808927229123,25.042058918280418,0.7516913054372337,15.57074846977127,0.0,0.0
2024-08-27,17.89741203421985,40.73808927229123,22.894369474174034,0.7516913054372337,17.71843791387765,0.0,0.0
2024-08-28,17.89741203421985,47.89705408597917,22.894369474174034,0.7516913054372337,10.559473100189713,0.0,0.0
2024-08-30,28.808481216870245,16.13274948144734,36.85180917262042,1.2099562111085502,16.997003917953446,0.0,0.0
2024-09-02,68.89438943894389,17.771007870017772,3.4336125920284335,1.3328255902513328,8.568164508758567,0.0,0.0
2024-09-04,61.912922061436916,17.771007870017772,6.6070068545316065,1.3328255902513328,12.376237623762377,0.0,0.0
2024-09-05,59.641721692345314,17.119100024455857,6.364636830520911,1.2839325018341892,15.590608950843727,0.0,0.0
2024-09-09,59.641721692345314,17.119100024455857,10.033015407190023,1.2839325018341892,11.922230374174616,0.0,0.0
2024-09-13,70.39618488628027,17.119100024455857,2.946930789924187,1.2839325018341892,8.253851797505503,0.0,0.0
2024-09-20,80.166299828809,7.336757153338224,2.959158718513084,1.2839325018341892,8.253851797505503,0.0,0.0
2024-10-10,80.166299828809,7.336757153338224,2.959158718513084,1.467351430667645,8.070432868672047,0.0,0.0
2024-10-17,80.166299828809,7.336757153338224,2.959158718513084,1.5896307165566153,7.9481535827830765,0.0,0.0
2024-10-24,80.166299828809,7.336757153338224,2.959158718513084,1.5896307165566153,7.031058938615799,0.917094644167278,0.0
2024-10-28,80.166299828809,7.336757153338224,2.959158718513084,1.8953289312790413,6.725360723893373,0.917094644167278,0.0
2024-11-06,84.01896706394977,7.689350249903883,3.101371267461233,2.242727156221966,1.9864154812251698,0.9611687812379853,0.0
2024-11-08,80.90830556583981,7.404664938911515,2.986548192027644,2.1596939405158584,5.615204245341231,0.9255831173639394,0.0
2024-11-13,78.01975484945852,7.140307033202428,2.879923836724979,2.0825895513507082,8.984886350113056,0.8925383791503035,0.0
2024-11-21,29.751279305010115,7.140307033202428,51.14839938117339,2.0825895513507082,8.984886350113056,0.8925383791503035,0.0
2024-11-25,77.3295251695823,7.140307033202428,3.570153516601214,2.0825895513507082,8.984886350113056,0.8925383791503035,0.0
2024-11-28,80.69042592822551,7.4506395132248855,3.7253197566124427,2.173103191357258,5.029181671426797,0.9313299391531107,0.0
2025-01-16,80.69042592822551,7.4506395132248855,3.7253197566124427,2.483546504408295,4.71873835837576,0.9313299391531107,0.0
2025-01-23,80.69042592822551,7.4506395132248855,3.7253197566124427,2.9181671426797466,4.284117720104309,0.9313299391531107,0.0
2025-02-12,80.69042592822551,7.4506395132248855,3.7253197566124427,2.9181671426797466,4.085433999751645,0.9313299391531107,0.1986837203526636
2025-02-20,31.04433130510369,7.4506395132248855,53.37141437973426,2.9181671426797466,4.085433999751645,0.9313299391531107,0.1986837203526636
2025-02-24,80.63454613187632,7.4506395132248855,3.781199552961629,2.9181671426797466,4.085433999751645,0.9313299391531107,0.1986837203526636
2025-04-08,61.53226570643419,5.6855870368615555,2.8854354212072395,2.226854922770776,26.807542878802238,0.7106983796076944,0.15161565431630816
2025-04-09,80.63454613187632,7.4506395132248855,3.781199552961629,2.9181671426797466,4.085433999751645,0.9313299391531107,0.1986837203526636
2025-04-11,80.65457707117129,7.452490373866601,3.7821388647373,2.9188920630977515,4.061607253757297,0.9315612967333251,0.19873307663644266
2025-04-15,80.65457707117129,7.452490373866601,3.7821388647373,3.229412495342193,3.751086821512856,0.9315612967333251,0.19873307663644266
2025-04-24,80.65457707117129,7.452490373866601,3.7821388647373,3.6641411004844118,3.316358216370637,0.9315612967333251,0.19873307663644266
