date,CHINA MERCHANTS SECURITIES (HK) CO LTD,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,CITIC SECURITIES BROKERAGE (HK) LTD,VICTORY SECURITIES CO LTD,INTERACTIVE BROKERS HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,SOFI SECURITIES (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,HGNH INTERNATIONAL SECURITIES CO LTD,KGI ASIA LTD
2024-07-29,65.33792180479877,31.947232578147407,0.0,0.0,0.6978300353694675,0.6787114042634548,0.0,0.0,1.3383041774208966,0.0
2024-08-06,64.93569287302968,32.3179576443284,0.0,0.0,0.7059278599748573,0.6865873706604777,0.0,0.0,1.3538342520065758,0.0
2024-08-07,64.79063920317184,32.3179576443284,0.0,0.0,0.7929600618895659,0.6865873706604777,0.0,0.0,1.3538342520065758,0.05802146794313896
2024-08-08,64.22009476839764,32.3179576443284,0.0,0.0,1.3635044966637655,0.6865873706604777,0.0,0.0,1.3538342520065758,0.05802146794313896
2024-08-14,64.22355443821311,32.31483272094373,0.0,0.0,1.3633726551924192,0.6865209824018564,0.0,0.0,1.3537033455811256,0.05801585766776252
2024-08-21,72.6775956284153,24.67877713779353,0.0,0.0,1.0412051395657953,0.5242947865898686,0.0,0.0,1.0338207059518534,0.044306601683650866
2024-08-30,73.11327721163788,24.67877713779353,0.0,0.0,0.6055235563432285,0.5242947865898686,0.0,0.0,1.0338207059518534,0.044306601683650866
2024-09-02,73.1206616452518,24.67877713779353,0.0,0.0,0.5981391227292867,0.5242947865898686,0.0,0.0,1.0338207059518534,0.044306601683650866
2024-09-05,73.04103095837654,24.751888609094948,0.0,0.0,0.5999111242778848,0.5258480225151829,0.0,0.0,1.0368834246778253,0.0444378610576211
2024-09-16,72.79928261844269,24.973845464056193,0.0,0.0,0.605290688985204,0.5305634434314751,0.0,0.0,1.0461814377522045,0.044836347332237333
2024-09-20,72.77686444477656,24.973845464056193,0.0,0.0,0.6277088626513226,0.5305634434314751,0.0,0.0,1.0461814377522045,0.044836347332237333
2024-09-23,72.83775723232925,24.917983895019386,0.0,0.0,0.6263048016701461,0.5293766776021473,0.0,0.0,1.0438413361169103,0.044736057262153295
2024-09-26,72.71569802276812,25.029958058717796,0.0,0.0,0.6291192330736969,0.5317555422408627,0.0,0.0,1.048532055122828,0.04493708807669263
2024-09-30,73.58688328217414,25.020588455491506,0.0,0.0,0.6288837313768061,0.5315564872351576,0.0,0.0,0.18716777719547803,0.04492026652691473
2024-10-07,73.62637362637363,24.9831800852209,0.0,0.0,0.6279434850863422,0.5307617552515511,0.0,0.0,0.1868879419899828,0.04485310607759588
2024-10-09,73.76366475793857,24.853127091544582,0.0,0.0,0.6246746486205101,0.5279988101435265,0.0,0.0,0.18591507399419946,0.04461961775860787
2024-10-10,73.36755491809467,25.22835358949196,0.0,0.0,0.6341058352834603,0.5359704083943534,0.0,0.0,0.18872197478674416,0.045293273948818595
2024-10-22,73.2463790096307,25.343140972169557,0.0,0.0,0.6369909759611739,0.5384090392052779,0.0,0.0,0.18958064760749221,0.04549935542579814
2024-10-25,73.2160461060135,25.343140972169557,0.0,0.0,0.6673238795783726,0.5384090392052779,0.0,0.0,0.18958064760749221,0.04549935542579814
2024-10-29,73.24647780639297,25.314346311164975,0.0,0.0,0.6665656718678987,0.5377973034388729,0.0,0.0,0.18936524768974397,0.04544765944553856
2024-10-30,73.35345152772538,25.213127121840817,0.0,0.0,0.6639004149377593,0.5356469256884194,0.0,0.0,0.18860807242549982,0.04526593738211995
2024-10-31,73.27800829875518,25.213127121840817,0.0,0.0,0.7393436439079593,0.5356469256884194,0.0,0.0,0.18860807242549982,0.04526593738211995
2024-11-06,76.93259524584826,21.76489742754803,0.0,0.0,0.638228590035819,0.46239010094431776,0.0,0.0,0.16281341582546402,0.03907521979811137
2024-11-07,61.87852551488915,21.920503738685557,0.0,14.889151252787617,0.642791551882461,0.46569592024137474,0.0,0.0,0.16397743670470943,0.03935458480913026
2024-11-08,62.01489611916895,21.834574676597413,0.0,14.830785312949171,0.6533385600418137,0.4638703776296877,0.0,0.0,0.16333464001045342,0.03920031360250882
2024-11-11,61.86540731995277,21.920503738685557,0.0,14.9547422274695,0.5903187721369539,0.46569592024137474,0.0,0.0,0.16397743670470943,0.03935458480913026
2024-11-13,55.434615974244984,25.61704737084164,0.0,17.476621186570597,0.6898666257856815,0.5442281158975931,0.0,0.0,0.1916296182738004,0.0459911083857121
2024-11-15,55.30024509803921,25.597426470588236,0.0,17.463235294117645,0.6893382352941176,0.5438112745098039,0.0,0.16850490196078433,0.1914828431372549,0.04595588235294117
2024-11-21,55.50472705093016,25.480329368709974,0.0,17.38334858188472,0.6861848124428179,0.5413235742604452,0.0,0.16773406526379994,0.1906068923452272,0.04574565416285453
2024-12-04,55.18325410213157,25.624904155804323,0.0,17.481981291213003,0.7590860297500384,0.5443950314368962,0.0,0.1686857843888974,0.19168839135101978,0.046005213924244746
2024-12-10,57.43518788231867,24.337314302359452,0.0,16.603553743081854,0.7209437809496068,0.5170404893678998,0.0,0.1602097290999126,0.1820565103408098,0.043693562481794346
2024-12-18,57.74104281969124,24.337314302359452,0.0,16.603553743081854,0.41508884357704634,0.5170404893678998,0.0,0.1602097290999126,0.1820565103408098,0.043693562481794346
2025-01-07,57.116464676322785,24.697014484185633,0.0,16.848950635530592,0.4212237658882649,0.5246822347029264,0.0,0.162577593851611,0.18474726574046704,0.04433934377771209
2025-01-08,56.849925705794945,24.829123328380387,0.0,16.939078751857355,0.4606240713224369,0.5274888558692422,0.0,0.16344725111441308,0.18573551263001484,0.04457652303120357
2025-01-10,56.82020802377414,24.829123328380387,0.0,16.939078751857355,0.4903417533432392,0.5274888558692422,0.0,0.16344725111441308,0.18573551263001484,0.04457652303120357
2025-01-17,56.47102526002972,24.829123328380387,0.0,16.939078751857355,0.8395245170876672,0.5274888558692422,0.0,0.16344725111441308,0.18573551263001484,0.04457652303120357
2025-01-22,56.702630801064146,24.697014484185633,0.0,16.848950635530592,0.8350576411469111,0.5246822347029264,0.0,0.162577593851611,0.18474726574046704,0.04433934377771209
2025-01-27,57.743428912783756,24.955197132616487,0.0,15.531660692951016,0.8437873357228195,0.5301672640382318,0.0,0.16427718040621267,0.18667861409796893,0.044802867383512544
2025-02-03,58.150833395620005,24.979445399506687,0.0,15.098288362358922,0.8446072202705733,0.530682412736378,0.0,0.1644368039464833,0.1868600044846401,0.04484640107631362
2025-02-04,58.93564541445549,24.979445399506687,0.0,14.201360340832647,0.8446072202705733,0.530682412736378,0.0,0.1644368039464833,0.1868600044846401,0.1569624037670977
2025-02-06,58.90492931408482,24.998130002243997,0.0,14.211982945620466,0.8452389857132172,0.5310793627047647,0.0,0.16455980252823696,0.18699977560026926,0.1570798115042262
2025-02-07,57.63744313362634,25.76914179967615,0.0,14.650319993831445,0.8713085048962911,0.5474593260852803,0.0,0.16963528413910092,0.19276736833988742,0.16192458940550544
2025-02-19,57.24180870106623,26.009806210600043,0.0,14.787142968324382,0.8794458712740292,0.5525721846058058,0.0,0.17121955015954549,0.19456767063584715,0.1634368433341116
2025-02-20,57.63744313362634,25.76914179967615,0.0,14.650319993831445,0.8713085048962911,0.5474593260852803,0.0,0.16963528413910092,0.19276736833988742,0.16192458940550544
2025-02-21,57.744962313490234,25.703737886479004,0.0,14.613136440547608,0.869097061990463,0.5460698354099369,0.0,0.1692047377326565,0.19227811105983697,0.16151361329026304
2025-02-24,59.15848944394886,24.843889384478143,0.0,14.124293785310735,0.8400237882842699,0.527802557240559,0.0,0.16354445435622955,0.18584597085935176,0.15611061552185548
2025-02-25,54.35437642389947,24.56088777834938,5.269346659807452,13.963401190563681,0.8304549129124715,0.5217902550158007,0.0,0.16168148746968472,0.18372896303373265,0.15433232894833543
2025-02-26,54.32080606016033,24.578951239243953,5.2732220342722655,13.973670662646173,0.8310656762521145,0.5221740089725675,0.0,0.16180039714642935,0.183864087666397,0.1544458336397735
2025-02-28,54.85033463263955,24.578951239243953,4.743693461793043,13.973670662646173,0.8310656762521145,0.5221740089725675,0.0,0.16180039714642935,0.183864087666397,0.1544458336397735
2025-03-04,55.379863205118774,24.578951239243953,4.214164889313819,13.973670662646173,0.8310656762521145,0.5221740089725675,0.0,0.16180039714642935,0.183864087666397,0.1544458336397735
2025-03-10,56.88047269879689,23.79155691606749,4.079162810564534,13.526019790702643,0.7332526518117747,0.505446002705204,0.0,0.15661707126076743,0.17797394461450844,0.14949811347618708
2025-03-11,51.64091976934577,23.79155691606749,8.984124724140386,13.526019790702643,0.7332526518117747,0.505446002705204,0.33459101587527584,0.15661707126076743,0.17797394461450844,0.14949811347618708
2025-03-18,51.571968346759824,23.825479432522993,8.996934483496116,13.545305482284167,0.7342981393027732,0.5061666785485136,0.3350680829828188,0.1568403792685535,0.17822770371426533,0.1497112711199829
2025-03-20,51.887527445286494,23.67023160280473,8.938310078617466,13.457043699978751,0.7295134216304271,0.5028684751044691,0.3328847652100007,0.15581840073659606,0.17706636447340462,0.1487357461576599
2025-03-21,50.54182307528862,23.67023160280473,8.938310078617466,13.457043699978751,2.0752177916283023,0.5028684751044691,0.3328847652100007,0.15581840073659606,0.17706636447340462,0.1487357461576599
2025-03-26,52.66903914590747,24.271915171762657,5.78110247657782,13.799113951630474,2.127968625172489,0.5156511002977704,0.341346503014017,0.1597792141767739,0.1815672888372431,0.1525165226232842
2025-03-31,59.59405045607692,27.463226230585914,6.541211274550086,2.4652806311118414,2.407757416385899,0.5834497493631358,0.3862272988741885,0.18078724628153506,0.20544005259265347,0.1725696441778289
2025-04-07,61.130742049469966,27.463226230585914,6.541211274550086,2.4652806311118414,0.8464130166817322,0.5834497493631358,0.3862272988741885,0.20544005259265347,0.20544005259265347,0.1725696441778289
2025-04-08,60.49601417183348,26.910379257589177,6.409533778887189,2.4156534342539655,1.6345921571785167,1.1836701827844431,0.37845237136645465,0.20130445285449716,0.20130445285449716,0.1690957403977776
2025-04-09,58.08503784828475,29.320341439845386,6.410049927524561,2.415847962634885,1.6347237880496055,1.1837655016910935,0.3784828474794653,0.2013206635529071,0.2013206635529071,0.16910935738444194
2025-04-10,59.02220122815305,28.664777200440877,6.266729648874193,2.3618327822390173,1.5981735159817352,1.1572980632971186,0.3700204692174461,0.19681939851991814,0.19681939851991814,0.16532829475673122
2025-04-11,56.51865847897969,31.026609982679894,6.266729648874193,2.3618327822390173,1.7398834829160763,1.1572980632971186,0.3700204692174461,0.19681939851991814,0.19681939851991814,0.16532829475673122
2025-04-15,56.689146800501874,30.904956085319952,6.242158092848181,2.3525721455457966,1.7330614805520703,1.1527603513174405,0.3685696361355082,0.19604767879548307,0.19604767879548307,0.16468005018820578
2025-04-16,56.06963613550816,30.904956085319952,6.861668757841907,2.3525721455457966,1.7330614805520703,1.1527603513174405,0.3685696361355082,0.19604767879548307,0.19604767879548307,0.16468005018820578
2025-04-24,56.22647427854454,30.904956085319952,6.861668757841907,2.3525721455457966,1.5762233375156836,1.1527603513174405,0.3685696361355082,0.19604767879548307,0.19604767879548307,0.16468005018820578
