date,THE HONGKONG AND SHANGHAI BANKING,HANG SENG SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,ABN AMRO CLEARING HONG KONG LTD,DBS BANK (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),SHANGHAI COMMERCIAL BANK LTD,BOCI SECURITIES LTD
2024-06-27,54.77207977207977,8.547008547008547,0.0,4.273504273504273,2.492877492877493,3.561253561253561,25.997150997150996,0.3561253561253561,0.0,0.0
2024-07-10,54.96783416726233,8.577555396711938,0.0,4.288777698355969,2.1443888491779846,3.5739814152966405,26.090064331665474,0.35739814152966404,0.0,0.0
2024-07-11,54.96783416726233,8.577555396711938,0.0,4.288777698355969,1.4295925661186561,3.5739814152966405,26.804860614724802,0.35739814152966404,0.0,0.0
2024-07-16,55.09622238061297,8.553100498930863,0.0,4.276550249465432,1.4255167498218104,3.5637918745545263,26.728439059158944,0.3563791874554526,0.0,0.0
2024-07-18,50.75508864084045,8.207485226526593,0.0,3.939592908732764,8.864084044648719,3.282994090610637,24.622455679579776,0.3282994090610637,0.0,0.0
2024-07-19,50.922266139657445,8.234519104084322,0.0,3.9525691699604746,2.635046113306983,9.22266139657444,24.703557312252965,0.32938076416337286,0.0,0.0
2024-07-23,45.38834951456311,7.584951456310679,0.0,3.640776699029126,2.4271844660194173,8.495145631067961,22.75485436893204,0.30339805825242716,0.0,9.405339805825243
2024-07-24,45.22215459525259,7.608034083992695,0.0,3.6518563603164944,2.4345709068776626,8.52099817407182,22.82410225197809,0.30432136335970783,0.0,9.433962264150944
2024-07-25,45.22215459525259,7.608034083992695,0.0,3.6518563603164944,3.0432136335970785,8.52099817407182,22.215459525258673,0.30432136335970783,0.0,9.433962264150944
2024-07-26,34.20438637424172,5.832944470368642,0.0,2.7998133457769483,20.99860009332711,6.532897806812879,22.165188987400843,0.23331777881474566,0.0,7.232851143257116
2024-07-29,37.35280263777673,5.887894488930758,0.0,2.8261893546867642,17.428167687235042,6.59444182760245,22.37399905793688,0.23551577955723035,0.0,7.30098916627414
2024-07-31,37.35280263777673,5.887894488930758,0.0,2.8261893546867642,16.250588789448894,6.59444182760245,22.37399905793688,0.23551577955723035,0.0,8.478568064060292
2024-08-06,32.42668933276668,5.31236719082023,11.049723756906078,2.5499362515937105,14.662133446663834,5.9498512537186565,20.18699532511687,0.21249468763280915,0.0,7.64980875478113
2024-08-07,36.75468483816013,5.3236797274275975,11.073253833049405,2.555366269165247,14.906303236797275,5.9625212947189095,15.545144804088586,0.21294718909710392,0.0,7.666098807495741
2024-08-08,38.16404589885253,5.31236719082023,11.049723756906078,2.5499362515937105,13.599660008499786,5.9498512537186565,15.512112197195071,0.21249468763280915,0.0,7.64980875478113
2024-08-09,40.50148746281343,5.31236719082023,11.049723756906078,2.5499362515937105,11.262218444538886,5.9498512537186565,15.512112197195071,0.21249468763280915,0.0,7.64980875478113
2024-08-12,43.26391840203995,5.31236719082023,11.049723756906078,2.5499362515937105,8.499787505312367,5.9498512537186565,15.512112197195071,0.21249468763280915,0.0,7.64980875478113
2024-08-16,41.351466213344665,5.31236719082023,11.049723756906078,4.462388440288993,8.499787505312367,5.9498512537186565,15.512112197195071,0.21249468763280915,0.0,7.64980875478113
2024-08-20,41.351466213344665,5.737356566085848,11.049723756906078,4.462388440288993,8.07479813004675,5.9498512537186565,15.512112197195071,0.21249468763280915,0.0,7.64980875478113
2024-08-21,43.90140246493838,5.737356566085848,11.049723756906078,4.462388440288993,5.524861878453039,5.9498512537186565,15.512112197195071,0.21249468763280915,0.0,7.64980875478113
2024-08-23,43.90140246493838,6.587335316617085,11.049723756906078,4.462388440288993,4.674883127921802,5.9498512537186565,15.512112197195071,0.21249468763280915,0.0,7.64980875478113
2024-08-26,43.90140246493838,6.587335316617085,11.049723756906078,4.674883127921802,4.674883127921802,5.9498512537186565,15.29961750956226,0.21249468763280915,0.0,7.64980875478113
2024-08-27,43.90140246493838,6.587335316617085,11.049723756906078,6.799830004249893,2.5499362515937105,5.9498512537186565,15.29961750956226,0.21249468763280915,0.0,7.64980875478113
2024-08-28,43.994889267461666,6.601362862010221,11.073253833049405,6.814310051107325,1.2776831345826234,7.027257240204429,15.332197614991482,0.21294718909710392,0.0,7.666098807495741
2024-08-30,41.02462271644162,6.155679110405083,10.325655281969818,6.354249404289118,5.957108816521049,8.538522637013504,14.297061159650518,0.19857029388403494,0.0,7.148530579825259
2024-09-02,41.42176330420969,6.155679110405083,10.325655281969818,6.354249404289118,5.559968228752978,8.538522637013504,14.297061159650518,0.19857029388403494,0.0,7.148530579825259
2024-09-04,39.43606036536934,6.155679110405083,10.325655281969818,6.354249404289118,7.545671167593328,8.538522637013504,14.297061159650518,0.19857029388403494,0.0,7.148530579825259
2024-09-05,38.89541715628672,6.071288679984333,10.18409714061888,6.267136701919311,8.81316098707403,8.421464943204073,14.101057579318448,0.19584802193497847,0.0,7.050528789659224
2024-09-09,38.91663465232424,5.954667691125624,9.988474836726853,6.146753745678064,11.52516327314637,8.259700345754899,12.101421436803687,0.1920860545524395,0.0,6.915097963887821
2024-09-10,38.91663465232424,7.107184018440262,9.988474836726853,6.146753745678064,15.36688436419516,8.259700345754899,7.107184018440262,0.1920860545524395,0.0,6.915097963887821
2024-09-13,39.30080676142912,7.107184018440262,9.988474836726853,6.146753745678064,15.36688436419516,8.259700345754899,6.723011909335382,0.1920860545524395,0.0,6.915097963887821
2024-09-20,40.26123703419132,7.107184018440262,9.988474836726853,6.146753745678064,14.79062620053784,8.259700345754899,6.338839800230503,0.1920860545524395,0.0,6.915097963887821
2024-09-26,40.26123703419132,7.107184018440262,9.988474836726853,6.146753745678064,14.5985401459854,8.259700345754899,6.530925854782943,0.1920860545524395,0.0,6.915097963887821
2024-09-30,40.26123703419132,5.762581636573185,9.988474836726853,6.146753745678064,19.40069150979639,4.802151363810987,6.530925854782943,0.1920860545524395,0.0,6.915097963887821
2024-10-04,40.26123703419132,5.570495582020745,9.988474836726853,6.146753745678064,19.59277756434883,4.802151363810987,6.530925854782943,0.1920860545524395,0.0,6.915097963887821
2024-10-08,40.1840490797546,5.559815950920245,9.969325153374232,6.134969325153374,19.746932515337424,4.792944785276074,6.51840490797546,0.19171779141104295,0.0,6.901840490797547
2024-10-10,40.1840490797546,6.901840490797547,9.969325153374232,6.134969325153374,18.404907975460123,4.792944785276074,6.51840490797546,0.19171779141104295,0.0,6.901840490797547
2024-10-14,39.80797636632201,7.2008862629246675,9.601181683899556,5.908419497784342,19.756277695716395,4.6159527326440175,6.277695716395865,0.1846381093057607,0.0,6.646971935007386
2024-10-17,39.80797636632201,7.2008862629246675,9.601181683899556,5.908419497784342,19.571639586410637,4.6159527326440175,6.4623338257016245,0.1846381093057607,0.0,6.646971935007386
2024-10-21,38.70014771048744,7.2008862629246675,9.601181683899556,5.908419497784342,20.6794682422452,4.6159527326440175,6.4623338257016245,0.1846381093057607,0.0,6.646971935007386
2024-10-25,38.70014771048744,7.2008862629246675,9.601181683899556,5.908419497784342,23.07976366322009,4.6159527326440175,4.062038404726736,0.1846381093057607,0.0,6.646971935007386
2024-10-28,38.70014771048744,7.2008862629246675,9.785819793205318,5.908419497784342,23.07976366322009,4.6159527326440175,3.877400295420975,0.1846381093057607,0.0,6.646971935007386
2024-10-31,38.70014771048744,7.75480059084195,9.785819793205318,5.908419497784342,23.07976366322009,4.6159527326440175,3.323485967503693,0.1846381093057607,0.0,6.646971935007386
2024-11-01,38.70014771048744,7.75480059084195,9.970457902511077,5.908419497784342,23.07976366322009,4.6159527326440175,3.1388478581979324,0.1846381093057607,0.0,6.646971935007386
2024-11-05,38.88478581979321,7.75480059084195,9.970457902511077,5.908419497784342,23.07976366322009,4.6159527326440175,2.954209748892171,0.1846381093057607,0.0,6.646971935007386
2024-11-12,39.10963944076527,7.72626931567329,9.933774834437086,5.886681383370125,22.259013980868286,4.598969830757911,2.9433406916850626,0.18395879323031641,0.0,7.358351729212656
2024-11-19,39.10963944076527,7.358351729212656,9.933774834437086,5.886681383370125,22.626931567328917,4.598969830757911,2.9433406916850626,0.18395879323031641,0.0,7.358351729212656
2024-11-20,38.61242281147839,7.26480203414457,9.807482746095168,5.811841627315656,23.61060661096985,4.540501271340356,2.905920813657828,0.18162005085361424,0.0,7.26480203414457
2024-11-21,38.682678311499274,7.278020378457059,9.82532751091703,5.822416302765648,23.28966521106259,4.548762736535663,3.0931586608442507,0.1819505094614265,0.0,7.278020378457059
2024-12-02,38.682678311499274,7.641921397379912,9.82532751091703,5.822416302765648,23.107714701601164,4.548762736535663,2.911208151382824,0.1819505094614265,0.0,7.278020378457059
2024-12-05,38.89498719356019,7.683863885839736,9.879253567508233,5.854372484449323,22.685693377241126,4.573728503476033,2.9271862422246615,0.18294914013904134,0.0,7.317965605561653
2024-12-11,39.95593095850165,7.712082262210797,9.915534337128168,5.875872199779654,21.483657730444364,4.590525156077855,2.937936099889827,0.1836210062431142,0.0,7.344840249724569
2024-12-12,39.95593095850165,7.712082262210797,10.099155343371281,5.875872199779654,21.30003672420125,4.590525156077855,2.937936099889827,0.1836210062431142,0.0,7.344840249724569
2024-12-16,39.95593095850165,7.712082262210797,10.099155343371281,5.875872199779654,19.463826661770106,6.426735218508997,2.937936099889827,0.1836210062431142,0.0,7.344840249724569
2024-12-19,39.95593095850165,7.712082262210797,10.099155343371281,5.875872199779654,15.791406536907823,6.426735218508997,2.937936099889827,3.8560411311053984,0.0,7.344840249724569
2024-12-30,39.95593095850165,7.712082262210797,10.282776349614396,5.875872199779654,15.607785530664708,6.426735218508997,2.937936099889827,3.8560411311053984,0.0,7.344840249724569
2025-01-02,39.95593095850165,8.079324274697026,10.282776349614396,5.875872199779654,15.240543518178479,6.426735218508997,2.937936099889827,3.8560411311053984,0.0,7.344840249724569
2025-01-09,44.73007712082262,8.079324274697026,10.282776349614396,5.875872199779654,11.935365405802424,6.426735218508997,1.4689680499449136,3.8560411311053984,0.0,7.344840249724569
2025-01-14,44.73007712082262,8.079324274697026,10.282776349614396,5.875872199779654,9.18105031215571,6.426735218508997,1.4689680499449136,3.8560411311053984,2.754315093646713,7.344840249724569
2025-02-03,34.3322234554199,8.139104698483166,10.358860525342212,5.919348871624122,19.237883832778394,6.474287828338883,1.4798372179060304,3.884572697003329,2.774694783573807,7.399186089530152
2025-02-05,34.887162412134664,8.139104698483166,10.358860525342212,5.919348871624122,18.312985571587127,6.474287828338883,1.849796522382538,3.884572697003329,2.774694783573807,7.399186089530152
2025-02-06,34.887162412134664,8.694043655197929,10.358860525342212,5.919348871624122,17.758046614872363,6.474287828338883,1.849796522382538,3.884572697003329,2.774694783573807,7.399186089530152
2025-02-07,35.257121716611174,8.694043655197929,10.358860525342212,5.919348871624122,17.388087310395857,6.474287828338883,1.849796522382538,3.884572697003329,2.774694783573807,7.399186089530152
2025-02-17,35.1271654994471,8.661997788426097,10.32067821599705,5.897530409141172,17.323995576852194,6.450423884998157,2.2115739034279396,3.870254330998894,2.764467379284924,7.371913011426464
2025-02-18,35.31146332473277,8.661997788426097,10.32067821599705,5.897530409141172,17.139697751566533,6.450423884998157,2.2115739034279396,3.870254330998894,2.764467379284924,7.371913011426464
2025-02-19,35.31146332473277,8.661997788426097,10.32067821599705,5.897530409141172,15.296719498709916,6.450423884998157,4.054552156284555,3.870254330998894,2.764467379284924,7.371913011426464
2025-02-20,35.49576115001843,8.661997788426097,10.32067821599705,5.897530409141172,14.928123848138592,6.450423884998157,4.238849981570217,3.870254330998894,2.764467379284924,7.371913011426464
2025-02-21,35.68005897530409,8.661997788426097,10.32067821599705,5.897530409141172,14.743826022852929,6.450423884998157,4.238849981570217,3.870254330998894,2.764467379284924,7.371913011426464
2025-02-25,41.3932915591596,8.661997788426097,10.32067821599705,5.897530409141172,9.03059343899742,6.450423884998157,4.238849981570217,3.870254330998894,2.764467379284924,7.371913011426464
2025-02-26,40.87403598971722,8.630187293426369,10.282776349614396,5.875872199779654,9.731913330885053,6.426735218508997,4.223283143591627,3.8560411311053984,2.754315093646713,7.344840249724569
2025-02-27,40.87403598971722,10.650018362100624,10.282776349614396,11.017260374586852,2.570694087403599,6.426735218508997,4.223283143591627,3.8560411311053984,2.754315093646713,7.344840249724569
2025-03-03,40.87403598971722,10.650018362100624,10.282776349614396,11.017260374586852,2.754315093646713,6.426735218508997,4.039662137348513,3.8560411311053984,2.754315093646713,7.344840249724569
2025-03-04,40.06479481641469,13.31893448524118,10.07919366450684,10.799136069114471,1.7998560115190785,6.299496040316775,3.9596832253419727,3.7796976241900646,2.699784017278618,7.199424046076314
2025-03-06,40.06479481641469,13.31893448524118,10.259179265658748,10.799136069114471,1.6198704103671708,6.299496040316775,3.9596832253419727,3.7796976241900646,2.699784017278618,7.199424046076314
2025-03-07,39.92109038737446,13.27116212338594,10.222381635581062,10.760401721664275,1.9727403156384504,6.276901004304161,3.945480631276901,3.766140602582496,2.6901004304160687,7.173601147776183
2025-03-10,39.92109038737446,13.27116212338594,10.401721664275467,10.760401721664275,1.7934002869440457,6.276901004304161,3.945480631276901,3.766140602582496,2.6901004304160687,7.173601147776183
2025-03-14,39.92109038737446,13.27116212338594,10.401721664275467,10.760401721664275,6.456241032998565,6.276901004304161,3.945480631276901,3.766140602582496,2.6901004304160687,2.5107604017216643
2025-03-24,39.92109038737446,13.27116212338594,9.863701578192252,10.760401721664275,6.994261119081779,6.276901004304161,3.945480631276901,3.766140602582496,2.6901004304160687,2.5107604017216643
2025-03-26,39.92109038737446,14.347202295552366,9.863701578192252,10.760401721664275,5.918220946915351,6.276901004304161,3.945480631276901,3.766140602582496,2.6901004304160687,2.5107604017216643
2025-03-27,40.81779053084649,14.347202295552366,9.863701578192252,10.760401721664275,5.0215208034433285,6.276901004304161,3.945480631276901,3.766140602582496,2.6901004304160687,2.5107604017216643
2025-04-02,38.66571018651363,14.347202295552366,9.863701578192252,10.760401721664275,7.173601147776183,6.276901004304161,3.945480631276901,3.766140602582496,2.6901004304160687,2.5107604017216643
2025-04-08,36.33428981348637,14.347202295552366,9.863701578192252,10.760401721664275,9.505021520803442,6.276901004304161,3.945480631276901,3.766140602582496,2.6901004304160687,2.5107604017216643
2025-04-09,36.872309899569586,14.347202295552366,9.863701578192252,10.760401721664275,8.96700143472023,6.276901004304161,3.945480631276901,3.766140602582496,2.6901004304160687,2.5107604017216643
2025-04-11,39.74630021141649,14.094432699083862,9.689922480620156,7.399577167019028,10.218463706835799,6.166314305849189,3.875968992248062,3.699788583509514,2.6427061310782243,2.466525722339676
2025-04-14,39.74630021141649,14.094432699083862,9.337561663143058,7.399577167019028,10.570824524312897,6.166314305849189,3.875968992248062,3.699788583509514,2.6427061310782243,2.466525722339676
2025-04-22,39.60674157303371,14.04494382022472,9.304775280898877,7.373595505617978,10.884831460674157,6.144662921348314,3.8623595505617976,3.686797752808989,2.633426966292135,2.457865168539326
2025-04-23,40.484550561797754,14.04494382022472,9.304775280898877,8.075842696629215,10.007022471910112,6.144662921348314,3.8623595505617976,2.984550561797753,2.633426966292135,2.457865168539326
2025-04-24,40.484550561797754,14.04494382022472,9.304775280898877,8.60252808988764,9.480337078651685,6.144662921348314,3.8623595505617976,2.984550561797753,2.633426966292135,2.457865168539326
2025-04-25,40.83567415730337,14.04494382022472,9.304775280898877,8.60252808988764,9.129213483146067,6.144662921348314,3.8623595505617976,2.984550561797753,2.633426966292135,2.457865168539326
2025-04-28,40.83567415730337,14.04494382022472,9.304775280898877,9.480337078651685,8.251404494382022,6.144662921348314,3.8623595505617976,2.984550561797753,2.633426966292135,2.457865168539326
2025-05-02,40.97956307258633,14.094432699083862,9.337561663143058,9.337561663143058,8.104298801973222,6.166314305849189,3.875968992248062,2.995066948555321,2.6427061310782243,2.466525722339676
