date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD,DBS BANK LTD
2024-03-01,30.22181944359682,41.124716765083576,12.845861635801963,5.323475296215474,3.2099379401198296,5.631381419183296,0.44793629848744787,0.9172363184342635,0.2776348830773348,0.0
2024-03-04,30.175631999562903,41.11365478952092,12.76403958064305,5.54603207590895,3.19518617115728,5.555130337410612,0.4539318997652515,0.9167396540636464,0.2796534919673946,0.0
2024-03-05,30.252177498289946,41.22716455420238,12.722535479882943,5.389595091892602,3.204878797955066,5.577758783918025,0.4376649054178532,0.9173673416271203,0.2708575468140641,0.0
2024-03-06,30.357147132870953,40.7502809375795,12.73280021855683,5.588003954605625,3.2042241313848474,5.572333393346214,0.48246292911182453,0.9172075299548079,0.28882070301645146,0.10671906957294947
2024-03-07,30.51050300025117,40.79003091311853,12.82068730978469,5.651069290575881,3.074712384731113,5.336872757710475,0.4893243920288084,0.9162496827845222,0.30385840551806537,0.10669186349674216
2024-03-08,30.584659526649084,40.74897852343439,12.814024960825213,5.696002076789013,3.0485676504278008,5.324803093125208,0.4679001678273298,0.9147592465839365,0.2937864433332023,0.10651831100482725
2024-03-11,30.91254679962535,40.44971479866249,12.819203122565856,5.699689337133811,3.032013805844012,5.332445175618155,0.4666975011552722,0.9148898991682799,0.2662660355002349,0.10653352472654108
2024-03-12,30.9879769069623,40.51501373615231,12.745956903163682,5.704296063501585,3.0015060348429587,5.212465645634688,0.4607091316604022,0.9134160386926138,0.35229763700957956,0.10636190237988428
2024-03-13,30.997210052890793,40.54999616211099,12.644911661885223,5.861241573311068,3.0036162644330755,5.207388170581013,0.45658032197186055,0.910822955116879,0.2620260162027386,0.10620682149635868
2024-03-14,31.09019313763207,40.531263097983214,12.559460963192235,5.719218692423338,3.0213597599334525,5.245233536024062,0.4626498179935951,0.9128684049189026,0.35151741663251823,0.10623517326661361
2024-03-15,31.291085087503816,40.093164806364655,12.665376683686514,5.867865332851133,3.029349325159892,5.300423607519571,0.466533407421989,0.9160511866154334,0.26375505323391857,0.1063955096430741
2024-03-18,31.40997912138837,40.01855500138089,12.636631351949257,5.862906017380569,3.0304665701770586,5.302785196178288,0.450593215365302,0.9162923554213183,0.2654514649153673,0.10633970584357981
2024-03-19,31.532654598268707,39.91743869847929,12.56920044164036,5.887952262528856,3.0397130652476436,5.30750406622152,0.4502779880595888,0.9227525800438313,0.2661081616422374,0.10639813786796479
2024-03-20,31.508873217101424,39.98972511733014,12.673403707972275,5.805230174154012,2.990040715415004,5.285087475063531,0.44773540825470226,0.9263807354970579,0.26464894566065134,0.1088745035512039
2024-03-21,31.835165715625546,40.06077833519431,12.47395134144072,5.6898144076243495,2.9479727822534807,5.252600284747584,0.44958864999319553,0.9289107224885543,0.2524266741953372,0.10879108643692728
2024-03-22,31.979000854467206,40.0596844505616,12.385475453618529,5.677409889129905,2.914739527981492,5.223905688098145,0.4485873159521302,0.9275482003083584,0.27604082170326427,0.10760779817937727
2024-03-25,32.06709643322885,40.16515271079622,12.233744288510543,5.725579683833652,2.912430732899812,5.1440247401295585,0.4430612091130818,0.9287583020524124,0.2724037135287168,0.10774818590716048
2024-03-26,32.08986814900563,40.25618412203434,12.23245791511807,5.651271077677143,2.911295642913315,5.1224122658974895,0.4464809591223533,0.9291418046008274,0.25309538638098505,0.10779267724983937
2024-03-27,32.16348036203212,40.25823012062587,12.081068156777482,5.67132652482386,2.924052546865793,5.150176340613075,0.46095864901556083,0.9198645457840416,0.26308359705712336,0.10775915640507837
2024-03-28,31.964082467966577,40.65624568380532,11.956540725655552,5.600567451825034,2.9289093260783634,5.147970013762318,0.45948313450450606,0.9194704773653708,0.25901772647259097,0.10771299256437325
2024-04-02,32.02714661364692,41.019658086868986,11.66443461767564,5.434724230955051,2.9108596225377954,5.238928494885079,0.4450323788471916,0.9142354283403342,0.2375027295839855,0.10747779665901745
2024-04-03,31.98701233188054,40.97218666239712,11.717049613588843,5.366210230103976,2.9163469931614125,5.345718528181246,0.4424086827938778,0.9151133794069977,0.23037256963097524,0.10758100885501683
2024-04-05,32.11171153064905,40.71263048973652,11.795366193418696,5.497039348210164,2.8584922092329283,5.338321956070314,0.44556131465975496,0.9108344584580234,0.2200135533747108,0.11002894618984249
2024-04-08,32.445733520438246,40.52305650104511,11.897974888213538,5.318517634378059,2.8080503618553037,5.3179412489301425,0.43684905660140905,0.9083956399229249,0.23374681208898074,0.10973433652628253
2024-04-09,32.41145462407276,40.48024391820314,11.853010170972444,5.414996163695717,2.730686074134975,5.325557033134502,0.5342131956491578,0.9068993994791527,0.23332101838704106,0.10961840227110071
2024-04-10,32.344738810508986,40.41160038647183,12.044019019636085,5.311018498933276,2.6862271798964255,5.4881072871463745,0.4606725013484061,0.9075812134198231,0.23639914896249137,0.10963595367630005
2024-04-11,32.22212140550234,40.14800575853987,12.14914516230118,5.644819504159523,2.6051592689675194,5.5053863495515065,0.4722739294547532,0.909815983396701,0.23336672388475002,0.10990591424185533
2024-04-12,32.04073476217128,40.25722389132325,11.945751240153482,5.626899614129034,2.7059601311322936,5.69112308057664,0.4609996713316685,0.9187071445990722,0.24285336709534644,0.10974709748792735
2024-04-15,32.0110013134341,40.12799934875764,11.968907386243576,5.758720833030849,2.7119303914807444,5.692755804293837,0.45253504675300216,0.9189707120747546,0.2474005811485889,0.10977858278290784
2024-04-16,31.99955996040466,40.306900803507546,11.87599465756608,5.72029092988316,2.693195343427924,5.68623719945044,0.45139962793093413,0.9109691980238154,0.24588213454705796,0.10957014525838253
2024-04-17,32.644124969539064,40.07704443151557,11.784970105972564,5.339822013705504,2.6672961109270648,5.676793819854353,0.5510710337073876,0.9005896999245472,0.24648333375590492,0.11180448109804465
2024-04-18,32.718680225069726,40.18526978052456,11.715915822164181,5.14553248088183,2.6874557428585395,5.690665050628666,0.5948090374784575,0.903403736253434,0.24615872704500633,0.11210939709560244
2024-04-19,32.9763472409288,40.10879830253884,11.710299695353662,5.041516201555791,2.702114646871829,5.697801240898633,0.4998686535956735,0.904536619825942,0.2464674142541774,0.11224998417665671
2024-04-22,33.108775356289804,39.801043662632445,11.790481331428413,4.973609756166034,2.737585529826537,5.705028284427565,0.6041089494371429,0.9202512054382649,0.24674123329438544,0.1123746910594048
2024-04-23,33.701686746891774,39.43109359928219,11.67504265643192,4.834717731588508,2.70981064298355,5.764947342297579,0.6308762040621484,0.8986853261948473,0.24101618210546355,0.11212356816201953
