date,CITIBANK N.A.,ZHONGTAI INTERNATIONAL SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,PHILLIP SECURITIES (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG SECURITIES LTD,MIB SECURITIES (HONG KONG) LTD,TOTAL_CCASS_PCT
2024-03-06,0.0,0.0,2.5060714285714285,0.0,0.0,0.0,1.3308482142857143,0.0,0.0,0.0,3.836919642857143
2024-03-07,0.0,0.0,2.5075,0.0,0.0,0.0,1.3290625,0.0,0.0,0.615,4.4515625000000005
2024-03-08,0.0,0.0,2.5082142857142857,0.0,0.0,0.0,1.3290625,0.0,0.0,0.615,4.452276785714285
2024-03-12,0.0,0.0,2.508928571428571,0.0,0.0,0.0,1.3283482142857141,0.0,0.0,0.615,4.452276785714285
2024-03-13,0.0,0.0,2.508928571428571,0.0,1.0785714285714285,0.0,1.3301339285714286,0.0,0.0,0.615,5.532633928571428
2024-03-14,0.0,0.0,2.5092857142857143,0.0,1.0785714285714285,0.0,1.3301339285714286,0.0,0.0,0.615,5.5329910714285715
2024-03-18,5.769464285714285,0.0,2.529642857142857,0.0,1.0785714285714285,0.0,1.3301339285714286,0.7707142857142857,0.0,0.615,12.093526785714285
2024-03-20,5.769464285714285,0.0,2.527857142857143,0.0,1.0785714285714285,0.0,1.3244196428571429,0.7707142857142857,0.0,0.615,12.086026785714287
2024-03-21,5.769464285714285,0.0,2.530357142857143,0.0,1.0785714285714285,0.0,1.3244196428571429,0.7707142857142857,0.7221428571428571,0.615,12.810669642857142
2024-03-22,5.769464285714285,0.0,2.5392857142857146,0.0,1.0710714285714285,0.0,1.3244196428571429,0.7707142857142857,0.7207142857142858,0.615,12.810669642857142
2024-03-25,5.769464285714285,0.0,2.549642857142857,1.5224902678571428,1.0710714285714285,0.0,1.3244196428571429,0.7707142857142857,0.7207142857142858,0.615,14.343517053571428
2024-03-26,5.768750000000001,0.0,2.5503571428571425,1.5149902678571427,1.0710714285714285,0.0,1.3244196428571429,0.7746428571428572,0.7207142857142858,0.615,14.339945625
2024-03-27,5.768750000000001,0.0,2.555,1.5132045535714285,1.0710714285714285,0.0,1.3244196428571429,0.7746428571428572,0.7178571428571429,0.615,14.339945625
2024-03-28,5.768750000000001,0.0,2.5742857142857143,1.494275982142857,1.0710714285714285,0.0,1.3254910714285715,0.7746428571428572,0.7178571428571429,0.615,14.341374196428571
2024-04-02,5.768750000000001,0.0,2.577142857142857,1.494275982142857,1.0710714285714285,0.0,1.3254910714285715,0.7717857142857143,0.7178571428571429,0.615,14.341374196428571
2024-04-03,5.768750000000001,0.0,2.577857142857143,1.494275982142857,1.0710714285714285,0.9035714285714286,1.3240625000000001,0.77,0.7214285714285714,0.615,15.246017053571428
2024-04-05,5.768750000000001,0.0,2.579642857142857,1.494275982142857,1.0710714285714285,0.9035714285714286,1.3283482142857141,0.77,0.7267857142857143,0.615,15.257445624999999
