date,SILVERBRICKS SECURITIES CO LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,HANG SENG SECURITIES LTD,CITIBANK N.A.,LEGO SECURITIES LTD,INTERACTIVE BROKERS HONG KONG LTD,VALUABLE CAPITAL LTD
2024-03-01,0.0,0.0,78.70511013747307,0.0,0.0,0.0,0.0,0.0,21.29488986252694
2024-03-05,0.0,40.2025838823888,33.65354404558138,0.0,0.0,0.0,0.0,17.038383080494267,9.105488991535559
2024-03-06,0.0,31.816073184761834,26.623926072999204,20.860626078565993,0.0,0.0,0.0,13.493347683286633,7.206026980386334
2024-03-08,0.0,29.243017560136984,24.470774037739968,19.147985427951593,8.12139280402778,0.0,0.0,12.393574927344421,6.623255242799251
2024-03-12,0.0,29.249455657408863,24.47476912365962,19.123659620359437,8.125550315002014,0.0,0.0,12.399919457773349,6.626645825796719
2024-03-20,0.0,29.25090640938979,24.466054883003203,19.130188382938336,8.119789426247976,0.0,0.0,12.404152754733472,6.628908143687226
2024-03-21,0.0,29.22491120444643,24.451446488950452,19.187004629992938,8.11494119533657,0.0,0.0,12.396746380792182,6.624950100481423
2024-03-26,0.0,29.212835151635108,24.455618535416786,19.19027842710356,8.116325813287652,0.0,0.0,12.398861584976743,6.626080487580152
2024-03-27,0.0,26.224130312032013,21.99215009942798,17.257199322416714,7.298750398939435,10.119252203373186,0.0,11.149896889499914,5.958620774310756
2024-03-28,0.0,26.25241956016921,21.983717241992828,17.250582074855288,7.295951703891849,10.115371991079455,0.0,11.145621478025332,5.956335949986043
2024-04-02,0.0,26.246763446270137,21.985403296069506,17.25190511835663,7.29651127118332,10.116147795462076,0.0,11.146476297996099,5.956792774662232
2024-04-03,0.0,26.32587017412676,21.961822048701556,17.23340095736009,7.288685131499108,10.105297351630638,0.0,11.134520737694368,5.950403598987478
2024-04-08,0.0,26.685566565072,22.107482632247873,16.422243062153726,7.3370269369825145,10.172320183610765,0.0,11.28549129452993,5.989869325403191
2024-04-09,0.0,26.658829917868403,22.110893080829584,16.4247764675392,7.338158795979193,10.173889433964593,0.0,11.302658940989899,5.9907933628291286
2024-04-10,0.0,26.623418628076106,22.075135766189522,16.55223186370091,7.326291665511538,10.157436413985996,0.0,11.284380496489947,5.981105166045977
2024-04-11,0.0,26.625469018588234,22.146148964616437,16.476492079824038,7.326855896541738,10.1582186843451,0.0,11.285249557936503,5.981565798147955
2024-04-15,0.0,24.106626867681467,20.167733646039647,15.004572768741339,6.672314830919772,9.250739217523524,9.073719765021405,10.277087342688338,5.447205561384512
2024-04-17,0.0,23.967982732260097,20.345101852684593,14.891458314596637,6.684504002158468,9.267638726504183,9.090295889918158,10.29586181311269,5.457156668765176
2024-04-19,0.0,23.850595737256512,20.370865437108492,14.910315794213162,6.69296878077882,9.27937460251352,9.101807191620845,10.330005234158229,5.464067222350418
2024-04-23,0.0,23.872018635113008,20.36513455879457,14.906121116981472,6.691085866684672,9.276764062139549,9.099246605787464,10.327099122821824,5.462530031677441
2024-04-24,0.0,23.872018635113008,20.36513455879457,14.906121116981472,6.69811904641336,9.276764062139549,9.099246605787464,10.320065943093136,5.462530031677441
2024-04-25,0.0,23.8664291673243,20.543364298437464,14.658632274356837,6.710389844648374,9.29375887804108,9.115916213839597,10.338972063764064,5.472537259588284
2024-04-29,0.0,23.846971247213087,20.55890502081554,14.659665203800634,6.710862696352418,9.294413768416186,9.116558572423143,10.33970060572237,5.472922885256621
2024-05-03,0.0,23.854017808068594,20.55890502081554,14.659665203800634,6.710862696352418,9.294413768416186,9.116558572423143,10.332654044866862,5.472922885256621
2024-05-07,0.0,23.89860208813437,20.548769150152975,14.65243775319897,6.707554133165051,9.289831473019342,9.112063962496972,10.320516793536138,5.470224646296182
2024-05-10,0.0,23.907021049338702,20.55600803758388,14.657599490464529,6.7099170595745035,9.293104079947469,9.115273945771673,10.288924649060261,5.472151688258984
2024-05-14,0.0,23.94751477135106,20.42144577156843,14.682426538464796,6.721282319829039,9.308844743431584,9.130713400501929,10.30635203383084,5.481420421022321
2024-05-16,0.0,23.920503732027193,20.39841187932313,14.77865850047796,6.713701206599499,9.298345049671068,9.120414625824443,10.294727225046739,5.475237781029966
2024-05-17,0.0,23.93062572817314,20.407043497149367,14.78491211144117,6.688332021563799,9.288174609219624,9.12427394261502,10.2990834539315,5.477554635906377
2024-05-22,0.0,23.962800980168232,20.39841187932313,14.77865850047796,6.685503041172142,9.28424596695739,9.120414625824443,10.294727225046739,5.475237781029966
2024-05-27,0.0,24.180643631837846,20.41568242303144,14.508950619897101,6.691163397143366,9.292106577710797,9.128136526939349,10.303443371066201,5.479873452373897
2024-05-29,0.0,24.175293812163428,20.41712295516895,14.509974372579789,6.691635526152387,9.292762229472661,9.128780608961694,10.304170382830758,5.480260112670332
2024-05-30,0.0,24.25443884106204,20.189015106492565,14.548984316189248,6.709625931774574,9.317745742278369,9.153323258564969,10.331873057918598,5.494993745719638
2024-06-04,0.0,24.17777752657846,20.344177607967037,14.528426657020614,6.700145256006647,9.304579803197893,9.140389647824835,10.317274160821572,5.487229340582946
2024-06-05,0.0,24.199198774995903,20.338429983218347,14.524322094711803,6.698252335022799,9.30195107894157,9.137807310471864,10.314359330768056,5.485679091869657
2024-06-06,0.0,24.256996095925455,20.429108960713307,14.54769557830341,6.66010804759522,9.307867798593856,9.143619622709783,10.16543551209528,5.489168384063686
2024-06-07,0.0,24.289101200114164,20.703028967201025,14.541529262496361,6.657285034884411,9.303922482854503,9.139743926665028,9.878547429517665,5.486841696266845
2024-06-11,0.0,24.319449046110105,20.746999006040216,14.360028657757843,6.6714240810119705,9.323682578518575,9.159155332410169,9.899527939897999,5.519733358253123
