date,CMB INTERNATIONAL SECURITIES LTD,SHENWAN HONGYUAN SECURITIES (H.K.) LTD,BANK OF CHINA (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,UOB KAY HIAN (HONG KONG) LTD,CHIEF SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD
2024-03-01,0.0,68.42564598073746,13.920144624879219,16.697316335754138,0.0,0.0,0.9568930586291805,0.0
2024-03-04,0.0,68.36489564159362,13.964371509687082,16.71294418619162,0.0,0.0,0.9577886625276885,0.0
2024-03-05,0.0,68.31155057862067,13.961758008671513,16.70981627624068,0.0,0.0,1.0168751364671387,0.0
2024-03-06,0.0,68.39655064675372,14.003624320439917,16.640629881897144,0.0,0.0,0.9591951509092046,0.0
2024-03-07,0.0,68.38586735809565,13.995189153728404,16.638030676954795,0.0,0.0,0.9809128112211428,0.0
2024-03-08,0.0,68.47785285285285,14.014014014014014,16.572822822822822,0.0,0.0,0.9353103103103104,0.0
2024-03-11,0.0,68.42434282499296,14.159347357234395,16.478604694776983,0.0,0.0,0.9377051229956553,0.0
2024-03-12,0.0,68.4027886328821,14.212023634601556,16.453559258448745,0.0,0.0,0.93162847406759,0.0
2024-03-13,0.0,68.39010353132527,14.216008257483345,16.4617935003597,0.0,0.0,0.9320947108316913,0.0
2024-03-14,0.0,68.39224272755709,14.21645292461683,16.462308414138256,0.0,0.0,0.9289959336878324,0.0
2024-03-18,0.0,68.41150151747442,14.220456180970558,16.438784768937143,0.0,0.0,0.9292575326178781,0.0
2024-03-19,0.0,68.41973453543702,14.1748059103431,16.428750313047832,0.0,0.0,0.9767092411720512,0.0
2024-03-20,0.0,68.41660405709993,14.177936388680191,16.428750313047832,0.0,0.0,0.9767092411720512,0.0
2024-03-21,0.0,68.4508895013781,14.185041343021798,16.436983212227513,0.0,0.0,0.9270859433725883,0.0
2024-03-22,0.0,68.47448068427484,14.155465739261208,16.44264811855751,0.0,0.0,0.9274054579064448,0.0
2024-03-26,45.86344972683158,37.08812650581967,7.665682581696019,8.880518510977637,0.0,0.0,0.5022226746750823,0.0
2024-03-28,45.85411365564037,37.08057675996607,7.66412213740458,8.878710771840542,0.0,0.0,0.5224766751484309,0.0
2024-04-02,45.879298055055834,37.0710430738943,7.667764162791486,8.88292997522148,0.0,0.0,0.4989647330368962,0.0
2024-04-03,45.88113502138348,37.06978480754871,7.667503903333108,8.882628470572262,0.0,0.0,0.4989477971624466,0.0
2024-04-05,45.90355924436071,37.02666462990308,7.676901403669569,8.892170341327631,0.0,0.0,0.5007043807390057,0.0
2024-04-08,45.91524905775695,36.80859733116023,7.860514074224984,8.885946147838784,0.0,0.0,0.5296933890190486,0.0
2024-04-09,45.9292846953332,36.81984919502751,7.862916921404796,8.888662454996265,0.0,0.0,0.4992867332382311,0.0
2024-04-10,45.93786625447998,36.76727871859766,7.872878908837667,8.898816095663548,0.0,0.0,0.5231600224211438,0.0
2024-04-11,45.938646555238485,36.76790324772388,7.873012637586628,8.898967250985189,0.0,0.0,0.5214703084658242,0.0
2024-04-12,45.944889915737974,36.77290024463169,7.8740826311497685,8.908670834465887,0.0,0.0,0.49945637401467796,0.0
2024-04-15,45.952696503211335,36.77914840112821,7.8754205321643385,8.893193325857206,0.0,0.0,0.49954123763890307,0.0
2024-04-17,45.940987616572386,36.76977696240806,7.8734138510931055,8.890927313186907,0.0,0.0,0.5248942567395404,0.0
2024-04-18,45.93942688250582,36.768527798066955,7.8731463708787,8.890625265410813,0.0,0.0,0.5282736831377078,0.0
2024-04-19,45.948792877894626,36.77602405749333,7.874751524830527,8.892437859970439,0.0,0.0,0.5079936798110739,0.0
2024-04-22,45.93942688250582,36.768527798066955,7.891831292147238,8.890625265410813,0.0,0.0,0.5095887618691716,0.0
2024-04-23,45.927724756308805,36.75916177020005,7.889821010087288,8.888360561084129,0.0,0.0,0.5349319023197364,0.0
2024-04-24,45.96128681406454,36.72994238906922,7.914280373196473,8.894855802729298,0.0,0.0,0.4996346209404687,0.0
2024-04-25,45.940987616572386,36.5778253410114,8.082352341639911,8.87394044403676,0.0,0.0,0.5248942567395404,0.0
2024-04-26,45.92070634179472,36.56167756176246,8.119534765260209,8.870022922149587,0.0,0.0,0.5280584090330249,0.0
2024-04-29,45.92538504644331,36.54332727674099,8.132248807077723,8.870926658628946,0.0,0.0,0.5281122111090356,0.0
2024-05-02,45.92850471257536,36.54580962893776,8.154878152330815,8.868132801222723,0.0,0.0,0.5026747049333447,0.0
2024-05-03,45.92616492324412,36.54394783317484,8.159557125390572,8.867681021600326,0.0,0.0,0.5026490965901371,0.0
2024-05-06,45.91446955163574,36.534641699064565,8.157479245539276,8.865422813778585,0.0,0.0,0.5279866899818345,0.0
2024-05-07,45.91369007198153,36.534021458644574,8.15734075784327,8.865272307483362,0.0,0.0,0.5296754040472634,0.0
2024-05-08,45.916028590346514,36.53588224308585,8.16624505526222,8.853839493387209,0.0,0.0,0.5280046179182017,0.0
2024-05-09,45.93162480256789,36.54829231840492,8.169018868565411,8.846656816290484,0.0,0.0,0.5044071941712946,0.0
2024-05-10,45.930064704583664,36.547050931508245,8.172137968513834,8.846356333746582,0.0,0.0,0.5043900616476742,0.0
2024-05-13,45.92226580408538,36.54084526174588,8.162260370502436,8.844854227157727,0.0,0.0,0.5297743365085834,0.0
2024-05-14,45.93162480256789,36.553387340568264,8.163923846402065,8.846656816290484,0.0,0.0,0.5044071941712946,0.0
2024-05-16,45.93162480256789,36.56018070345273,8.157130483517603,8.846656816290484,0.0,0.0,0.5044071941712946,0.0
2024-05-17,46.48904168457241,35.79028792436614,8.256123764503654,8.954018048990116,0.0,0.0,0.5105285775676838,0.0
2024-05-21,43.41439922947267,33.42322818845814,7.71008909222249,8.361826791877359,0.0,6.613692912753832,0.4767637852155069,0.0
2024-05-23,43.41858112989453,33.391128449646004,7.736518486410121,8.362632246464061,0.0,6.614329978005748,0.4768097095795405,0.0
2024-05-24,43.424158250509784,33.368121899134565,7.751962877924247,8.363706427321334,0.0,6.61517958928084,0.4768709558292257,0.0
2024-05-27,43.41439922947267,33.36062284292479,7.748615458704551,8.361826791877359,0.0,6.613692912753832,0.5008427642667951,0.0
2024-05-28,43.42625004014259,33.36972927839687,7.749124891615017,8.364109316291467,0.0,6.61549824978323,0.475288223770834,0.0
2024-05-29,43.42694734813816,33.368659376655906,7.749249321579395,8.364243621240586,0.0,6.615604476773126,0.47529585561282656,0.0
2024-05-30,43.42694734813816,33.368659376655906,7.75085505082133,8.364243621240586,0.0,6.615604476773126,0.4736901263708913,0.0
2024-06-03,43.409521363680135,33.35526949375622,7.786266893518667,8.36088729093769,0.0,6.612949825045746,0.47510513306153895,0.0
2024-06-04,43.387932555789064,33.338680955513134,7.796833138145123,8.356729180369948,0.0,6.6096610142300225,0.5101631559527057,0.0
2024-06-06,43.33717911739256,33.29968272281511,7.927122392077685,8.346953818543088,0.0,6.601929301669711,0.48713264750184276,0.0
2024-06-07,43.32468281430219,33.29008073817762,7.92804049724465,8.344546969114443,0.0,6.6000256311675,0.5126233499935922,0.0
2024-06-11,43.32398878654386,33.289547456948334,7.9407288746495786,8.344413295955146,0.0,6.599919903884661,0.5014016820184222,0.0
2024-06-12,43.32815328665951,33.287941171758604,7.946298402729939,8.353225780611673,0.0,6.600554318396642,0.4838270398436374,0.0
2024-06-13,43.3128873656732,33.27621274483112,7.943498662737625,8.350282666837494,0.0,6.598228727919156,0.5188898320014094,0.0
2024-06-14,43.32329478102073,33.28420850286739,7.945407362316984,8.352289110306604,0.0,6.599814179989107,0.49498606349918306,0.0
2024-06-17,43.29347356288719,33.24689045766701,7.999167587123212,8.346539883782356,0.0,6.5952712545422525,0.518657253997983,0.0
2024-06-18,43.309419338308295,33.23991929026679,8.006917977132243,8.349614066553503,0.0,6.597700413156968,0.496428914582199,0.0
2024-06-19,43.30248494940438,33.2345971563981,8.021647239656717,8.348277187139747,0.0,6.596644037402331,0.4963494299987191,0.0
2024-06-20,43.28723710746183,33.22289445884952,8.033227696149044,8.345337558820704,0.0,6.594321201062773,0.516981977656135,0.0
2024-06-21,43.29208752861328,33.22661715035777,8.048534520017288,8.346272670519122,0.0,6.595060107890061,0.4914280226024876,0.0
2024-06-24,43.28169509970233,33.21864097557853,8.046602438946323,8.344269116282048,0.0,6.593476938834299,0.515315430656467,0.0
2024-06-25,43.31774353717526,33.17743537175257,8.062914437646155,8.351218887144825,0.0,6.5989685107473495,0.49171925553384377,0.0
2024-06-27,43.333707199051446,33.05827498357662,8.120363397478009,8.354296518241977,0.0,6.617423210651968,0.515934690999984,0.0
2024-06-28,43.351767251743205,33.03358179049451,8.128556544041036,8.357778312094254,0.0,6.636210627554701,0.49210547407229305,0.0
2024-07-02,41.28692466223952,36.20029005419433,7.741393786733837,7.959697732997481,0.0,6.320128234485916,0.4915655293489047,0.0
2024-07-03,41.2963811268896,36.20858146281875,7.743166895709269,7.961520842876775,0.0,6.321575813101236,0.46877385860436704,0.0
2024-07-08,41.2989035824451,36.20315792688514,7.743639861955227,7.962007146565678,0.0,6.321961946064808,0.4703295360840485,0.0
2024-07-09,41.29827293966741,36.20260509719486,7.743521614977018,7.961885565073984,0.0,6.321865408401668,0.47184937468505195,0.0
2024-07-10,41.29196757103379,36.19707772875094,7.742339343786739,7.960669954349055,0.0,6.320900193902011,0.4870452081774738,0.0
2024-07-11,41.302057085261374,36.205922328614406,7.747285472121685,7.962615109726485,0.0,6.322444678609063,0.4596753256669874,0.0
2024-07-12,41.309627457269855,36.19422932991186,7.748705494203363,7.964074600192457,0.0,6.323603537552123,0.4597595808703355,0.0
2024-07-15,41.31088945575633,36.19533505430217,7.751997189423679,7.964317900621687,0.0,6.323796722012617,0.4536636778835138,0.0
2024-07-17,41.31278259806917,36.19699376756691,7.75235243798118,7.96468287913968,0.0,6.32408652083588,0.4491017964071856,0.0
2024-07-18,41.303318621237345,36.18870172116251,7.750576520716565,7.962858320988408,0.0,6.322637792269277,0.4719070236258953,0.0
2024-07-19,41.31278259806917,36.19699376756691,7.75235243798118,7.96468287913968,0.0,6.32408652083588,0.4491017964071856,0.0
2024-07-30,41.30016492578339,36.18593854987478,7.751511819681143,7.962250320689024,0.0,6.322155030236394,0.47797935373526357,0.0
2024-07-31,41.307734604105576,36.19257086999023,7.752932551319648,7.963709677419355,0.0,6.323313782991202,0.4597385141739981,0.0
2024-08-01,41.305211069704924,36.19188710367157,7.75245891624412,7.963223165740119,0.0,6.322927484879956,0.46429225975930116,0.0
2024-08-02,41.30836553588612,36.194651066884575,7.742359212475752,7.966886102243742,0.0,6.3234103648943805,0.46432771761543273,0.0
2024-08-05,41.21896575373783,36.11631841250972,7.725603157910779,7.949644125401978,0.0,6.309725206894975,0.46332281712465523,0.2164205264200692
2024-08-07,41.21582492608735,36.118138315706055,7.725014477734768,7.952086317778659,0.0,6.309244414642324,0.4632875125727696,0.21640403547807002
2024-08-08,41.212056564671464,36.11483603559673,7.731927343654761,7.952883091551871,0.0,6.3086675606485425,0.46324515421187373,0.2163842496647568
2024-08-09,41.20326640056065,36.099515524543705,7.745513269752277,7.95118681251714,0.0,6.307321978122429,0.4768579176696426,0.21633809683415092
2024-08-12,41.19950033514107,36.096215952714644,7.744805313509231,7.950460057278655,0.0,6.306745475595638,0.4859545426847846,0.2163183230759856
2024-08-13,41.20703315455875,36.10433934666016,7.746221355436372,7.951913700633837,0.0,6.3078985860555825,0.46623598244758657,0.21635787420770355
2024-08-14,41.21268457705378,36.109290949819425,7.747283726742148,7.953004282035262,0.0,6.308763695655487,0.4525852216448501,0.21638754704905294
2024-08-15,41.212056564671464,36.10874070462026,7.7471656710959405,7.952883091551871,0.0,6.3086675606485425,0.45410215774716567,0.2163842496647568
2024-08-16,41.21142857142857,36.10819047619048,7.747047619047619,7.952761904761904,0.0,6.308571428571429,0.4556190476190476,0.2163809523809524
2024-08-19,41.212056564671464,36.10874070462026,7.7471656710959405,7.952883091551871,0.0,6.3086675606485425,0.45410215774716567,0.2163842496647568
2024-08-20,41.19761756058921,36.09608969183664,7.74445138391701,7.950096729477356,0.0,6.306457263850594,0.4889789327768215,0.2163084375523634
2024-08-21,41.212056564671464,36.10874070462026,7.7471656710959405,7.952883091551871,0.0,6.3086675606485425,0.45410215774716567,0.2163842496647568
2024-08-26,41.21770936523661,36.09997713937362,7.748228301455459,7.953973938885925,0.0,6.309532881200945,0.4541644441057685,0.2164139297416749
2024-08-27,41.21708119970739,36.09180687637162,7.748110217020239,7.953852718849061,0.0,6.309436722750548,0.4633016337478664,0.21641063155327966
2024-08-28,41.22085048010974,36.095107453132144,7.748818777625361,7.95458009449779,0.0,6.310013717421124,0.45419905502210023,0.21643042219173908
2024-08-29,41.21959397671158,36.09400719380601,7.748582576357983,7.957385844052917,0.0,6.309821374138877,0.4541852100225568,0.21642382491007742
2024-09-02,41.212056564671464,36.08740704620261,7.7471656710959405,7.9559307570401065,0.0,6.3086675606485425,0.4723881506765818,0.2163842496647568
2024-09-04,41.21331260857639,36.08850690317272,7.7474017859864075,7.956173234585961,0.0,6.308859833592392,0.46935478955228427,0.21639084453384536
2024-09-05,41.21896575373783,36.09345708929633,7.748464481124167,7.958788654687334,0.0,6.309725206894975,0.4541782878393001,0.2164205264200692
2024-09-09,41.2164530533246,36.091256838928935,7.74799213618422,7.961351479037444,0.0,6.309340567231053,0.45719859182833716,0.21640733346541294
2024-09-10,41.21080059732423,36.08630725627038,7.746929570597019,7.960259653186237,0.0,6.308475299424009,0.47084996800048756,0.2163776551976351
2024-09-11,41.20828889227487,36.08563157092793,7.749504799634313,7.959774493371934,0.0,6.3080908121286,0.4723449641932043,0.21636446746914523
2024-09-12,41.20891678983376,36.08618141370431,7.749622880129212,7.959895777781163,0.0,6.308186929558579,0.4708284447424157,0.21636776425055995
2024-09-13,41.20514969147558,36.090500495162644,7.750438028490897,7.959168126761636,0.0,6.307610268911404,0.47078540412889464,0.2163479850689419
2024-09-16,41.21080059732423,36.09544997409564,7.751500929509645,7.960259653186237,0.0,6.308475299424009,0.4571358912626093,0.2163776551976351
2024-09-17,41.21268457705378,36.09710010209835,7.751855294637551,7.960623561860933,0.0,6.308763695655487,0.4525852216448501,0.21638754704905294
2024-09-20,41.21080059732423,36.09544997409564,7.759119861030689,7.960259653186237,0.0,6.308475299424009,0.4495169597415659,0.2163776551976351
2024-09-23,41.202010968921385,36.087751371115175,7.758988421694089,7.9585618525289465,0.0,6.307129798903108,0.4692260816575259,0.21633150517976846
2024-09-24,41.20389414507061,36.08940079528315,7.7608665843959965,7.9589256059844296,0.0,6.307418072123955,0.4631534043298749,0.21634139281198106
2024-09-25,41.20891678983376,36.09379999695257,7.758765180027122,7.961419494430816,0.0,6.308186929558579,0.4525438449465937,0.21636776425055995
2024-09-26,41.20138328179034,36.087201596563126,7.772581161164515,7.959964046860955,0.0,6.307033713685044,0.45398455233771573,0.21785164759829984
2024-09-27,41.20326640056065,36.05838081599074,7.803406563271276,7.960327858862244,0.0,6.307321978122429,0.4494347786343277,0.21786160455833514
2024-09-30,41.19761756058921,36.02297134674852,7.816046430149131,7.959236522613372,0.0,6.306457263850594,0.449373162520755,0.24829771352841715
2024-10-02,41.18444295547298,36.011451544131084,7.813546933057197,7.956691234695742,0.0,6.304440518974235,0.47664006822196503,0.25278674544679297
2024-10-03,41.189460858970456,36.00974718245507,7.817544928419129,7.959183673469387,0.0,6.305208650624429,0.46603716113310995,0.2528175449284191
2024-10-04,41.19510746218641,36.00249805791229,7.820139830314847,7.973983640767086,0.0,6.3060730224977535,0.4493457830040669,0.25285220331754277
2024-10-07,41.200755613783855,35.96325523293014,7.833399347978428,7.993357911093507,0.0,6.306937631394534,0.4494073916090308,0.25288687121050546
2024-10-08,41.19197026928232,35.94797124405995,7.839344462044597,7.993176556598026,0.0,6.305592786645546,0.4691117338857073,0.2528329474838552
2024-10-09,41.272433158344526,35.82590648272494,7.871444268099133,8.00879013551459,0.0,6.317909901110975,0.45018923208399464,0.25332682212184104
2024-10-10,41.26613567701181,35.808233391314964,7.870243217675242,8.00756812841405,0.0,6.316945893985169,0.4775855229027435,0.25328816869602366
2024-10-14,41.272433158344526,35.8136979611769,7.871444268099133,8.00879013551459,0.0,6.317909901110975,0.46239775363203517,0.25332682212184104
