date,HEAD & SHOULDERS SECURITIES LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD,CITYLINE SECURITIES LTD,YUET SHEUNG INTERNATIONAL SECURITIES LTD,VALUABLE CAPITAL LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,BRIGHT SMART SECURITIES INTERNATIONAL
2024-04-17,0.0,0.0,0.0,47.24741163870046,0.0,25.76222777579436,14.780435558729025,12.209925026776151
2024-04-24,0.0,0.0,0.0,47.230549607423264,0.0,25.753033547466096,14.810849393290507,12.205567451820128
2024-05-09,0.0,0.0,41.068496610954405,27.85753378520608,0.0,15.18966025344167,8.685218709215677,7.199090641182167
2024-05-10,0.0,0.0,41.05812534197567,27.850498758365248,0.0,15.185824319205354,8.645144997685088,7.260406582768635
2024-05-14,0.0,0.0,41.04085152930288,27.83878160629391,0.0,15.179435399049183,8.683579452227692,7.257352013126341
2024-05-17,0.0,0.0,41.03222007234794,27.8329267266762,0.0,15.176242954488096,8.702784554555397,7.255825691932364
2024-05-20,0.0,0.0,41.04085152930288,27.83878160629391,0.0,15.179435399049183,8.746686861037487,7.194244604316546
2024-06-03,0.0,0.0,41.04603214676428,27.842295716569886,0.0,15.181351510561306,8.735167886897248,7.195152739207271
2024-06-13,0.0,0.0,36.30983399091789,36.16839127521775,0.0,13.429613638055535,7.7272388893024635,6.364922206506366
2024-06-18,0.0,0.0,36.311185557416714,36.169737576772754,0.0,13.42639121533594,7.727526521496371,6.365159128978225
2024-06-26,0.0,0.0,36.31253722453842,36.17108397855866,0.0,13.42689100655152,7.724091721262656,6.365396069088742
2024-07-09,0.0,0.0,36.311185557416714,36.169737576772754,0.0,13.42639121533594,7.727526521496371,6.365159128978225
2024-07-26,0.0,0.0,36.30037584192312,36.15896996985823,0.0,13.422394224686487,7.754995720611767,6.363264242920404
2024-08-02,0.0,0.0,36.3017267043763,36.16031557011015,0.0,13.422893718368561,7.751562965168205,6.363501041976778
2024-08-05,0.0,0.0,36.28822260248493,36.146864072613646,0.0,13.41790045383528,7.785879026858121,6.3611338442080205
2024-08-21,0.0,0.0,36.22623291740939,36.08511586452763,0.0,13.394979203802734,7.943404634581105,6.350267379679145
2024-08-27,64.74534919182678,0.0,12.934749459670897,12.884362942042246,0.0,4.782741291751197,2.385403821419574,2.2673932932893113
2024-08-28,64.7333324495234,0.0,12.932348769073723,12.881971603187017,0.0,4.781853614561652,2.403521098752502,2.266972464901698
2024-09-12,64.73419064032878,0.0,12.932520217420123,12.882142383666976,0.0,4.780591276680366,2.4035529630120642,2.2670025188916876
2024-09-23,64.73762363110863,0.0,12.93320605626707,12.882825550871052,0.0,4.7808448015273255,2.3983772174051388,2.267122742820778
2024-09-25,64.73504885388908,0.0,12.93269167031248,12.882313168675177,0.0,4.7806546553712765,2.40225907807342,2.2670325736785584
2024-09-26,64.73419064032878,0.0,12.932520217420123,12.882142383666976,0.0,4.780591276680366,2.4035529630120642,2.2670025188916876
2024-10-03,64.73676534927812,0.0,12.93303458973577,12.882654752277038,0.0,4.780781417794689,2.399671205271322,2.2670926856430724
2024-10-04,64.73762363110863,0.0,12.93320605626707,12.882825550871052,0.0,4.7808448015273255,2.3983772174051388,2.267122742820778
2024-10-09,64.77455129140523,0.0,12.940583420665137,12.890174177201757,0.0,4.783571892867092,2.342703262008676,2.2684159558521153
2024-10-10,64.80549988718862,0.0,12.94676629461027,12.896332966143309,0.0,4.7858574329435815,2.297370830955446,2.2681725881587855
2024-10-14,64.7848642050656,0.0,12.942643722386594,12.892226453145108,0.0,4.78433349696833,2.32848177681071,2.2674503456236486
2024-10-17,64.77626988233109,0.0,12.940926758732306,12.890516177816691,0.0,4.783698810044972,2.3414388241068704,2.267149546968069
2024-10-21,64.79346080864107,0.0,12.944361141704594,12.893937182362231,0.0,4.784968352330781,2.315521290853359,2.2677512241079603
2024-10-22,64.73161613617381,0.0,12.932005886018056,12.881630055811117,0.0,4.780401150690016,2.408760091737038,2.2655866795699495
2024-10-29,64.7333324495234,0.0,12.932348769073723,12.881971603187017,0.0,4.780527899669897,2.406172528536013,2.265646750009943
2024-10-30,64.73504885388908,0.0,12.93269167031248,12.882313168675177,0.0,4.7806546553712765,2.403584828116507,2.2657068236354716
2024-11-01,64.74277380005303,0.0,12.934234950941395,12.883850437549722,0.0,4.781225139220366,2.391938477857332,2.265977194378149
2024-11-05,64.7170311464546,0.0,12.92909211398277,12.878727634194831,0.0,4.805831676607024,2.4042412193505633,2.2650762094102053
2024-11-06,60.34788002532856,0.0,12.606127960921649,12.55702156804466,5.250507217347479,4.685783699262112,2.344184123127819,2.208495405967719
2024-11-14,60.33462532299742,0.0,12.603359173126616,12.554263565891475,5.260981912144703,4.684754521963824,2.354005167958656,2.2080103359173124
2024-11-18,60.290225544495655,0.0,12.594084459764773,12.545024981602696,5.257110396736254,4.754896265024465,2.352272873981693,2.206385478394464
2024-11-21,60.295674628792774,0.0,12.595222724338281,12.546158812136863,5.257585539057456,4.755326016785022,2.343447385409942,2.2065848934796644
2024-11-22,60.28866884416272,0.0,12.593759279102493,12.5447010676616,5.256974657560774,4.754773493073755,2.3547941491627826,2.206328509275875
2024-11-25,60.58770030870918,0.0,12.49567679044923,12.447000653284999,5.216032382440724,4.717742451996362,2.346702191707123,2.1891452214123768
2024-11-27,61.62193246740259,0.0,12.195121951219512,12.147616606868272,5.09057268942756,4.459251665812404,2.349014264104712,2.136490355164956
2024-11-29,61.638885067963834,0.0,12.19847690980255,12.150958496417362,5.091973139591591,4.452975528017107,2.329652740436919,2.137078117770636
2024-12-03,61.63965586234493,0.0,12.198629451780713,12.151110444177672,5.09078631452581,4.453031212484994,2.3296818727490995,2.1371048419367744
2024-12-04,61.63271940682946,0.0,12.1972567113045,12.1497430511272,5.090213436362954,4.452530102404442,2.340672943471248,2.1368643485001937
2024-12-05,61.62270283785474,0.0,12.195274409301163,12.147768471058882,5.0893861732716585,4.451806475809477,2.356544568071009,2.136517064633079
2024-12-11,61.617310649149346,0.0,12.194207282773103,12.146705501456305,5.088940835281322,4.451416928134805,2.365088690825906,2.136330112379214
2024-12-13,61.61577019712746,0.0,12.193902423780298,12.146401830022874,5.088813610170127,4.451305641320516,2.3675295941199264,2.136276703458793
2025-02-04,61.62501406478553,0.0,12.195731806418543,12.148224086414041,5.0895770562716445,4.451973445684923,2.3528823433807995,2.13659719704452
2025-02-19,61.59729077890107,0.0,12.190245304474963,12.14275895679992,5.0872874048711,4.449970633442885,2.3968109168614022,2.1356360046486635
2025-02-20,61.59113343579363,0.0,12.189026752133548,12.14154515125389,5.08677887318664,4.44952580874911,2.4065674551111442,2.1354225237720383
2025-02-27,61.606529102248444,0.0,12.192073589881392,12.144580120233469,5.088050393070953,4.450638037269875,2.3821724512879476,2.1359563060079236
2025-02-28,54.729362127352466,11.159717981457835,10.831066452006883,10.788874701604396,4.520068839171709,3.9538111364014883,2.119580303114417,1.8975184588908012
2025-03-13,54.71842634015297,11.157488094313022,10.828902234605863,10.786718914778593,4.519165658337311,3.953021102760787,2.13913835018816,1.8971393048632927
2025-03-18,54.73179289592609,11.16021363298209,10.83154750668991,10.789353882368617,4.502503858495908,3.9451038740409277,2.1418816135730228,1.8976027359234298
2025-03-24,54.730577484649636,11.159965801716575,10.831306974007084,10.789114286666,4.502403872844565,3.945016266391304,2.144054717253478,1.8975605964713589
2025-03-25,54.729362127352466,11.159717981457835,10.831066452006883,10.788874701604396,4.5023038916338205,3.939377116526953,2.1517792705268417,1.8975184588908012
2025-03-26,54.728754468945,11.159594075455777,10.830946195012546,10.788754913063753,4.50225390269358,3.9360024870650414,2.156196566962006,1.8974973908023007
2025-03-27,54.708709308649375,11.155506720385354,10.826979211755958,10.784803382945427,4.500604890176361,3.9334509816979097,2.1931430981475932,1.8968024062420226
2025-04-02,54.70992374884847,11.155754353641075,10.827219552260342,10.78504278721822,4.500704795942151,3.931318467873514,2.193191782190306,1.8968445120259276
2025-04-14,54.684431821963855,11.150556362950555,10.82217464138719,10.780017528483786,4.49860770587648,3.9294866816805154,2.2387645747123885,1.8959606829452291
2025-04-23,54.68382516086089,11.15043266030619,10.822054581761705,10.779897936543154,4.498557798979365,3.929443088528955,2.2398491235855333,1.8959396494342133
2025-05-02,54.6777592900721,11.149195784803107,10.820854132002218,10.778702163061563,4.498058790904049,3.9278979478646696,2.2495840266222964,1.8979478646699945
