date,THE HONGKONG AND SHANGHAI BANKING,CHINA SECURITIES DEPOSITORY AND CLEARING,MORGAN STANLEY HONG KONG SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CMB INTERNATIONAL SECURITIES LTD,CITIBANK N.A.,STANDARD CHARTERED BANK (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,GUOTAI JUNAN SECURITIES (HONG KONG) LTD
2024-03-01,54.62898127123997,8.06164391707406,17.534300904900604,2.5070229049828368,0.0,9.91715916988964,5.612497120702575,1.738394711210307,0.0
2024-03-04,54.419762475232744,8.269984204559375,17.45640692764248,2.499631743134351,0.0,10.064964750616548,5.585473499024526,1.7037763997899753,0.0
2024-03-05,55.309728609139775,9.240668832438411,17.520420015565215,2.5156459120705823,0.0,8.126659833828793,5.575684362977911,1.7111924339793076,0.0
2024-03-06,50.76147141457593,8.521781827908285,15.662014075515732,2.23817278713512,9.049115809858232,7.270948948835125,4.966582776530641,1.5299123596409356,0.0
2024-03-07,50.52096926838644,8.724623705194865,15.5985979352515,2.2419504748230192,9.038843832767327,7.428702375519585,4.916653275781064,1.5296591322762032,0.0
2024-03-08,50.53844375996456,8.74289771988923,15.602210919846069,2.261416391199713,9.049242959479624,7.353847070146621,4.918266975639156,1.5336742038350342,0.0
2024-03-11,50.50837509872933,8.79087175412727,15.598021786736336,2.256453536836972,9.049082959098262,7.367231905933952,4.896233365515427,1.5337295930224526,0.0
2024-03-12,50.55383713133496,8.767146066992074,15.6064818059796,2.259620471706106,9.048438989271698,7.366005133202219,4.879942359273749,1.5185280422395975,0.0
2024-03-13,50.430505170093866,8.752651432609172,15.55005561488886,2.2765654370955306,9.025128044259091,7.5841458829765855,4.8636675089416315,1.5172809091352573,0.0
2024-03-14,50.49481480863869,8.754883547512813,15.595436215192708,2.2915664475746595,9.042193033771602,7.443471361840028,4.858766062526689,1.5188685229428172,0.0
2024-03-15,50.52288356577144,8.723261518197054,15.573058408247565,2.321884074364823,9.038471985576889,7.460302206392648,4.850767652834182,1.5093705886154078,0.0
2024-03-18,50.537808965304464,8.654922433061891,15.536787009028663,2.5237302340387826,9.026674374256883,7.362628455794261,4.851294600899223,1.5061539276158342,0.0
2024-03-19,50.53686398239158,8.67315160243305,15.521590485631286,2.5290728068248494,9.017845388685467,7.383565287810648,4.848687308275778,1.4892231379473444,0.0
2024-03-20,50.54672141375095,8.675238545608387,15.531490152126114,2.54021888170511,9.00896956678652,7.373985274278018,4.836714003099949,1.48666216264495,0.0
2024-03-21,50.467779330236674,8.706323637475576,15.523086418723214,2.5429111620662366,9.00812860340017,7.43270830613426,4.83163569453084,1.4874268474330288,0.0
2024-03-22,50.57774407987142,8.544531433227881,15.534038593751745,2.5603308662583495,9.014420614264067,7.454483629983331,4.829996902506139,1.4844538801370606,0.0
2024-03-25,50.64661409945812,8.507573615069388,15.540961014243246,2.595391382237397,9.012302382159737,7.400268127457505,4.81968667154899,1.4772027078256205,0.0
2024-03-26,50.80121242260095,8.56681224963014,15.582249139453264,2.667919991295911,9.034653309959557,7.084161089472907,4.818954023689187,1.4440377738980834,0.0
2024-03-27,50.83928277235075,8.615124219233385,15.465870324485154,2.8633425338769216,8.997301649602456,7.029614032697697,4.786151835230367,1.4033126325232783,0.0
2024-03-28,50.8492366702231,8.629586364077472,15.459182093438656,2.945633859602666,8.995331565384346,6.88494703983866,4.845543499507576,1.3905389079275294,0.0
2024-04-02,50.78425474395013,8.621495629661203,15.43596947341504,2.9103076864896065,8.973905634880877,6.906232693374415,4.83051090701049,1.5373232312182388,0.0
2024-04-03,50.34872129119159,8.509028456414377,14.934329714840672,2.906926656854102,8.817985264298638,6.65222565629206,4.780190543727184,1.3352201321401782,1.715372284241196
2024-04-05,50.36245910990612,8.526830188855229,14.828715113552274,3.0149905201965277,8.797573176211735,6.664964581059612,4.769794849433566,1.3179229275802706,1.7167495332046652
2024-04-08,50.587736194938685,8.482340737383419,14.815687594972138,3.0152501891008243,8.794966549843744,6.501944243656049,4.786105298443825,1.299728312890201,1.7162408787711234
2024-04-09,50.63802559369203,8.4740337591392,14.803267605018528,3.01229727568963,8.786353408960803,6.493195874329053,4.781418140285525,1.2968482237161076,1.7145601191691235
2024-04-10,51.80558350461752,8.710108067306232,15.136615932135234,3.0681125285071156,6.939570570979482,6.35331849303169,4.908202087713833,1.325252641204075,1.7532361745048162
2024-04-11,51.64186048641466,8.66513608682547,15.075167910400152,3.1755312377942513,6.9126749042729685,6.570249873422069,4.898592808201905,1.3143455287951276,1.7464411638733974
2024-04-12,51.64095318587252,8.677190878714427,15.05321838449153,3.3341549075231036,6.907673538014106,6.45876334035828,4.882833684042639,1.3000344789049665,1.7451776020784275
2024-04-15,50.63386216812064,8.497922338156199,14.75611795558533,3.315372002868249,6.771275532003332,8.259692791607833,4.786329881065736,1.2734872009822347,1.7059401296104342
2024-04-16,50.54301941832588,8.512369438200826,14.740907702352352,3.619844175708325,6.76203001340537,8.090162499852283,4.788416530773415,1.2396393872075178,1.7036108341740315
2024-04-17,50.711229788786625,8.557872210321143,14.575287495567299,3.7960470777918434,6.768649169374487,7.896453057666674,4.76627211000042,1.2229039098318322,1.705285180659677
2024-04-18,50.791738996043655,8.609136961423955,14.538052443257977,3.915089134197821,6.762469443210883,7.702132401307338,4.758789595467279,1.2188560321425668,1.7037349929485233
2024-04-19,50.739914129678276,8.63974485985703,14.507551022339,3.999072239197763,6.758557986292633,7.6785955850788525,4.754409766631218,1.219404869531196,1.7027495413940288
2024-04-22,50.62987573104131,8.65876854097887,14.515852793390366,4.098656545511993,6.762956635024772,7.687212677524443,4.722560787109425,1.2202585534769974,1.7038577359418292
2024-04-23,50.28665280635028,8.665584534205994,14.4051321582613,4.347749289528637,6.737083511767953,7.915989276826567,4.731245693127317,1.2132234627003609,1.6973392672315906
2024-04-24,50.34095861881413,8.629442848872944,14.392865360732399,4.42431759272859,6.7361744001247335,7.838468500054188,4.726087135823538,1.214575316995754,1.697110225853725
2024-04-25,50.31147840148942,8.55983152243393,14.368634289679822,4.528762062487755,6.730528394657903,7.882571391648932,4.710914789829931,1.2115913752346443,1.6956877725376696
2024-04-26,50.2420769402436,8.55840876271419,14.364574808578388,4.537911417045523,6.7317684957434984,7.934162960591117,4.721847606868807,1.2132956645738442,1.695953343641039
2024-04-29,50.24695069441382,8.529129084705591,14.34602258944809,4.527208060993227,6.7278669915834755,7.988143746212822,4.727123799864892,1.2126046763254583,1.6949503564526256
2024-04-30,50.27142230758279,8.504894741311862,14.38606028878931,4.541243429174176,6.737655313726414,7.903075205308944,4.747898889670874,1.2102999982836742,1.6974498261519584
2024-05-02,50.179041392508196,8.40282807175937,14.374234062213672,4.543838375143371,6.739821890382862,8.036078764239697,4.80336478070385,1.2121693724674414,1.7086232905815415
2024-05-03,50.221733617383904,8.34664710209165,14.377895752645664,4.556390251163935,6.741113988419229,7.98468445088047,4.841162222225641,1.2121090741806722,1.7182635410088354
2024-05-06,50.20369673056538,8.360594299928072,14.383850778511622,4.564003952267579,6.752351697796001,7.951514557721562,4.849438340604753,1.2134148934034357,1.7211347492015905
2024-05-07,50.20152288254431,8.358447020419598,14.380156525815988,4.562831763806841,6.750617468635426,7.9722026476058705,4.844848858216122,1.2086801285713684,1.7206927043844757
2024-05-08,50.293301140981306,8.35092326096294,14.389713907601292,4.595657664753264,6.747877185047169,7.852739400669419,4.84503957781742,1.2047536399586334,1.7199942222085614
2024-05-09,50.38195915912388,8.33588934645942,14.374101507296903,4.627015231607531,6.746645015696445,7.763266089265311,4.843892671012201,1.207530466612708,1.7197005129256042
2024-05-10,50.313071005347624,8.374920910147372,14.36064441438138,4.641654630168062,6.741065613376912,7.798757868493011,4.846166291185366,1.2054409276637326,1.7182783392365488
2024-05-13,50.313394292059975,8.385478572701269,14.39267804449261,4.660307131740095,6.754870342607003,7.729378998784927,4.83095177758465,1.2111233260565584,1.721817513972906
2024-05-14,50.28897941401483,8.40534076974269,14.368657554837243,4.660077854074055,6.750907404620531,7.782261185581431,4.815913201987739,1.2070552546853404,1.720807360456138
2024-05-16,50.42583923622409,8.347498366737682,14.35303694254239,4.698634307305498,6.7439820750939266,7.694591471263014,4.811984410829491,1.2053910971345805,1.7190420928693235
2024-05-17,50.23584105163356,8.349566511812652,14.311950002466874,4.792194316484146,6.739141235505758,7.893138340253299,4.749609966601645,1.2107504131460207,1.7178081620960455
2024-05-20,50.21302628802765,8.378876237700322,14.311956813008294,4.793922437636495,6.740785693126544,7.89115520680133,4.725784860460022,1.226265128636812,1.7182273346025254
2024-05-21,50.2690361640319,8.342591749371973,14.294366030559694,4.7994974885799,6.742038997561138,7.84814351972309,4.7521108429458865,1.2336684051261704,1.7185468021002526
2024-05-22,50.12967536468541,8.317943410308757,14.254764666475442,4.82166080263136,6.737421631836087,7.988291326936647,4.796672031681819,1.2358818044869806,1.7176889609574924
2024-05-23,49.98420262801907,8.453366130322118,14.251171609474392,4.807563171462894,6.737193967697877,7.935067397804639,4.872645545117002,1.241158631552781,1.7176309185492276
2024-05-24,50.071733647708726,8.366627207028639,14.304082174315749,4.921365920428963,6.759282042568536,7.504032645742062,5.077767653626021,1.2582096385693826,1.7368990700119231
2024-05-27,49.922665621995804,8.400163773304977,14.333583476671254,4.943040733441561,6.760369371592991,7.460725433126905,5.151132838477348,1.2641588278103353,1.7641599235788248
2024-05-28,49.79755849853441,8.386979813827772,14.279150164054128,4.911836855913294,6.76210724258582,7.584803705268666,5.234564060368642,1.2653643778282686,1.777635281619002
2024-05-29,49.82980593876653,8.470933171642056,14.313551333935518,4.833052180367538,6.766310273296468,7.430718786186192,5.3059845352096815,1.2709035984758916,1.7787401821201243
