date,THE HONGKONG AND SHANGHAI BANKING,EVERBRIGHT SECURITIES INVESTMENT,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,CITIBANK N.A.,CORPORATE BROKERS LTD,BOCI SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,INTERACTIVE BROKERS HONG KONG LTD,GUOTAI JUNAN SECURITIES (HONG KONG) LTD,GF SECURITIES (HONG KONG) BROKERAGE LTD
2024-04-19,37.995274311984076,12.163021372984046,0.0,10.7259563315651,0.0,11.861690873019997,6.258833920898471,10.10876735372683,8.30719137349527,2.579264462326211
2024-04-22,37.99625140500307,12.163334159336786,0.0,10.726232162105697,0.0,11.861995910305694,6.264138108600219,10.101312460853556,8.307405002659566,2.5793307911354093
2024-04-23,37.97964765526269,12.158018978261747,0.0,10.721544971451586,0.0,11.859382902660862,6.294817196272291,10.10460983045128,8.303774800506572,2.578203665132973
2024-04-24,37.973790972359225,12.156144140913694,0.0,10.719891646762978,0.0,11.85755411673525,6.309267081302143,10.105621737840023,8.302494310062064,2.575235994024627
2024-04-25,37.96917272051651,12.153020696607182,0.0,10.717137238445474,0.0,11.854507393245814,6.3179237019128625,10.113302909147082,8.300361036691658,2.574574303433415
2024-04-26,37.7943742653911,12.097071907348305,0.0,10.685702072040854,0.0,11.799932867910094,6.36812375629926,10.074417180004131,8.262148713845528,2.918229237160732
2024-04-29,37.9568505112739,12.155036410354473,0.0,10.234023005347474,0.0,11.851462235026831,6.401070398969037,10.1235489108952,8.298228859301833,2.979779668831255
2024-04-30,12.432483954676327,3.9812917327098525,0.0,3.3520780858248465,0.0,3.881858270423671,2.0999885146919537,3.3158931182054348,2.7180231171935447,0.9970392507299877
2024-05-02,37.92470188159571,12.144741357972155,0.0,10.225355009681731,0.0,11.838857702405491,6.387949028125737,10.107274681436053,8.291200439319958,3.0799198994631594
2024-05-03,38.02725766021874,12.142248213473552,0.0,10.22582196228918,0.0,11.782539795446944,6.245503596660778,9.97176394704896,8.286932298445914,3.3179325264159365
2024-05-06,37.991545285211,12.131663759104313,0.0,10.211780391136958,0.0,11.772268900582493,6.240059362061916,9.942560816014016,8.279708540931507,3.4304129449577987
2024-05-07,37.93416364258016,12.113340345589114,0.0,10.198916694544684,0.0,11.75448830961321,6.215274716486451,9.863544656385644,8.26464307587357,3.655628558927166
2024-05-08,37.90090646596151,12.104354196338099,0.0,10.199024936946238,0.0,11.745768370826221,6.210663982812253,9.845995230332848,8.258512040662195,3.7347747761206396
2024-05-09,37.86119737809251,12.091672366028538,0.0,10.193450106963335,0.0,11.73346223380164,6.165826234386721,9.807570258540634,8.249859530448903,3.8969618917377122
2024-05-10,37.797875463722335,12.08858326676551,0.0,10.190845952776888,0.0,11.730464647657888,6.164251030502591,9.794845754938375,8.24775191173214,3.9853819719042742
2024-05-13,37.8113991870385,12.092908447833981,0.0,10.19193649442322,0.0,11.73466169726236,6.156233953731955,9.790683317626328,8.059029361214009,4.16314754086965
2024-05-14,37.814641992507944,12.094763044463114,0.0,10.20372370896778,0.0,11.736461352334722,6.139285816162119,9.787072761940049,8.060265312743113,4.16378601088116
2024-05-16,37.813675460272044,12.094453905522426,0.0,10.203462904491756,0.0,11.736161371490406,6.141684871162066,9.786822606951901,8.0600592944961,4.163679585613305
2024-05-17,37.80497889302532,12.091672366028538,0.0,10.20878242107257,0.0,11.73346223380164,6.127495449113634,9.784571787376784,8.058205604083465,4.19083124549805
2024-05-20,37.76109114734161,12.085804426620369,0.0,10.198719933747507,0.0,11.727768129350922,6.083655521771588,9.749173708360914,8.054295056328616,4.339492076478475
2024-05-21,37.73155287555121,12.077167310412886,0.0,10.183774461054604,0.0,11.709177602593321,6.074203198792365,9.742206464537194,8.048539056983001,4.433379030075419
2024-05-22,37.72654074774112,12.082101293135365,0.0,10.195595009666523,0.0,11.71396124750779,6.048597749220739,9.723206259947263,8.051827191661248,4.458170501119956
2024-05-23,37.70372694127134,12.091981362789301,0.0,10.206487850517156,0.0,11.72354027273204,6.061210308607505,9.692825591799007,8.05841152757807,4.461816144705581
2024-05-27,37.646966005185476,12.07377753423002,0.0,10.186019323398341,0.0,11.685478281309022,6.090359540380612,9.680785167302034,7.808980859806819,4.827633288387681
2024-05-29,37.63544231625326,12.070081766116278,0.0,10.185452218547564,0.0,11.78648510793909,6.152265860225723,9.685474359689898,7.321934199177839,5.162864172050349
2024-05-30,37.63736244113549,12.070697570339723,0.0,10.183420917753295,0.0,11.787086443327672,6.155130696035687,9.68596850348547,7.317205851396376,5.1631275765262945
2024-05-31,12.418180431963947,3.9812917327098525,0.0,3.3571263879586284,0.0,3.887747956246416,2.044457191220358,3.197258018061571,2.4151249891666593,1.702960165770424
2024-06-03,37.61426395287772,12.055935590367111,0.0,10.165871335031005,0.0,11.787958308071566,6.203655549654774,9.70214911775158,7.313352868080633,5.156813278165609
2024-06-04,37.5804600622199,12.049181743002654,0.0,10.160176319259822,0.0,11.781354584075652,6.200180204056751,9.717085131138377,7.309255859712996,5.202306096533842
2024-06-06,37.57948694344374,12.046420985968547,0.0,10.140027621155948,0.0,11.788838482734588,6.198759593804852,9.722496181011648,7.307581133581446,5.216389058299234
2024-06-07,37.58235728378282,12.047341097734563,0.0,10.14334813859172,0.0,11.78973892021791,6.191595007321836,9.720692773253054,7.308139290347674,5.216787488750424
2024-06-11,37.58618508637835,12.048568132089406,0.0,10.144381249262215,0.0,11.790939717520184,6.189679351502135,9.716590283470827,7.306337355736899,5.217318824039985
2024-06-12,37.58938158714093,12.05040915234855,0.0,10.145931309916033,0.0,11.792741372177925,6.185531803317164,9.710434981647202,7.307453763507896,5.218116029944302
2024-06-13,37.59867104392627,12.057471611737386,0.0,10.154425757839993,0.0,11.799652818583695,6.184060681220453,9.716126037597151,7.26841780493729,5.221174244157762
2024-06-14,37.60346202184988,12.059008024560033,0.0,10.15062271152635,0.0,11.839383617885007,6.225624401170304,9.707170176148058,7.192889499120213,5.221839547740164
2024-06-17,37.61784228425652,12.061070156064511,0.0,10.154504498211251,0.0,11.813317732015134,6.2229062812404115,9.710882378345767,7.195640193681243,5.223836476185164
2024-06-18,37.614006472309754,12.05984031420793,0.0,10.153469064829041,0.0,11.812113152950099,6.22737013905055,9.714990574598229,7.194906469444455,5.223303812609941
2024-06-19,37.612088859668646,12.059225487328128,0.0,10.152951427319618,0.0,11.85739416604155,6.227052659344998,9.719593425812812,7.148656452928058,5.223037521556187
2024-06-20,37.60890807788593,12.05984031420793,0.0,10.153469064829041,0.0,11.870744688824084,6.316592041467485,9.720088969022052,7.047053031153536,5.223303812609941
2024-06-21,37.60411506262222,12.058303364542065,0.0,10.152175070009877,0.0,11.869231838188613,6.323433649131818,9.723947950395683,7.046154929228521,5.2226381358811995
2024-06-24,37.5799089225644,12.05188549624314,0.0,10.155759371706202,0.0,11.87044208784534,6.35466800662652,9.717292058871903,7.046873392453487,5.223170663689008
2024-06-25,37.55121290819599,12.047585971686798,0.0,10.15213629241122,0.0,11.922268195559589,6.357497416866524,9.70363251202073,7.044359411947639,5.221307291311509
2024-06-26,37.539098886516705,12.044516760436059,0.0,10.149549960925315,0.0,11.919230909935221,6.388996254964839,9.69606529288588,7.042564809509257,5.219977124826727
2024-06-27,37.536551312871694,12.044516760436059,0.0,10.15209753457032,0.0,11.919230909935221,6.388996254964839,9.69606529288588,7.042564809509257,5.219977124826727
2024-06-28,37.54133327843462,12.046051170560483,0.0,10.153390860118453,0.0,11.946228341209226,6.33630431851418,9.715135809598218,7.04346199641684,5.21809422514798
2024-07-02,37.53177056539456,12.042982741164128,0.0,10.150804538464431,0.0,11.943185339174889,6.362710044893738,9.710113873246232,7.041667851137536,5.216765046524487
2024-07-04,37.52985860736347,12.042369242860602,0.0,10.15028743223771,0.0,11.942576924789371,6.364933032664564,9.712166336271316,7.04130913175933,5.216499292053629
2024-07-05,37.487879096275186,12.02889909423977,0.0,10.230435833502952,0.0,11.929218400162833,6.380711886830857,9.698758396092002,7.033432983920211,5.2106643089761855
2024-07-08,37.50727601027441,12.023698532590728,0.0,10.226012817578393,0.0,11.924060934360774,6.3855827674779375,9.694565245034461,7.030392156862746,5.208411535820554
2024-07-09,37.53113802931596,12.031347974348535,0.0,10.229973788680782,0.0,11.931646986970684,6.387100468241043,9.642202768729643,7.034864871742672,5.211725111970684
2024-07-10,37.49137724855609,12.029205149734116,0.0,10.228151795028369,0.0,11.929521919446353,6.4648372897743185,9.612497773706842,7.033611938019998,5.210796885733913
2024-07-11,37.48279055566863,12.02889909423977,0.0,10.230435833502952,0.0,11.929218400162833,6.4646728068389985,9.619886016690412,7.033432983920211,5.2106643089761855
2024-07-12,37.4627743165925,12.022475524475524,0.0,10.224972663699937,0.0,11.92284806102988,6.494278448823904,9.635092180546726,7.029677050222505,5.207881754609027
2024-07-15,37.463726986064486,12.02278125317872,0.0,10.217603753433018,0.0,11.923151256230293,6.494443596785677,9.64042315125623,7.029855813243821,5.208014189807751
2024-07-16,37.45768849332486,12.022475524475524,0.0,10.217343928798474,0.0,11.92284806102988,6.496821360457725,9.642720915448189,7.032219961856326,5.207881754609027
2024-07-17,37.448165755688315,12.019419092411338,0.0,10.222373204525232,0.0,11.919816956908605,6.505338756832338,9.647896275581543,7.030432185076904,5.206557772975722
2024-07-18,37.443081225371806,12.019419092411338,0.0,10.222373204525232,0.0,11.919816956908605,6.505338756832338,9.647896275581543,7.030432185076904,5.211642303292233
2024-07-19,37.421200264241065,12.012395192845165,0.0,10.216399461354744,0.0,11.956044514457036,6.501537171604248,9.657502921896437,7.026323746125311,5.20859672747599
2024-07-22,37.41169477748425,12.009343883357042,0.0,10.21380435887015,0.0,11.9657081893924,6.504965962202805,9.662670188985977,7.024538965657387,5.20727367404999
2024-07-23,37.374669474966375,11.997458573349913,0.0,10.256986068464993,0.0,11.976704646382624,6.506141040931814,9.668333037277641,7.017586976933032,5.202120181693608
2024-07-24,37.351555127099296,11.994110558628037,0.0,10.254123750570805,0.0,11.97336242325841,6.539842204069207,9.670708813232533,7.015628646811102,5.20066847633061
2024-07-26,37.340187674359626,11.990460309409078,0.0,10.251003043367994,0.0,11.969718488460563,6.550532589398935,9.685518640628962,7.013493532843013,5.199085721531828
2024-07-29,37.3306857374721,11.989852150537635,0.0,10.247947098803003,0.0,11.974183404341652,6.560344390342869,9.685027388922702,7.013137806857375,5.198822022722662
2024-07-30,37.32784582223913,11.988940027894003,0.0,10.247167490807659,0.0,11.973272473690884,6.577596044123241,9.674147331051097,7.012604285533156,5.198426524660834
2024-07-31,12.382842317027476,3.977926197953998,0.0,3.4000066662829678,0.0,3.9727277088317368,2.1866510346552017,3.2081960060180976,2.326779701825484,1.7248361416834768
2024-08-01,37.306954691818156,11.987116198879338,0.0,10.263356659313912,0.0,11.971451028117947,6.60702061306762,9.657463046068813,7.011537486372049,5.195100276362162
2024-08-02,33.6069593474343,10.798268851385473,9.910857451233033,9.245466773342041,0.0,10.784157306733878,5.954039485899424,8.704231879458241,6.316153575493925,4.679865329019679
2024-08-05,33.60772693979386,10.798515486868945,9.911083817991702,9.245677942391355,0.0,10.784403619905719,5.954175477828079,8.702146658556693,6.316297838209758,4.679972218453893
2024-08-06,33.60849456721826,10.798762133619123,9.911310195091167,9.24588912108721,0.0,10.784649944329542,5.954311475969061,8.700061342398909,6.316442107515742,4.680079112770988
2024-08-07,33.616172770557725,10.801229220959518,9.913574534985543,9.248001438750945,0.0,10.787113807596374,5.962525605105108,8.672349134337463,6.317885163133319,4.681148324573998
2024-08-08,33.61233323039712,10.7999955363976,9.91244223572524,9.24694515928773,0.0,10.785881735255359,5.973266288228262,8.671358604183558,6.31716355291375,4.680613657611383
2024-08-12,33.6057940235093,10.797344068653357,9.910008667973651,9.244674975310337,0.0,10.783233732539259,6.001488956192653,8.662378389702225,6.315612648995391,4.679464537123824
2024-08-13,33.60425912866049,10.796850915961285,9.909556043011253,9.244252738478538,0.0,10.782741224315883,6.005782198908378,8.661982748404192,6.315324192745399,4.679250809514584
2024-08-14,33.60188031871145,10.796086618308456,9.908854556023687,9.243826699033654,0.0,10.781977925473196,6.005357055940881,8.668220118580383,6.314877137627667,4.678919570300618
2024-08-15,33.59651005103398,10.794361182872713,9.907270918416557,9.242349346478763,0.0,10.78025474489511,6.00439727706591,8.682816804860176,6.31386789111355,4.678171783263239
2024-08-16,33.60562399784458,10.79362187936412,9.906592371532078,9.241716339931758,0.0,10.77951640753346,6.010835015965712,8.670807155918064,6.313435455640472,4.677851376269756
2024-08-19,33.60562399784458,10.79362187936412,9.906592371532078,9.241716339931758,0.0,10.80234633685394,6.010835015965712,8.647977226597584,6.313435455640472,4.677851376269756
2024-08-20,33.59641995112971,10.790665677747192,9.90387911321024,9.239185180595936,0.0,10.799387745746662,6.020600581996905,8.66158525657139,6.311706305934198,4.67657018706776
2024-08-21,33.59795360878257,10.79115826555923,9.904331219714951,9.225912113124874,0.0,10.799880731716193,6.027722834559331,8.661980653061073,6.314276903618324,4.676783669863455
2024-08-22,33.59795360878257,10.79115826555923,9.904331219714951,9.228194584970213,0.0,10.799880731716193,6.025440362713992,8.661980653061073,6.314276903618324,4.676783669863455
2024-08-23,33.59872049011815,10.791404576330404,9.904557288446465,9.228405220721148,0.0,10.80240976552305,6.025577894832961,8.657613316956834,6.314421028500496,4.676890418570496
2024-08-27,33.60173322391706,10.79017313490376,9.903427047978576,9.227352138111723,0.0,10.860515918667934,5.97239823703819,8.654343105745905,6.313700469875829,4.676356723761025
2024-08-28,33.60326705409934,10.790665677747192,9.90387911321024,9.225490974656694,0.0,10.861011672473257,5.974953228866094,8.650173418288688,6.313988673590738,4.67657018706776
2024-08-29,33.59943274117101,10.789434404941282,9.90274902750568,9.224438296675789,0.0,10.859772372812202,5.9651430257645,8.669725352160809,6.313268213631845,4.676036565336884
2024-09-02,33.60323009388112,10.789188184098089,9.902523041311783,9.224227789906838,0.0,10.859524546817793,5.962724842763833,8.669527504247162,6.313124141369619,4.675929855603759
2024-09-03,33.603306778480324,10.789212805676707,9.902545639467029,9.224020634115883,0.0,10.859549328908235,5.962738450061805,8.669547288632176,6.313138548299939,4.6759405263579055
2024-09-04,33.60253994823789,10.78896659494733,9.902319662555785,9.22381014120143,0.0,10.859301513093577,5.962602379876767,8.669349448845368,6.312994481955653,4.678115829286201
2024-09-05,33.59870632193973,10.78773570983769,9.901189932686268,9.2227578207167,0.0,10.858062603656244,5.966485617954554,8.663796889477869,6.312274248851149,4.688990854879793
2024-09-09,33.59870632193973,10.78773570983769,9.901189932686268,9.2227578207167,0.0,10.858062603656244,5.966485617954554,8.656951645688448,6.312274248851149,4.695836098669215
2024-09-10,33.59793970164613,10.787489566517829,9.900964017644764,9.222547385432657,0.0,10.85781485569055,5.9663494808987885,8.659035816247776,6.312130221950482,4.6957289539710185
2024-09-11,33.60023966748578,10.788228030177175,9.901641793699557,9.220896868033684,0.0,10.860839985569111,5.966757910704763,8.652783019223657,6.312562322371365,4.69605040273491
2024-09-12,33.60177315299292,10.788720395454796,9.902093695957928,9.22131770168993,0.0,10.861335664792774,5.967030228309376,8.63720423123514,6.312850422186429,4.707674507380707
2024-09-13,33.59793970164613,10.787489566517829,9.900964017644764,9.220265689565398,0.0,10.86237824742507,5.977757960235083,8.633937161707927,6.312130221950482,4.707137433307313
2024-09-16,33.58344901299961,10.785766877738117,9.899382900971016,9.218793275789103,0.0,10.87433158840751,5.9790846844053345,8.634839712109196,6.3111222176467585,4.713229729933354
2024-09-17,33.58115072089533,10.785028750964894,9.89870543411674,9.21816238526358,0.0,10.88043092680243,5.978675504183385,8.634248784598315,6.310690314349503,4.712907178825819
2024-09-19,33.58494694010173,10.784782731157263,9.898479632437123,9.217952107610259,0.0,10.880182730753504,5.9762579998852825,8.634051826734403,6.310546359720079,4.712799671600361
2024-09-20,33.589491656911825,10.784044739073941,9.897802289203813,9.217321332206673,0.0,10.879438210541966,5.975849050423643,8.633461007053196,6.310114535234505,4.712477179350436
2024-09-23,33.59102405742113,10.784536722573405,9.898253841058898,9.215460768248162,0.0,10.87765347472569,5.9692784632732865,8.633854877855988,6.317245625563903,4.712692169279533
2024-09-24,33.588690562195005,10.782323150261835,9.896222182101345,9.21128865238832,0.0,10.875420789802275,5.970333846427221,8.632082742196259,6.322790793173348,4.720847281454395
2024-09-25,33.60712270848289,10.789705260849065,9.902997624232507,9.217595155220335,0.0,10.891995297691302,5.908238660686194,8.628864034012649,6.329401852325675,4.724079406499383
2024-09-26,33.59784916994245,10.783798764156801,9.897576528725544,9.212549262494006,0.0,10.88603280542273,5.93465627252083,8.630983169913552,6.335060674226449,4.721493352597639
2024-09-27,33.59708284896827,10.783552800460361,9.89735077854585,9.210058273659586,0.0,10.885784509907676,5.925397458372564,8.639909761753461,6.334916180159499,4.725947388172727
2024-09-30,12.384314738483162,3.977926197953998,3.6510166622114695,3.397482515216077,0.0,3.885223805179525,2.201795941056546,3.2418513535766404,2.3360349224040835,1.745870733907566
2024-10-02,33.67925419414397,10.786330398278764,9.92088408503518,9.231957378681551,0.0,8.2367128660006,8.308079298612117,8.75419094888674,6.3385475183097535,4.744043312051321
2024-10-03,33.785231608840164,10.800182785272254,9.933625019216594,9.236945888075944,0.0,8.331992135009287,8.152780339322547,8.678443091887761,6.339820154776405,4.7409789775990525
2024-10-04,33.81428347925803,10.801419127941912,9.934762163348301,9.231134826255182,0.0,8.332945933440719,8.139976714337822,8.658831187603457,6.338256416129232,4.748390151685345
2024-10-07,33.78086831004034,10.805377327336762,9.938402774745486,9.232227268454258,0.0,8.335999556410107,8.209379010678875,8.662004231808195,6.379514584443497,4.656226936082483
2024-10-08,33.847924130256935,10.745376579896824,9.950709561551168,9.24365959367891,0.0,8.346322077209292,8.143870462336908,8.670437286430142,6.40805281596529,4.64364749267453
2024-10-09,33.89677820385087,10.758699144868615,9.963046865289522,9.255120267448529,0.0,8.356670194590041,7.850895178842618,8.715627299985107,6.588198009730483,4.6149648353942085
2024-10-10,33.829808145126634,10.73380784156427,9.939996381395508,9.233707641015423,0.0,8.348789675067895,8.09387013278139,8.704625607123297,6.5729555689222465,4.542439007003341
2024-10-14,33.823609790181266,10.731841175048396,9.938175158364528,9.23201582540786,0.0,8.347259995634056,8.110709330098983,8.700740459580256,6.574041532076491,4.541606733608165
2024-10-15,33.83600877225088,10.735775229016287,9.94181827204629,9.235400076804908,0.0,8.350319915248146,8.12742920035158,8.653525519497633,6.576451429292867,4.543271585491408
2024-10-16,33.70626460251845,10.73823547775182,9.944096574759504,9.237516494192233,0.0,8.352233504492942,8.266789861954264,8.632592233960072,6.577958512476714,4.544312737894001
2024-10-17,33.68720818474526,10.739466025017608,9.945236117738995,9.238575066681925,0.0,8.353190628046757,8.295239975577072,8.617538196006159,6.57871231312476,4.544833493061466
2024-10-18,33.69647565280937,10.74242048945012,9.947972086763372,9.241116630794894,0.0,8.35548861982317,8.270011677340165,8.619908910717356,6.580522139748875,4.546083792552676
2024-10-21,33.69493072071594,10.741927965829955,9.94751598739263,9.240692939670362,0.0,8.355105533394248,8.269632509898887,8.624098548734082,6.580220432830027,4.545875361533868
2024-10-22,33.69415830779259,10.74168172095558,9.947287953390498,9.240481108676956,0.0,8.354914003352434,8.271735310521922,8.623900852373568,6.580069589744967,4.545771153191484
2024-10-23,33.68578526436577,10.742666768197461,9.948200152133417,9.241328490927355,0.0,8.355680176211484,8.272493855623601,8.622399110680117,6.580673003583614,4.55077317827718
2024-10-24,33.67900261679615,10.745622994205934,9.950937752457605,9.243871570427746,0.0,8.35797953814725,8.270183901073294,8.617892232569668,6.5824839093024865,4.552025485019871
2024-10-25,33.661040183246605,10.75820512744866,9.962589382591938,9.254695291289764,0.0,8.367765961162988,8.210990597025313,8.639462477118942,6.587895493177218,4.557355486938576
2024-10-28,33.66645081378023,10.75993438693775,9.964190755871373,9.256182878620692,0.0,8.389777383957853,8.210014154072438,8.606407173922594,6.588954422678911,4.558088030158155
2024-10-29,33.67251967099191,10.75820512744866,9.962589382591938,9.254695291289764,0.0,8.388429039104542,8.208694699476252,8.605024013883018,6.587895493177218,4.561947282036699
2024-10-30,33.65706503636679,10.753267447373293,9.95801686528903,9.250447675260693,0.0,8.384579012223726,8.216401384061605,8.621728170909318,6.5848718549466865,4.573622553568855
2024-10-31,12.339216572754715,3.9425880830175277,3.6510166622114695,3.391592829393332,0.0,3.105261125510294,3.036869252352891,3.1644440541919923,2.4142836054776953,1.6810841898573712
2024-11-01,33.594269679537916,10.734668484842217,9.940793376385052,9.23444800534177,0.0,8.539601679444765,8.185008651659812,8.613688564598787,6.573482592520036,4.584038965669652
2024-11-04,33.5560323166012,10.73196407059196,9.938288965251733,9.23212154572039,0.0,8.558062951597277,8.208139852342919,8.620679684480834,6.5718265171580335,4.58288409625566
2024-11-05,33.54450828122397,10.728278428247547,9.934875892080743,9.228950989252452,0.0,8.56657143942044,8.221347534925373,8.624587646204304,6.569569576868961,4.581310211776211
2024-11-06,33.53452718460754,10.725086251971698,9.931919791030767,9.226204934645844,0.0,8.591488430635431,8.221190120252936,8.62202141861641,6.567614815507568,4.57994705273181
2024-11-07,33.71721911265037,10.692292650651718,9.901551418197474,9.197994393563475,0.0,8.588036945266433,8.170952423008703,8.59794009282558,6.568069803864398,4.565943159971852
2024-11-08,33.7003014645393,10.686927782215804,9.896583304958744,9.193379290759237,0.0,8.629341615691331,8.171414012178706,8.593626067861525,6.564774268329884,4.563652193465466
2024-11-11,33.69184900522204,10.68424736636253,9.894101117437277,9.191073475645831,0.0,8.649978411307789,8.171644633105155,8.59147067839705,6.563127740405247,4.56250757211708
2024-11-12,33.693385500623236,10.684734614686036,9.894552331642336,9.191492628721258,0.0,8.650372888086054,8.169737077492796,8.587302050403062,6.5634270476824765,4.564995860662747
2024-11-13,33.693385500623236,10.684734614686036,9.894552331642336,9.191492628721258,0.0,8.673175070907092,8.174297514057004,8.559939431017815,6.5634270476824765,4.564995860662747
2024-11-14,33.68966638853443,10.687171523075124,9.896809020128554,9.193588967685484,0.0,8.720767962003265,8.17160038075102,8.509434747397567,6.564923993653572,4.566037016770987
2024-11-15,33.68961763305868,10.685709244669113,9.89545488352774,9.192331049573834,0.0,8.7332572955597,8.170482296817069,8.503709586527815,6.564025744142716,4.56541226612333
2024-11-18,33.83215833020869,10.66163929309439,9.873165008854686,9.171624987097687,0.0,8.72041118213339,8.163454433760583,8.473178221461005,6.549240035662433,4.555128507727128
2024-11-19,33.802931976428674,10.65242909613286,9.864635945746713,9.163701958540232,0.0,8.735611180484751,8.208688778432876,8.477225175276406,6.543582388745428,4.551193500212062
