date,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,BANK OF COMMUNICATIONS TRUSTEE LTD,BRIGHT SMART SECURITIES INTERNATIONAL,INTERACTIVE BROKERS HONG KONG LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG SECURITIES LTD,OCBC BANK (HONG KONG) LTD,CHONG HING SECURITIES LTD
2024-03-04,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-03-11,36.68232623267298,29.421756025618716,10.56399294076707,17.15095324501007,0.0,6.180971555931164,0.0,0.0,0.0,0.0
2024-03-12,35.058558950927676,28.119382656414558,10.096370849599708,16.391755026408937,0.0,5.907366787295202,0.0,0.0,0.0,4.426565729353912
2024-03-13,35.10364021981661,27.99744545977782,10.05258883728998,16.32067364171785,0.0,6.118281519793745,0.0,0.0,0.0,4.407370321603999
2024-03-14,35.04927862974879,27.99370611305512,10.301934352567264,16.204410417791973,0.0,6.074696852273706,0.0,0.0,0.0,4.375973634563146
2024-03-15,35.17253226927372,27.923756276207808,10.315235470042088,16.163919320959216,0.0,6.059517581190508,0.0,0.0,0.0,4.365039082326668
2024-03-18,35.130962313732525,27.884562900119302,10.300757156336019,16.14123188010262,0.0,6.183573372425785,0.0,0.0,0.0,4.35891237728375
2024-03-19,35.10358959974443,27.932960893854748,10.30052281776178,16.12865524415044,0.0,6.178755366478889,0.0,0.0,0.0,4.355516078009709
2024-03-20,35.17430321521135,27.90252406933213,10.289298973405042,16.11108084338006,0.0,6.172022757874583,0.0,0.0,0.0,4.350770140796837
2024-03-22,31.751596607954585,25.41926327696318,9.428593509586673,14.543359586322216,9.358335733807339,5.571441619301217,0.0,0.0,0.0,3.927409666064792
2024-03-26,31.777467104107682,25.424502785525107,9.413880556121482,14.514236738020134,9.28742544417358,5.571050209704728,0.0,0.0,0.0,4.011437162347288
2024-04-05,31.750700181801587,25.50135824740459,9.405951018861037,14.502011048482762,9.279602423085292,5.5663575805647785,0.0,0.0,0.0,3.994019499799948
2024-04-09,31.743680815369608,25.50135824740459,9.412970385293024,14.502011048482762,9.279602423085292,5.5663575805647785,0.0,0.0,0.0,3.994019499799948
2024-04-18,31.743680815369608,25.648764942476294,9.455086583884938,14.502011048482762,9.279602423085292,5.37683468690116,0.0,0.0,0.0,3.994019499799948
2024-04-19,31.65480215311172,25.716945605230183,9.568607687084828,14.461407082309623,9.253620601555337,5.361780167013153,0.0,0.0,0.0,3.9828367036951486
2024-04-24,31.414763667525975,25.80726733772118,9.602214058428103,14.512197691815992,9.286120691471801,5.380611535300605,0.0,0.0,0.0,3.9968250177363505
2024-04-25,31.414763667525975,25.81429163476465,9.672457028862837,14.434930424337786,9.286120691471801,5.380611535300605,0.0,0.0,0.0,3.9968250177363505
2024-04-29,31.39712025160942,25.85595641765478,9.66702470461869,14.426823360923317,9.280905344593977,5.377589632344166,0.0,0.0,0.0,3.994580288255653
2024-04-30,31.38390068981004,25.809982947727416,9.740145821491478,14.420749036862382,9.276997677241884,5.3753254317452965,0.0,0.0,0.0,3.992898395121506
2024-05-02,31.36629191418332,25.78147464985307,9.924044240898283,14.412657890491854,9.271792569941718,5.2530806617899755,0.0,0.0,0.0,3.9906580728417835
2024-05-03,31.419200661560133,25.761600078490186,9.92340198888523,14.401547377937248,9.264645077193695,5.242023084524118,0.0,0.0,0.0,3.987581731409389
2024-05-06,29.959971398595325,24.56513168006522,9.462520799502817,13.732683787414047,8.834359108010398,4.998563247194991,4.644386974332244,0.0,0.0,3.8023830048849594
2024-05-08,29.959971398595325,24.56513168006522,9.469203370688906,13.732683787414047,8.834359108010398,4.9918806760089005,4.644386974332244,0.0,0.0,3.8023830048849594
