date,THE BANK OF EAST ASIA LTD,BNP PARIBAS,THE HONGKONG AND SHANGHAI BANKING,EAST ASIA SECURITIES CO LTD,CITIBANK N.A.,INTERACTIVE BROKERS HONG KONG LTD,DBS BANK LTD,BANK OF CHINA (HONG KONG) LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,HANG SENG SECURITIES LTD
2024-03-01,32.22792869121829,25.66331623165586,31.458977171445863,0.0,0.0,3.7539693745484866,0.0,2.945532852475188,2.3304622819217427,1.6198133967345767
2024-03-04,30.553043577977334,24.333144968059084,29.81813611130862,0.0,5.1999581170260525,3.5585797083927533,0.0,2.7924535412839244,2.2090522643148502,1.5356317116373814
2024-03-05,30.55186826990474,24.331321207504647,29.816989073502327,0.0,5.20597211378744,3.5593305359319523,0.0,2.789978873134494,2.2089672869556423,1.5355726392787599
2024-03-06,30.552049080645737,24.33176111190421,29.817165535113148,0.0,5.20600292354569,3.584799674008996,0.0,2.78999538466639,2.2089803599699818,1.5092459301458434
2024-03-07,30.5500602801944,24.336686772610474,29.814632795126627,0.0,5.204480481988748,3.586933428279635,0.0,2.789813768563797,2.208244788186216,1.509147685050101
2024-03-08,30.55015067459775,24.336758782297533,29.81472101347768,0.0,5.2281670369762505,3.568894785584129,0.0,2.7898220233282314,2.2082513221494304,1.5032343615889958
2024-03-11,30.551054648053533,24.337478902606374,29.815899123901062,0.0,5.230984821286424,3.5690003885380066,0.0,2.7899045736594004,2.202398699932205,1.5032788420229934
2024-03-12,30.550964248300605,24.337406888657757,29.815810899453655,0.0,5.231265240265608,3.5689898279613907,0.0,2.789896318406446,2.2023921830934046,1.503274393861139
2024-03-13,30.20695814140208,24.06336589513205,29.480082673392367,0.0,5.175871594454227,3.5241216917527343,1.1271776249745893,2.7584818804415647,2.1775930849499847,1.4863474135004069
2024-03-14,30.203246841666658,24.06187205971965,29.476460679330145,0.0,5.191909858867246,3.5178381186156087,1.1270391372128703,2.758142966704368,2.1773255406112866,1.4861647972721643
2024-03-15,30.20436979231181,24.061484931471846,29.470135939572135,0.0,5.2044048952933055,3.516903946050181,1.1270210044306281,2.7580985913103317,2.1772905099112916,1.4802903896484771
2024-03-18,29.58878739418897,23.571098053733305,28.869517648926475,2.026594893863046,5.144472781897474,3.444940861387466,1.1040516692843338,2.701886958464736,2.132916079233965,1.415733659020231
2024-03-19,29.586922120272902,23.569325589337442,28.867697717696355,2.0264671375429373,5.150739008899106,3.4447236926929357,1.103982069988044,2.701716631806849,2.1327816204379775,1.4156444113254512
2024-03-20,29.584718008820904,23.566996718370596,28.86554718568516,2.0263161735661237,5.154366629273617,3.448478404620952,1.1038998275867098,2.7015153643500986,2.1326227364427073,1.4155389512831298
2024-03-21,29.582853247920603,23.559494645237052,28.864014260550174,2.026188452383485,5.157766315403795,3.4605807814747163,1.1038302474326682,2.7013450845380182,2.1284772369248883,1.415449728134597
2024-03-22,29.581920955621293,23.55875217677908,28.863104622186462,2.026124597829792,5.163333700793771,3.4607582191167676,1.1037954606448352,2.698394987470619,2.1284101587792943,1.4154051207780804
2024-03-25,29.57182674028146,23.535931535509878,28.848365889216744,2.025492074717948,5.183775137355251,3.4914690127958607,1.1034508736730595,2.6975525924884507,2.1271728896175826,1.4149632543437687
2024-03-26,29.565391259838396,23.533673046257867,28.842087849779922,2.0250512830567193,5.197250616183843,3.489277468518127,1.1032107384734395,2.7026924407258774,2.1267099699728007,1.414655327193006
2024-03-27,29.564375387386082,23.554339543351592,28.84109683016999,2.0249817019104763,5.203944075607215,3.489157576282384,1.103172831943184,2.6776884381666823,2.1266368958147908,1.4146067193676002
2024-03-28,29.564714003779972,23.554609323633166,28.841427162472854,2.025004895094591,5.2040036791250905,3.489197539445506,1.1031854671638268,2.676573754370587,2.1266612533094897,1.4146229216049149
2024-04-02,29.56556057870125,23.553565723017282,28.833662634548656,2.025062880379327,5.209879621751763,3.415420081984523,1.1032170564817514,2.7522458448260605,2.126722149487375,1.4146634288220095
2024-04-03,29.566322537584206,23.554172741733538,28.823810641489207,2.0251150699749254,5.210013889933364,3.414649042325029,1.103245488414702,2.7523167752643305,2.135653925979806,1.4146998873008911
2024-04-05,29.565983884343172,23.5518984983259,28.82462589496484,2.0250918742670034,5.209954214331591,3.4166143843164596,1.1032328518191352,2.752285250173745,2.135629464157649,1.4146836833005014
2024-04-08,29.566830531992196,23.55486379695281,28.825451313183404,2.0251498645331525,5.208957971128961,3.4127032003430298,1.103264443850842,2.752364064254332,2.1356906197637704,1.414724193997499
2024-04-09,29.56877800561276,23.55641528133768,28.825058934066433,2.0252832547500916,5.20930106871693,3.4112097189852095,1.1033371123906295,2.7525453537707554,2.133253892963491,1.4148173774060218
2024-04-10,29.5688626841985,23.555623606694034,28.825141482801588,2.02528905472335,5.20931598702864,3.4123650014491607,1.1033402721095145,2.7519804797168823,2.1332600021413084,1.4148214291370258
2024-04-11,29.56920140339153,23.55560706097797,28.825471682470283,2.0253122549485876,5.2153896758806315,3.4172725791301004,1.1033529111660316,2.7379793033009054,2.132998057547695,1.41741507118626
2024-04-12,29.5688626841985,23.555337228319782,28.825141482801588,2.02528905472335,5.2210575003730515,3.4129377581976685,1.1033402721095145,2.7379479393784405,2.1326872453928005,1.4173988345053112
2024-04-15,29.571911436329955,23.557765944816218,28.81207470968449,2.025497875887301,5.227323985174175,3.413289655440926,1.1034540340435546,2.7382302405513044,2.132334324241664,1.4181177938304061
2024-04-16,29.571064497676208,23.55709125110839,28.81124953273173,2.0254398656890804,5.230038271763632,3.413191898927897,1.1034224311532213,2.738151817719605,2.1322732542507774,1.4180771789794604
2024-04-17,29.569709496731782,23.556011821556716,28.80992934791627,2.0253470562830787,5.235526353238287,3.411317180698972,1.1039446434452478,2.7380263505319338,2.132175549541043,1.4180122000566713
2024-04-18,29.56710449434568,23.55410649580399,28.807949297527408,2.0252078581205994,5.241180230450778,3.415664597793776,1.103868771477839,2.736692703736399,2.130310807906354,1.417914742837175
2024-04-19,29.554155596826103,23.542646021610693,28.76670872374548,2.0194548142894195,5.247185861269323,3.485156596043585,1.1033853327427523,2.7349216876804454,2.1290915979544476,1.417293767837746
2024-04-22,29.55315570295755,23.541277049140717,28.76573547125051,2.0193864908863026,5.247867030722214,3.4907633200298327,1.1033480023502378,2.7287667687680286,2.129019565254091,1.4206805986405169
2024-04-23,29.54647456201541,23.53595502561456,28.759232343973018,2.0189299641485867,5.246680634939974,3.5142983584557412,1.103098566263411,2.726432868501262,2.1285382535482613,1.4203594225397753
2024-04-24,29.54689732949004,23.536291791215756,28.749627855843148,2.018958852127104,5.246755707379414,3.525223147844176,1.1031143500143334,2.7258995374666726,2.1285687098634547,1.4186627187559036
2024-04-25,29.54828409173181,23.531672757810394,28.749546275762604,2.019053610499619,5.248146698506498,3.527678078531793,1.1031661238879789,2.72602747558861,2.128668612695313,1.4177562749853834
2024-04-26,29.553866280476498,23.53611830322361,28.744672976576936,2.0194350451137058,5.249138165399802,3.5197573584507236,1.1033745313034882,2.7265424699566316,2.1290707555044883,1.4180241139941179
2024-04-29,29.55420466273373,23.536387784203267,28.75244438463387,2.019458166995033,5.254923105421326,3.5166489970462638,1.103387164586759,2.725428720174612,2.129095132679414,1.4080218815257262
2024-04-30,13.095928022917583,10.428832358799433,12.74065556630941,0.8948533415824881,2.3285382076730414,1.558916089709843,0.48892802407434904,1.2057773063859047,0.9434351873008475,0.6229017019077144
2024-05-02,29.557419680687673,23.537803068949465,28.75557218407802,2.01967785127814,5.261220217643241,3.5081570855347186,1.1035071952079443,2.7214311062132204,2.1293267436855414,1.4058848667220407
2024-05-03,29.545795453670713,23.52854621333386,28.744263304524885,2.018883560230477,5.298478716368664,3.5067774111648324,1.1030732121914792,2.7203608323756736,2.128489330348069,1.4053319657913428
2024-05-06,29.545034537682263,23.528512570549985,28.743523031021034,2.0188315663424734,5.299486873053855,3.525573205512923,1.103044803883945,2.720290772794608,2.1104068659812936,1.4052957731776246
2024-05-07,29.54427366088573,23.526475909115867,28.742782795645883,2.0187795751324793,5.301925706657722,3.5269131398509117,1.103016397039616,2.720220716822049,2.1103525164216914,1.4052595824280516
2024-05-08,29.54376643145984,23.52607199595809,28.742289326576937,2.018744915813497,5.303551525941973,3.52685258821415,1.1029974599562324,2.7201740148449303,2.110316284937119,1.405235456297235
2024-05-09,29.541737687911173,23.523598118386825,28.74746864991391,2.018606290437689,5.303759578300831,3.526610402457232,1.1029217181246598,2.7199872229713673,2.110171371438746,1.4051389600575652
2024-05-10,29.541737687911173,23.523598118386825,28.74718252870661,2.018606290437689,5.3057624267518975,3.52489367521346,1.1029217181246598,2.7199872229713673,2.110171371438746,1.4051389600575652
2024-05-13,29.544442741231492,23.52231833881816,28.758113101651034,2.0187911285032776,5.306820555215819,3.525502587158855,1.1030227095452452,2.7082180934267277,2.110364593859683,1.4024061505897083
2024-05-14,29.54359735885489,23.521645273038764,28.75442882706126,2.0187333629716337,5.305810288610603,3.525401708703236,1.1029911477396017,2.708140600685767,2.109731929614445,1.4095195027197962
2024-05-16,29.549847062913454,23.52252026606329,28.75549847692443,2.018808458807425,5.305149212416855,3.5226713531909706,1.1030321784391628,2.707955192250787,2.109810410549796,1.4047073884438321
2024-05-17,29.55449842153493,23.52622288006347,28.758307629930414,2.0191262337898133,5.306270475993356,3.519791508156426,1.10320580364345,2.697506037496169,2.110142509894402,1.4049284994975704
2024-05-20,29.557828406214487,23.525684245585897,28.757363018162973,2.019080005756965,5.305576611863601,3.5237175592266077,1.1031805456713253,2.6948685827377536,2.1083770679219116,1.4043239568584795
2024-05-21,29.558505150206106,23.53194677816515,28.754014706354152,2.0191262337898133,5.311421984284866,3.520936287776762,1.10320580364345,2.6880616056284006,2.1084253404638984,1.4043561096874027
2024-05-22,29.559774128718765,23.530094958108283,28.756966390374643,2.0192129170571844,5.312222423743886,3.5202288237946253,1.1032531654586957,2.6881770070129063,2.1085158574382517,1.4015543282927572
2024-05-23,29.56146626956771,23.531441931690857,28.758612574723312,2.0193285063253836,5.312526520403176,3.5192854439884362,1.1033163208718553,2.688330890939859,2.108636558827832,1.3970549826615777
2024-05-24,29.564597240918978,23.533934239408957,28.746200802581484,2.019542381362719,5.318814268828986,3.5187994237022173,1.1034331774499604,2.688615622655312,2.1088598928328413,1.3972029502585488
2024-05-27,29.56493576403455,23.537925052892454,28.74767498349656,2.0195655057020567,5.324600314144342,3.518839714964577,1.1063083837596803,2.6886464080751087,2.1088840398832955,1.3826198330473767
2024-05-28,29.564174097926,23.53216616124972,28.746934372053683,2.0195134766832226,5.335913130973622,3.5161728127789234,1.1062798825104896,2.685714643935456,2.110547208559281,1.3825842133296053
2024-05-29,29.563412471061252,23.534136111648056,28.74762501086648,2.0194614503451125,5.336061910571399,3.516082229775778,1.1062513827297868,2.685645455044297,2.1087753825107542,1.382548595447091
2024-05-30,29.565528198141333,23.535820349187496,28.74166699419914,2.019605974570178,5.336443789716652,3.516620123658132,1.1074756040311886,2.6852651294024263,2.108926298552228,1.382647538541221
2024-05-31,13.099986847379332,10.428451844006144,12.736850418376521,0.8948533415824881,2.364234554107996,1.5581550601232654,0.49070375977636366,1.1891614937456254,0.9344296705263448,0.6126278024889158
2024-06-04,29.571115172931318,23.539695260792268,28.738222457600248,2.0199876179350458,5.337452213334911,3.5058319766440915,1.1076848828317827,2.711827408799947,2.109324820709011,1.3588581884213806
2024-06-05,29.57043785140849,23.539156087949184,28.741286249084986,2.0199413504513384,5.33761627031233,3.4994528464311245,1.1099499950224931,2.714055778370294,2.1092765069713875,1.3588270639983717
2024-06-06,29.568744683340604,23.531796088896936,28.744793850106117,2.0198256910143435,5.343895407852067,3.4878007100264155,1.109886440607169,2.7253521366683042,2.109155732309683,1.3587492591783652
2024-06-07,29.565951379897122,23.53443962361271,28.744368519755987,2.0196348818975425,5.354841260224061,3.4889025590924514,1.109781591732128,2.7250946778011933,2.1089564843526603,1.348029021634142
2024-06-11,29.572486166654333,23.54765854878918,28.76274758842765,2.0200812698087938,5.322182861290294,3.4807974520316476,1.110026880170706,2.729132952589279,2.1122859172251593,1.342600363012957
2024-06-12,29.573061967733512,23.547544369729813,28.763364890388143,2.0201206024833827,5.323431832044508,3.480578890225129,1.1100484933239567,2.7297587627918176,2.109463686712984,1.3426265045667505
2024-06-13,29.572638582404952,23.545489258754046,28.768679732148563,2.0200916812500678,5.318774310675068,3.4828197142089596,1.1100326012176005,2.724279378721264,2.1065701688966194,1.3506245717228649
2024-06-14,29.574247511150638,23.541329675234767,28.770244920715264,2.020201586342433,5.319063683869023,3.4830092004713578,1.1100929936427057,2.7244275958440443,2.1066847789369136,1.350698053792854
2024-06-17,29.576534184762455,23.535990648410294,28.769032995427096,2.020357787836868,5.319474952577073,3.483278505894105,1.1101788257625005,2.7275019426016045,2.1068476672907286,1.3508024894372765
2024-06-18,29.54411695099108,23.532820956577734,28.714097257799647,2.0187102114745445,5.376942350115372,3.5039010829438317,1.1092734888947982,2.7424458553120785,2.1034127438960497,1.354279101994866
2024-06-19,29.53300087283766,23.527452361446265,28.705549648111806,2.018028843396592,5.398582717310866,3.489846652526292,1.1088990797593234,2.7486711912868245,2.0901170546854453,1.3798515786389216
2024-06-20,29.516368471906162,23.493618931211053,28.652790833123543,2.0097453728587027,5.479876431291712,3.4864518487029983,1.122568483125169,2.755985420414209,2.090369333508954,1.392224873857501
2024-06-21,29.5206813026199,23.503627899269937,28.65040131993957,2.0071798295855956,5.490970253468172,3.5118363204762657,1.1227325089888829,2.719790350618425,2.0726320729991374,1.4001481420341186
2024-06-24,29.517980572332903,23.502335327025747,28.647780208123542,2.006996200647576,5.493612739024224,3.516661126329147,1.1226297946355066,2.71954152776441,2.0724424560944334,1.40002004802251
2024-06-25,29.518233744805055,23.497962562641387,28.646882331650648,2.007013414433203,5.496804716800041,3.518406666343146,1.1226394233077568,2.7195648529729217,2.0724602312053935,1.4000320558404484
2024-06-26,29.5191620810264,23.49641432123328,28.642636968392143,2.0059329128760077,5.50383931681619,3.517087792153142,1.1226747298524904,2.719650382160784,2.0725254092210084,1.4000760862685466
2024-06-27,29.518486921620113,23.496162812313617,28.640552362857115,2.005887033373371,5.50085444568637,3.523297122937055,1.1226490521451766,2.719588178581553,2.0724780066212674,1.4000440638643679
2024-06-28,29.50945963265341,23.489263070697604,28.632365184914487,2.0052735967181357,5.528896565197482,3.5222196347402943,1.1223057256925433,2.718756479164721,2.0718442052379995,1.3996159049833192
2024-07-02,29.51180653400135,23.491131182952078,28.63492816460705,2.00543307708022,5.532244928595931,3.5167830768844235,1.1223949832002447,2.7189727031595043,2.072294814075076,1.3940105354441266
2024-07-03,29.513324998554317,23.492339867007708,28.63354302343008,2.0055362621914865,5.528813543721473,3.5269687328017287,1.1224527335448213,2.710537138175103,2.0724014394087322,1.3940822611645463
2024-07-04,29.510288225690758,23.49106590077363,28.62373711065363,2.0053299025861824,5.529387934094967,3.5271774641939064,1.1223372387978883,2.7159746250700008,2.0721881997126315,1.40251339842641
2024-07-05,29.51087866035835,23.494394155265507,28.63517116107099,2.0053700247390194,5.530356040031633,3.5083835787651507,1.1223596942483216,2.7183155663977274,2.072229659550012,1.4025414595732844
2024-07-08,29.509950845059628,23.49336968075855,28.637129038913894,2.005306976362522,5.530182166898259,3.508844908204583,1.1223244075153518,2.7182301031759,2.0721645091218353,1.402497363989474
2024-07-09,29.524718465362525,23.52056822597612,28.651459874313524,2.0063104891156662,5.474613963024511,3.510600834182846,1.122886050630038,2.712441404470016,2.0732014792895095,1.4031992136352411
2024-07-10,29.5231144085238,23.516716877887013,28.65104703540677,2.0062014877016656,5.477747854415017,3.5115538801674977,1.1228250450339732,2.7145815883029165,2.073088843735852,1.4031229788255044
2024-07-11,29.521594936496765,23.513219107220788,28.650430232908235,2.006098234128924,5.4780377878471125,3.5193791591752106,1.1227672563730762,2.7121544452892374,2.073268076545794,1.4030507640148544
2024-07-12,29.584869519355767,23.56963312142713,28.70094903479995,2.010397968923461,5.5078311711037795,3.293104307407009,1.1251737195044742,2.7182540347725834,2.077998320349698,1.4117888023561525
2024-07-15,29.587412927885488,23.571086267909,28.707428381836266,2.0105708026531803,5.502859917965794,3.270748672674759,1.125270450586345,2.719633988272157,2.078176965675454,1.4268116245415547
2024-07-16,29.6026825673805,23.58325096749575,28.722243873927038,2.0116084294105634,5.505699865052201,3.226562378370437,1.1258511865282377,2.7150165530174366,2.0792494830040233,1.4278346958138086
2024-07-17,29.604742955391465,23.578929338748512,28.72396477866768,2.0117289557349576,5.505743009830295,3.2132793217714313,1.1259186423528122,2.7151792243211657,2.083991585074705,1.43652218810698
