date,THE HONGKONG AND SHANGHAI BANKING,CHINA MERCHANTS SECURITIES (HK) CO LTD,CITIBANK N.A.,CORE PACIFIC - YAMAICHI INTERNATIONAL,EVERBRIGHT SECURITIES INVESTMENT,PLUTUS SECURITIES LTD,KGI ASIA LTD,TOTAL_CCASS_PCT
2024-03-11,10.975490507731834,0.0,0.0,0.0,0.0,0.0,0.0,10.975490507731834
2024-04-22,10.975490507731834,0.0,0.0,2.334337499178662,0.0,0.0,0.0,13.309828006910497
2024-04-23,10.975490507731834,0.0,0.0,2.335676955497227,0.0,0.0,0.0,13.311167463229062
2024-04-24,10.975490507731834,0.0,0.0,2.349071518682874,0.0,0.0,0.0,13.324562026414707
2024-04-25,10.975490507731834,0.0,3.08840352096721,2.343378829328974,0.0,0.0,0.0,16.40727285802802
2024-04-29,10.975490507731834,0.0,2.736796237343971,2.343378829328974,0.0,0.0,0.0,16.055665574404777
2024-04-30,10.975490507731834,0.0,2.736796237343971,2.34505314972718,0.0,0.0,0.0,16.057339894802986
2024-05-02,10.975490507731834,0.0,2.736796237343971,2.34505314972718,2.1152694182774026,0.0,0.0,18.172609313080386
2024-05-03,10.975490507731834,0.0,2.734787052866124,2.34505314972718,2.1152694182774026,0.0,0.0,18.17060012860254
2024-05-06,10.975490507731834,0.0,2.7341173247068418,2.34505314972718,2.1152694182774026,0.0,0.0,18.169930400443256
2024-05-08,10.975490507731834,0.0,2.7341173247068418,2.358447712912827,2.1152694182774026,0.0,0.0,18.183324963628905
2024-05-09,10.975490507731834,0.0,2.7341173247068418,2.34505314972718,2.1152694182774026,0.0,0.0,18.169930400443256
2024-05-14,10.975490507731834,0.0,2.7341173247068418,2.358447712912827,2.1152694182774026,0.0,0.0,18.183324963628905
2024-05-16,10.975490507731834,0.0,2.7341173247068418,2.34505314972718,2.1152694182774026,0.0,0.0,18.169930400443256
2024-05-22,10.975490507731834,4.338833879910762,2.7341173247068418,2.34505314972718,2.1152694182774026,0.0,1.153807672811648,23.662571953165667
2024-05-27,10.975490507731834,4.334145782795786,2.7341173247068418,2.34505314972718,2.1152694182774026,0.0,1.153807672811648,23.65788385605069
2024-05-31,10.975490507731834,4.334145782795786,2.7173741207247826,2.359787169231392,2.1152694182774026,0.0,1.153807672811648,23.655874671572846
2024-06-03,10.975490507731834,4.334145782795786,2.7173741207247826,2.34505314972718,2.1152694182774026,0.0,1.153807672811648,23.641140652068636
2024-06-05,10.975490507731834,4.334145782795786,2.7177089848044242,2.34505314972718,2.1152694182774026,0.0,1.153807672811648,23.641475516148276
2024-06-06,10.975490507731834,4.334145782795786,2.718043848884065,2.34505314972718,2.1152694182774026,0.0,1.153807672811648,23.641810380227916
2024-06-07,10.975490507731834,4.334145782795786,2.7187135770433475,2.34505314972718,2.1152694182774026,0.0,1.153807672811648,23.642480108387197
2024-06-11,10.975490507731834,4.334145782795786,2.7223970819194006,2.3571082565942625,2.1152694182774026,0.0,1.153807672811648,23.658218720130332
2024-06-12,10.975490507731834,4.334145782795786,2.7223970819194006,2.34505314972718,2.1152694182774026,0.0,1.153807672811648,23.64616361326325
2024-06-14,10.975490507731834,4.334145782795786,2.726415450875095,2.34505314972718,2.1152694182774026,0.0,1.153807672811648,23.650181982218946
2024-06-18,10.975490507731834,4.334145782795786,2.7324430043086356,2.34505314972718,2.1152694182774026,0.0,1.153807672811648,23.656209535652486
2024-06-20,10.975490507731834,4.334145782795786,2.7321081402289944,2.34505314972718,2.1152694182774026,0.0,1.153807672811648,23.655874671572846
2024-06-21,10.975490507731834,4.334145782795786,2.7244062663972475,2.34505314972718,2.1152694182774026,0.0,1.153807672811648,23.6481727977411
2024-06-24,10.975490507731834,4.334145782795786,2.709002518733753,2.34505314972718,2.1152694182774026,0.0,1.153807672811648,23.632769050077602
2024-06-25,10.975490507731834,4.334145782795786,2.7076630624151887,2.34505314972718,2.1152694182774026,0.0,1.153807672811648,23.63142959375904
2024-06-27,10.975490507731834,4.334145782795786,2.706323606096624,2.34505314972718,2.1152694182774026,0.0,1.153807672811648,23.630090137440472
2024-06-28,10.975490507731834,4.334145782795786,2.7069933342559063,2.34505314972718,2.1152694182774026,0.0,1.153807672811648,23.630759865599757
