date,CITIBANK N.A.,CHINA INTERNATIONAL CAPITAL CORPORATION,THE HONGKONG AND SHANGHAI BANKING,MORGAN STANLEY HONG KONG SECURITIES LTD,TIGER BROKERS (HK) GLOBAL LTD,FUTU SECURITIES INTERNATIONAL,INTERACTIVE BROKERS HONG KONG LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,BANK OF CHINA (HONG KONG) LTD,CMB INTERNATIONAL SECURITIES LTD
2024-03-01,28.030617321457274,0.0,13.67338067539273,24.822714078148763,18.42941295574637,5.547018068390261,9.496856900864604,0.0,0.0,0.0
2024-03-04,24.73042557798641,0.0,12.046654933849776,21.869549171495166,16.236860786801746,4.940259698498021,8.29121513991743,0.0,7.916342302370364,3.968692389081088
2024-03-05,24.732145176982883,0.0,12.034220266659322,21.859827544579574,16.22863563512036,4.982308364088953,8.287015036027626,0.0,7.909166018990378,3.9666819575509065
2024-03-06,21.879828192197877,0.0,10.623129044634368,19.350802212093487,14.369350003347106,4.557390129443614,7.329642821988479,11.382499813526433,6.995963292473093,3.51139449029554
2024-03-07,21.836053291433753,0.0,10.622496229091425,19.348555628325464,14.36968343936447,4.585685285221931,7.349209050241429,11.381178331396633,6.996151919478521,3.5109868254463743
2024-03-08,21.857978865186467,0.0,10.601028086506771,19.34046040091734,14.374229521849117,4.59053998153939,7.3435248202707974,11.384778951805936,6.995361788834583,3.512097583089599
2024-03-11,21.89323827179017,0.0,10.512643994733265,19.366868646039347,14.389245055506382,4.667586422745231,7.3535519654107375,11.39811863131475,6.9018538695987175,3.516893142861395
2024-03-12,21.514342631194566,1.7603134364927522,10.229844229541026,19.036228492061255,14.142993951320559,4.6434763698070824,7.226826226994218,11.203130505272183,6.785993043527021,3.456851113789338
2024-03-13,21.491947358334723,1.7611429809033754,10.210215330837707,19.045199279091317,14.149855985684972,4.644875899556234,7.229640330474757,11.208409959544058,6.789190930041482,3.469521945531371
2024-03-14,21.52801423923372,1.7659207775910921,10.178417860994127,19.06911256931379,14.166832957302983,4.480727247085317,7.236743694031936,11.222483320309006,6.7977154873699055,3.5540318467681242
2024-03-15,21.54246231739037,1.7658266518238375,10.145104946677055,19.0684909859677,14.166077847538947,4.497860674779209,7.2375424386200535,11.216949848028197,6.805841876711077,3.5538424124635557
2024-03-18,21.52509254019968,1.7650983879731161,10.102836090593122,19.060626741389363,14.156288849026927,4.513765415442967,7.256066558295473,11.212323743262342,6.828293319811768,3.579608354005241
2024-03-19,21.523960795753837,1.7650217635628038,10.102200195937211,19.059799303500245,14.158634142838949,4.520870383707401,7.256738176408997,11.205325380266807,6.827996897837428,3.579452960186323
2024-03-20,21.545344275103623,1.7642036904208465,10.087853611391843,19.050570781394285,14.158974801387792,4.541259281110506,7.240751981823452,11.195003809103941,6.830354632834121,3.5856831354295924
2024-03-21,21.56339167937215,1.7645830427954572,10.090811869588702,19.054667178711018,14.16280846274764,4.578731276336645,7.299320831183856,11.197411043201578,6.686038622429516,3.602235993633441
2024-03-22,21.54922972638216,1.7639566770451094,10.085652357960836,19.04790343304671,14.153837098286928,4.651057089919252,7.300082275632216,11.191069915486056,6.673410757589052,3.583800668651686
2024-03-25,21.54285781740352,1.763661047765671,10.050246007004512,19.04471111089957,14.15185933409153,4.752017264416811,7.3010276914884,11.131226405676873,6.679193277561844,3.583200043691271
2024-03-26,21.556934816867447,1.7641514987326763,10.035093398401504,19.050007194856583,14.154414207174582,4.746238647885348,7.284913336665078,11.128996785925297,6.681247898188432,3.5980022153030573
2024-03-27,21.54608421228921,1.7641027892764123,10.03166081398404,19.049481210839364,14.154023393902444,4.758335196250213,7.288656580705731,11.12868950654334,6.681063424262853,3.5979028719463955
2024-03-28,21.54369850849959,1.7638105890153621,10.035717614013038,19.046325916592046,14.147932421757895,4.768786677979367,7.295336775794873,11.120733401532426,6.680351167824601,3.597306926990803
2024-04-02,21.440454137442998,1.7646060179940661,10.041821644767875,19.05491527401299,14.154312741451571,4.830317203737451,7.298626767541724,11.123973059744726,6.69204394204511,3.598929211261485
2024-04-03,21.458013485994258,1.7656450523132317,9.98549686211451,19.06652996186181,14.163634034378436,4.88290409630193,7.21942765254653,11.12914132939428,6.728159194367418,3.601048330727595
2024-04-05,21.46625656257318,1.7571904663196005,9.945933225131775,18.97523210052127,14.430459751293334,4.836735082641187,7.245167341673577,11.071528907185604,6.676690428463375,3.5948061341971025
