date,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,CHINA INTERNATIONAL CAPITAL CORPORATION,UBS SECURITIES HONG KONG LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,BOCI SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,INTERACTIVE BROKERS HONG KONG LTD
2024-03-01,45.323180133109844,20.845913712004176,0.0,16.825900816527405,0.0,11.731968711126356,0.0,3.1437586054776707,0.0,2.1292780217545477
2024-03-04,34.192879469255274,15.730913353142965,15.485213345524732,12.693339964086459,0.0,8.85148999456308,6.456534132649591,2.371629143632747,2.6065749704615704,1.6114256266835818
2024-03-05,34.18597548703265,15.729896964576584,15.484212831858486,12.692519835889257,0.0,8.850894850440568,6.456116970128664,2.3714759105247154,2.6180272238652704,1.6108799256838107
2024-03-06,34.18941341577757,15.730700853693147,15.488433270157955,12.695379492384385,0.0,8.856043950686438,6.45797360713046,2.3744826964335273,2.6036456518497486,1.6039270618867643
2024-03-07,34.19450802983473,15.721818378439453,15.50409528424278,12.744874732091471,0.0,8.865731152042974,6.458870211069441,2.3618824683543633,2.577448393320153,1.5707713506046308
2024-03-08,34.205436467074826,15.72554875025186,15.512187466573288,12.709621327164633,0.0,8.86893571914711,6.463512368492711,2.3631142110209478,2.583609554466595,1.5680341358080232
2024-03-11,34.17902193636111,15.714851981740788,15.504357777448796,12.698756489797692,0.0,8.920619808718842,6.460579746661993,2.3646027766815676,2.594077123717389,1.563132358871824
2024-03-12,34.19973996479709,15.711446825772143,15.50942381038373,12.695295959323765,0.0,8.924847866124574,6.462011487494934,2.3657235145334146,2.5913705060325802,1.5401400655377708
2024-03-13,34.21991991981733,15.714047984058697,15.505462364510036,12.692048088795097,0.0,8.927609173011424,6.462170274260108,2.3680397120702374,2.5921722641501437,1.5185302193269263
2024-03-14,34.22230291783288,15.713431354910028,15.503681636704316,12.691009781167711,0.0,8.92658388001988,6.461428125072797,2.3672552603359307,2.5965335997953627,1.5177734441610995
2024-03-15,34.25324771568546,15.705318818969872,15.494711719897825,12.686573092095985,0.0,8.922033232595366,6.459145542217101,2.3674669092392224,2.595616340798681,1.5158866285004857
2024-03-18,34.24944392812825,15.704892905173844,15.494360440006322,12.677375092234108,0.0,8.911584939618576,6.458766243091989,2.379126302536837,2.6072007024903665,1.5172494467197035
2024-03-19,33.98766683088639,15.77363359844066,15.558271704234134,12.692916052155315,0.0,8.944477464471062,6.485690086961037,2.41771201841366,2.6268144343643405,1.512817810073409
2024-03-20,34.03403342236429,15.74343359780562,15.52917466543633,12.74491358858019,0.0,8.927749526255472,6.473560566428273,2.409642777306148,2.632171264233787,1.50532059158989
2024-03-21,33.99690628642391,15.731351388492707,15.517256887932524,12.821532254661538,0.0,8.919452021095802,6.46859246888605,2.40779351054843,2.6329498401663165,1.5041653417927199
2024-03-22,34.04930388874221,15.722657260630413,15.507853423937695,12.803320547719977,0.0,8.911972443528073,6.464672499215013,2.406334386700256,2.630631732543471,1.5032538169828924
2024-03-25,34.06705182166838,15.725100617907248,15.507885644260877,12.802652737982212,0.0,8.890046065904,6.465607198495834,2.4039109800773995,2.6310405421409735,1.5067043915630782
2024-03-26,34.00624925939093,15.683063310589054,15.452324127161642,12.779160023492656,0.0,9.091156278730207,6.440162208136028,2.41722117679346,2.6241340830064037,1.506529532699621
2024-03-27,34.020859706908986,15.682465673917884,15.44937725493507,12.773389681843927,0.0,9.089486746087811,6.438684358087576,2.4177001035544774,2.623645473692711,1.5043910009715575
2024-03-28,34.02725462787573,15.684224094957349,15.443131681580708,12.77044176777309,0.0,9.090909819450838,6.4396924150284,2.4145942947947976,2.623731034216985,1.5060202643221074
2024-04-02,33.99827165268826,15.690185663340053,15.44580031118287,12.688285161932193,0.0,9.193049020958002,6.432382355732486,2.4175465399588822,2.6248258480722146,1.5096534461350428
2024-04-03,33.99434219351683,15.689986381909806,15.43761779148623,12.68151247062898,0.0,9.187066754308521,6.429139199830717,2.4200208311515055,2.6410625472555975,1.5192518299118158
2024-04-05,34.00770037892094,15.697277726022365,15.399359921657057,12.677051483988592,0.0,9.19305881965208,6.430456237941096,2.4330457485124803,2.642090403252773,1.5199592800526194
2024-04-08,33.98351037036132,15.734906497732728,15.391939425930213,12.676738362278778,0.0,9.1944349394999,6.427038004061368,2.432174276141277,2.641144054919592,1.518114069074827
2024-04-09,33.968736101360214,15.733049154017536,15.385352970251931,12.686568301362994,0.0,9.204176157479022,6.42428777228193,2.4380990429833083,2.642335711671896,1.5173947885911694
2024-04-10,33.965685446031216,15.72514942246593,15.384960058920843,12.698680233123442,0.0,9.207208452723822,6.424589093572239,2.4382133982512504,2.638047935262407,1.5174659596488516
2024-04-11,30.648033458668454,14.165206965833747,13.858478067057586,11.41330547913946,9.89157329826787,8.296040931239512,5.787147103544284,2.196296043217745,2.376909731615192,1.3670089214161452
2024-04-12,30.67708265647935,14.106668376180895,13.862548498965227,11.416012481292793,9.894627927147496,8.308729171995134,5.788934239537729,2.1963466189980525,2.3776437480240604,1.3714062813792665
2024-04-15,30.667221606948186,14.123443967442078,13.843691960819477,11.386111953677979,9.906541505374518,8.327231663818116,5.794689430476717,2.1989911193725735,2.380506538317605,1.3715702537527497
2024-04-16,30.593289287198584,14.178282280623286,13.836800888404019,11.492385263200134,9.901610256174992,8.291848653436185,5.791804966953293,2.2010370521051468,2.379740315427392,1.3332010364769675
2024-04-17,30.59908065569265,14.180379893746812,13.838643626963073,11.478797300929356,9.90292891929394,8.305914621984334,5.79257630003998,2.197184113808268,2.380266638453211,1.324227929088377
2024-04-18,30.615161492305766,14.191317295319031,13.837491724014125,11.571224966943218,9.9072315292801,8.211399090251023,5.795093050067901,2.196399991061809,2.349877583066425,1.3248032776906018
2024-04-19,30.599569823784474,14.193204305853438,13.837571846463781,11.571397075995241,9.907378888287598,8.213762782734097,5.794425076866298,2.1985275732273197,2.3499125348718173,1.3342500919159388
2024-04-22,30.594669367816827,14.19327355128094,13.835270541442899,11.572363154348073,9.905731207536066,8.214700785881977,5.793461415056952,2.1981619395309635,2.3489143007960855,1.3434537363092096
2024-04-23,30.564545888952786,14.198576292091966,13.837904690961874,11.582997553670744,9.909417458335191,8.217632027577164,5.795198285165594,2.1989799484226284,2.345807255612433,1.3489405992096148
2024-04-24,28.314210906044234,14.228261243372609,13.842932982125191,11.57143688409954,9.913048272561047,10.458469788588582,5.796546086538569,2.1976895435318937,2.346666760259463,1.3307375328788706
2024-04-25,28.423027033542947,14.217885068592231,13.833358032394194,11.491921941764954,9.906986632457006,10.52202101485208,5.767737956552529,2.196345698257763,2.345860267324046,1.2948563542622546
2024-04-26,28.398610577109,14.177075119772384,13.78852431535815,11.482153398758275,9.910235642393818,10.559125732844835,5.76962949417431,2.1970659928602547,2.3460009402673814,1.371578786461594
2024-04-29,28.403685577066085,14.185114232063986,13.793284916220996,11.45542035704745,9.913657232353062,10.592579900491653,5.771621505974854,2.1936320664297813,2.3468109162912874,1.3441932960608427
2024-04-30,28.460760640108585,14.199616836220297,13.8176061884068,11.317685510336213,9.907910483241983,10.67155638503377,5.783346287105884,2.197390952222704,2.353344225987662,1.290782491336101
2024-05-02,28.468198685037542,14.291740224623315,13.818197314879843,11.374125106855281,9.828432585492457,10.623677182013784,5.785348462872937,2.1977754413063004,2.342480335633108,1.2700246612854298
2024-05-03,28.39638000305148,14.228428862194386,13.828768546036688,11.461841612412917,9.839106437992857,10.631699370856106,5.789774384324939,2.199877439648364,2.3490467721506816,1.2750765713315795
2024-05-06,28.401383777208387,14.222678327357738,13.83305596810675,11.465395200899774,9.842156919454855,10.634890389701752,5.791569425321786,2.199086747575476,2.348028820220534,1.2617544241529477
2024-05-07,28.40321229635258,14.202703590516624,13.831633758893638,11.37912216687952,9.841145024015406,10.721289447364283,5.7909739803663065,2.2059711255541568,2.347787413822087,1.276161196235397
2024-05-08,28.4201013784329,14.208497476941218,13.83168322476257,11.463563195707145,9.841180218758009,10.633561540307776,5.790994690541611,2.185783521095676,2.348111364767914,1.2765233886851846
2024-05-09,28.38182272368059,14.208454472686476,13.827462650193503,11.457443017842198,9.835082549735406,10.72297959664289,5.789052550351815,2.190724010015904,2.356031726633446,1.2309467022177716
2024-05-10,28.309849660881977,14.137239825424071,13.795492590106853,11.328413507092755,9.812701339181372,11.031554258104435,5.774829548860987,2.184920357729885,2.3544471299571357,1.2705517826605288
2024-05-13,28.34059807903802,14.143172749815749,13.799479721670782,11.336515054977655,9.815537376458135,11.034739227334105,5.776456594865171,2.1855518368065527,2.355127605149024,1.212821753884803
2024-05-14,28.22052132103088,14.092988834626006,13.753842488505144,11.430508523581926,9.79757539140101,11.117224453756853,5.764796518263776,2.1772156277225068,2.3640166306675012,1.2813102104443972
2024-05-16,28.185438219302807,14.085903368874813,13.748836154642815,11.512931211586826,9.794993852013818,11.028295204378587,5.758334555841679,2.1724529667912233,2.3666611551544814,1.346153311412949
2024-05-17,28.209581821753392,14.080113960857652,13.73222025323844,11.543986927807119,9.783156293527345,11.015029921311683,5.751375427217474,2.169555533582722,2.364010167085869,1.3509696936183064
2024-05-20,28.23042944207266,14.061120007845181,13.723150231307061,11.540781085117716,9.78292417347769,11.020353986083919,5.7512389672131885,2.169504057625161,2.362740766739602,1.3577572825178217
2024-05-21,28.234410408176675,14.029186284305831,13.728511971607638,11.534870745803468,9.789163849949572,11.029120308231445,5.75469785742476,2.1708877955734436,2.3600612552113676,1.369089523715802
2024-05-22,28.286051141329548,14.03128973321339,13.717071596923109,11.592660268898909,9.784616661470782,10.973573272623236,5.750727516984008,2.1558611363173865,2.3386698919990168,1.369478780240613
2024-05-23,28.335023100314398,14.031323216417894,13.703956961940357,11.489074189407733,9.776126646355806,11.046687550564146,5.74456700920643,2.1528407631618567,2.343330127725759,1.3770704349056198
2024-05-24,28.329522610717074,14.020415149118707,13.690814920492517,11.533925601790152,9.766751378909873,11.03592674361874,5.737449880157403,2.150776197239864,2.34108288324374,1.3933346347119338
