date,BOCI SECURITIES LTD,ICBC (ASIA) SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,LUK FOOK SECURITIES (HK) LTD,KINGSTON SECURITIES LTD,HANG SENG SECURITIES LTD,CORE PACIFIC - YAMAICHI INTERNATIONAL,NANYANG COMMERCIAL BANK LTD
2024-03-01,44.90016690635907,25.14501816110505,0.0,17.51571374258657,5.817528208457694,0.0,0.0,6.6215729814916235,0.0,0.0
2024-03-04,44.91453629959729,25.153065317247975,0.0,17.521319293655903,5.787387007064335,0.0,0.0,6.6236920824345,0.0,0.0
2024-03-05,34.15881921985431,19.116575882125204,23.95700013467719,13.327314019540811,4.402084266775738,0.0,0.0,5.038206477026741,0.0,0.0
2024-03-06,34.17615567638057,19.1192072408395,23.937733212573796,13.334077965291524,4.392533797377788,0.0,0.0,5.040292107536827,0.0,0.0
2024-03-07,34.179281264815806,19.124033159432788,23.931987773228695,13.329490938536507,4.39364252590703,0.0,0.0,5.041564338079181,0.0,0.0
2024-03-08,34.18143015781532,19.125235510666,23.928777065164844,13.330328979849988,4.392346979140595,0.0,0.0,5.041881307363256,0.0,0.0
2024-03-11,34.04550599453942,19.046051996663774,23.77804676821262,13.332113816653541,4.378011652431935,0.0,0.0,5.021832014666149,0.0,0.3984377568325603
2024-03-12,34.01781776336825,19.052464846434436,23.77274140475691,13.344433056580579,4.379485739083918,0.0,0.0,5.036051335301004,0.0,0.3970058544749016
2024-03-13,34.04420877783061,19.067245743868934,23.791184291557794,13.35478566438858,4.3053033681772375,0.0,0.0,5.039958302659922,0.0,0.3973138515169215
2024-03-14,34.04165771500748,19.068889481609194,23.808125637402846,13.355936945779954,4.287649332911205,0.0,0.0,5.040392784377035,0.0,0.397348102912285
2024-03-15,34.04253279466031,19.069379669170775,23.806386481005024,13.356060832711158,4.287759551829482,0.0,0.0,5.040522353424607,0.0,0.3973583171986414
2024-03-18,34.04279959618659,19.069529121611094,23.806573058786608,13.356165508160448,4.287793156285404,0.0,0.0,5.039778127555063,0.0,0.39736143141479413
2024-03-19,34.04440049317053,19.07042588545009,23.80377375285062,13.35679359531346,4.287211027274205,0.0,0.0,5.0400151282042405,0.0,0.39738011773685433
2024-03-20,31.46178388166013,17.637138012492485,22.014738706883577,12.365976235779264,3.9649944385565696,0.0,7.526635178918273,4.66121957292042,0.0,0.3675139727892867
2024-03-21,31.447650877455313,17.629215202183033,21.97731709131698,12.432874807742245,3.9632133163136936,0.0,7.523254125668659,4.659125698139785,0.0,0.36734888118029546
2024-03-22,31.447195185494326,17.628959746165748,21.97699862916025,12.432694649258424,3.9646049366868996,0.0,7.523145110008351,4.65905818511205,0.0,0.3673435581139499
2024-03-25,31.44723164036521,17.628980182374683,21.97702410579315,12.432593137667604,3.9646095326185944,0.0,7.52315383114491,4.659063586082266,0.0,0.36734398395358053
2024-03-26,31.465241562160717,17.648500576511044,21.9366897611855,12.423039690527226,3.9697798378122986,0.0,7.527462363409498,4.661731845463099,0.0,0.3675543629306146
2024-03-27,31.462504549203473,17.646965416685294,21.934781592007877,12.41616004999891,3.9839320726354197,0.0,7.526807584961887,4.6613263433969845,0.0,0.36752239111015855
2024-03-28,31.452566852695863,17.649524164790076,21.937962058422478,12.417960349667801,3.987409658684185,0.0,7.527898945668293,4.659102289503186,0.0,0.36757568056811996
2024-04-02,30.369131648373592,17.655783105764026,21.94405320680978,13.478601147428837,3.9877245546046796,0.0,7.533972687561935,4.662861397451732,0.0,0.36787225200541784
2024-04-03,30.406663665779053,17.67760319487639,21.83959582175681,13.495258821369728,3.9926528268096453,0.0,7.543283628596266,4.676615149934396,0.0,0.3683268908777148
2024-04-05,30.39973028941595,17.677795829138436,21.83983380958684,13.494316172256227,3.999961055287846,0.0,7.543365828363916,4.676666111385355,0.0,0.3683309045654322
2024-04-08,30.286531381382346,17.632194734806617,21.7690044903065,13.694276416479712,4.026597379597569,0.0,7.523907195622403,4.700107632227211,0.0,0.3673807695776343
2024-04-09,30.28172167830287,17.623598761012992,21.765489468639572,13.699346503758441,4.025957929091581,0.0,7.522712349003857,4.7138508831282895,0.0,0.3673224270623912
2024-04-11,30.30229243802153,17.629007020687972,21.78487178620912,13.695177470163,4.02541302954241,0.0,7.48092350954192,4.714909803398676,0.0,0.3674049424353691
2024-04-12,30.320381215412468,17.62351557452479,21.77808578570181,13.69091141424253,4.027781210924831,0.0,7.4785931974230735,4.713441106193029,0.0,0.36729049557746596
2024-04-15,30.427500039771644,17.625558503621747,21.766120235973666,13.692498473372344,3.971012300887637,0.0,7.4359898829745115,4.713987491273911,0.0,0.3673330721245389
2024-04-16,30.423973273504007,17.62351557452479,21.763597385968726,13.686564894322606,3.9864892716855462,0.0,7.435127998223827,4.713441106193029,0.0,0.36729049557746596
2024-04-17,30.422871326701983,17.577240450150967,21.74977002780329,13.733879158613938,4.01532063222577,0.0,7.420370825244034,4.7132703868294925,0.0,0.367277192430524
2024-04-18,30.428099366190565,17.563985898594854,21.750400261962277,13.7342771195933,4.0219567151733,0.0,7.420585842283775,4.713406961330949,0.0,0.36728783487098166
2024-04-19,30.4300833262685,17.565131098182015,21.744573802651527,13.735172616126839,4.022943415067457,0.0,7.421069676186407,4.713714282900061,0.0,0.3673117826171989
