date,VMS SECURITIES LTD,GRAND CHINA SECURITIES LTD,SHANGHAI COMMERCIAL BANK LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,ROOFER SECURITIES LTD,SINO-RICH SECURITIES & FUTURES LTD,EMPEROR SECURITIES LTD,ARK SECURITIES (HONG KONG) LTD,EVERBRIGHT SECURITIES INVESTMENT
2024-03-12,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0
2024-03-13,0.0,0.0,0.0,0.0,73.38681032806738,0.0,0.0,26.613189671932613,0.0,0.0
2024-03-15,0.0,0.0,0.0,0.0,73.37704983527429,0.0,0.0,26.62295016472571,0.0,0.0
2024-03-18,0.0,0.0,0.0,0.0,73.37776747759573,0.0,0.0,26.62223252240427,0.0,0.0
2024-03-22,0.0,0.0,40.60616459743923,0.0,43.58187043771697,0.0,0.0,15.811964964843794,0.0,0.0
2024-03-27,0.0,51.892192353938796,19.53473555697907,0.0,20.966282398732496,0.0,0.0,7.6067896903496415,0.0,0.0
2024-04-03,0.0,35.23836539262752,13.265428153623418,32.09315026996779,14.237523135088118,0.0,0.0,5.165533048693146,0.0,0.0
2024-04-12,0.0,35.2396192581114,13.265900169345638,32.090733981526306,14.23802974027925,0.0,0.0,5.165716850737407,0.0,0.0
2024-04-16,0.0,35.262622616034974,13.274559747859774,32.04640486601832,14.247323895583348,0.0,0.0,5.169088874503585,0.0,0.0
2024-04-19,0.0,35.263041136889846,13.27471729938832,32.045598346405846,14.24749299254024,0.0,0.0,5.169150224775747,0.0,0.0
2024-04-22,0.0,32.755241773571356,12.33066010754241,29.76551118735874,13.234254976089105,0.0,0.0,4.801536110262265,0.0,7.112795845176125
2024-04-23,0.0,32.709804524067955,12.313555325238527,29.862938707936497,13.215896749656306,0.0,0.0,4.7948755398488405,0.0,7.1029291532518775
2024-04-24,0.0,32.72565716899827,12.319523028905394,29.82894712818551,13.222301768630171,0.0,0.0,4.797199352556506,0.0,7.1063715527241476
2024-04-25,0.0,26.81350749694515,10.093903428386206,24.438306157836116,10.833588024502566,18.06759853552024,0.0,3.9305472198727327,0.0,5.82254913693699
2024-04-29,0.0,26.810845916723057,10.092901480627905,24.435880346429734,10.83431742941374,18.07392658833584,0.0,3.930157063279321,0.0,5.821971175190403
2024-04-30,0.0,26.805040666289788,10.0907161030805,24.43058933825308,10.831971515892524,18.091665729228538,0.0,3.9293060813272676,0.0,5.820710565928307
2024-05-02,0.0,26.689221566628685,10.047116182134873,24.3088604600865,10.785168781879028,18.461744190278104,0.0,3.9123283532089688,0.0,5.795560465783841
2024-05-03,0.0,26.687064011285806,10.046303973762845,24.30689533301698,10.784296909371575,18.46833573881887,0.0,3.912012080779647,0.0,5.795091952964285
2024-05-06,35.61230373702309,17.198633902743666,6.474399133878395,15.604518453625356,6.9500029813821165,11.904342035270556,0.0,2.5211189800416705,0.0,3.7346807760351486
2024-05-07,35.59791861145564,17.191966187661876,6.471889082847911,15.652860897323261,6.924162953365533,11.907827813802758,0.0,2.5201415708392143,0.0,3.7332328827038026
2024-05-08,35.59771262893339,17.191866708684003,6.471851634140541,15.652770324169158,6.924122887636824,11.908337547195206,0.0,2.5201269883822213,0.0,3.7332112808586575
2024-05-09,35.599772561432246,17.192861550271672,6.472226140717632,15.647889403830007,6.92452356579025,11.909026646851034,0.0,2.5202728205467406,0.0,3.7334273105604163
2024-05-10,35.60080261708583,17.193359014243125,6.472413410260325,15.64487004517265,6.924723922256995,11.909949913235428,0.0,2.520345742958335,0.0,3.7335353347873093
2024-05-13,35.60245083012183,17.19415501647838,6.4727130640707164,15.635177514977267,6.925044516721175,11.916288443482424,0.0,2.520462427594731,0.0,3.7337081865534723
2024-05-14,35.60286290722719,17.194354028553754,6.4727879818587075,15.61394583770263,6.920494908869309,11.94131133335055,0.0,2.5204916004420235,0.0,3.733751401995833
2024-05-16,35.49133315490131,17.140490886951767,6.452511285505502,15.565033492741879,6.898815722979963,12.217741442693432,0.0,2.512595892597706,0.0,3.7214781216284387
2024-05-17,35.48846685743617,17.13910661250465,6.46006622655553,15.56262273171703,6.8982585712400475,12.217908453194054,0.0,2.5123929741216253,0.0,3.72117757323089
2024-05-20,35.48846685743617,17.13910661250465,6.46006622655553,15.560892149783148,6.89768171059542,12.22021589577256,0.0,2.5123929741216253,0.0,3.72117757323089
2024-05-21,35.489490481954014,17.139600970567876,6.4602525598283345,15.549803440372436,6.897880666389809,12.22922153327281,0.0,2.512465441243327,0.0,3.7212849063713858
2024-05-24,35.48793050176597,17.138847580266074,6.459968592212395,15.549119931396524,6.89757746234171,12.235029355371525,0.0,2.512355003018989,0.0,3.7191715736268116
2024-05-27,35.48119869396983,17.16471259824178,6.45884816993469,15.531427530427688,6.896422666955954,12.236944564930475,0.0,2.511919258096285,0.0,3.7185265174433
2024-05-28,35.474446909207664,17.19546817784055,6.4576191034358095,15.505406340538148,6.895110333574045,12.242688963237178,0.0,2.5114412602045877,0.0,3.7178189119620217
2024-05-29,35.471992351800466,17.19427838441278,6.457172286129712,15.504333486320512,6.894633245257882,12.248761090545965,0.0,2.511267487890004,0.0,3.7175616676426855
2024-05-30,35.47342413567332,17.19497241056874,6.457432922043586,15.49976967040377,6.894911538751856,12.250408747905194,0.0,2.511368852150966,0.0,3.7177117225025667
2024-05-31,35.46279078594943,17.210570420606743,6.455497271785634,15.49454707840629,6.892844751925008,12.2565363170867,0.0,2.5106160558269215,0.0,3.7165973184132755
2024-06-05,35.4597246580941,17.217728429622213,6.454939126767538,15.493207413327772,6.892248793659234,12.255476611784927,0.0,2.5103989869033487,0.0,3.7162759798408604
2024-06-06,35.454329560616294,17.215108800617198,6.453957025915429,15.490850165350109,6.8902780531859635,12.269748798672294,0.0,2.510017036750799,0.0,3.71571055889191
2024-06-07,35.43239823717774,17.204459886258494,6.511016353580093,15.48092226696151,6.886015868046977,12.263310900144484,0.0,2.5084643915266054,0.0,3.7134120963040957
2024-06-11,35.420769725551956,17.198813577463266,6.537667991546284,15.47584160368396,6.910817126636022,12.236255436652584,0.0,2.5076411419360904,0.0,3.7121933965298353
2024-06-12,35.41383705393976,17.195447368101473,6.5559607520070475,15.472812620164062,6.909464518375892,12.233860515780941,0.0,2.507150338018135,0.0,3.711466833612695
2024-06-13,35.408333629980795,17.192775140381936,6.554941934661114,15.470408095414125,6.920477681748418,12.235412739253428,0.0,2.506760718807487,0.0,3.7108900597526953
2024-06-14,35.40853742999489,17.192874096968044,6.630379432221181,15.381283671148319,6.949296051868706,12.219942752258998,0.0,2.5067751469891446,0.0,3.710911418550722
2024-06-17,35.40038725891087,17.188916721840837,6.703660258369667,15.36048013114984,6.947696495494818,12.18260372662758,0.0,2.506198149242274,0.0,3.7100572583641114
2024-06-18,31.902646948988366,15.520838564361497,6.2978409545550464,13.869840446881101,6.327711255484128,10.896957797589277,9.57115780157894,2.2629871046652608,0.0,3.350019125896384
2024-06-19,31.896017737483568,15.51761341123425,6.3380913006564645,13.866958362958497,6.326396388529014,10.894693463908295,9.548389459470725,2.2625168671901874,0.0,3.3493230085689976
2024-06-20,31.694820169785586,15.522370981779307,6.3940777786033465,13.891995730365329,6.428108203493922,10.903749801167526,9.551316915854722,2.2632105359470884,0.0,3.350349883003175
2024-06-21,31.464692011632472,15.504642022730716,6.557802013757737,13.86139932625211,6.650071510370978,10.807241267903802,9.54456166637416,2.261609861199088,0.0,3.3479803197789373
2024-06-24,31.360001973430755,15.478599820189038,7.031497931445685,13.767095402765236,6.659638075271146,10.706662270961358,9.507793962830565,2.2578111729101704,0.0,3.2308993901960443
2024-06-25,31.24482887295229,15.44728860113936,7.017274114399152,13.677680681737383,7.119549464726255,10.672070107318063,9.46786657901704,2.253243910946618,0.0,3.100197667763835
2024-06-26,31.07909269655662,15.390833923237981,7.39884778788345,13.615837572852232,7.108993920866993,10.639252869436396,9.433264690495825,2.2450090574062784,0.0,3.0888674812642245
2024-06-27,29.903895765653864,14.833461029868808,7.6058424874586805,13.005003809593271,6.921096581089032,10.182914151290138,9.091642783542472,2.1634585524055883,3.3156794579548703,2.9770053811432726
2024-06-28,29.835095257735215,14.823960764239729,7.62430589154564,13.003625349592118,7.0000728656901865,10.176392383435653,9.085819933347604,2.162072939777223,3.313555891814236,2.9750987228223917
2024-07-02,29.813034295724496,14.821385271179041,7.622981255894712,12.974560746669164,7.060409760382469,10.174127956262497,9.084241376404478,2.1616973044162244,3.3129801995049197,2.974581833562001
2024-07-03,29.758224567475004,14.81881067288762,7.621657080444316,12.982233148293979,7.10633271595535,10.185760983310088,9.079189200998137,2.161321799557219,3.3124047072007197,2.9740651238775646
2024-07-04,29.721021593324192,14.807199324781395,7.615685095548846,12.952224032312825,7.237638620414796,10.152983849428947,9.07207516002264,2.159628285797026,3.309809257068249,2.9717347813010777
2024-07-05,29.58465292310912,14.798026016085508,7.634756495711425,12.912976265407513,7.42842647608456,10.138764090396585,9.066454857078792,2.15829035979904,3.3077587746391517,2.9698937416883027
2024-07-08,29.523678360620814,14.792307628268691,7.669953691347789,12.884206063596872,7.496401250233277,10.13831413038015,9.062951315123936,2.1574563336062758,3.3059851384878747,2.9687460883343184
2024-07-09,29.462313185495493,14.78637397832559,7.688666857134788,12.864181116257512,7.5949149666821665,10.115428859310018,9.059315886365509,2.1565909114576254,3.3046590060802847,2.967555232891016
