date,THE HONGKONG AND SHANGHAI BANKING,SUCCESS SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD,REALINK FINANCIAL TRADE LTD,BOCI SECURITIES LTD,HANG SENG SECURITIES LTD,DELTA ASIA SECURITIES LTD,BRIGHT SMART SECURITIES INTERNATIONAL,CHINA CONSTRUCTION BANK (ASIA),TOTAL_CCASS_PCT
2024-03-12,0.0,0.0,41.55022952529995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.55022952529995
2024-03-14,0.0,0.0,41.55022952529995,39.86034950443401,0.0,0.0,0.0,0.0,0.0,0.0,81.41057902973395
2024-03-19,0.0,0.0,41.55022952529995,39.857741262389155,28.398539384454878,0.0,0.0,0.0,0.0,0.0,109.80651017214397
2024-03-20,0.0,0.0,41.55022952529995,39.857741262389155,28.398539384454878,0.0,0.0,0.0,10.237217005738133,0.0,120.0437271778821
2024-03-22,567.0771883150757,0.0,41.55022952529995,39.857741262389155,28.398539384454878,0.0,0.0,0.0,10.237217005738133,0.0,687.1209154929577
2024-03-26,567.5649295774648,0.0,41.55022952529995,39.857741262389155,28.398539384454878,0.0,0.0,0.0,10.237217005738133,0.0,687.6086567553469
2024-04-03,567.5597130933751,0.0,41.55544600938968,39.857741262389155,28.398539384454878,0.0,0.0,0.0,10.237217005738133,0.0,687.6086567553469
2024-04-05,567.5597130933751,0.0,41.55544600938968,39.857741262389155,28.398539384454878,0.0,23.127837767344808,0.0,10.237217005738133,0.0,710.7364945226917
2024-04-08,567.8283620239959,0.0,41.52414710485133,39.857741262389155,28.547209181011997,0.0,22.293200312989043,0.0,10.774514866979654,0.0,710.8251747522171
2024-04-09,567.8283620239959,0.0,41.811053729786124,39.857741262389155,28.609806990088682,0.0,22.293200312989043,0.0,10.58672143974961,0.0,710.9868857589985
2024-04-19,567.8299843505476,0.0,41.811053729786124,39.66212310902451,28.661971830985916,0.0,22.293200312989043,0.0,10.727566510172144,0.0,710.9858998435054
2024-04-22,568.0908085550338,0.0,42.17620761606677,34.68038080333855,29.366197183098592,0.0,22.293200312989043,0.0,13.880931142410017,0.0,710.4877256129369
2024-04-23,568.0908085550338,0.0,42.17620761606677,34.68038080333855,29.366197183098592,0.0,22.293200312989043,15.602503912363067,13.880931142410017,0.0,726.0902295253
2024-04-29,567.9577882107459,0.0,42.17620761606677,34.68038080333855,29.702660406885762,0.0,22.293200312989043,15.602503912363067,13.880931142410017,0.0,726.2936724047992
2024-04-30,567.9525717266563,0.0,42.17620761606677,34.68038080333855,29.702660406885762,0.0,22.293200312989043,15.602503912363067,13.880931142410017,0.0,726.2884559207095
2024-05-03,567.9525717266563,0.0,42.17620761606677,34.68038080333855,29.65049556598852,0.0,22.293200312989043,15.602503912363067,13.880931142410017,0.0,726.2362910798122
2024-05-07,567.9916953573291,0.0,42.17620761606677,34.68038080333855,29.653103808033386,0.0,22.293200312989043,15.602503912363067,13.880931142410017,0.0,726.27802295253
2024-05-09,567.9916953573291,0.0,42.17620761606677,34.68038080333855,29.653103808033386,11.111168492436098,22.293200312989043,15.602503912363067,13.880931142410017,0.0,737.3891914449662
2024-05-10,567.9916953573291,0.0,42.17620761606677,34.68038080333855,29.68440271257173,11.111168492436098,22.293200312989043,15.602503912363067,13.849632237871676,0.0,737.3891914449662
2024-05-13,567.8352008346375,0.0,42.25445487741262,34.68038080333855,29.814814814814817,11.111168492436098,22.293200312989043,15.602503912363067,13.849632237871676,0.0,737.4413562858633
2024-05-14,567.2092227438707,0.0,42.25445487741262,34.67777256129369,30.073030777256125,11.111168492436098,22.293200312989043,15.602503912363067,13.849632237871676,0.0,737.0709859154929
2024-05-17,566.6875743348983,0.0,42.25445487741262,34.67777256129369,30.073030777256125,11.111168492436098,22.55402451747522,15.602503912363067,13.849632237871676,0.0,736.8101617110068
2024-05-20,566.6875743348983,0.0,42.25445487741262,34.67777256129369,30.080855503390712,11.111168492436098,22.55402451747522,15.602503912363067,13.849632237871676,0.0,736.8179864371414
2024-05-21,566.6823578508086,0.0,42.25445487741262,34.65690662493479,30.08607198748044,11.111168492436098,22.55402451747522,15.602503912363067,13.849632237871676,0.0,736.7971205007825
2024-05-22,566.6823578508086,0.0,42.25445487741262,34.65690662493479,30.08607198748044,11.111168492436098,22.548808033385498,15.602503912363067,13.849632237871676,0.0,736.7919040166927
2024-05-28,566.6771413667188,0.0,42.25445487741262,34.65690662493479,30.08607198748044,11.111168492436098,22.548808033385498,15.602503912363067,13.849632237871676,0.0,736.7866875326031
2024-05-30,566.6771413667188,0.0,42.25445487741262,34.65690662493479,30.08607198748044,11.111168492436098,22.548808033385498,15.602503912363067,13.849632237871676,4.609666145018258,741.3963536776213
2024-06-07,566.6510589462703,0.0,42.25445487741262,34.65690662493479,30.08607198748044,11.111168492436098,22.548808033385498,15.602503912363067,13.849632237871676,4.609666145018258,741.3702712571727
2024-06-12,566.6510589462703,0.0,42.25445487741262,34.654298382889934,30.08607198748044,11.111168492436098,22.548808033385498,15.602503912363067,13.849632237871676,4.609666145018258,741.3676630151278
2024-06-13,566.6510589462703,0.0,42.25445487741262,34.71802295252999,29.98695878977569,11.111168492436098,22.572282211789254,15.602503912363067,13.849632237871676,4.609666145018258,741.3557485654668
2024-06-14,566.6510589462703,0.0,42.25445487741262,34.71802295252999,29.98695878977569,11.111168492436098,22.679220135628587,15.602503912363067,13.88614762649974,4.479254042775169,741.3687897756912
2024-06-17,566.6771413667188,0.0,42.25445487741262,35.21358894105373,29.640062597809074,11.111168492436098,22.679220135628587,15.602503912363067,13.802683881064162,4.479254042775169,741.4600782472614
2024-06-18,566.6771413667188,0.0,42.46833072509129,35.21358894105373,29.640062597809074,11.111168492436098,22.679220135628587,15.602503912363067,13.552292644757433,4.479254042775169,741.4235628586333
2024-06-21,567.107501304121,0.0,42.46833072509129,34.71802295252999,29.640062597809074,11.111168492436098,22.679220135628587,15.602503912363067,13.552292644757433,4.479254042775169,741.3583568075118
2024-06-24,567.107501304121,0.0,42.46833072509129,34.71802295252999,29.929577464788732,11.111168492436098,22.679220135628587,15.602503912363067,13.552292644757433,4.479254042775169,741.6478716744914
2024-06-27,567.107501304121,0.0,42.46833072509129,34.71802295252999,29.989567031820553,11.109006259780909,22.679220135628587,15.602503912363067,13.552292644757433,4.479254042775169,741.705699008868
2024-07-04,567.1048930620761,0.0,42.3379186228482,34.71802295252999,30.002608242044857,11.109006259780909,22.679220135628587,15.602503912363067,13.552292644757433,4.479254042775169,741.5857198748043
2024-07-05,567.1048930620761,0.0,42.207506520605115,34.71802295252999,30.007824726134587,11.109006259780909,22.679220135628587,15.602503912363067,13.552292644757433,4.479254042775169,741.460524256651
