date,THE HONGKONG AND SHANGHAI BANKING,CITIBANK N.A.,MERRILL LYNCH FAR EAST LTD,THE CORE SECURITIES COMPANY LTD,MORGAN STANLEY HONG KONG SECURITIES LTD,FUTU SECURITIES INTERNATIONAL,BANK OF CHINA (HONG KONG) LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,BOCI SECURITIES LTD,HUATAI FINANCIAL HOLDINGS (HONG KONG),TOTAL_CCASS_PCT
2024-03-01,11.919148313099557,14.953798470766403,11.952757045316817,0.0,7.1454115264116576,4.525385430851514,4.90334701469979,0.0,0.0,2.5738375590757165,57.97368536022145
2024-03-04,11.894233307396876,14.955124744834226,11.950909735008064,0.0,7.1455062602736445,4.531543131880693,4.9042943533196635,0.0,0.0,2.57516383314354,57.95677536585671
2024-03-05,11.890207118262412,14.954603708593295,11.945936207253727,0.0,7.145648361066625,4.53381674456839,4.9042943533196635,0.0,0.0,2.57516383314354,57.949670326207645
2024-03-06,11.89465960977582,14.954035305421371,11.940536377120447,0.0,7.145553627204639,4.5343851477403145,4.9023996760799164,0.0,0.0,2.566921987150638,57.93849173049313
2024-03-07,11.873676059345614,14.954035305421371,11.948730856182353,0.0,7.145079957894701,4.5470794852466225,4.901926006769979,0.0,0.0,2.564790475255922,57.935318146116565
2024-03-08,11.836540385446563,14.968245384719475,11.950672900353094,0.0,7.137738083590679,4.540021812528563,4.9041996194576765,0.0,2.757707080210188,2.564790475255922,60.659915741562166
2024-03-11,11.839003465858235,14.967061211444635,11.932294531127544,0.0,7.116186129988551,4.54409536859402,4.906094296697424,0.0,2.749654701941261,2.564790475255922,60.61918018090759
2024-03-12,11.858897576875584,14.962703453793214,11.930731422404753,0.0,7.1016918491044825,4.517522520306561,4.90514695807755,0.0,2.749654701941261,2.564790475255922,60.59113895775933
2024-03-13,11.838245594962336,14.962703453793214,11.93726805888188,0.0,7.096907789074121,4.516196246238738,4.9104046874178495,1.1441008512215487,2.749938903527223,2.5654536122898337,61.72121919740674
2024-03-14,11.77306869791502,14.96289292151719,11.949251892423284,0.0,7.097002522936108,4.516006778514763,4.922293787097265,1.1441008512215487,2.7530651209728063,2.5657851808067895,61.68346775340478
2024-03-15,11.747490555178429,14.959870058715033,11.943852062290004,0.0,7.097239357591076,4.524722293817601,4.925420004542849,1.1441008512215487,2.7530651209728063,2.570995543216095,61.66675584754544
2024-03-18,11.71565997755067,14.96007582066327,11.936652288778964,8.636091096085478,7.097523559177038,4.51610151237675,4.921630650063354,1.1441008512215487,2.7530651209728063,2.570995543216095,70.25189642010598
2024-03-19,11.684208335370862,14.961070526214137,11.93930483691461,8.636091096085478,7.097807760763001,4.516859383272649,4.924283198199,1.1441008512215487,2.7530651209728063,2.570995543216095,70.22778665223018
2024-03-20,11.637694009135059,14.910861579360828,11.936178619469025,8.633216302309608,7.0980919623489624,4.522827616577854,4.926177875438747,1.1441008512215487,2.7530651209728063,2.570995543216095,70.13320948005054
2024-03-21,11.688329258367313,14.909535305293007,11.933194502816423,8.622227174319072,7.098186696210949,4.518138290409479,4.926698911679678,1.1441008512215487,2.7530651209728063,2.570995543216095,70.16447165450637
2024-03-22,11.714475804275828,14.909440571431018,11.932531365782513,8.622227174319072,7.098281430072937,4.526095934816419,4.926698911679678,1.1441008512215487,2.7530651209728063,2.570995543216095,70.1979127077879
2024-03-25,11.73247523805343,14.862537836361067,11.93082615626674,8.622227174319072,7.0999866395887095,4.525053862334557,4.926698911679678,1.1441008512215487,2.7518335807669705,2.570995543216095,70.16673579380786
2024-03-26,11.767242565402796,14.862537836361067,11.933620805195368,8.617111545771754,7.0998919057267225,4.525716999368469,4.921014879960436,1.1441008512215487,2.7518335807669705,2.570995543216095,70.19406651299123
2024-03-27,11.76714783154081,14.862537836361067,11.933052402023444,8.617111545771754,7.0998919057267225,4.525006495403564,4.921014879960436,1.1441008512215487,2.7518335807669705,2.570995543216095,70.1926928719924
2024-03-28,11.764163714888207,14.862585203292062,11.929168313681961,8.617111545771754,7.098897200175855,4.53021685781287,4.921014879960436,1.1441008512215487,2.752259883145914,2.5721797164909375,70.19169816644154
2024-04-02,11.773637101086946,14.862585203292062,11.926326297822339,8.617111545771754,7.094634176386423,4.551247775174067,4.9229095572001835,1.1441008512215487,2.752259883145914,2.5848266870662524,70.22963907816748
2024-04-03,11.72181767857985,14.812527830617931,11.920642266103098,8.617111545771754,7.089897483287054,4.557121274617285,4.924188464337012,1.1450481898414224,2.7538703587996993,2.5848266870662524,70.12705177902136
2024-04-05,11.68946606471116,14.761039976627794,11.885969672615717,8.59342808027491,7.075024266955037,4.665023143420907,4.922293787097265,1.1452850244963908,2.764291083618311,2.5870529328229557,70.08887403264045
2024-04-08,11.69628690277425,14.7609926096968,11.883411858342058,8.59342808027491,7.075024266955037,4.697516858082577,4.924188464337012,1.1405483313970222,2.7647647529282477,2.5870529328229557,70.12321505761086
2024-04-09,11.705855022834976,14.7609926096968,11.880948777930387,8.59342808027491,7.07492953309305,4.7295842703653035,4.927504149506571,1.1405483313970222,2.763817414308374,2.5870529328229557,70.16466112223034
2024-04-10,11.705855022834976,14.7609926096968,11.87881726603567,8.59342808027491,7.074882166162055,4.713905816206393,4.923620061165089,1.1340590618508868,2.7628700756885003,2.5870529328229557,70.13548309273824
2024-04-11,11.71063908286534,14.7609926096968,11.876733121071947,8.59342808027491,7.0745979645760935,4.696853721048665,4.923620061165089,1.1333485578859814,2.7728171311971748,2.5870529328229557,70.13008326260494
2024-04-12,11.744601172387814,14.762508351488595,11.884453930823918,8.59342808027491,7.074361129921125,4.664928409558919,4.918030763307833,1.1132176122136639,2.7702593169235157,2.587005565891962,70.11279433279226
2024-04-15,11.756348171274249,14.762934653867541,11.894590454056567,8.59342808027491,7.0739821944731744,4.632766263414205,4.908367909385121,1.109428257734169,2.770780353164446,2.5850161547902273,70.08764249243461
2024-04-16,11.763169009337341,14.762792553074558,11.894400986332593,8.59342808027491,7.0737927267492005,4.6405818070281635,4.907515304627235,1.109428257734169,2.770780353164446,2.5968105206076553,70.11269959893028
2024-04-17,11.783110487285683,14.761655746730709,11.889664293233224,8.59342808027491,7.0737927267492005,4.648918386883053,4.907515304627235,1.109428257734169,2.770780353164446,2.5968105206076553,70.13510415729029
2024-04-18,11.805562412576691,14.762982020798535,11.885543370236773,8.59342808027491,7.0738874606111874,4.648160515987153,4.910357320486856,1.109428257734169,2.770780353164446,2.602968221636835,70.16309801350755
2024-04-19,11.8272564669718,14.732430350307604,11.87791729434679,8.59342808027491,7.0739821944731744,4.655455023360181,4.912251997726604,1.109428257734169,2.7944164517302963,2.602968221636835,70.17953433856236
2024-04-22,11.845445368473378,14.732430350307604,11.89269577681682,8.59342808027491,7.074076928335163,4.668954598693382,4.896194608119743,1.109428257734169,2.7944164517302963,2.602968221636835,70.2100386421223
2024-04-23,11.900864677735992,14.633660825799566,11.89127476888701,8.59342808027491,7.07417166219715,4.669333534141332,4.862753554838199,1.109428257734169,2.7944164517302963,2.6020208830169613,70.13135269635559
2024-04-24,11.926300719679602,14.633660825799566,11.888622220751364,8.59342808027491,7.074266396059137,4.666965187591647,4.867016578627631,1.109428257734169,2.7898692263549028,2.6020208830169613,70.15157837588988
2024-04-25,11.92767436067842,14.63370819273056,11.887769615993477,8.59342808027491,7.074361129921125,4.674449162688651,4.866732377041669,1.109428257734169,2.7898692263549028,2.6020208830169613,70.15944128643484
2024-04-26,11.989156637108227,14.633897660454535,11.892837877609802,8.59342808027491,7.074455863783112,4.620403494424852,4.866732377041669,1.109428257734169,2.7898692263549028,2.6021156168789488,70.17232509166512
2024-04-29,11.98264681031404,14.633471358075589,11.893690482367687,8.59342808027491,7.074550597645099,4.62026139363187,4.868627054281417,1.109428257734169,2.7898692263549028,2.6036787256017404,70.16965198628142
2024-04-30,12.00140411498754,14.63692914403813,11.892885244540794,8.59342808027491,7.074787432300068,4.608893330193386,4.866448175455707,1.109428257734169,2.796595330556006,2.603773459463728,70.18457256954443
2024-05-02,12.002635655193377,14.623192734049962,11.887248579752546,8.59342808027491,7.074787432300068,4.624429683559315,4.876016295516432,1.1094756246651625,2.794226984006322,2.603773459463728,70.18921452878182
2024-05-03,12.026792790000158,14.624424274255796,11.887390680545527,8.59342808027491,7.074882166162055,4.6495815239169636,4.876016295516432,1.1094756246651625,2.794226984006322,2.603773459463728,70.23999187880705
