date,CHINA INTERNATIONAL CAPITAL CORPORATION,CLSA LTD,BANK OF CHINA (HONG KONG) LTD,CHINA MERCHANTS SECURITIES (HK) CO LTD,CITIBANK N.A.,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,INTERACTIVE BROKERS HONG KONG LTD,UOB KAY HIAN (HONG KONG) LTD,DBS BANK LTD
2024-03-01,0.0,0.0,5.945186509969826,0.0,44.4617607493694,25.605762427400023,7.035652733218722,3.7518216126246786,13.19981596741735,0.0
2024-03-04,0.0,0.0,6.032282518304393,0.0,43.87573312305757,25.80748469270152,7.2031240698276795,3.7861867668886684,13.29518882922017,0.0
2024-03-05,0.0,0.0,6.04275111268801,0.0,43.719869935809825,26.388498690445928,6.828867096373482,3.7531162971579457,13.26689686752481,0.0
2024-03-06,0.0,0.0,6.572245985439995,0.0,43.023601389977905,26.88617541244156,6.677743532311189,3.7126966718393746,13.127537007989975,0.0
2024-03-07,0.0,0.0,7.261886010921999,0.0,42.13304342848005,27.37383558502433,6.668009584292179,3.6844661184110117,12.878759272870429,0.0
2024-03-08,0.0,0.0,7.748019193064483,0.0,41.928038395412365,27.165170440809543,6.61130198799455,3.672369565030701,12.87510041768836,0.0
2024-03-11,0.0,0.0,8.511133346337186,0.0,41.16407792164046,26.845893844152158,6.525453187030301,4.00605419764363,12.94738750319626,0.0
2024-03-12,0.0,0.0,5.662960748390102,33.84681451795719,27.359339988117792,17.75498128742619,4.105740376161761,2.6679176031162273,8.602245478830742,0.0
2024-03-13,0.0,0.0,5.214629720747906,31.351903706637536,25.39541053017502,16.259261052394947,3.835161409555168,2.553155566983437,7.968158178373735,7.422319835132251
2024-03-14,56.94275207781537,0.0,2.5365404725302803,13.473762991724428,10.811641270795455,6.848111426917604,1.6958414115385048,1.0648687097591794,3.4366728399665774,3.1898087989526016
2024-03-15,56.55914835775159,0.0,3.030729508024295,13.446345972298243,10.781224864468047,7.315302612874035,1.6957041772606276,0.5585467315187667,3.4296797433778456,3.1833180324265458
2024-03-18,56.37974827491603,0.0,3.123345107167958,13.403695478942021,10.790892359688707,7.480041592314465,1.7131164761343713,0.5171387167264129,3.418801134913489,3.1732208591965496
2024-03-19,56.425191841530186,0.0,3.1281452801031207,13.422166055150372,10.753295925043203,7.487041666446127,1.6653673259655526,0.5160321749595816,3.425166106064802,3.177593624737053
2024-03-20,56.35824162534002,0.0,3.1279930442252373,13.389773384092265,10.66682238934995,7.69513720167133,1.6536439533816867,0.5108332066997956,3.4224662654629867,3.1750889297767286
2024-03-21,56.29907232119905,0.0,3.1280105362963337,13.375715749380934,10.543372365737422,7.901160816364331,1.6520729034383717,0.5099667434571601,3.4188730918377415,3.1717554722886563
2024-03-22,56.2467333255007,0.0,3.1316434290680193,13.37924727251521,10.501590511518016,7.945352217827903,1.6521788543316775,0.5393274175219573,3.431334076740615,3.1725928949759
2024-03-25,56.065560651002365,0.0,3.129170809989689,13.359526444588468,10.392791816296514,8.262567362443928,1.6601307174132558,0.5377080791110471,3.424627582817632,3.1679165363371036
2024-03-26,55.82460443131103,0.0,3.135197677133128,13.346579667055957,10.287077972696485,8.632417771524272,1.6516038199334808,0.5404812967731037,3.417190869486386,3.1648464940861576
2024-03-27,55.80911467067517,0.0,3.1541998223742853,13.343348815252353,10.231726820599373,8.6840123960053,1.6582850689834525,0.5413385152913838,3.4138935218565996,3.164080368962072
2024-03-28,55.74507135708552,0.0,3.150580245007026,13.328036759550448,10.077482339711851,8.887057536675607,1.6751336125692573,0.5497640807302254,3.4099759350130863,3.176898133656975
2024-04-02,55.74433782044771,0.0,3.150538787242531,13.327861378964592,10.065342353735668,8.892204102386888,1.6841582250483593,0.5487699386727821,3.4099310639200637,3.176856329581405
2024-04-03,55.90655118426402,0.0,3.1564074391778996,13.3666448197819,10.078960508028644,8.633023440707484,1.716113023401677,0.5503668330156678,3.4058319216717323,3.1861008299509748
2024-04-05,55.913099946283396,0.0,3.156777173327432,13.368210557143051,10.076181551244312,8.633374762362871,1.7093847754178697,0.5502663190875828,3.406230872818969,3.1864740423145195
