date,GRAND CHINA SECURITIES LTD,QUAM SECURITIES LTD,SUPREME CHINA SECURITIES LTD,GLORY SUN SECURITIES LTD,STANDARD CHARTERED BANK (HONG KONG) LTD,THE HONGKONG AND SHANGHAI BANKING,FORTHRIGHT SECURITIES CO LTD,HSBC BROKING SECURITIES (HONG KONG) LTD,BANK OF CHINA (HONG KONG) LTD
2024-03-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2024-03-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
2024-03-12,0.0,86.52799223313004,0.0,0.0,0.0,0.0,0.0,0.0,13.472007766869961
2024-03-13,0.0,69.57964810014164,0.0,0.0,0.0,19.587122843813294,0.0,0.0,10.833229056045074
2024-03-15,0.0,69.57985998931939,0.0,0.0,0.0,19.586877964471604,0.0,0.0,10.833262046209006
2024-03-19,0.0,69.58178631376671,0.0,0.0,0.0,19.587420228883683,0.0,0.0,10.830793457349602
2024-03-20,0.0,69.60426798258858,0.0,0.0,0.0,19.593748866275583,0.0,0.0,10.801983151135838
2024-04-03,0.0,57.94786162818429,0.0,0.0,16.753701229092037,16.307812688242365,0.0,0.0,8.990624454481305
2024-04-05,0.0,57.96702783400066,0.0,0.0,16.69725317203221,16.34475665158859,0.0,0.0,8.990962342378547
2024-04-08,0.0,57.940407202802945,0.0,0.0,16.735508914717766,16.337250526898455,0.0,0.0,8.986833355580838
2024-04-09,0.0,57.781195462744606,0.0,0.0,16.964307522645363,16.292358158865003,0.0,0.0,8.96213885574503
2024-04-10,0.0,57.796461314499744,0.0,0.0,16.949041670890217,16.292358158865003,0.0,0.0,8.96213885574503
2024-04-11,0.0,57.66441684862605,0.0,0.0,17.169245676840145,16.224673935293946,0.0,0.0,8.941663539239865
2024-04-16,0.0,57.63808032435684,0.0,0.0,17.6485727178283,16.21726379326514,0.0,0.0,8.496083164549715
2024-04-17,0.0,57.6402741158391,0.0,0.0,17.6454382994246,16.217881046563214,0.0,0.0,8.49640653817309
2024-04-18,0.0,57.506423486602834,0.0,0.0,17.88369991611754,16.199260690755956,0.0,0.0,8.41061590652367
2024-04-19,0.0,57.480200241135705,0.0,0.0,17.921145400698112,16.191873738764784,0.0,0.0,8.406780619401392
2024-04-22,0.0,57.26454185603461,0.0,0.0,17.820919341196046,16.55477406743907,0.0,0.0,8.35976473533027
2024-04-23,0.0,57.208300859600584,0.0,0.0,17.794023364184135,16.650527900646374,0.0,0.0,8.347147875568908
2024-04-24,0.0,57.202356910410415,0.0,0.0,17.822356151343463,16.629081786294282,0.0,0.0,8.346205151951846
2024-04-25,0.0,57.30764432167695,0.0,0.0,17.860076937828932,16.594023407526162,0.0,0.0,8.238255332967952
2024-04-29,0.0,57.26452705653771,0.0,0.0,17.921877573383057,16.581538355741916,0.0,0.0,8.232057014337324
2024-05-02,0.0,57.25591138809999,0.0,0.0,17.91918115794246,16.594088984273284,0.0,0.0,8.230818469684264
2024-05-03,64.65312583618935,20.160101061297127,0.0,0.10057430575277089,6.304465949113107,5.885902155492641,0.0,0.0,2.895830692155019
2024-05-08,64.50629947812209,20.14072456607659,0.0,0.10034590288998842,6.564779485917377,5.6824062736258485,0.0,0.0,3.005444293368113
2024-05-09,64.50629947812209,20.14072456607659,0.0,0.10034590288998842,6.570060849227375,5.677124910315849,0.0,0.0,3.005444293368113
2024-05-10,64.49948657368401,20.15443979762897,0.0,0.10033530474604475,6.569366944956316,5.676525314465367,0.0,0.0,2.9998460645192977
2024-05-17,64.49950871329249,20.154446715690337,0.0,0.10033533918638654,6.569369199907786,5.676527262946737,0.0,0.0,2.999812768976271
2024-05-20,64.36426360534175,20.130315635442077,0.0,0.27954768235587596,6.561503641622825,5.669730711453862,0.0,0.0,2.994638723783603
2024-05-21,64.37501039067703,20.17500900040775,0.0,0.2801683346506091,6.576071504456646,5.682318658336222,0.0,0.0,2.9114221114717385
2024-05-27,64.375520843011,20.175168975223592,0.0,0.28017055620489634,6.576123648464506,5.682363715460157,0.0,0.0,2.9106522616358466
2024-05-28,64.37845099600541,20.17608727974387,0.0,0.2801833086080374,6.576422971066448,5.682622357174245,0.0,0.0,2.9062330874019935
2024-05-29,62.96900746246392,19.734370287355095,0.0,0.27404922885907984,6.246298073211579,5.558212166948102,0.0,2.3873488327648706,2.8307139483973573
2024-05-30,62.90020059939167,19.751732570440474,0.0,0.27429033714991946,6.2517935612258215,5.563102277536175,0.0,2.3894492203452424,2.8694314339107008
2024-05-31,62.91648114922819,19.756844939930655,0.0,0.2743613321143408,6.227528577450469,5.564542183339527,0.0,2.3900676849406324,2.8701741329961896
2024-06-03,63.037219657841405,19.79475888472506,0.0,0.2748878392783707,6.032016860893942,5.575220697332359,0.0,2.3946542924954946,2.8912417674333737
2024-06-05,63.00127604820152,19.77828837445289,0.0,0.2747310991612874,6.090780692997275,5.572041725329964,0.0,2.3932888687096883,2.8895931911473762
2024-06-06,63.10923005738063,19.843333813984625,0.0,0.2752018566674997,5.872747907674035,5.607551975115936,0.0,2.397389819431754,2.894544569745523
2024-06-07,61.38217238307193,19.300297844188265,0.0,0.2676706369376843,5.712033312772356,5.454094776162576,2.7366166133518104,2.33178245134638,2.815331982168994
2024-06-12,61.38217238307193,19.280096286683534,0.0,0.2676706369376843,5.712033312772356,5.474296333667307,2.7366166133518104,2.33178245134638,2.815331982168994
2024-06-13,61.46909638705181,19.322571677814288,0.0,0.26804968842131804,5.720122189186082,5.325264767976316,2.7404919677772916,2.3350845154345667,2.819318806338323
2024-06-14,61.53133584139307,19.35732439516944,0.0,0.2683210974272133,5.725913998481252,5.214215540363125,2.7432668048047804,2.337448864263875,2.8221734580972435
2024-06-17,61.53133584139307,19.418076341756734,0.0,0.2683210974272133,5.725913998481252,5.1534635937758315,2.7432668048047804,2.337448864263875,2.8221734580972435
2024-06-18,61.53445112279965,19.510191996756088,0.0,0.2683346823057858,5.726203896842326,5.032214464621553,2.74340569416828,2.337567207395648,2.8476309351106743
2024-06-21,61.50020036732787,19.499332408296368,0.0,0.26818532425642394,5.723016628476824,5.085074583477199,2.7418786842433303,2.336266091657091,2.846045912264892
2024-06-24,61.49086586857215,19.4963728001485,0.0,0.26814461909512977,5.722147989167058,5.099480768301117,2.741462521970467,2.335911493252609,2.8456139394929645
2024-07-02,61.49111941834436,19.49645319096448,0.0,0.26814572475539544,5.72217158371722,5.099089458068383,2.7414738260428386,2.335921125086844,2.8456256730204723
2024-07-05,61.48178767578838,19.493494456700837,0.0,0.2681050316131242,5.721303200890797,5.098315632668184,2.7410577866503116,2.3355666313847188,2.8603695843036543
2024-07-10,61.41964836723304,19.468739015013465,0.0,0.2678340593152383,5.730681129301591,5.194232249120848,2.7382874144472322,2.3332060868877944,2.847371678680793
2024-07-12,61.41964836723304,19.468739015013465,0.0,0.2678340593152383,5.730681129301591,5.209392667572653,2.7382874144472322,2.3332060868877944,2.8322112602289873
2024-07-15,61.43517141567171,19.473659495459117,0.0,0.26790175102606373,5.732129487329056,5.210709276457017,2.7389794823652913,2.3337957755634378,2.807653316128312
2024-07-19,61.27102526611217,19.42162861232891,0.0,0.5041244437238827,5.716814042406545,5.227034459728825,2.7316613138733232,2.327560201028696,2.80015166079765
2024-07-22,61.27102526611217,19.42162861232891,0.0,0.5091656881611214,5.716814042406545,5.221993215291587,2.7316613138733232,2.327560201028696,2.80015166079765
2024-07-23,61.21239380455828,19.403043669995203,0.0,0.5338605592481471,5.7113435094542675,5.267360389923694,2.72904733288301,2.325332912422895,2.8176178215145
2024-07-24,61.15387444695107,19.379462656731995,0.0,0.533350185857445,5.705883436216249,5.362956877329256,2.7264383498507527,2.3231098824154044,2.814924164647819
2024-07-30,61.16926342714808,19.384339374188574,0.0,0.5334844000102268,5.70731928517922,5.3643064310235875,2.7271244405711466,2.3236944781143563,2.7904681637648134
2024-08-01,61.163106905753665,19.38238839270887,0.0,0.5434954365506317,5.706744858885436,5.363766528048491,2.7268499628510803,2.323460604531987,2.7901873106698423
2024-08-02,61.15695162350908,19.380437803911686,0.0,0.5535044581261801,5.70617054820893,5.363226733742015,2.7265755403763388,2.323226778022371,2.7899065141033943
2024-08-05,61.16095241603392,19.381705641968285,0.0,0.5535406675257618,5.70654383699898,5.3620679313158695,2.726753908701619,2.323378759899823,2.7850568375557416
2024-08-20,61.1455676167999,19.37683024944519,0.0,0.5785560368247396,5.705108378135371,5.360719124023901,2.7260680043821344,2.3227943230270536,2.7843562673617117
2024-08-21,61.142491585703084,19.3758554652584,0.0,0.5785269315857192,5.704821373018469,5.365480112960654,2.725930864924928,2.3226774709338005,2.784216195614947
2024-08-22,61.13019055559199,19.371957309077242,0.0,0.5784105399075107,5.703673641258315,5.384519279479523,2.7253824450489867,2.322210180105977,2.7836560495304514
2024-08-26,61.13019055559199,19.371957309077242,0.0,0.5784105399075107,6.226757955609456,4.861434965128383,2.7253824450489867,2.322210180105977,2.7836560495304514
2024-09-03,61.053421115872794,19.247162515913942,0.0,0.6530342583781281,6.269171578823847,4.955796613384429,2.721959814080142,2.319293867023739,2.7801602365229803
2024-09-04,61.346175705398196,19.339453743152156,0.0,0.6814027326369498,5.774300133777023,4.999749647588601,2.735011764544365,2.3304150116151403,2.7934912612875626
2024-09-05,61.2536756329966,19.401009692046774,0.0,0.6803752879530912,5.76559342672803,5.052688640285359,2.7308878108776433,2.326901124158889,2.7888683849536164
2024-09-09,61.17659592176279,19.55276769272125,0.0,0.6795191249525186,5.758338184135136,5.046330494797387,2.727451346996919,2.3239730245001122,2.7350242101338904
2024-09-10,61.238244155959066,19.58758684345619,0.0,0.554240200800217,5.764140915974137,5.076608466155108,2.730199825510069,2.3263149140923907,2.722664678052826
2024-09-11,61.1027816839991,19.659888229296577,0.0,0.683726634930523,5.7513903090949645,5.130734942535919,2.7241604685297096,2.321168973460623,2.626148758152592
2024-09-12,61.081286072581044,19.74343338841176,0.0,0.6784604706691362,5.749367002662907,5.078673647974654,2.723202124355221,2.320352399404352,2.6252248939409233
2024-09-13,61.06287329668893,19.77767473311445,0.0,0.6832800688886985,5.747633872715122,5.077142696586395,2.7223812230014883,2.3196529359275972,2.6093611730773283
2024-09-16,60.90681175718926,19.89250007410427,0.0,0.7567029410512623,5.732944347931411,5.104257002778327,2.7154234926846996,2.313724479097096,2.5776359051636732
2024-09-17,60.90604871437154,19.897262075092506,0.0,0.75669346104849,5.73287252539001,5.104193056455521,2.7153894737575324,2.3136954926702082,2.5738452012141875
2024-09-19,60.93047557129518,19.90524203084632,0.0,0.756996939000159,5.735171739669956,5.106240133817006,2.7164785023773086,2.314623418712979,2.534771664281082
2024-09-20,60.92436702038857,19.90324644188835,0.0,0.7569210466934819,5.734596763220134,5.105728210555184,2.716206163337396,2.314391367430755,2.5445429864861273
2024-09-23,56.95207545015186,18.783611162532253,0.0,6.92114974234981,5.360698904361414,4.9152838973884565,2.5391085031837934,2.163492182610383,2.364580157422033
2024-09-24,56.951541712741225,18.867780372201036,0.0,6.921084879453894,5.360648665532895,4.919923679737455,2.5390847074364555,2.1634719070241757,2.276464075872858
2024-09-25,56.97570335043542,18.875785010174596,0.0,6.924021143166499,5.344171576255638,4.9364260448697515,2.5401619117215537,2.163803778577715,2.239927184798833
2024-09-26,56.97303254876016,18.874900186025663,0.0,6.923696571705664,5.343921062061704,4.940882259319852,2.5400428387081413,2.1637023477849926,2.239822185633824
2024-09-27,56.93576454392274,18.915593191580776,0.0,6.924865171397937,5.344823023094222,4.943591556921039,2.531094741227986,2.1640675431501575,2.2402002287051475
2024-09-30,56.521146325011486,19.230618022577094,0.0,7.075225888042783,5.349762247974918,4.864116699528856,2.540590667022471,2.164169008186083,2.2543711416563124
2024-10-02,56.52432658221491,19.255144515221414,0.0,7.08031287743366,5.3453743714044855,4.835319269680074,2.5407336176222923,2.1642907787892156,2.2544979876339437
