date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,THE HONGKONG AND SHANGHAI BANKING,DBS BANK (HONG KONG) LTD,CMB INTERNATIONAL SECURITIES LTD,BANK OF CHINA (HONG KONG) LTD,CITIBANK N.A.,CENTRAL CHINA INTERNATIONAL SECURITIES,FUTU SECURITIES INTERNATIONAL
2024-04-09,47.94693771316237,34.832731263628055,6.252666526432507,0.0,0.0,5.037210128473587,3.3103748305065928,2.006784682220753,0.613294855576132
2024-04-10,47.91182397543487,34.840355007313576,6.106376806794752,0.0,0.0,5.033841766854138,3.489274942177097,2.005442753587702,0.612884747837872
2024-04-11,47.854910631201875,34.78085061263816,6.047132090393287,0.0,0.0,5.02738880339615,3.6747468374633456,2.0028719439744163,0.6120990809327662
2024-04-12,47.88268925262118,34.73436676837941,6.043468031211185,0.0,0.0,5.029081566409795,3.690168318995415,2.0035463273731176,0.6166797350099076
2024-04-15,47.962149449688305,34.77341745024333,6.109180063193428,0.0,0.0,5.033525348620705,3.503299411350655,2.0053166950656562,0.613111581837925
2024-04-16,47.983008570151625,34.7542398209811,6.108756491717845,0.0,0.0,5.032957744210124,3.5029043625409746,2.0050905659569507,0.6130424444413834
2024-04-17,47.97796074227026,34.773508058513464,6.0881534824122046,0.0,0.0,5.035787546273593,3.503950274257702,2.0056892542164593,0.6149506420563101
2024-04-18,47.8172366981428,34.90650708091219,6.093048186072374,0.0,0.0,5.041603854264075,3.517964559103498,2.0074768004570176,0.6161628210480418
2024-04-19,47.85042446904487,34.9031337834903,6.09142592064572,0.0,0.0,5.034335387546865,3.4994970034798873,2.004582626552943,0.6166008092394224
2024-04-22,47.842868606153544,34.90369385659421,6.091718870717107,0.0,0.0,5.039544167150789,3.500351231851583,2.00507194583263,0.6167513217001387
2024-04-23,47.87109809462972,34.88314669026393,6.09323473396554,0.0,0.0,5.0364001803128735,3.498558145367061,2.0011659198452048,0.6163962356156734
2024-04-24,47.89001843112008,34.86568333309854,6.096174618371579,0.0,0.0,5.031602524643846,3.501452417065329,1.9992596167961458,0.6158090589044722
2024-04-25,47.94917245412682,34.816896165550624,6.094784826990502,0.0,0.0,5.025338277254413,3.498483188963162,1.999455647206283,0.6158694399082043
2024-04-26,45.11387161171952,32.68484830145265,5.722891538144141,0.0,6.017456751580438,4.717180696581814,3.286726661905506,1.878432403420538,0.5785920351954049
2024-04-29,45.12016967720163,32.78629971351369,5.716125977904542,0.0,6.024364178771673,4.715118049684254,3.178077550615657,1.8805886524134163,0.5792561998951332
2024-04-30,44.907471370467235,32.77792775974999,5.781935605178978,0.0,6.039285371436958,4.718051146248055,3.327006954944229,1.8702544892513706,0.5780673027231858
2024-05-02,44.76507271877279,32.8147489485122,5.840294194880536,0.0,6.029041611572152,4.698574061066444,3.4143355652910232,1.8620933235575554,0.575839576347303
2024-05-03,44.82265263532837,32.90306044837581,5.677665480255511,0.0,6.037671311991522,4.6978053831667586,3.419222692459479,1.8652582410691225,0.576663807353431
2024-05-06,44.796635398548254,32.883961919749204,5.735036107784788,0.0,6.034166755369168,4.693830273454058,3.4172380101356223,1.8628024511868864,0.5763290837720201
2024-05-07,44.760596936744136,32.85750708904442,5.72992341770539,0.0,6.029312326321131,4.6925486759829695,3.5100299019965595,1.8444656740098653,0.575615978195532
2024-05-08,44.782656851572206,32.827348676776886,5.737755685895911,0.0,6.030989795665075,4.692606613352351,3.507887411795714,1.8449788394351498,0.5757761255067092
2024-05-09,44.75761990239181,32.86868609423631,5.722580225602945,0.0,6.0303564450881595,4.69273755840099,3.507519027402556,1.8447850870906848,0.5757156597865506
2024-05-10,44.787409182103275,32.89407273223085,5.684656670367557,0.0,6.024644032801573,4.689456358713649,3.5050665420051033,1.8449911373419818,0.5697033444360038
2024-05-13,44.5932537111043,32.68486887518684,5.646501968694706,0.0,5.993755570312019,4.663553092051351,4.007070915102659,1.8336714970009766,0.5773243705471455
2024-05-14,44.63363809893839,32.597772886080136,5.6284073813490645,0.0,6.015629818156578,4.680572757764292,4.030905898160481,1.8353844907448835,0.5776886688061719
2024-05-16,44.408505577254445,32.61216337929832,5.578664995729378,0.0,6.021458493011222,4.696695262028318,4.249906854473724,1.8352939000590818,0.5973115381455016
2024-05-17,44.37637937973181,32.601903597963286,5.578656664684782,0.0,6.028316053788471,4.715765241092122,4.2643516678992,1.8373840314580403,0.5972433633822877
2024-05-20,44.675105270188986,32.36488157396344,5.415354044327512,0.0,6.035104088043867,4.716080190304186,4.353858183113557,1.8394529717117647,0.6001636783466897
2024-05-21,44.7971930193198,32.24673094491208,5.4011757245278815,0.0,6.039357679720168,4.704908064944224,4.3686736242771405,1.8407494335018637,0.6012115087968409
2024-05-22,44.65894749304738,32.23000180863191,5.3930214295054,0.0,6.0238287823941326,4.704028437617186,4.554490078998423,1.8360163459002143,0.5996656239053586
2024-05-23,44.61886781461704,32.32920107862338,5.384855418748785,0.0,6.021666318748307,4.688633768029701,4.521968004504997,1.8353572437337065,0.5994503529940842
2024-05-24,44.65064771768513,32.319082207534706,5.391990247133643,0.0,6.016697438436259,4.672315148894917,4.516468766459961,1.8338427675088163,0.5989557063465659
2024-05-27,44.61173322306182,32.29403315340868,5.455686792253678,0.0,6.011571022844938,4.668334189328322,4.52219397747734,1.8378778733350019,0.5985697682902219
2024-05-28,44.58208080363434,32.295815822948676,5.458742376567423,0.0,6.014937943054591,4.679661049285737,4.528460559188274,1.8413964341063702,0.5989050112145897
2024-05-29,44.72038760126722,32.1788417862279,5.444570575765087,0.0,6.01440646730591,4.668047082134808,4.533038416681562,1.8412337295934227,0.5994743410240971
2024-05-30,44.72286308710666,32.16025410130647,5.446037109836128,0.0,6.017401923442703,4.675352456636149,4.536167664111922,1.8421507502345387,0.5997729073254324
2024-05-31,44.74827238725644,32.150443844815314,5.442479434624127,0.0,6.013470998766297,4.672298238457521,4.533204369714434,1.8409473478469491,0.5988833785189163
2024-06-03,44.80242303863426,32.15442017005638,5.453114082516093,0.0,6.025221368693939,4.681427946196264,4.4387952189868445,1.844544573535566,0.6000536013806475
2024-06-04,44.84792513524192,32.11077580996434,5.454060505580681,0.0,6.024751914340674,4.681063193335853,4.437140400970453,1.8444008560807454,0.599882184485336
2024-06-05,44.75139096893743,32.0509977425684,5.442956212127035,0.0,6.012485711357814,4.6715326977865885,4.629463959304698,1.840645714690011,0.6005269932280286
2024-06-06,44.78710671025746,32.05047395608352,5.421387414466797,0.0,6.01091752921026,4.670314264258415,4.620756657179161,1.8358124220150522,0.6032310465293362
2024-06-07,44.77329214293584,32.126750240718096,5.360508757842494,0.0,6.009597516743978,4.669288651609378,4.618573035419664,1.8392641299073038,0.6027255248232507
2024-06-11,45.002490879561606,32.24151914665702,5.385975172061188,0.0,6.038147586627762,4.691471254843551,4.185430682777244,1.8480020061622915,0.6069632713093376
2024-06-12,45.041097709686134,32.208666544555456,5.3845969825289846,0.0,6.0363224612701645,4.686306087270856,4.188662085985397,1.8474434184043826,0.6069047102986205
2024-06-13,45.11762892306721,32.219846840299276,5.384507483509843,0.0,6.036919502731266,4.686769601115827,4.099861681118018,1.8476261456070633,0.6068398225514917
2024-06-14,45.128368375224134,32.20472713740764,5.381251792564986,0.0,6.0338292540110885,4.684370482864366,4.11224578444393,1.8466803612000913,0.6085268122837701
2024-06-17,45.16369218716295,32.18542177324141,5.378693230569768,0.0,6.030960418504027,4.682143259022966,4.1076699446694445,1.8450535877251706,0.6063655991042681
2024-06-18,45.07418017960675,32.033170375302404,5.363897879502312,0.0,6.0143708543030865,4.669263931220507,4.399071854942296,1.839978337213854,0.6060665879087906
2024-06-19,44.95939873716065,31.88889290911774,5.338888466565293,0.0,5.986328582128884,4.647245542543048,4.748321693119229,1.828921981359315,0.6020020880058429
2024-06-20,44.92004604870385,31.849578650468125,5.40077862188827,0.0,5.981945797397026,4.642852919373111,4.779243214491408,1.8243647390298539,0.6011900086483479
2024-06-21,44.97652953715529,31.93835160924986,5.411253624144085,0.0,5.993960112817373,4.645976428697285,4.60350238494883,1.8280288466896055,0.6023974562976738
2024-06-24,44.98451405189777,31.93059781533708,5.410065967635987,0.0,5.992644564474655,4.644956734459078,4.607327990730993,1.8276276327551715,0.6022652427092658
2024-06-25,44.95483017089143,31.924805521855127,5.5170347938231545,0.0,5.9875348835575055,4.640996171383512,4.545862409156692,1.8271843333617384,0.6017517159708411
2024-06-26,44.97271837511507,31.906886147234744,5.514943997310405,0.0,5.985265781127968,4.639237368154343,4.543768118617119,1.8264918833817927,0.6106883290585584
2024-06-27,44.918825821697475,31.9029443361301,5.51739179032112,0.0,5.981206454762857,4.634977080245331,4.607889620968553,1.8263669850383937,0.6103979108361697
2024-06-28,44.99890593184995,31.7997783081003,5.529114586354426,0.0,5.984383816802132,4.637439292566384,4.609594472765254,1.8273371955087954,0.6134463960527594
2024-07-02,44.993633265909374,31.802013387632506,5.535795103183114,0.0,5.982102292134562,4.63567128562294,4.6096938009424,1.827630780155744,0.6134600844193612
2024-07-03,45.127752538162,31.910799427592647,5.55143678723309,0.0,6.000346728362038,4.649809326902055,4.308463745696605,1.833204755923388,0.618186690128178
2024-07-04,45.2685874690757,32.00519711445146,5.555623857900733,0.0,6.014422844339064,4.660717239114388,4.038558249805342,1.837505241199021,0.6193879841142924
2024-07-05,45.29887149725181,31.992526254079344,5.550184876855097,0.0,6.01190147254304,4.653787453206658,4.036865201755479,1.836734920586368,0.6191283237222047
2024-07-08,45.154427972510916,31.89053024973978,5.466995526827543,0.0,5.993900127599081,4.638860485071276,4.3405463776323225,1.8312352132097425,0.6835040474093389
2024-07-09,45.18639746556702,31.853326708775633,5.46850798855426,0.0,5.9955583591619686,4.6401438406008015,4.340382546645768,1.8317418302645767,0.683941260429977
2024-07-10,45.21411996097066,31.844343307627256,5.46490116617009,0.0,5.991603914157832,4.6370833760819465,4.334172390133246,1.8305336821830074,0.6832422026759603
2024-07-11,45.26071743511657,31.80631616951097,5.464779214037678,0.0,5.991470208377676,4.636979897137188,4.326761137982322,1.829501031804117,0.6834749060334822
2024-07-12,45.0838924113086,31.679942182750082,5.443936356584024,0.0,5.968618533204734,4.619294294988206,4.701665874432429,1.8215352331202743,0.6811151136116559
2024-07-15,45.08192547146505,31.71286494342866,5.429711747621906,0.0,5.970631598781503,4.602320676080283,4.699051134595189,1.8221495913430803,0.6813448366843236
2024-07-16,41.101418077694795,28.862749751757327,4.945660285625598,8.906987700646406,5.438357863311597,4.193717962070951,4.2707970747072155,1.659707418597557,0.6206038655885503
2024-07-17,41.097561174681196,28.85028310943738,4.942086256786043,8.898526270850462,5.433191550657736,4.189734028185259,4.258308172594409,1.6581307354049608,0.6721787014025535
2024-07-18,41.12327483154271,28.85350182996841,4.906282947924788,8.90187787696025,5.435237947717492,4.191312080296342,4.2574378095773335,1.6587552659097269,0.6723194101029458
2024-07-19,41.13400289015729,28.854064620651833,4.897572119595401,8.902398508068144,5.435555830527558,4.19155721143407,4.253525337212309,1.658852279102196,0.6724712032512057
2024-07-22,38.690505295605085,27.125990203013,10.575029032577564,8.369950244224219,5.110457795164595,3.9408621478500363,3.993625234741828,1.5613290296640714,0.6322510171595993
2024-07-23,38.735659742442536,27.087322342236064,10.57201977408155,8.36924223794654,5.110025506310395,3.9405287939998064,3.991912845380965,1.5611969582989775,0.6320917993031688
2024-07-24,38.746290628702496,27.127076457319752,10.546507208038152,8.368295466768153,5.109447434277988,3.9210526344724563,3.9882895287799625,1.5610203477717781,0.6320202938692644
2024-07-25,38.737368826642054,27.135611442470676,10.546496057821459,8.368286619449705,5.109442032352503,3.921048488968579,3.9886024849700696,1.5610186973945686,0.6321253499303844
2024-07-26,38.78959003643006,27.100774706557107,10.547665922685018,8.360833477833546,5.104891352293557,3.9175562412718774,3.9874975202542386,1.5596283896832968,0.6315623529912924
2024-07-29,38.92982336466691,27.18487170325642,10.588677676803252,8.383183915161128,5.118537904941214,3.928028773164776,3.6698283608123625,1.563797636286563,0.6332506649073729
2024-07-30,38.919168482052825,27.200591447275276,10.584944488303453,8.380228304768686,5.116733291803884,3.9266438909074766,3.675416394234958,1.5632462972497176,0.6330274034037292
2024-07-31,39.01819718151893,27.27849980791627,10.610636377872442,8.400568883824812,5.129152681138638,3.936174682621446,3.4246352050680358,1.5670406252485514,0.6350945547908793
2024-08-01,38.972184162230924,27.215885826097093,10.608569443784283,8.39893246716067,5.12815353083865,3.9311634649425775,3.53555265078562,1.5651436968190304,0.6444147573411506
2024-08-02,38.86956037981007,27.225131409796948,10.70365812591201,8.394781421546908,5.125619018351008,3.92190247620619,3.5329567853023685,1.5586429625411027,0.6677474205333956
2024-08-05,38.90434853799377,27.075450485856095,10.70899049239181,8.39480448146973,5.125633098095679,3.921489012281466,3.6690840363412898,1.5586472440327368,0.6415526115374268
2024-08-06,38.973564673515874,27.040455889542876,10.696552261661928,8.392534710593463,5.124247239407227,3.925094074490905,3.669364363849665,1.5582258200283192,0.6199609669097429
2024-08-07,38.993744464324806,27.0533560590224,10.685607467556702,8.383947404872757,5.119004070430192,3.92107788820601,3.6657157642780906,1.5582202632034958,0.6193266181055564
2024-08-08,38.914222518481004,27.018262258038707,10.65397604840355,8.3591293348354,5.103850850186037,3.9089427131965087,3.869459260499198,1.5546637221815232,0.6174932941780698
2024-08-09,38.920935668255254,26.999663459645117,10.656305620548427,8.360957121453785,5.1049668456339505,3.9072622731455273,3.8776995630971043,1.5545811344809397,0.6176283137398964
2024-08-12,37.04090189218093,25.744807432055637,14.896399698989054,7.967815966740964,4.8649258394059185,3.7215253232063636,3.6961712963178552,1.4814830652734834,0.585969485829785
2024-08-13,37.01928849467488,25.764777305567705,14.895647960855014,7.96795232236325,4.86500909433964,3.7215890107844167,3.6984492123139754,1.481508418337123,0.5857781807639952
2024-08-14,37.01228897417391,25.7630928969177,14.901657186214202,7.967182375373431,4.86453898621699,3.7212293918835666,3.7029233529978827,1.481365259480124,0.5857215767421922
2024-08-15,37.02291402299543,25.761775157946182,14.891411641583332,7.967086142462125,4.864480229089721,3.72118444440764,3.7040864929386257,1.481347366568313,0.5857145020086304
2024-08-16,37.008796982184066,25.772976953986714,14.892940679486788,7.967904196316597,4.864979709920008,3.8383389308350218,3.5866877686201795,1.4814994700979298,0.5858753085526909
2024-08-19,36.97683771852119,25.801859592173997,14.883015191200592,7.971322590923396,4.867066886170228,3.8399856570979085,3.5897371670885914,1.4821350638091222,0.5880401330149801
2024-08-20,36.8549910557997,25.852577827603902,14.906610665948635,7.988176481513812,4.877357400932376,3.848104598138782,3.5976297698151924,1.4852687648883005,0.5892834353592978
2024-08-21,36.80009272161724,25.857053580045747,14.958447381476223,7.987563829744528,4.876983332877168,3.8478094684435513,3.5976565929586175,1.4851548524655123,0.5892382403714157
2024-08-22,36.79590717735323,25.887578342910967,14.954270545743928,7.982102486884174,4.87364878949538,3.8451786028609525,3.591364645440367,1.4831309540454511,0.5868184552655525
2024-08-23,36.76940759163174,25.93742712950921,14.957515129954164,7.977862616549168,4.8710600431143645,3.8431361511738364,3.574640636507165,1.4823431562258516,0.5866075453344977
2024-08-26,36.78400686927169,25.920924373809118,14.963750924213038,7.976351190939108,4.870137208860234,3.842408059618364,3.5768858168820463,1.4790391453079303,0.5864964110984638
2024-08-27,36.792085836012426,25.912390336338014,14.961790864481195,7.975306391085411,4.869499283257223,3.8419047533718818,3.579742350166052,1.4808605977079832,0.5864195875798096
2024-08-28,36.79162675290021,25.908394342537573,14.965747223198921,7.974944793366079,4.869278501791437,3.841730562697745,3.5811921228220327,1.4807934559847036,0.5862922447012989
2024-08-29,36.809443717115606,25.876357523022186,14.986318233966973,7.973828065226921,4.868596658786722,3.841192606795405,3.5794817615798857,1.478571287059525,0.586210146446779
2024-08-30,36.81478954230782,25.882814388060858,14.97675901832646,7.973458569391692,4.8683710549520125,3.840007251060322,3.5791144214252375,1.478502772172047,0.5861829823035457
2024-09-02,36.81269567135564,25.87486561344417,14.98821182756615,7.973026889016059,4.868107482974127,3.839799354354251,3.5785177270485033,1.478422726527298,0.5863527077137972
2024-09-03,36.780569627094515,25.820234686860775,14.968016411483424,7.967638647245469,4.864817573075589,3.8372043841428347,3.691494903901261,1.4799401580731109,0.5900836081230156
2024-09-04,36.76996988704669,25.846203116278442,14.962187683343839,7.96453595158343,4.862923153781636,3.834703896892924,3.6919692335868692,1.4803700843907344,0.5871369930954279
2024-09-05,36.76455108741319,25.865129493833024,14.956258187629468,7.961379616240541,4.860995983597039,3.8331842086759513,3.689802026926293,1.4807892499279014,0.5879101457565945
2024-09-09,36.7670596144319,25.867591720361517,14.955355631053704,7.960899175515686,4.860702639912094,3.832952889747764,3.6868637718867827,1.4806998896040773,0.5878746674864714
2024-09-10,36.77441340382961,25.866663190774513,14.964851150097314,7.959530237519474,4.859866804614428,3.832293783944163,3.676676581091265,1.4804452718410361,0.5852595762881966
2024-09-11,36.8453455447649,25.882547598592996,14.990117240666304,7.964820625410975,4.86309696766805,3.845205530479544,3.5408830090836325,1.48112738509986,0.5868560982337376
2024-09-12,36.96760785423436,25.935237145867575,15.028001199872845,7.985753928327169,4.875878257633356,3.8553115775495495,3.2778834147442972,1.4858272450787624,0.5884993766920908
2024-09-13,37.007108196739935,25.934640976662536,15.030652543688932,7.983893209594124,4.874742154756227,3.854413271573877,3.240706353204607,1.485481040247785,0.5883622535319705
2024-09-16,36.94102353459978,25.830829319338555,15.002252310289313,7.9629295929439365,4.861942356071793,3.844292589831845,3.4884329765622573,1.4824859824340741,0.5858113379284483
2024-09-17,36.85755782853076,25.801798152094324,15.032626039813948,7.955684257550769,4.857518556687304,3.830743585328275,3.6016766274895153,1.4801319786826943,0.5822629738224125
2024-09-19,36.85603900204745,25.800734911427845,15.036227883247053,7.955356419662013,4.85731838803095,3.830585728021635,3.601427702242592,1.4800709853944665,0.5822389799259909
2024-09-20,36.856705788503646,25.80120168922233,15.036600422529014,7.955500345164005,4.857406264921746,3.830655029627339,3.6024979495153167,1.4791931799547535,0.5802393305618531
2024-09-23,36.8249070540598,25.775797065044287,15.106240684328414,7.953429918611819,4.8561421203086725,3.8285527850716123,3.594024171459462,1.4788082185189275,0.5820979825970067
2024-09-24,36.82858835613197,25.769700391281035,15.104788915670673,7.954897899741729,4.857038428576894,3.8292594290353943,3.592429961893796,1.4790811652327047,0.584215452435803
2024-09-25,36.79312462138337,25.7898419770696,15.110704191716595,7.955313650804031,4.857292274561063,3.8304646275851257,3.5943263304475117,1.4801635351651377,0.5887687912675614
2024-09-26,36.713293428867914,25.707732153689744,15.100189573797133,7.959360281903262,4.859763034463069,3.8520218647504456,3.7060797457670596,1.475888554395267,0.6256713623661069
2024-09-27,36.83116590411409,25.52066610597127,15.141562244038726,7.961233604170707,4.860906832706211,3.839349966161337,3.7141938861725046,1.4762359208663518,0.6546855357988066
2024-09-30,36.727859047377144,25.67064055654264,15.104220801300766,7.960424925294079,4.860413075975494,3.8299085530698718,3.72206346137805,1.476085969129538,0.6483836099324203
2024-10-02,36.839480666699316,25.43882095057294,15.100694064818757,8.003201846964911,4.889564823574,3.806910136688301,3.7395369121648905,1.4901858300557014,0.6916047684611886
2024-10-03,37.93141616992629,24.660314455288333,14.64348280099131,8.01796361867145,4.889081288582808,3.8845053863268553,3.7309381595892046,1.4553153143479003,0.7869828062758575
2024-10-04,37.830336857919306,24.59459986114163,14.603652542579296,8.038635841557452,4.936078924884539,3.9637888013170706,3.605592430893736,1.4435549981979208,0.9837597415090487
2024-10-07,37.68967148369774,24.503149219126716,15.127848119090952,8.025860890744731,4.936149095716443,3.809308883723413,3.6197992779087107,1.4412077404226251,0.8470052895686723
2024-10-08,37.52224814538036,24.39430244811335,15.019553203959005,7.852892412327933,4.8241143590818325,3.8700663115663447,3.8017678575971714,1.4572574000974603,1.257797861876541
2024-10-09,37.594781450910894,24.44145845501938,14.708247888712,7.645129855098448,4.820183674666553,3.798011093879988,3.7297915057258693,1.4373784102567266,1.82501766573014
2024-10-10,36.77335461851482,25.27400127743777,14.854819951282472,7.544593369668267,4.84112495471974,3.7148722006961945,3.9658995181919128,1.2432601600773352,1.7880739494114832
2024-10-14,37.32410044277641,25.058174965944524,14.686403910009869,7.531114261421877,4.833440586593454,3.7285209999667495,3.9090487329156347,1.1830512886973277,1.7461448116741467
2024-10-15,37.115378737938286,25.103161042755655,14.733554567873824,7.5515820942890794,4.866577360886545,3.7953393690852764,3.9773527393676114,1.1514916425451178,1.7055624452586053
2024-10-16,37.78298413617961,24.834938461463487,14.63379485006458,7.083008597764433,4.892903013425939,3.7862302839003403,4.224653450600569,1.248587529673392,1.5128996769276484
2024-10-17,37.866843101276785,24.52087693302846,14.65502567800038,7.05034803704794,4.871045318510518,3.820166397768491,4.760826892424164,1.245847460518878,1.2090201814243766
2024-10-18,37.229168421155165,25.062522866309827,14.672253057676052,7.055682112801468,4.873724070014691,3.8110788981020898,4.858070398238133,1.2430658653204485,1.1944343103821304
2024-10-21,37.280852752433816,24.958636379806357,14.704960085245553,7.027875104793154,4.856120436109872,3.791647848410457,4.995224119793281,1.2663388985383859,1.118344374869126
2024-10-22,37.84779568290301,24.065076451868258,14.69093392839214,7.020453679525543,4.846986358264706,3.80717323214773,5.329200258848321,1.2128232080208607,1.1795572000294314
2024-10-23,38.0186709375866,24.05097948945686,14.600455896829764,7.018940929356522,4.845941941512255,3.844802397693211,5.25708051924691,1.2369933414352627,1.1261345468826103
2024-10-24,38.0208540663275,23.958353269949765,14.602632421168476,7.033106522679512,4.856223653842904,3.8362079979445136,5.34248352274144,1.2446067192661714,1.1055318260797147
2024-10-25,37.790063809725424,23.869414521373987,14.966021210869773,7.030226754734353,4.854736679787527,3.7090741834222736,5.412065003791869,1.245100003709425,1.123297832585374
2024-10-28,37.880051242391765,24.05966026990943,14.829732959392267,7.016800321436101,4.845465030310807,3.6688579549128617,5.321543806178997,1.2477270147463015,1.1301614007214695
2024-10-29,38.006192950555565,24.129741957761087,14.923542041589396,7.007501787625713,4.83954373874857,3.6667950943808743,5.3267510993375184,1.0031566846720215,1.0967746453292557
2024-10-30,37.90566533842168,24.085815284872456,14.962556254475432,7.027468890076727,4.853333484163747,3.677944976457438,5.390724478308229,1.00431080815402,1.0921804850702705
2024-10-31,37.76752347727796,24.06038444115459,15.11471370760083,7.019290378007508,4.850591458099825,3.6765683768331003,5.404299418105467,1.008953482257813,1.0976752606629068
2024-11-01,37.79904650944498,24.032925545649945,15.098602775777412,7.015157396919385,4.84842748297088,3.678833986319731,5.41811260460611,1.0168157530075879,1.0920779453039735
2024-11-04,37.30731671802759,24.605527583564015,15.088923934683532,7.017456233697228,4.839196623874126,3.664912025771679,5.223020233057368,1.0667391034078273,1.1869075439166261
2024-11-05,37.59901868739588,24.309904027344412,15.146936459955127,7.025219161774643,4.844549893505252,3.6711727098545257,5.190686785292868,1.0785502143664183,1.1339620605108713
2024-11-06,37.44156176762447,24.017497588575665,15.136102255439795,7.048101575170759,4.860631330275013,3.706876612561257,5.477845580076006,1.117280110364414,1.1941031799126156
2024-11-07,37.71645127231267,23.710736526694845,15.138386480123783,7.038730813504748,4.841608178170168,3.5842792518210285,5.457209584154212,1.1273505074694101,1.3852473857491356
2024-11-08,37.89887239964303,23.699897220170214,15.056754786860175,7.025865800119615,4.830050788824075,3.5847492506941756,5.366917227962769,1.149563120978356,1.38732940474759
2024-11-11,37.81921950554324,23.1650134906112,15.341147247476622,7.0431044285347815,4.840091907952929,3.5550347870357046,5.574926290830854,1.1477584629138227,1.5137038791008446
2024-11-12,38.526934105043146,22.66412054661876,15.339300695069644,7.067512940825578,4.8146162654198,3.5905790863821707,5.366639476177914,1.1791693211815235,1.4511275632814618
2024-11-13,38.65100307942735,22.68881595020269,15.319261352082822,7.078419705461634,4.787688364638216,3.582310721164429,5.2626993441354815,1.2019355602308248,1.427865922656549
