date,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA MERCHANTS SECURITIES (HK) CO LTD,THE HONGKONG AND SHANGHAI BANKING,BOCOM INTERNATIONAL SECURITIES LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,CHINA SECURITIES DEPOSITORY AND CLEARING,AGRICULTURAL BANK OF CHINA LTD,CHINA CONSTRUCTION BANK (ASIA),CITIBANK N.A.,INDUSTRIAL AND COMMERCIAL BANK OF CHINA
2024-05-08,18.010186155518312,30.456336411227664,15.008710450183816,6.887429332788515,11.717659096127118,4.685982102036073,0.0,6.211706761558189,7.020363917622552,0.0016257729377617425
2024-05-09,18.081633156394744,30.461698064635968,14.965323072797023,6.888641822973087,11.719721918982167,4.68022150124197,0.0,6.212755126570527,6.988216671344761,0.0017886650597557531
2024-05-10,18.159898343131186,30.455291033734174,14.95568348689954,6.887210674902397,11.717225627888068,4.70015115430506,0.0,6.2110615136092315,6.9116898814547705,0.0017882840755745703
2024-05-13,18.19338569566257,30.44355937656259,14.95789951004444,6.882129056665991,11.712712045209901,4.738164261905562,0.0,6.2087231253533925,6.861729615969864,0.0016973126256895547
2024-05-14,18.703912990750982,30.639435746192902,14.825678283843564,6.9277479749615924,11.790474730135939,4.874799463917908,0.0,6.253586033974868,5.982656194849715,0.0017085813725368282
2024-05-16,18.847472371688813,30.560220743843875,14.881030403472648,6.909816523660633,11.759956829628768,5.023596439914573,0.0,6.237399551177013,5.7788029776513925,0.0017041589622837274
2024-05-17,18.941430940360178,30.629102369924517,14.845978099338616,6.92540126974709,11.785136227157258,5.1740110167672695,0.0,6.251785673572045,5.445446400525306,0.0017080026077158758
2024-05-20,19.117251344175873,30.570906732012816,14.752186649747495,6.912444790360452,11.762797362395942,5.370734879662788,0.0,6.238356975234115,5.273616503970292,0.0017047624402308963
2024-05-21,19.291901081254554,30.608143689185045,14.459406770229963,6.920773718955134,11.777706113986547,5.5034829271292525,0.0,6.246019171567484,5.190859688762319,0.0017068389297028041
2024-05-22,19.377155734365193,30.574126819245333,14.463661745530082,6.913071167435743,11.766535237388469,5.501596231423453,0.0,6.239949276305107,5.1621988311291345,0.0017049571774856755
2024-05-23,19.482304200974315,30.537727093491657,14.47508333924265,6.904659716115577,11.752526704675695,5.507727734119341,0.0,6.232420726745288,5.1058475572779765,0.0017029273574993475
2024-05-24,19.641638918982554,30.50356350846699,14.461801979420288,6.897999207196287,11.741189750769339,5.51673993995268,0.0,6.220798066669395,5.01456734389631,0.001701284646153696
2024-05-27,19.690773596259618,30.484294603685797,14.548684100677972,6.893641785484974,11.731964182761745,5.513924282410496,0.0,6.216868428560836,4.918148810202972,0.0017002099555903016
2024-05-28,19.73538204193956,30.451677091241354,14.58061626532206,6.886265743176997,11.719411243856516,5.511168336649532,0.0,6.210388164462119,4.903392722582847,0.0016983907690188028
2024-05-29,19.85096664103003,30.391480012048344,14.589646398228332,6.872636615891952,11.69621647422298,5.53788501026284,0.0,6.197916395136075,4.861557423823544,0.0016950293559055145
2024-05-30,19.886786175556423,30.34501838500398,14.479533895432997,6.862129925229555,11.677759483252718,5.54214814439711,0.0,6.188441197485654,5.016490355598148,0.001692438043414905
2024-05-31,19.910861109290494,30.269451768526956,14.595632463607316,6.845000907450642,11.648609853037897,5.529113228141138,0.0,6.173173416010486,5.026469040498541,0.0016882134365288157
2024-06-03,20.0417583504362,30.367655345094143,14.347375922558456,6.86566511891058,11.68484860900538,5.565149565835199,0.0,6.191927732040386,4.933925890661169,0.0016934654584884526
2024-06-04,20.16022516089967,30.366681520645756,14.129496506081379,6.865424587468939,11.684439242478962,5.584194572630922,0.0,6.191710804287848,5.016134199376838,0.0016934061296862107
2024-06-05,20.223769168643628,30.308939291505794,14.109079889116646,6.852369986181563,11.662221287327936,5.584112921738804,0.0,6.180710439655123,5.077106829711702,0.0016901861188101171
2024-06-06,20.282997861947475,30.297041550663266,14.121334107671393,6.849680095866742,11.657643295165613,5.592588242700877,0.0,6.178284208557874,5.018741114788651,0.0016895226381048428
2024-06-07,20.345604044691946,30.272794351512733,14.113981352201069,6.845233723180448,11.650075901359083,5.625690137859516,0.0,6.174219777056275,4.97071228623048,0.0016884259084465516
2024-06-11,20.40166054653604,30.265981920714285,14.14346779171084,6.8436933077005655,11.6474542294066,5.644150954413793,0.0,6.171896550378624,4.8800066531853075,0.001688045953939345
2024-06-12,20.46001300618809,30.231179612372124,14.06647443582607,6.835823867835118,11.634061031242569,5.624414160890517,0.0,6.164745785665084,4.9816019950801795,0.0016861049002527791
2024-06-13,20.597886069754413,30.245821332347795,13.959269942745959,6.839017980285276,11.639695699356203,5.627533403265179,0.0,6.168359636042834,4.920729014679113,0.0016869215232266641
2024-06-14,20.60528824807176,30.244697458826806,13.921879343873172,6.8389403704432015,11.639563610955845,5.612718118529144,0.0,6.168828009996923,4.96639793692327,0.0016869023798769336
2024-06-17,20.75104718273863,30.29038014047248,13.818996842878711,6.849331113613196,11.657338045606812,5.646003658033845,0.0,6.179108256351532,4.806105294930004,0.001689465374790284
2024-06-18,20.82343181992617,30.3377648384133,13.646763132207134,6.859989321897933,11.675234780873527,5.661681480300155,0.0,6.188840346045234,4.804602208194,0.001692072142544882
2024-06-19,20.91264572093132,30.317986725941694,13.699858503759168,6.855517086020136,11.667623339890369,5.6749181371086745,0.0,6.184805652616603,4.684953864702836,0.0016909690292033564
2024-06-20,20.907433623414228,30.309438446683647,13.73102466740275,6.85356381254105,11.664299001412642,5.696014914082677,0.0,6.183059951453811,4.653475095770778,0.001690487238418321
2024-06-21,20.877643820644572,30.222370481764827,13.881343883358896,6.833876022724395,11.630791723537994,5.725675448467703,0.0,6.163980254693565,4.662632733723061,0.001685631084985151
2024-06-24,20.937302887269418,30.19017622520944,13.86728823219994,6.826596264239663,11.618402070220899,5.765657757338378,0.0,6.157234968502722,4.635657759546173,0.0016838354733655896
2024-06-25,21.043247748919455,30.148737858864877,13.849741769135008,6.817226229604098,11.602454909206243,5.770221211283347,0.0,6.148694241556185,4.617994507152649,0.0016815242781380827
2024-06-26,21.044654926314227,30.05787329016243,13.951404731966985,6.79667995254269,11.567486544488958,5.751956580438424,0.0,6.130162837258013,4.698104680456428,0.0016764563718459197
2024-06-27,21.19956361757564,30.014930073358983,13.897319029197469,6.786969641439569,11.550960256093381,5.756712824039728,0.0,6.120959539752778,4.670910957297792,0.0016740612446610147
2024-06-28,21.340609823300767,29.965413432287036,13.848142475222641,6.775772949030825,11.531904247912141,5.768916004692668,0.0,6.110950485549622,4.6566192825148605,0.0016712994894418041
2024-07-02,21.658918398336812,29.900071735090876,13.638475065991058,6.760983857728312,11.506734221393083,5.847184925248738,0.0,6.097612464137782,4.588351680433512,0.0016676516398268413
2024-07-03,21.83363939467605,29.95874411982058,13.26052046336669,6.7743425911915125,11.52969678264465,5.884078107325582,0.0,6.109771824297974,4.647535737111749,0.0016709795652128823
2024-07-04,21.82323755131826,29.859448994370997,13.498087560656474,6.751989676674247,11.492428137775681,5.972381387400976,0.0,6.0890138633426965,4.5117473516062345,0.0016654768544313206
2024-07-05,22.170350404678686,30.27886281616892,13.733224147837802,5.391319936257852,11.653853862942652,6.082214983659197,0.0,6.174990951406442,4.513494026459832,0.0016888705886145838
2024-07-08,22.207263846914408,30.304281217994937,13.766113205576458,5.396021926512893,11.664017664747236,6.069222174475103,0.0,6.180331457207962,4.411058163049386,0.0016903435216149584
2024-07-09,22.153745367693972,30.237039886828743,13.911006881179214,5.384048842751868,11.637427970806348,6.063766661418725,0.0,6.166662946921988,4.444614849533999,0.0016865928651415736
2024-07-10,22.175083950911752,30.216310785149858,13.971454275033738,5.380266543249711,11.629446443542761,6.025074318263336,0.0,6.162433542575969,4.438244705157056,0.0016854361158177998
2024-07-11,22.22315103446111,30.258675238367548,13.841928977950225,5.387809888030974,11.645751383722528,6.034150144702052,0.0,6.171073516177573,4.435772017424611,0.0016877991633780288
2024-07-12,22.194623497542523,30.21474072320406,13.822485538481786,5.380022097794213,11.628918074676605,6.030690370512421,0.0,6.162170261569807,4.564664076678381,0.0016853595402065858
2024-07-15,22.239004683554928,30.205446446681588,13.825989447823092,5.378367163418573,11.62534093392821,6.017139979139776,0.0,6.160274732665084,4.546751771677531,0.0016848411112136
2024-07-16,22.356515298122464,30.22882396598169,13.780645432045645,5.382529753181575,11.634338371941016,6.016352851289584,0.0,6.1647823833045745,4.434325799038677,0.001686145094773801
2024-07-17,22.334766030326712,30.24326421769667,13.750838123812237,5.385100977407392,11.639896073253418,6.066703742184983,0.0,6.167727288124,4.410016596631507,0.0016869505630786187
2024-07-18,22.338855816488827,30.30269016757104,13.613074908862064,5.395666324378169,11.662733071340112,6.084818971432594,0.0,6.179918023239008,4.42055245639738,0.001690260290806334
2024-07-19,22.270404199456724,30.312228363982967,13.665046705830196,5.397364685972158,11.666404080023472,6.091545816742702,0.0,6.181863239046229,4.4134521166216265,0.0016907923239212767
2024-07-22,22.12323106726142,30.07417657558501,13.943063775623413,5.354977425599762,11.574784014283841,6.043743171177421,0.0,6.1333150563783025,4.7510314001089595,0.0016775139818711341
2024-07-23,22.111330936530358,30.101974344136174,13.928189212212397,5.359927068117802,11.585571978814588,6.004863877482477,0.0,6.139073433671969,4.767390084514636,0.0016790645195988154
2024-07-24,22.057217664534225,30.100873612132816,13.947854149882655,5.359716760938911,11.585117396330958,6.012281998105694,0.0,6.139323751577881,4.795935667858629,0.001678998638231811
2024-07-25,22.06443740523043,30.108702511904024,13.907425033718065,5.361110763181641,11.58813055548714,6.066810470216324,0.0,6.140920520858847,4.760783304076577,0.001679435326954673
2024-07-26,22.12698987068629,30.143778975871417,13.742077135890145,5.366354745900191,11.601630660439133,6.101057789796576,0.0,6.148074657683287,4.768354771873581,0.0016813918593794163
2024-07-29,22.125907958675594,30.169522775924822,13.730728558975889,5.370937793158621,11.6115388428291,6.098355426879976,0.0,6.153325320011574,4.738000495719902,0.0016828278245208119
2024-07-30,22.13367735798452,30.154620130953962,13.678627687944097,5.368284745588512,11.605713697825298,6.095656199162671,0.0,6.14939112248488,4.812436529389767,0.00159252866629168
2024-07-31,22.146832281127583,30.165896737766012,13.67459528423218,5.370292266693678,11.610053764772761,6.096933312504732,0.0,6.151690745743958,4.782112482951569,0.00159312420752313
2024-08-01,22.159594388332074,30.168678044214552,13.641467624077292,5.370771474631253,11.611089766100708,6.101209900637727,0.0,6.152239680306263,4.793355855333163,0.0015932663669676957
2024-08-02,22.14737297471633,30.150468426110088,13.676010451371596,5.367529711855434,11.604081387738637,6.089574672095822,0.0,6.1485262283975874,4.814843843032763,0.0015923046817377811
2024-08-05,22.14850204367211,30.173808901625065,13.706368754214457,5.371684894257409,11.613064491207428,6.086634462705291,0.0,6.15328600605208,4.745056908928667,0.0015935373374932815
2024-08-06,22.179226102861506,30.154637479337744,13.68192879898519,5.368271906528946,11.605685941017205,6.08921784044173,0.0,6.149206426683664,4.7702329792865,0.0015925248575200935
2024-08-07,22.18748410300825,30.12709834171186,13.655051323632113,5.36367162081185,11.595740567123862,6.070081565632859,0.0,6.144026318135162,4.8552549997844165,0.0015911601596277868
2024-08-08,22.17664039575192,30.130303868948282,13.675982363676805,5.363884714053933,11.596974355449337,6.077915225838085,0.0,6.14478732398333,4.831920422839024,0.0015913294592785978
2024-08-09,22.16493429435544,30.121199301258184,13.680559352378404,5.362263892316673,11.593470061616829,6.0763557011815585,0.0,6.142930534474143,4.8566960138164665,0.0015908486023034317
2024-08-12,20.588197129294837,27.9042318194682,19.930877233014915,4.967592864807284,10.740172492995894,5.609810210348148,0.0,5.690718422966637,4.56692606745247,0.0014737596516118025
2024-08-13,20.58732671808854,27.922748018529308,19.902063967915666,4.970889172655299,10.747299267641315,5.598387611603934,0.0,5.694734835981618,4.575075670001219,0.0014747375831045603
2024-08-14,20.55056245036878,27.928108475794943,19.914899872129773,4.971813952879543,10.749298686554418,5.589634388910896,0.0,5.6958101238194745,4.598397037600069,0.0014750119420985826
2024-08-15,20.587863323452606,27.91567421707388,19.947014098205333,4.969600382953865,10.744512842892489,5.568939948377154,0.0,5.69327421356379,4.571646618249215,0.0014743552316693529
2024-08-16,20.56178032985106,27.914616987215652,19.954658057956635,4.969412172922917,10.744105923836859,5.576025993743022,0.0,5.693108291849755,4.5848179432296,0.0014742993944948522
2024-08-19,20.551282688776265,27.902203061603625,19.972649579174192,4.967202222735228,10.73932790622095,5.581237371761941,0.0,5.689566480841629,4.595876655982357,0.0006540329038095758
2024-08-20,20.566139568282967,27.900378516030177,19.99140801170106,4.966960197291255,10.73925480874067,5.601303393533111,0.0,5.688697734536959,4.5452037797476805,0.0006539901361171145
2024-08-21,20.62197602058056,27.888548269300927,20.014194526482402,4.964995794869061,10.735449204132207,5.599176843438461,0.0,5.686270366312208,4.488726979348424,0.0006619955357488657
2024-08-22,20.627322746515183,27.872169141740326,20.016601808781655,4.962079820230413,10.729144204308017,5.619913004902834,0.0,5.6825172781672855,4.4895903886128625,0.0006616067414229697
2024-08-23,20.628435180030465,27.864232315130476,20.040527979077762,4.960666827687309,10.726088993327176,5.558776770369018,0.0,5.680899135204858,4.539711380829409,0.0006614183435281422
2024-08-26,20.662710570633433,27.859089929073498,20.074077701449482,4.959916653219435,10.72410947744239,5.590468523083583,0.0,5.679437406536398,4.4495284422840085,0.0006612962777762807
2024-08-27,20.690033150592686,27.85963907070243,20.13485026028614,4.959989621014858,10.72432086463997,5.62379297927548,0.0,5.679549356191494,4.327254318014612,0.0005703792823338745
2024-08-28,20.66976011213592,27.851012735000037,20.189744776546608,4.958453831716128,10.721000233251898,5.6482313929330985,0.0,5.677708127523155,4.283518588220546,0.0005702026726098714
2024-08-29,20.687986182947046,27.855284935783704,20.177333435607927,4.959199718117364,10.72261296346035,5.653387131676326,0.0,5.678396908346058,4.265228435614617,0.0005702884466099693
2024-08-30,20.670127020140526,27.873277692917814,20.14091865279117,4.962392741464478,10.728028143078374,5.659996176913271,0.0,5.68205299298332,4.282635924079315,0.0005706556317261409
2024-09-02,20.64763508438929,27.891718473859168,20.167936531210863,4.9652592178418535,10.733780539417118,5.573707938111172,0.0,5.683651270202044,4.335739916877626,0.0005710280908670778
2024-09-03,20.627880866189415,27.90035986823538,20.20176170788142,4.9668306646103275,10.737106072437815,5.583168441217905,0.0,5.6858012570739875,4.296519917347327,0.0005712050064249234
2024-09-04,20.67821116617307,27.91020608758635,20.312405846007202,4.9678464851778354,10.739302034796992,5.484825797109131,0.0,5.687253923066338,4.219377338253303,0.0005713218297742525
2024-09-05,20.67736731859183,27.98043215875643,20.25985510906584,4.981085158452836,10.76792089636295,5.40952219840882,0.0,5.703198423543564,4.220045892488613,0.0005728443291231804
2024-09-09,20.689797683014458,27.993993287748193,20.164587151296928,4.98349931481645,10.773139727988571,5.399502095374319,0.0,5.706220052327193,4.288687565467312,0.0005731219665733586
2024-09-10,20.643445711065095,27.94371857043343,20.257984066245676,4.974607432530749,10.753792129064408,5.363870202136846,0.0,5.695972189611868,4.366037606221332,0.0005720926905940373
2024-09-11,20.66795715865685,27.96595799436849,20.27783716621791,4.978566547826148,10.762350694434474,5.344050613049281,0.0,5.700671369717326,4.302035907730456,0.0005725479990686127
2024-09-12,20.637732102845632,27.94752351271787,20.329264299095026,4.975284797431945,10.755256413722401,5.3529166815257225,0.0,5.696913625327435,4.3045363967446635,0.0005721705893054624
2024-09-13,20.64916200385252,27.95773727872065,20.373992301667627,4.977472293656355,10.75998520488823,5.285277085480512,0.0,5.699434819680133,4.2963665898969525,0.0005724221570156103
2024-09-16,20.677071118185108,27.983950730922047,20.410760540769548,4.982612342318771,10.771096637418049,5.236157554196985,0.0,5.705237366520859,4.232540696392753,0.0005730132758745251
2024-09-17,20.722547454330986,27.97790830862994,20.405378837916274,4.981536473933365,10.768770893099164,5.209938237737602,0.0,5.703980557402706,4.229366347401731,0.0005728895482341675
2024-09-19,20.723747021084314,27.97952786668421,20.390403184195623,4.981824840291208,10.769394265277032,5.210239825595498,0.0,5.70431074390383,4.239979330257172,0.0005729227111093838
2024-09-20,20.706391005803233,27.952046596345646,20.371272035677755,4.977594517602857,10.760374961420158,5.205876280627538,0.0,5.699243047887844,4.326629111743228,0.0005724428917350797
2024-09-23,20.702055687015424,27.95829223259016,20.34405143841828,4.978706716833869,10.762779271517168,5.220789484692201,0.0,5.700516493065588,4.332236105068307,0.0005725707990087104
2024-09-24,20.69255683697564,27.93349463581962,20.333869747814603,4.974290854785653,10.753233228494041,5.2836774836477725,0.0,5.6952116990830515,4.333093450422066,0.0005720629575540791
2024-09-25,20.75209087488867,27.934496414763814,20.470865807405737,4.974469247783221,10.753618871707351,5.295607119981242,0.0,5.695250125168879,4.1230294548276385,0.0005720834734484598
2024-09-26,20.753385176839956,27.900545728604136,20.544770763772167,4.968423438267457,10.740963319501576,5.2756067512782,0.0,5.6880881531611704,4.127645280393694,0.0005713881816423788
2024-09-27,20.77311344069096,27.89986871350742,20.58767731519224,4.968376609639142,10.740862083247203,5.278090985858002,0.0,5.687769552390823,4.063669916678045,0.00057138279616646
2024-09-30,20.690807413720105,27.847408080768076,20.66018602754238,4.959814700624582,10.722352559690497,5.311915745547894,0.0,5.676703131303733,4.130241942659681,0.000570398143049832
2024-10-02,20.684992534826765,27.877171921262445,20.94495601889834,4.9640533769041175,10.731102237254198,5.214043414950267,0.0,5.681273157178322,3.9018364531181025,0.0005708856074461394
2024-10-03,20.71640222366636,27.772297389457627,20.95374629001806,4.942089774439155,10.690816679776335,5.21597789174264,0.0,5.659530570285598,4.0485786777836825,0.0005605028305380167
2024-10-04,20.785886684953713,27.860907470419438,20.41137310160339,4.957590793151627,10.72669107016894,5.233472696582857,0.0,5.673410289208163,4.350105511110244,0.0005623828016261179
2024-10-07,20.711446800578813,27.760479005639247,20.42443708135537,4.939852800551713,10.689511994616021,5.214730214805795,0.0,5.65346310414091,4.605518629555483,0.000560368756646368
2024-10-08,20.703575666574846,27.752243733940514,20.49384649138083,4.937934281518428,10.685449575309597,5.21274841987324,0.0,5.651034496200542,4.562607179406708,0.0005601557953009985
2024-10-09,20.654584656197777,27.68613785399149,20.57460911314923,4.927194695055305,10.660986333353472,5.200413458220052,0.0,5.637777468552504,4.657737591185301,0.0005588302948742933
2024-10-10,20.53779991397295,27.593325117069096,21.168228419404837,4.911699531752289,10.625244163595108,5.092217463184211,0.0,5.6194577064606595,4.451470727808127,0.0005569567527234114
2024-10-14,20.559367612721626,27.45541266514644,21.20945284029879,4.8872392138478675,10.572101145733876,5.169571511414953,0.0,5.591375983066485,4.554924856681467,0.0005541710884881062
2024-10-15,20.70902852667298,27.322347700403267,21.231374452738276,4.863513562904857,10.520953134017768,5.222523876843649,0.0,5.565189908766413,4.564517347653797,0.0005514899989926508
2024-10-16,20.894662039204043,27.28282511660322,21.385725353304856,4.856021415790419,10.504745812367554,5.282822877116165,0.0,5.555863761245988,4.23678298392827,0.0005506404394815785
2024-10-17,20.85035311219501,27.173767337709997,21.542860146595004,4.836691068948322,10.462755137236279,5.335333806016067,0.0,5.533824649084525,4.263866302853211,0.0005484393615857963
2024-10-18,20.894218152722132,27.044141279040346,21.533037186665695,4.8136187730653575,10.41284502744508,5.514670886193922,0.0,5.507426841606636,4.279496030100084,0.0005458231607484905
2024-10-21,21.15042504084994,26.967198376898594,21.490487076178802,4.799923614680324,10.383203582042468,5.542202635194967,0.0,5.492021870891895,4.173993533015982,0.0005442702470282564
2024-10-22,21.32216369620951,26.983273056185237,21.421400015059298,4.8026849839553,10.389176981131481,5.556708484806105,0.0,5.494813005804512,4.029235193485887,0.0005445833626646867
2024-10-23,21.26824607256444,26.814335864716625,21.544361531246352,4.772775446422588,10.324132300406202,5.624455503025678,0.0,5.461047691378988,4.190104416410347,0.0005411738287798411
2024-10-24,21.195385621286874,26.71279915388579,21.660011437827194,4.754767750601211,10.285039532973041,5.646675166728125,0.0,5.440843979659927,4.303081979890771,0.0013953771470663207
