date,CITIBANK N.A.,BOCI SECURITIES LTD,THE HONGKONG AND SHANGHAI BANKING,BANK OF CHINA (HONG KONG) LTD,FUTU SECURITIES INTERNATIONAL,HAITONG INTERNATIONAL SECURITIES CO LTD,BRIGHT SMART SECURITIES INTERNATIONAL,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,CHINA INDUSTRIAL SECURITIES,TOTAL_CCASS_PCT
2024-03-06,0.0,0.0,0.0,2.793617556768095,1.0875253466310153,0.0,0.0,0.0,0.0,0.0,3.8811429033991103
2024-03-07,0.0,0.0,0.0,2.793617556768095,1.0818333855636437,0.0,0.0,0.0,0.0,0.0,3.8754509423317387
2024-03-08,18.825893270318243,0.0,0.0,2.793617556768095,1.0818333855636437,0.0,0.0,0.0,1.0406218360632373,0.0,23.741966048713223
2024-03-11,18.825893270318243,0.0,0.0,2.793617556768095,1.0818333855636437,0.0,0.0,1.0262097906406524,1.0406218360632373,0.0,24.768175839353873
2024-03-12,18.83465013349882,0.0,6.930296236012104,2.793617556768095,1.0862118171539294,0.0,0.0,1.0262097906406524,1.0406218360632373,0.0,31.711607370136836
2024-03-15,18.83465013349882,0.0,6.930296236012104,2.7933110665567753,1.0862118171539294,0.0,0.0,1.0262097906406524,1.0406218360632373,0.0,31.711300879925513
2024-03-19,18.83465013349882,0.0,6.930296236012104,2.7933110665567753,1.099347111924787,0.0,0.0,1.0262097906406524,1.0406218360632373,0.0,31.724436174696375
2024-03-20,18.83465013349882,0.0,6.930296236012104,2.7933110665567753,1.099347111924787,0.0,0.0,1.1109324419126836,1.0406218360632373,0.0,31.809158825968403
2024-03-21,18.83465013349882,5.610818221767787,6.930296236012104,2.7933110665567753,1.099347111924787,0.0,0.0,1.1109324419126836,1.0406218360632373,0.0,37.41997704773619
2024-03-25,18.83793395719153,5.610818221767787,6.9296526065683315,2.7933110665567753,1.099347111924787,0.0,0.0,1.1109324419126836,1.0412654655070093,0.0,37.4232608714289
2024-03-27,18.83793395719153,5.610818221767787,6.9296526065683315,2.7933110665567753,1.10153632771993,0.0,0.0,1.1109324419126836,1.0412654655070093,0.0,37.42545008722405
2024-03-28,18.837977741507434,5.610818221767787,6.9296526065683315,2.7933110665567753,1.0971578961296442,0.0,0.0,1.1109324419126836,1.0412654655070093,0.0,37.421115439949666
2024-04-02,18.839072349405008,5.610818221767787,6.9296526065683315,2.788932634966489,1.1102931909005016,0.0,0.0,1.1109324419126836,1.0412654655070093,0.0,37.43096691102781
2024-04-03,18.839844704737533,5.6095046922907015,6.928930165355935,2.788932634966489,1.1102931909005016,0.0,0.0,1.1116548831250805,1.040493110174483,0.0,37.42965338155073
2024-04-05,18.839844704737533,5.6095046922907015,6.928930165355935,2.788932634966489,1.1146716224907876,0.0,0.0,1.1116548831250805,1.040493110174483,0.0,37.43403181314101
2024-04-09,18.839844704737533,5.6095046922907015,6.928930165355935,2.788932634966489,1.1190500540810735,0.0,0.0,1.1116548831250805,1.040493110174483,0.0,37.438410244731294
2024-04-11,18.839844704737533,5.6095046922907015,6.928930165355935,2.788166409438189,1.1234284856713592,0.0,0.0,1.1116548831250805,1.040493110174483,0.0,37.44202245079328
2024-04-12,18.839156853134696,5.6095046922907015,6.928930165355935,2.788166409438189,1.1234284856713592,0.0,0.0,1.1101535189327716,1.040493110174483,0.0,37.43983323499814
2024-04-15,18.839156853134696,5.6095046922907015,6.9267409495607914,2.792544841028475,1.1255590304831924,0.8273922176163165,0.0,1.1101535189327716,1.0448715417647687,0.0,38.27592364481171
2024-04-16,18.839156853134696,5.6095046922907015,6.9267409495607914,2.792544841028475,1.1278069172616452,0.8273922176163165,0.0,1.1101535189327716,1.0448715417647687,0.0,38.278171531590175
2024-04-18,18.839156853134696,5.605126260700416,6.9267409495607914,2.792544841028475,1.1278069172616452,0.8273922176163165,0.0,1.1101535189327716,1.0448715417647687,0.0,38.27379309999988
2024-04-24,18.839156853134696,5.605126260700416,6.856904965695733,2.792544841028475,1.1278069172616452,0.8273922176163165,0.0,1.1101535189327716,1.114707525629828,0.0,38.27379309999988
2024-04-25,18.839156853134696,5.605126260700416,6.85414348889174,2.792651236916119,1.1278069172616452,0.8273922176163165,0.0,1.1101535189327716,1.1140306201059698,0.0,38.270461113559676
2024-04-26,18.839156853134696,5.605126260700416,6.85414348889174,2.792544841028475,1.1280258388411595,0.8273922176163165,0.0,1.1101535189327716,1.1140306201059698,0.0,38.27057363925155
2024-04-30,18.836577956928018,5.605126260700416,6.85414348889174,2.792544841028475,1.1280258388411595,0.8273922176163165,0.0,1.1101535189327716,1.1140306201059698,0.0,38.267994743044866
2024-05-02,18.836577956928018,5.605126260700416,6.85414348889174,2.792544841028475,1.1280258388411595,0.8273922176163165,1.1606937547794411,1.1094656673299377,1.1140306201059698,0.0,39.42800064622147
2024-05-07,18.828738375165614,5.605126260700416,6.859541657199403,2.792544841028475,1.1280258388411595,0.8273922176163165,1.1606937547794411,1.1094656673299377,1.1140306201059698,0.0,39.42555923276673
2024-05-08,18.828738375165614,5.605126260700416,6.859541657199403,2.7923697037648636,1.1280258388411595,0.8273922176163165,1.1606937547794411,1.1094656673299377,1.1140306201059698,0.0,39.42538409550312
2024-05-10,18.828738375165614,5.605126260700416,6.859541657199403,2.791931860605835,1.1367827020217312,0.8273922176163165,1.1606937547794411,1.1090168780919336,1.1140306201059698,0.0,39.43325432628666
2024-05-13,18.828738375165614,5.605126260700416,6.859541657199403,2.791931860605835,1.1385340746578454,0.8273922176163165,1.1606937547794411,1.1090168780919336,1.1140306201059698,0.0,39.43500569892278
2024-05-14,18.828738375165614,5.605126260700416,6.855163225609118,2.791931860605835,1.1429125062481313,0.8273922176163165,1.1606937547794411,1.1090168780919336,1.1140306201059698,0.0,39.43500569892278
2024-05-17,18.828738375165614,5.605126260700416,6.86392008878969,2.790618331128749,1.1429125062481313,0.8273922176163165,1.1606937547794411,1.1090168780919336,1.1140306201059698,0.0,39.44244903262626
2024-05-21,18.828738375165614,5.602937044905273,6.8770553835605455,2.790618331128749,1.1429125062481313,0.8273922176163165,1.1606937547794411,1.1090168780919336,1.1140306201059698,0.0,39.45339511160198
2024-05-23,18.828738375165614,5.602937044905273,6.890190678331404,2.790618331128749,1.1429125062481313,0.8273922176163165,1.1606937547794411,1.1090168780919336,1.1140306201059698,0.0,39.46653040637283
2024-05-24,18.828738375165614,5.602937044905273,6.889679715364817,2.790618331128749,1.151669369428703,0.8273922176163165,1.1606937547794411,1.1090168780919336,1.1140306201059698,0.0,39.47477630658682
2024-05-27,18.828738375165614,5.602937044905273,6.894058146955103,2.8037536258996067,1.1691830957898464,0.8317706492066025,1.1431800284182978,1.1090168780919336,1.1140306201059698,0.0,39.496668464538246
2024-05-28,18.828738375165614,5.607315476495559,6.894058146955103,2.7949967627190353,1.177939958970418,0.8317706492066025,1.1388015968280119,1.1090168780919336,1.1184090516962557,0.0,39.501046896128535
