date,DBS VICKERS (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING,HUATAI FINANCIAL HOLDINGS (HONG KONG),CMB WING LUNG BANK LTD,THE HONGKONG AND SHANGHAI BANKING,FUTU SECURITIES INTERNATIONAL,MORGAN STANLEY HONG KONG SECURITIES LTD,CHINA SECURITIES (INTERNATIONAL)
2024-03-01,0.0,11.865594520834065,32.83289175219259,0.3367836746060802,22.425733388047895,7.495905405560883,5.416976599493822,19.626114659264662,0.0
2024-03-04,0.0,11.182011488799864,33.01850028122664,0.3340811889863854,22.6102055973471,7.558993794572786,5.465343389478525,19.830864259588697,0.0
2024-03-05,0.0,11.358500196531013,32.89780001134918,0.33441467479093884,22.579764406406525,7.567518875444497,5.455806666961785,19.80619516851606,0.0
2024-03-06,0.0,11.522334069789204,32.724290556903604,0.337411276049939,22.56574344226533,7.62312441773865,5.451373892090677,19.7757223451626,0.0
2024-03-07,0.0,11.674480293810156,32.66030378197329,0.33298642310072574,22.539270327206562,7.612048301991431,5.440712567245335,19.740198304672504,0.0
2024-03-08,0.0,11.578319142034568,32.65515633676039,0.3335754030282355,22.57913735145285,7.6321601114450495,5.4394146642002665,19.78223699107864,0.0
2024-03-11,0.0,11.631958172148398,32.37629359222164,0.3350873657605326,22.657427251325103,7.7465654288722625,5.430484632597111,19.82218355707495,0.0
2024-03-12,0.0,11.494007608815767,32.369068535221565,0.33501546768847495,22.710632715617752,7.756645756626793,5.452301594311273,19.88232832171838,0.0
2024-03-13,0.0,12.769002365511176,30.36353966762995,0.33591157572407265,22.82611919839283,7.765998061449358,5.491292551860724,20.065196424317875,0.38294015511401347
2024-03-14,0.0,14.148751446725468,28.91076979754159,0.3372775846275486,22.869985122825994,7.70695371445132,5.478790255622139,20.163796010703113,0.383676067502828
2024-03-15,0.0,14.031631335839062,28.995657280158397,0.3366953854497728,22.863066786221058,7.70606281575321,5.52298914148979,20.160337252382952,0.3835600027057594
2024-03-18,0.0,14.04866756490365,29.228110054730816,0.33617114977707463,22.811203094001026,7.684988900591108,5.398116025876842,20.110053293571205,0.3826899165482788
