date,THE HONGKONG AND SHANGHAI BANKING,STANDARD CHARTERED BANK (HONG KONG) LTD,UBS SECURITIES HONG KONG LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,ABCI SECURITIES CO LTD,BANK OF CHINA (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,SOOCHOW SECURITIES INTERNATIONAL,YUE XIU SECURITIES CO LTD,GOLDMAN SACHS (ASIA) SECURITIES LTD
2024-03-01,46.72824663627665,19.438178457539514,8.735041115657259,9.715024048685938,0.0,7.203727059502635,3.9879351055373164,0.0,0.0,4.19184757680068
2024-03-04,46.661918098847664,19.443103336959982,8.746820242818142,9.733652934834565,0.0,7.203920773624324,4.011475548800247,0.0,0.0,4.199109064115075
2024-03-05,46.63380373248259,19.440310137450336,8.745497629651913,9.714156520705181,0.0,7.200254192986648,4.067715726896607,0.0,0.0,4.198262059826721
2024-03-06,46.63273288280859,19.441157851245965,8.747177823771663,9.710435622021217,0.0,7.2007011139050965,4.068956820218804,0.0,0.0,4.198837886028664
2024-03-07,46.601695445703214,19.434935733713708,8.744264161472417,9.714454940245721,0.0,7.199254258081379,4.1089128737104605,0.0,0.0,4.1964825870731035
2024-03-08,46.61292574486808,19.43271789594034,8.722964119468942,9.720048531045075,0.0,7.198106568284686,4.118244471586361,0.0,0.0,4.194992668806519
2024-03-11,46.59237499979276,19.439781213038746,8.72612404511479,9.726689155249069,0.0,7.201703494801497,4.118789260352418,0.0,0.0,4.194537831650718
2024-03-12,46.57295434830848,19.44529975264603,8.728513311123699,9.729597143206474,0.0,7.203593778123282,4.12561178528442,0.0,0.0,4.194429881307615
2024-03-13,46.522626756590924,19.497794585645835,8.727769923256705,9.734371152196982,0.0,7.2003794442374,4.125200062772995,0.0,0.0,4.191858075299165
2024-03-14,46.57268153756971,19.501768467382046,8.729668072324165,9.731250011809156,0.0,7.194317043880588,4.079557637015148,0.0,0.0,4.190757230019187
2024-03-15,46.53541215402212,19.52245832111003,8.738227950306356,9.729118198904292,0.0,7.200016293544554,4.079459775633853,0.0,0.0,4.195307306478798
2024-03-18,46.57310228591104,19.53663882653144,8.744433400773383,9.7081268415536,0.0,7.196964133686211,4.043551082817874,0.0,0.0,4.197183428726454
2024-03-19,46.56675648052254,19.533606778375493,8.741427422127325,9.711812368114582,0.0,7.19468671142231,4.058295547713949,0.0,0.0,4.193414691723799
2024-03-20,46.55044895015178,19.54375388295749,8.743443135759469,9.703435134897404,0.0,7.193063362091669,4.069257809327263,0.0,0.0,4.1965977248149215
2024-03-21,46.527583793812134,19.532367329146588,8.733909424865981,9.766963628896024,0.0,7.187940063406281,4.059283309006639,0.0,0.0,4.191952450866354
2024-03-22,46.479437049300245,19.513745607634235,8.805703063669199,9.774374486802051,0.0,7.185185482752515,4.0545032092349995,0.0,0.0,4.187051100606756
2024-03-25,46.47505804876772,19.51166296493142,8.804660200639539,9.782743537199842,0.0,7.182638014496836,4.057856524008027,0.0,0.0,4.185380709956613
2024-03-26,46.447858047675595,19.511549182868915,8.804535246023788,9.82100432022444,0.0,7.182372954441007,4.048810749452693,0.0,0.0,4.183869499313562
2024-03-27,46.31568830925863,19.56643104366345,8.806446338335947,9.847700074174876,0.0,7.208002948999746,4.060256874001702,0.0,0.0,4.195474411565646
2024-03-28,46.41541347782842,19.531580677748998,8.790716809610572,9.837867528693804,0.0,7.188563753288969,4.047452454596331,0.0,0.0,4.1884052982329045
2024-04-02,46.411017802459966,19.533476154976288,8.791863951308553,9.846860139596778,0.0,7.190661412243263,4.040680110186081,0.0,0.0,4.185440429229069
2024-04-03,46.361091030049,19.525520363969065,8.798261581616858,9.833418271228144,0.0,7.173054043143622,4.131351474947208,0.0,0.0,4.177303235046105
2024-04-05,46.36292126267015,19.53898849622323,8.76399917103475,9.835877809969563,0.0,7.174939609363455,4.144454169181265,0.0,0.0,4.178819481557587
2024-04-08,46.38134119157569,19.528327687477322,8.759334438308338,9.841114066874544,0.0,7.169799499022904,4.143487856753354,0.0,0.0,4.176595259987848
2024-04-09,46.361740680290126,19.524781096880268,8.764204216190901,9.847263717341992,0.0,7.176728004790525,4.146077096331515,0.0,0.0,4.179205188174676
2024-04-10,44.24077800266867,18.63115889542226,8.362315597703047,9.390291780856042,0.0,6.852588661751137,3.994862453232394,4.540075856125703,0.0,3.9879287522407485
2024-04-11,44.22851220751647,18.621763729322915,8.361520364723502,9.411787722517047,0.0,6.848371842110286,4.003355489861264,4.537539881095056,0.0,3.9871487628534577
2024-04-12,44.28235684887738,18.60151802578683,8.354304792385667,9.374590079959045,0.0,6.835001461636532,4.033028363050272,4.532822600998275,0.0,3.986377827305998
2024-04-15,41.102745066476956,17.25591154308036,7.750161010453452,8.69910186064222,7.20470815110921,6.336514508341265,3.747047726978061,4.205030324196159,0.0,3.6987798087223203
2024-04-16,41.07793052146276,17.243465221919944,7.745218426733498,8.713577159312932,7.200113424216871,6.337302638422397,3.782671627174704,4.202348610307344,0.0,3.6973723704495547
2024-04-17,41.04150098067413,17.245179221278548,7.74625149432146,8.73506450778542,7.201154201973578,6.337094129118004,3.79293583053065,4.20295606059345,0.0,3.6978635737247627
2024-04-18,41.032737867144384,17.232999257481808,7.739951159923477,8.779229485384905,7.196489309673282,6.329862395059268,3.793835883932196,4.200233394640793,0.0,3.6946612467598907
2024-04-19,41.0065911475059,17.230799765336847,7.730724474755002,8.793291780231312,7.195510642839667,6.329232082525249,3.8235442311189285,4.199662195415741,0.0,3.69064368027135
2024-04-22,41.00897970772126,17.22987749005845,7.715253289857149,8.795411912003704,7.1944638425577185,6.340223530637024,3.826574613764533,4.199051230080763,0.0,3.690164383319398
2024-04-23,40.98722054189476,17.225868925991016,7.712795885155326,8.819315861264679,7.192790036736387,6.334269820611992,3.840056339566538,4.198074312752829,0.0,3.6896082760264743
2024-04-24,40.50037618817519,17.21486291324061,8.188525839212973,8.845966688385122,7.188573000766449,6.327994286199008,3.8503119134406822,4.195613038297308,0.0,3.6877761322826617
2024-04-25,40.495704996240164,17.213140076372877,8.187726880050523,8.853882055771143,7.187871607575942,6.327952497769158,3.8513321574836805,4.195203669926875,0.0,3.68718605880964
2024-04-26,40.49871774059963,17.216918430812946,8.18955835363918,8.849126071981518,7.189479428305773,6.321868610408041,3.849861789839394,4.1961420750340634,0.0,3.6883274993794553
2024-04-29,40.48228559651889,17.20916028954474,8.213284857089926,8.855533317290131,7.186642327278848,6.317042951013077,3.854774213518064,4.194486200069971,0.0,3.6867902476763477
2024-04-30,30.170895568669998,12.81776634269094,6.118153864717488,6.591576198682906,5.352326286146524,4.715368032583303,2.8978030333178575,3.1245125917323686,0.0,2.746743063334833
2024-05-02,40.477261173808465,17.195128456259194,8.20734995848035,8.832598996534548,7.179344879920367,6.324054951529671,3.908764338604546,4.191066141793584,0.0,3.684431103069273
2024-05-03,40.48148659429295,17.18589704466589,8.206993739830114,8.821101634032617,7.176330574603221,6.322147023483103,3.933809622547393,4.189306489183629,0.0,3.682927277361074
2024-05-06,39.03886685241565,16.56122503433401,7.917871483218053,8.502335443898513,6.917001110856483,6.0746947321420075,3.791654418116418,4.037918451241858,3.6036216688235525,3.5548108049534513
2024-05-07,39.05709632908899,16.55181900232172,7.911954346776813,8.49931208736415,6.914541485422424,6.0799424871963845,3.790306138783439,4.036482602560594,3.602340252300798,3.556205268184688
2024-05-08,39.07653475090285,16.54956854022771,7.902617738347077,8.490497895976926,6.913520382917312,6.079806077422897,3.7926122035241927,4.035886516398409,3.60180827795895,3.557147616323675
2024-05-09,39.08663466641148,16.553602624657028,7.896742025580068,8.501336561013332,6.915309735803836,6.082847538243582,3.7643191063842036,4.036931081943575,3.6027404956544085,3.5595361643084864
2024-05-10,39.11368197973697,16.53807278331734,7.8709138746875436,8.491560577259325,6.9087643092873865,6.080396589888934,3.807033889710408,4.033110076557218,3.599330457048321,3.5571354625065577
2024-05-13,39.14164659812438,16.528969343060172,7.880247655523453,8.480417133909999,6.905244407833541,6.073164198999531,3.8023701809906427,4.031055273500337,3.5974966575522807,3.559388550505666
2024-05-14,39.15737346329328,16.533538830226068,7.881239379420226,8.487444944967963,6.906113428223719,6.072144484660883,3.7698374591013515,4.03156257911035,3.5979494001004606,3.562796030895697
2024-05-16,39.16087190225876,16.534430171165248,7.899056756927117,8.488772224844041,6.907973534427151,6.063706229241317,3.752987615878204,4.0320025164292055,3.5983420201284018,3.5618570287005493
2024-05-17,39.17994035723226,16.543435830392276,7.908976707044345,8.53105721887192,6.9122795598020526,6.065105554792413,3.659334658481979,4.034515830219551,3.6005850154104526,3.5647692677527516
2024-05-20,39.20787424101819,16.5474791725254,7.917772351419893,8.5356756160316,6.914518498645021,6.069409759196613,3.6016405180377604,4.035822639952389,3.601751271719774,3.56805593145336
2024-05-21,39.22206143039718,16.563588849704132,7.9255883730347,8.550628792474594,6.919964810951164,6.0689947423224035,3.5328880196992216,4.0390015092422304,3.604588238932846,3.5726952332415287
2024-05-22,39.22930831694504,16.56153970390132,7.926808238731932,8.551944429204255,6.918116180561332,6.068428566266569,3.5285756182839516,4.038569392374218,3.604202598230133,3.572506955501247
