date,EMPEROR SECURITIES LTD,ZHONGTAI INTERNATIONAL SECURITIES LTD,VALUABLE CAPITAL LTD,FUTU SECURITIES INTERNATIONAL,THE HONGKONG AND SHANGHAI BANKING,CMB WING LUNG BANK LTD,BANK OF CHINA (HONG KONG) LTD,CHINA CITIC BANK INTERNATIONAL LTD,INTERACTIVE BROKERS HONG KONG LTD,LONG BRIDGE HK LTD
2024-05-20,77.8272241798961,0.0,9.229120499872852,6.277473026483089,2.8063355977767284,0.8482580738910888,1.632942202201475,0.0,1.0189995277364041,0.3596468921422603
2024-05-21,79.15533514637659,0.0,8.944346682308609,5.364475017330561,2.7604472173341157,0.8300894079169554,1.5979665475746103,0.0,0.9953962921488116,0.3519436890097585
2024-05-22,79.37308977183879,0.0,8.817257800838723,5.289999289217429,2.7578363778520147,0.8316156087852725,1.5797142654062124,0.0,0.9950956002558816,0.35539128580567203
2024-05-23,79.56773460254315,0.0,8.810470981032891,5.130709668253179,2.7562690914257297,0.8062797471052071,1.5788165091994033,0.0,0.9945300845350571,0.35518931590537756
2024-05-24,79.62768886441552,0.0,8.812192479172957,5.060660425955202,2.763912819510809,0.8064372879549533,1.579124997779633,0.0,0.9947244080501625,0.35525871716077234
2024-05-27,79.90336276268808,0.0,8.82880642353401,4.7625814932584865,2.771214893503633,0.8064945908016983,1.579237205336365,0.0,0.993018670172135,0.3552839607055939
2024-05-28,80.0476114338503,0.0,8.820551084581357,4.702517365737533,2.7571994528238197,0.8065519017925349,1.5580308763701611,0.0,0.9415694007710209,0.36596848407326477
2024-05-29,80.31613798996048,0.0,8.821958773897256,4.494642030688169,2.7359464559080067,0.8081455373989818,1.5611093310548614,0.0,0.8935882373883014,0.36847164370394103
2024-05-30,80.182736115369,0.0,8.81074442993314,4.439041592313458,2.6758294628316652,0.8046981185906352,1.6887850848202497,0.14176579935532002,0.8895803909546331,0.3668190058318906
2024-05-31,54.90063340818736,31.50662828123275,6.018651632776114,3.0875767799667826,1.8076579183302581,0.5557638203940208,1.1561731517910978,0.09705545870229572,0.6187285492271353,0.2511309993921902
2024-06-03,54.98621398852198,31.53117605422619,6.036464030711664,2.9332455949717176,1.8138530293409547,0.5658881505862242,1.157029408943728,0.09712733758184496,0.6301136025622192,0.24888880255347767
2024-06-04,55.06208718305431,31.527348344968992,6.022377849886071,2.8734062428301415,1.813632837679861,0.5682473435863071,1.1568889520139944,0.09711554686371411,0.6300371102783453,0.2488585888382674
2024-06-05,55.11852120685406,31.523521564924177,6.021646855476834,2.829360778092421,1.8134126994723623,0.5754611518205134,1.1518933412311056,0.0873933831071018,0.6299606365636922,0.24882838245772043
2024-06-06,55.12258296303758,31.522373712056574,6.021427591756677,2.8462502928178606,1.7550865345051712,0.5815089617437258,1.1518513978184006,0.09952772878936657,0.6299376980692833,0.2694531194053582
2024-06-07,55.12361232593038,31.50631254465851,6.018359575451498,2.8435869471595066,1.7541922890753612,0.5812126733720646,1.151264510603401,0.09947701777605783,0.6296167344606587,0.2923653815125602
2024-06-11,55.19193262787924,31.519695713753443,6.019702388826655,2.741634616201495,1.7403736341889968,0.592382406448849,1.1517535417331646,0.09951927336366649,0.6298841814114988,0.31312161619299944
2024-06-12,55.32615967005844,31.53117605422619,6.021894930074388,2.569018079039799,1.741007526154571,0.5925981684212316,1.1521730420646359,0.09955552102139109,0.6301136025622192,0.3363034063771382
2024-06-13,55.4251061249242,31.499090357792603,5.996361431170406,2.5130382049727107,1.7295330503335353,0.5942995755003032,1.1255306246209824,0.09945421467556094,0.6173438447543966,0.4002425712553062
2024-06-14,55.63018282333544,31.486106396392028,5.984190873381504,2.4295620968915186,1.656078754667572,0.6183017312448474,1.0899083458610155,0.0994132195334853,0.6061781678871053,0.4000775908054896
2024-06-17,55.64383296192229,31.454074217614576,5.973258405193295,2.4355682588896426,1.6580273229338243,0.654006394729193,1.088799534928786,0.08720085263055906,0.6055614766011045,0.399670574556729
2024-06-18,55.73057923285548,31.444934134056567,5.971522665633476,2.316204959318094,1.657545524990314,0.6974041069352964,1.0884831460674158,0.08717551336691205,0.6053855094924449,0.40076520728399845
2024-06-19,55.79698222045857,31.396085984456207,5.946274232731003,2.295031987688853,1.6114826608337123,0.8115484751405814,1.0452860502705161,0.08710717085587635,0.6097501959911344,0.4004510215735426
2024-06-20,55.77059770704086,31.371036763745906,5.9197706073778935,2.3137514687607283,1.6247032257128626,0.8483755385456004,1.0420343605390534,0.09912623847355263,0.6104725662090742,0.4001315235944625
2024-06-21,55.76148890617977,31.354359477471643,5.916623573703466,2.307688590111011,1.6117573713131352,0.8817545199282804,1.041480400353765,0.09907354156497533,0.6101480303696651,0.41562558900428676
2024-06-24,55.799890714081926,31.372553760451073,5.918847952339734,2.3078187788024005,1.6090658955400707,0.9354584447550014,0.9211932474842479,0.09913103188150699,0.606875341518494,0.4291648331455485
2024-06-25,55.754922251013674,31.33505116049931,5.949204156594355,2.3062674932200564,1.6240470043879456,0.965734419412252,0.9164696478293313,0.09901253112253647,0.604942415760863,0.44434892015967586
2024-06-26,55.765951588516884,31.339213687764772,5.895651081795215,2.295705183632262,1.6242627417072029,0.9767313795485394,0.9165913910451798,0.09902568388103393,0.6050227759072926,0.4818444862016163
2024-06-27,55.77658926863206,31.34451304944391,5.86886782425525,2.285222869621513,1.6486940893411022,0.9768965417282662,0.9167463837435139,0.08696408383337681,0.6051250833405803,0.4903808060604304
2024-06-28,55.77793667895467,31.345270247418792,5.869009600100494,2.2852780743754137,1.64631818994381,0.9769201408852192,0.9071056204312555,0.08696618464853582,0.6051397015127284,0.5000555617290809
2024-07-02,55.79545893906588,31.355117151252703,5.870853309619548,2.2859959789669038,1.6154210485617073,0.977227033714816,0.9073905815032477,0.08699350448499846,0.6053298020414476,0.5002126507887411
2024-07-03,55.81096857936375,31.36383303239717,5.872485249293585,2.2866314245036974,1.6001585655617836,0.9774986766060203,0.8955570219647144,0.08701768634474957,0.6054980674822158,0.50035169648231
2024-07-04,55.825137087649054,31.37179524375973,5.873976073732362,2.288420808309397,1.5739693039719151,0.9777468303014477,0.8957843734586706,0.08703977717817042,0.6056517828647692,0.5004787187744799
2024-07-05,55.825137087649054,31.37179524375973,5.873976073732362,2.288420808309397,1.5739693039719151,0.9765379445073065,0.8957843734586706,0.08703977717817042,0.6056517828647692,0.5016876045686212
2024-07-08,55.84674103385223,31.38393591393272,5.876249262294289,2.2808409361364537,1.5503913468329447,0.9708690898888362,0.8961310358839408,0.08707346097657723,0.6058861659620166,0.5018817542399938
2024-07-09,55.84676804924877,31.383951095650726,5.876252104881002,2.280842039474289,1.5503920968218656,0.970821185370297,0.896131469379877,0.08707350309763988,0.6058864590544109,0.5018819970211187
2024-07-10,55.84474196703517,31.38281250755819,5.876038918508931,2.2831779127690592,1.5503358496662787,0.9707859646475053,0.8960989583484498,0.08707034413102346,0.6058644779117048,0.503073099423691
2024-07-11,55.84460060831676,31.382053494725596,5.875896802854291,2.281913411604455,1.5502983538298416,0.9719717666726002,0.8960772856379973,0.08706823828061512,0.6058498247026136,0.5042702133752293
2024-07-15,55.977955982756164,31.456992977663607,5.889928283244093,2.2825138829694644,1.5540004237742184,0.9815658214940804,0.655783330157451,0.08727615484535393,0.6072965774655877,0.5066865656299715
2024-07-16,55.98338488783199,31.46004376838735,5.890499505629616,2.2706123840387464,1.5541511352577004,0.9840855893578714,0.6558469299332418,0.0872846191408381,0.6073554748549984,0.5067357055676434
2024-07-18,55.989493664870025,31.463476615353876,5.891142263265557,2.2587359614043496,1.5543207206228533,0.9841929704936097,0.6559184944282088,0.08729414343591689,0.6074217480749217,0.5080034180506829
2024-07-19,55.98881484603198,31.46309515091762,5.891070838823502,2.259920980359541,1.5543018759768945,0.9841810380990669,0.6559105420464119,0.08729308507826553,0.6074143836695977,0.5079972589971286
2024-07-22,56.08537218680485,31.51735586010768,5.90001598275223,2.2759633494602056,1.5569823980832356,1.0053102572834471,0.4505775894609052,0.08744362922152336,0.6084619199997668,0.5125168268261509
2024-07-23,56.088778163416805,31.51926985965417,5.900374281461214,2.273672427932357,1.5510041081568484,1.006585876801934,0.45060495233061143,0.08744893953585989,0.6084988709370251,0.5137625197731769
2024-07-24,56.075156738441564,31.51161525593974,5.898941347668886,2.305905644138167,1.5506274394757447,0.9905558653302534,0.4504955207873933,0.09228479671116413,0.6095653677500578,0.5148520237570209
2024-07-25,56.09979684823436,31.500905054711144,5.8969364092245655,2.3002664667518635,1.5428172449823845,0.9902191941517152,0.45034240589178964,0.09225343085653911,0.6093581880260873,0.5171047571695483
2024-07-26,56.205241976341725,31.45394277857423,5.888145120354268,2.267747945694285,1.5296087159092397,0.98874295252783,0.44967102504146433,0.09211589731307625,0.6084497427784772,0.5163338454654011
2024-07-29,56.20183600097734,31.45203670450623,5.88778830528655,2.2651865670194655,1.5392118459682829,0.9886830358008556,0.44964377547577405,0.09211031519180277,0.6072008935670157,0.5163025562066839
2024-07-31,56.204560748243516,31.45356154527878,5.888073753880941,2.259236203629904,1.5392864692113617,0.988730968601465,0.44966557486410647,0.09211478083469567,0.6072303315550333,0.517539623900198
2024-08-01,56.54311040270322,31.643022903056828,5.321188083270009,2.2728447725057968,1.54855840186822,0.9946866156756055,0.45237414731740916,0.09266963664723206,0.6108879994771481,0.5206570374785274
2024-08-05,56.4131037231286,31.57026772015247,5.308953347876589,2.2493709303904246,1.5437813470337745,0.9923995836534845,0.4513340265953745,0.34184598779865294,0.6094834159684168,0.5194599174022235
2024-08-06,56.272765398923575,31.49173067513727,5.2908922871410935,2.243775192413734,1.539940897335332,0.9899308009537198,0.692912728430634,0.35070364013389355,0.6079672100591026,0.5193811694716486
2024-08-07,56.31079654923048,31.50893702292208,5.293783107392404,2.254714502391673,1.475217081532516,0.9831866534500168,0.6932913197984089,0.35089525643036806,0.6082993891751363,0.5208791176769132
2024-08-08,56.31695060312008,31.51238054900102,5.290718741165945,2.247675095225652,1.475378303997389,0.9832941032468522,0.6933670877222295,0.350933604819132,0.6083658685618862,0.5209360431398188
2024-08-09,56.11525345635502,31.399520083786904,5.275400083438439,2.226315631542827,1.4241160316988628,0.9797724705424563,0.896576023355019,0.5577888620332844,0.6061870279363893,0.5190703293108004
2024-08-12,56.09285642754131,31.386987734510424,5.273294536721723,2.237521764434676,1.4235476306700614,0.9721245910173056,0.8962181769978893,0.5914314285451657,0.6059450832333907,0.5200726263280598
2024-08-15,56.091499606447584,31.386228519705924,5.273166981847243,2.237467641380138,1.4235131967050931,0.9721010764517295,0.8961964985203688,0.5914171225053445,0.6083493100617348,0.5200600463748428
2024-08-16,56.09285642754131,31.386987734510424,5.273294536721723,2.237521764434676,1.4235476306700614,0.9721245910173056,0.8962181769978893,0.5914314285451657,0.6059450832333907,0.5200726263280598
2024-08-20,56.07929116975466,31.379397238912922,5.2720192656028795,2.2611642263021525,1.423203365966649,0.9718894965415069,0.896001439406361,0.5912883992843596,0.605798544052074,0.5199468541764307
2024-08-22,56.08336005812218,31.381674002077037,5.272401782168544,2.2540726885234323,1.4233066278927466,0.9719600129439883,0.8960664496758924,0.591331300798261,0.6058424983638625,0.5199845794340536
2024-08-23,56.09014285099213,31.38546934162958,5.273039433143423,2.254345298940216,1.4113846372656824,0.972077563023706,0.8961748210915773,0.5914028171575996,0.6059157697258841,0.5200474670302
2024-08-26,56.173025223478476,31.431846512883048,5.2808312125224495,2.2576764633352857,1.2657038112582477,0.9735139668295972,0.8974990661649392,0.5922767116796968,0.6068111095123273,0.5208159223359297
2024-08-28,56.145823698869144,31.41662578829085,5.278273994718821,2.3050077261340904,1.2650909001103594,0.9730425472466053,0.8970644564418913,0.5919899044535558,0.606517264072048,0.520563719662636
2024-08-29,56.1213648413892,31.402939734332897,5.2808149589853475,2.3415162570203134,1.2645397873830633,0.9726186598153216,0.8966736674170812,0.5917320153400172,0.606253046391306,0.5215470319254548
2024-08-30,56.19547996508976,31.404459818120124,5.276230002967274,2.3379991664524713,1.1968329066363839,0.9726657401800405,0.896717071605218,0.5917606585896782,0.6062823925427993,0.5215722778162604
2024-09-02,56.21220011770719,31.40027994176592,5.275527746371986,2.3401079498815185,1.1966736103582325,0.9725362801431072,0.8832879024888876,0.5916818963247479,0.6062016974615516,0.5215028574968636
2024-09-04,56.25114594626498,31.386228519705924,5.273166981847243,2.34268909262342,1.168320941390926,0.9769388443249838,0.8828926368689193,0.5914171225053445,0.6059304261251076,0.5212694883431565
2024-09-05,56.259081261693176,31.380535579198277,5.272210516947497,2.3422641677356193,1.1681090273787342,0.9767616438462178,0.8827324948100167,0.5913098492631481,0.6058205204107101,0.5211749387165988
2024-09-09,56.36171388493337,31.338093480768453,5.2650798649820985,2.3233976284921005,1.1701519241210216,0.9681950533367081,0.8573868587470848,0.5905101041229922,0.605001149622943,0.5204700508732304
2024-09-10,56.36162627887691,31.334687937853694,5.269337526908155,2.323145142477381,1.1700247625055,0.9680898385824661,0.8572936856335448,0.5904459327814132,0.6049354035245155,0.5204134908564195
2024-09-11,56.36048495057576,31.33203969393097,5.2676848362152064,2.328985571638582,1.1699258781326003,0.9680080206930791,0.8572212316554657,0.5903960313796095,0.6048842775484342,0.5203695082302897
2024-09-12,56.35352766661001,31.327500888483705,5.265714572677967,2.329855370304557,1.1842425483257877,0.96786779362455,0.8570970533244743,0.5903105057403774,0.6047966531205093,0.5190869477880619
2024-09-16,56.35269401198154,31.32636639258259,5.263109609327582,2.3309781320210003,1.184199662098706,0.9714541488996479,0.8570660143629779,0.5902891282021072,0.6047747509800732,0.5190681495437753
2024-09-20,56.38098466280774,31.325988245541865,5.263046077244134,2.3309499943023906,1.1564215922018073,0.9714424222759149,0.8570556685420493,0.5902820027000875,0.6047674506191081,0.5190618837649031
2024-09-25,56.380830614158505,31.325231978847896,5.26291901767858,2.335722086974324,1.1563936740679082,0.9677976953243069,0.8570349776494934,0.5902677522121159,0.6047528504259101,0.5190493526609609
2024-09-26,56.380830614158505,31.325231978847896,5.26291901767858,2.3598639173306473,1.1455298504075624,0.9545196886283289,0.8570349776494934,0.5902677522121159,0.6047528504259101,0.5190493526609609
2024-09-27,56.380830614158505,31.325231978847896,5.26291901767858,2.3598639173306473,1.1455298504075624,0.9545196886283289,0.8558278861316773,0.5902677522121159,0.6047528504259101,0.520256444178777
2024-10-02,56.37130426890613,31.31993913424645,5.262029772467901,2.377568498110497,1.1453362968055134,0.9543584089166784,0.8556832818072803,0.5901680180589,0.6046506688088116,0.5189616518718344
2024-10-03,56.37457634566234,31.32712271405318,5.263236678096099,2.3612135188889836,1.1455989925488985,0.9545773017365301,0.8558795423784712,0.5939248728493763,0.6047893522307674,0.5190806815553493
2024-10-04,56.398439344965325,31.331661409911483,5.26279188030535,2.363970291726973,1.1457649677471387,0.9535082623055641,0.8560035428163556,0.5638274393444824,0.60487697454301,0.51915588633432
2024-10-07,56.40085402350641,31.331661409911483,5.231401059271183,2.365177630997518,1.1433502892060488,0.9535082623055641,0.8560035428163556,0.5940109211081056,0.60487697454301,0.51915588633432
2024-10-09,56.38791894720985,31.32447574866837,5.2302012800655096,2.386362319568316,1.1430880711336344,0.9532895829551205,0.8558072253788244,0.5938746895435566,0.6047382509376461,0.5202438845391726
2024-10-17,56.38587710908407,31.32334147185788,5.230011891547924,2.3862759080522147,1.143046679274379,0.9532550638054209,0.8557762361198888,0.5938531850084419,0.604716353026889,0.5238461022228939
2024-10-21,56.38383541882514,31.322207277190007,5.232236466672525,2.3873964777573824,1.14300529041266,0.9532205471555464,0.8557452491051488,0.5938316820306533,0.6046944567019458,0.523827134148991
2024-10-22,56.38519652923557,31.32296339784207,5.232362773289869,2.3874541097041195,1.1430328826540956,0.9532435579777179,0.8557659068656324,0.5938460171761512,0.6047090540757148,0.5214257711790595
2024-10-23,56.38965241368522,31.324097647270694,5.2337592924575445,2.380298275997758,1.1430742735141362,0.9532780762941121,0.8557968953764757,0.5938675211921384,0.6047309514578482,0.5214446527540727
2024-10-24,56.39033307196409,31.32447574866837,5.233822467196872,2.3791199453055896,1.1430880711336344,0.9532895829551205,0.8558072253788244,0.5938746895435566,0.6047382509376461,0.5214509469162936
2024-10-25,56.39432623976508,31.32334147185788,5.2336329475540735,2.3766197587024838,1.143046679274379,0.9532550638054209,0.8557762361198888,0.5938531850084419,0.604716353026889,0.5214320648854612
2024-10-28,56.39485256203518,31.32296339784207,5.233569777389819,2.376591072804556,1.1430328826540956,0.9532435579777179,0.8557659068656324,0.5938460171761512,0.6047090540757148,0.5214257711790595
2024-10-31,56.40327199074745,31.316915454585825,5.232559262112602,2.3761321925967973,1.142812182015829,0.953059502501395,0.8556006727024527,0.5937313553873156,0.6045922948151323,0.5213250925352039
2024-11-04,56.40853248283937,31.313136675911025,5.231927888202774,2.3758454824426343,1.1426742873911502,0.9529445039176715,0.8554974337490239,0.5936597142517909,0.604519343171031,0.5212621881235238
2024-11-05,56.427709468525975,31.303693717645046,5.230350119830023,2.367891440319727,1.1423296963743157,0.9526571288369371,0.8564457068909863,0.5934806870286835,0.604337041059696,0.5211049934886001
2024-11-06,56.435317288383544,31.302560945366046,5.2301608515705444,2.3678057545279008,1.1422883594181976,0.9465915659313883,0.8564147150865051,0.593459211017691,0.6043151721948438,0.5210861365033383
2024-11-11,56.45095933707478,31.29652087753269,5.22915165215143,2.3601129573939916,1.1420679461686816,0.9464089138704695,0.8562494633366039,0.5933446985374777,0.6041985649741389,0.5209855889597365
2024-11-12,56.499777637789805,31.293501717639543,5.228647198477325,2.3442089838191698,1.1419577714386593,0.941494138995193,0.8320494849975448,0.5932874588678145,0.6041402782373478,0.5209353297375933
2024-11-13,56.57171636088577,31.29727575853472,5.229277780779413,2.326401485037705,1.1806879491197062,0.9331655847914849,0.7429047769741971,0.5933590101806898,0.6042131384157025,0.5209981552806058
2024-11-14,56.57433495942489,31.295388624305314,5.228962470617235,2.3142017945374707,1.1890583477925722,0.9331093176348689,0.7428599819880574,0.5933232323670847,0.6041767061298973,0.5245845652026054
2024-11-15,56.58357049023576,31.299163120368927,5.22959312897074,2.320511342283142,1.1892017585712984,0.9332218587344095,0.7224460987669449,0.5933947923094105,0.6042495750955582,0.524647834663808
2024-11-18,56.59426620785008,31.298408148320036,5.229466985130271,2.3120129636749835,1.1891730736481658,0.933199348342804,0.7224286725306809,0.5933804789400585,0.604234999896279,0.5234291216666369
2024-11-19,56.60502991769919,31.303693717645046,5.230350119830023,2.319640977959671,1.1893738971753698,0.9333569438929148,0.6984254426618044,0.5934806870286835,0.604337041059696,0.5223112550476015
2024-11-21,56.604870573669686,31.302938527016472,5.2302239394683605,2.3195850174348838,1.1893452039473718,0.9333344269840955,0.6984085933930305,0.5934663695153214,0.6043224616406017,0.5235048869301818
2024-11-22,56.60848927104477,31.302938527016472,5.227811474551632,2.3159663200597906,1.1893452039473718,0.9333344269840955,0.6984085933930305,0.5934663695153214,0.6067349265573305,0.5235048869301818
2024-11-25,56.608170431458184,31.301428255066295,5.227559248485889,2.3182669302237837,1.1892878216444593,0.933289396425575,0.6983748972942617,0.5934377365609269,0.6067056534352567,0.5234796294053706
2024-11-27,56.61210796841986,31.302938527016472,5.227811474551632,2.313553855143062,1.1893452039473718,0.9333344269840955,0.6984085933930305,0.5934663695153214,0.605528694098966,0.5235048869301818
2024-11-28,56.61194845748302,31.302183372824434,5.228891561835533,2.3134980428144294,1.1893165121037683,0.9333119111616751,0.6983917449372027,0.5934520526927525,0.6055140862840686,0.5234922578631191
2024-12-02,56.611788954242094,31.301428255066295,5.228765422747192,2.313442233178573,1.1892878216444593,0.933289396425575,0.6995810715555644,0.5934377365609269,0.605499479173954,0.5234796294053706
2024-12-03,56.615771170969495,31.300295646736885,5.228576225525197,2.306121740070168,1.1940693110195955,0.9332556263581031,0.699555757971076,0.5934162636582231,0.6054775698301382,0.5234606878611155
2024-12-04,56.615771170969495,31.300295646736885,5.228576225525197,2.306121740070168,1.1952754416367868,0.9332556263581031,0.699555757971076,0.5934162636582231,0.6042714392129467,0.5234606878611155
2024-12-05,56.6161348385942,31.299163120368927,5.228387041994501,2.306038298568278,1.1976443674049688,0.9332218587344095,0.6995304462184108,0.5933947923094105,0.6042495750955582,0.5222356607113308
2024-12-06,56.6147691918785,31.298408148320036,5.228260927246247,2.3083947900229105,1.1976154788363373,0.933199348342804,0.6995135727342152,0.5933804789400585,0.604234999896279,0.5222230637826124
2024-12-09,56.618272012750026,31.295011224768388,5.228899413147691,2.308144252021375,1.1998973514949154,0.9330980650177947,0.6994376521276893,0.5933160773221089,0.6029634932135253,0.5209604581364858
2024-12-10,56.622209229742104,31.29652087753269,5.22915165215143,2.2949897587740247,1.2023672041501325,0.9331430771145504,0.6994713925848315,0.5933446985374777,0.6078165204530259,0.5209855889597365
2024-12-11,56.61915865085467,31.293501717639543,5.228647198477325,2.293562493428015,1.2022512123805105,0.9330530572633339,0.6994039149254725,0.5932874588678145,0.617404835244555,0.5197294609187563
2024-12-12,56.59390806409854,31.279545676983815,5.226315365704668,2.3359315449113573,1.2017150414224065,0.9338422723093517,0.6990920000250709,0.5930228689867842,0.617129489677304,0.5194976758806993
2024-12-13,56.567158712841135,31.264095407354866,5.223733870998832,2.3829671579418106,1.2011214643417516,0.9345857444109903,0.6999514250577309,0.592729950307063,0.6168246637341794,0.5168316030116464
2024-12-16,56.567158712841135,31.264095407354866,5.223733870998832,2.3829671579418106,1.2023262000131076,0.9345857444109903,0.6999514250577309,0.592729950307063,0.6156199280628236,0.5168316030116464
2024-12-17,56.54111660848188,31.249036675683385,5.221217796068096,2.4528645411878944,1.201747084980618,0.9341355898242125,0.6996142849436263,0.5924444547199038,0.5912402993241316,0.5165826647862576
2024-12-18,56.54572525588638,31.250918223773482,5.220327944975455,2.4445826362860843,1.2042278996483171,0.9341918354311786,0.6996564096956723,0.5924801266269721,0.5912758987273238,0.5166137689491281
2024-12-19,56.5428440555658,31.248660393253154,5.262095715714858,2.427548046425893,1.2041408960445898,0.9172663689709268,0.6996058606019067,0.5924373208539382,0.5912331799578936,0.5141681626110398
2024-12-23,56.543367334651776,31.24828411988475,5.262032353431327,2.427518815679074,1.2041263966662075,0.9172553239244503,0.6995974364630665,0.5924301871597741,0.5912260607631079,0.5141619713764706
2024-12-27,56.53996327153968,31.24640288895878,5.266531780521201,2.4285767264086107,1.2040539050117058,0.917200102681717,0.6995553188118011,0.5923945212657593,0.5911904673607475,0.5141310174399983
2024-12-30,56.53231849079573,31.241512748453754,5.281357806152619,2.426992782585749,1.203865467552455,0.9170565585627579,0.6994458366479762,0.5923018100358078,0.5910979445682554,0.5140505546448982
2025-01-02,56.50291249893515,31.224597152041444,5.351894267360809,2.423272269438999,1.2080264938017653,0.917763235470353,0.675002851616325,0.5919811105084348,0.59077789686919,0.5137722239575236
2025-01-03,56.50343585552754,31.22422145795011,5.3518298734138225,2.423243112647356,1.2080119588371128,0.917752192950793,0.6749947299876696,0.5919739877966729,0.5907707886344845,0.5137660422544295
2025-01-06,56.50380269401006,31.223094429918348,5.351636700869978,2.4231556464820447,1.2079683560416947,0.9177190669864173,0.6749703662742935,0.5919526206897547,0.5907494649566455,0.5149506537707622
2025-01-07,56.50552915596272,31.222718771987406,5.351572313120881,2.4219233512392835,1.2079538224760262,0.9177080255296949,0.6749622454273413,0.5919454986635507,0.5907423574061045,0.5149444581869913
2025-01-08,56.432725068837684,31.181826177690393,5.503169970090632,2.4127435152711767,1.2063717576355883,0.9165060974642641,0.6500469331482602,0.5911702238612644,0.5899686583656114,0.5154715976351268
2025-01-09,56.43053638506227,31.179952939909956,5.502839368994937,2.4174045437593477,1.2062992852556587,0.9164510386669383,0.6500078817961268,0.591134709507753,0.5899332161957453,0.5154406308512725
2025-01-10,56.4303818638462,31.179203707815383,5.503908604119389,2.417346455247372,1.2062702987417304,0.9164290170002412,0.6499922625690001,0.5911205049610869,0.5899190405201091,0.5154282451794844
2025-01-13,56.42970388101992,31.178829105270566,5.503842477409136,2.4185188620442237,1.206255806007154,0.9164180065637616,0.6499844532369226,0.5911134029437447,0.5899119529377616,0.5154220525668018
2025-01-15,56.42767003028506,31.177705351642132,5.503644106811784,2.4160288798948915,1.206212329892825,0.9163849768416844,0.6499610263665521,0.5910920979156074,0.5946963180248489,0.5166048823246162
2025-01-16,56.439720566365494,31.183699640566136,5.5035006109126,2.397267187504506,1.2064442387240721,0.9153595251896904,0.6500859891929514,0.5912057424823143,0.5948106555462309,0.5179058435160111
2025-01-17,56.96059460510927,31.47148950578447,5.554291624079722,1.485591100327,1.2272801579844277,0.9238072461919146,0.6560855390015566,0.5966618949884767,0.6003000772749918,0.5238982492581746
