date,THE HONGKONG AND SHANGHAI BANKING,DAH SING SECURITIES LTD,CITIBANK N.A.,BNP PARIBAS,STANDARD CHARTERED BANK (HONG KONG) LTD,DEUTSCHE BANK AG,BANK OF CHINA (HONG KONG) LTD,UOB KAY HIAN (HONG KONG) LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CHINA SECURITIES DEPOSITORY AND CLEARING
2024-03-01,47.83527639155343,23.116275426961895,16.570694249578665,5.381095437670727,4.143151212041708,0.0,1.8286403880187108,0.0,0.8623768813588442,0.2624900128160235
2024-03-04,47.84531927117788,23.113785654014265,16.532408176501747,5.406272188539873,4.142704967756453,0.0,1.834447974716386,0.0,0.8630740692354717,0.26198769805792965
2024-03-05,47.88118364569364,23.146489709045614,16.446932483528457,5.411548039144204,4.1480918318762665,0.0,1.8373600394445868,0.0,0.8657193869980429,0.2626748642691923
2024-03-06,47.87882156891416,23.148030689002358,16.428444199679877,5.421363655700513,4.155330921329611,0.0,1.838273603903792,0.0,0.8667265127846255,0.26300884868505525
2024-03-07,47.84632363743326,23.13008001401197,16.48096074472946,5.403744055475304,4.165786040623666,0.0,1.8365341916963172,0.0,0.8741275290485452,0.26244378698147675
2024-03-08,47.846760883971726,23.127081798155505,16.449105718378732,5.411895977717079,4.188167389499533,0.0,1.8347153508659075,0.0,0.8797050352968605,0.26256784611466044
2024-03-11,47.84025713357142,23.13057654365045,16.450979285837537,5.4095797786005955,4.187598097141331,0.0,1.8344659603015896,0.0,0.8833788185571716,0.26316438233989814
2024-03-12,47.84586133885475,23.12209476135665,16.42069404930773,5.410769536952535,4.1860625411500285,0.0,1.8358472609705874,0.0,0.9126006533365905,0.2660698580711251
2024-03-13,47.83602542396033,23.126413336417055,16.42483304218712,5.385735784601183,4.187359421035955,0.0,1.842105739380502,0.0,0.9305847251202789,0.26694252729758
2024-03-14,47.85270573637143,23.1348596454488,16.433993884783522,5.373631401117487,4.188256321391851,0.0,1.8470473654450512,0.0,0.9015169920656306,0.26798865337622657
2024-03-15,47.79344651190983,23.13431279655363,16.461564728995402,5.383350637975673,4.189226547614807,0.0,1.8455266748134056,0.0,0.9028887169456008,0.2896833851916534
2024-03-18,47.84231722980562,23.13928887288715,16.399935286437834,5.37455370197434,4.190602103929368,0.0,1.8495612754752564,0.0,0.913521360443656,0.29022016904676395
2024-03-19,46.36806710298327,22.75273188029318,16.497647065662868,5.35077588869736,4.11950114117463,0.0,1.8297902661049623,1.851649334333452,0.9348131505298497,0.29502417022042815
2024-03-20,46.35034016418664,22.746144523649495,16.5669414065975,5.307788850408334,4.117686887804198,0.0,1.8284835338921401,1.8511132459811401,0.9407582838873548,0.2907431035932013
2024-03-21,46.311417533369266,22.729253347504933,16.6271903194536,5.308039848002567,4.114629113575351,0.0,1.823243733383826,1.8497386183000009,0.9492211483645776,0.2872663380458807
2024-03-22,46.29755342115423,22.732036671611084,16.61078196034087,5.314692905620536,4.116604062970148,0.0,1.8214476315716783,1.8496492236055249,0.9628391746948163,0.29439494843111946
2024-03-25,46.422575650749714,22.747894042833643,16.447877637822604,5.301662795013622,4.119631095771454,0.0,1.822718233571558,1.8509394984187295,0.9818456597667212,0.30485538605195556
