date,THE HONGKONG AND SHANGHAI BANKING,MORGAN STANLEY HONG KONG SECURITIES LTD,CHINA SECURITIES DEPOSITORY AND CLEARING,CITIBANK N.A.,INTERACTIVE BROKERS HONG KONG LTD,BANK OF CHINA (HONG KONG) LTD,CHINA CITIC BANK INTERNATIONAL LTD,CHINA INTERNATIONAL CAPITAL CORPORATION,FUTU SECURITIES INTERNATIONAL
2024-03-01,11.885412900588298,26.159562352377385,29.93297501135958,14.4162352819816,7.532574364783834,0.0,0.0,0.0,10.073240088909303
2024-03-04,12.025656638732857,26.47223384346568,30.29133428811835,13.393670690477673,7.62224249783989,0.0,0.0,0.0,10.194862041365552
2024-03-05,10.299884664513634,22.726152813134775,25.952419178271857,12.554547965238172,6.545685474180217,13.169156532349799,0.0,0.0,8.752153372311547
2024-03-06,10.295034826359256,22.724713858370297,25.951278061641393,12.553995947201907,6.545397663225057,13.169017185909732,0.0,0.0,8.760562457292359
2024-03-07,10.39507254919623,22.964704068995765,26.22585067539797,11.648341260379343,6.608429142418015,13.308349493966077,0.0,0.0,8.849252809646599
2024-03-08,10.31731495478992,22.737513786366367,25.87509991709464,12.561694184681038,6.574648853921684,13.173885782595447,0.0,0.0,8.759842520550903
2024-03-11,10.346710210258244,22.746316579461524,25.80253647592482,12.564461627616907,6.597677425888204,13.177711414891396,0.0,0.0,8.7645862659589
2024-03-12,10.498360536400812,22.98500476602522,26.02919402039867,11.652112396117934,6.67375110011185,13.306561396376399,0.0,0.0,8.855015784569117
2024-03-13,10.385367670697946,22.743670114714437,25.75252646719393,12.559599475357972,6.60304049933011,13.165573976174121,0.0,0.0,8.790221796531485
2024-03-14,10.493114083590676,22.98451996666929,26.019704523642922,11.648865249503672,6.6715459148866145,13.302164553858631,0.0,0.0,8.880085707848192
2024-03-15,10.092828351381398,22.08722081479168,25.00488082650225,15.091757680588028,6.411341465414985,12.775665060199978,0.0,0.0,8.536305801121676
2024-03-18,10.0481986343757,21.916524756526986,24.783154076613346,15.73944809294479,6.363378564803856,12.678402029825882,0.0,0.0,8.470893844909439
2024-03-19,10.249205198305734,22.345757279306785,25.23300022330276,14.107336118199756,6.489189552203441,12.928639109104568,0.0,0.0,8.646872519576956
2024-03-20,10.053763107433603,21.91795041909167,24.742506232330328,15.745223300164959,6.366295009223946,12.682102893785913,0.0,0.0,8.492159037969579
2024-03-21,10.42367005598237,22.68616544748291,25.6029575462694,12.78216414586215,6.5884680883908056,13.123813275062204,0.0,0.0,8.792761440950155
2024-03-22,10.37208681126903,22.539884979654097,25.31622258933127,13.377053494547505,6.546153934547168,13.063068015477148,0.0,0.0,8.785530175173783
2024-03-25,10.058771023736133,21.867332778930145,24.555607061070987,15.963542835951728,6.354126825779612,12.679046951477979,0.0,0.0,8.521572523053417
2024-03-26,10.067431543761233,21.865946457352347,24.553627665036988,15.962108150338224,6.3537239937005605,12.67655255436361,0.0,0.0,8.520609635447036
2024-03-27,10.095708299246008,21.853328878328156,24.52635564239743,15.950295776104447,6.346815021735683,12.67584415814633,0.0,0.0,8.551652224041945
2024-03-28,10.104025240207157,21.855930834025614,24.525008813245996,15.902950583934313,6.360829604733574,12.681062303999004,0.0,0.0,8.570192619854337
2024-04-02,10.443386656050999,22.578223850386664,25.026323998985784,12.607368118036455,6.518254961847089,13.180082475424767,0.09865429215905508,0.0,9.547705647109188
